is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,"Ответственность , добросовестность (СК) (614_4)","Сбор жалоб, консультирование, составление плана лечения и взаимодейтвие со смежными специалистами (3405_12)","Личные установки и ценности, мировоззрение (2043_4)",Командность (СК) (1371_4),Ведение медицинской документации (врач-стоматолог) (2515_12),Протезирование и восстановление зубов (3607_12),Коммуникабельность (СК) (617_4),"Ведение амбулаторного ортопедического приема, ортопедического лечения, консультирование (3587_12)",Дисциплинированность (СК) (593_4),"Осмотр, обследование и диагностика пациентов, зубов и полости рта (3408_12)",Лечение и оказание стоматологической (медицицинской) помощи (3591_12),Ведение амбулаторного приема (врач-стоматолог) (2508_12),Пунктуальность (СК) (612_4),"Владение методами лечения, диагностики, стоматологическими материалами, аппаратурой (3761_12)","Лечение зубов, каналов, заболеваний (3614_12)","Саморазвитие, обучаемость (СК) (604_4)",Доброжелательность (СК) (1126_4),Проведение профессиональной гигиены полости рта (3589_12),"Работа по протоколам, соблюдение протоколов лечения (3758_12)",Работа с детьми (врач-стоматолог) (2509_12),Аккуратность (СК) (575_4),"Владение и работа с ПК, MS Office, 1С, проф. программами, офисной техникой (2237_12)",Лечение пациентов (3759_12),Имплантация зубов (3601_12),Знание амбулаторной помощи (врач-стоматолог) (2533_12),Эндодонтия и эндодонтическое лечение (3773_12),Реставрация/реконструкция зубов (3611_12),"Чтение и анализ снимков, КТ, КЛКТ, фотографий, интерпретация результатов исследований (3403_12)",Высокая работоспособность (СК) (586_4),Клиентоцентричность (клиенториентированность) (СК) (626_4),"Знание методов лечения, диагностики и стоматологических материалов (2697_12)",Выполнение анестезиологических процедур и(или) работа под седацией (врач-стоматолог) (2513_12),Стрессоустойчивость (СК) (601_4),Ведение амбулаторного ортодонтического приема  и ортодонтического лечения (3588_12),Нравственность (СК) (622_4),"Удаление зубов, опухолей, кист (3600_12)",Ведение амбулаторного хирургического приема и хирургического лечения (3586_12),Вежливость (СК) (581_4),Внимательность (СК) (536_4)
False,2.0,Ульяновская область,1,True,20000.0,50000.0,4452.4154,4238.5152,3939.0549,3718.5731,3428.9851,3185.4679,2326.5763,2069.896,1961.3005,1849.4142,1661.8402,1553.2447,1464.3938,1418.323,1401.8692,1033.3026,944.4518,914.8348,822.6932,654.8638,644.9914,635.1191,539.6867,493.6159,431.0912,414.6374,411.3466,404.765,375.1481,332.368,309.3326,306.0419,299.4603,263.2618,256.6803,253.3895,200.7371,200.7371,187.574
False,2.0,Курская область,2,False,20000.0,150000.0,13357.2463,12715.5456,11817.1647,11155.7194,10286.9554,9556.4038,6979.7288,6209.688,5883.9015,5548.2427,4985.5206,4659.7341,4393.1815,4254.9691,4205.6075,3099.9079,2833.3553,2744.5044,2468.0795,1964.5913,1934.9743,1905.3574,1619.0602,1480.8477,1293.2737,1243.9121,1234.0398,1214.2951,1125.4443,997.1041,927.9979,918.1256,898.3809,789.7854,770.0408,760.1685,602.2114,602.2114,562.7221
False,2.0,Калининградская область,1,False,20000.0,400000.0,35619.3234,33908.1216,31512.4391,29748.585,27431.881,25483.7436,18612.6102,16559.1681,15690.4041,14795.3139,13294.7216,12425.9576,11715.1507,11346.5842,11214.9533,8266.421,7555.6141,7318.6784,6581.5453,5238.9101,5159.9316,5080.953,4317.4937,3948.9272,3448.7298,3317.0989,3290.7727,3238.1203,3001.1847,2658.9443,2474.6611,2448.3349,2395.6825,2106.0945,2053.4421,2027.116,1605.8971,1605.8971,1500.5923
False,2.0,Калининградская область,1,True,50000.0,100000.0,8904.8309,8477.0304,7878.1098,7437.1462,6857.9703,6370.9359,4653.1526,4139.792,3922.601,3698.8285,3323.6804,3106.4894,2928.7877,2836.646,2803.7383,2066.6052,1888.9035,1829.6696,1645.3863,1309.7275,1289.9829,1270.2383,1079.3734,987.2318,862.1824,829.2747,822.6932,809.5301,750.2962,664.7361,618.6653,612.0837,598.9206,526.5236,513.3605,506.779,401.4743,401.4743,375.1481
False,2.0,Кемеровская область,1,False,25000.0,300000.0,26714.4926,25431.0912,23634.3293,22311.4387,20573.9108,19112.8077,13959.4577,12419.3761,11767.8031,11096.4855,9971.0412,9319.4682,8786.363,8509.9381,8411.215,6199.8157,5666.7105,5489.0088,4936.159,3929.1826,3869.9487,3810.7148,3238.1203,2961.6954,2586.5473,2487.8241,2468.0795,2428.5902,2250.8885,1994.2082,1855.9958,1836.2512,1796.7619,1579.5709,1540.0816,1520.337,1204.4228,1204.4228,1125.4443
False,2.0,Кемеровская область,1,True,25000.0,100000.0,8904.8309,8477.0304,7878.1098,7437.1462,6857.9703,6370.9359,4653.1526,4139.792,3922.601,3698.8285,3323.6804,3106.4894,2928.7877,2836.646,2803.7383,2066.6052,1888.9035,1829.6696,1645.3863,1309.7275,1289.9829,1270.2383,1079.3734,987.2318,862.1824,829.2747,822.6932,809.5301,750.2962,664.7361,618.6653,612.0837,598.9206,526.5236,513.3605,506.779,401.4743,401.4743,375.1481
False,2.0,Ивановская область,1,False,40000.0,400000.0,35619.3234,33908.1216,31512.4391,29748.585,27431.881,25483.7436,18612.6102,16559.1681,15690.4041,14795.3139,13294.7216,12425.9576,11715.1507,11346.5842,11214.9533,8266.421,7555.6141,7318.6784,6581.5453,5238.9101,5159.9316,5080.953,4317.4937,3948.9272,3448.7298,3317.0989,3290.7727,3238.1203,3001.1847,2658.9443,2474.6611,2448.3349,2395.6825,2106.0945,2053.4421,2027.116,1605.8971,1605.8971,1500.5923
False,2.0,Забайкальский край,1,False,40000.0,120000.0,10685.797,10172.4365,9453.7317,8924.5755,8229.5643,7645.1231,5583.7831,4967.7504,4707.1212,4438.5942,3988.4165,3727.7873,3514.5452,3403.9753,3364.486,2479.9263,2266.6842,2195.6035,1974.4636,1571.673,1547.9795,1524.2859,1295.2481,1184.6782,1034.6189,995.1297,987.2318,971.4361,900.3554,797.6833,742.3983,734.5005,718.7048,631.8284,616.0326,608.1348,481.7691,481.7691,450.1777
False,2.0,Белгородская область,2,False,20000.0,150000.0,13357.2463,12715.5456,11817.1647,11155.7194,10286.9554,9556.4038,6979.7288,6209.688,5883.9015,5548.2427,4985.5206,4659.7341,4393.1815,4254.9691,4205.6075,3099.9079,2833.3553,2744.5044,2468.0795,1964.5913,1934.9743,1905.3574,1619.0602,1480.8477,1293.2737,1243.9121,1234.0398,1214.2951,1125.4443,997.1041,927.9979,918.1256,898.3809,789.7854,770.0408,760.1685,602.2114,602.2114,562.7221
False,2.0,Белгородская область,2,True,50000.0,70000.0,6233.3816,5933.9213,5514.6768,5206.0024,4800.5792,4459.6551,3257.2068,2897.8544,2745.8207,2589.1799,2326.5763,2174.5426,2050.1514,1985.6522,1962.6168,1446.6237,1322.2325,1280.7687,1151.7704,916.8093,902.988,889.1668,755.5614,691.0623,603.5277,580.4923,575.8852,566.6711,525.2073,465.3153,433.0657,428.4586,419.2444,368.5665,359.3524,354.7453,281.032,281.032,262.6037
False,2.0,Республика Северная Осетия,1,False,80000.0,300000.0,26714.4926,25431.0912,23634.3293,22311.4387,20573.9108,19112.8077,13959.4577,12419.3761,11767.8031,11096.4855,9971.0412,9319.4682,8786.363,8509.9381,8411.215,6199.8157,5666.7105,5489.0088,4936.159,3929.1826,3869.9487,3810.7148,3238.1203,2961.6954,2586.5473,2487.8241,2468.0795,2428.5902,2250.8885,1994.2082,1855.9958,1836.2512,1796.7619,1579.5709,1540.0816,1520.337,1204.4228,1204.4228,1125.4443
False,2.0,Город федерального значения Санкт-Петербург,0,False,50.0,200000.0,17809.6617,16954.0608,15756.2196,14874.2925,13715.9405,12741.8718,9306.3051,8279.584,7845.2021,7397.657,6647.3608,6212.9788,5857.5754,5673.2921,5607.4766,4133.2105,3777.807,3659.3392,3290.7727,2619.455,2579.9658,2540.4765,2158.7469,1974.4636,1724.3649,1658.5494,1645.3863,1619.0602,1500.5923,1329.4722,1237.3305,1224.1674,1197.8413,1053.0473,1026.7211,1013.558,802.9485,802.9485,750.2962
False,2.0,Город федерального значения Санкт-Петербург,0,True,20000.0,250000.0,22262.0771,21192.576,19695.2745,18592.8656,17144.9256,15927.3397,11632.8814,10349.4801,9806.5026,9247.0712,8309.201,7766.2235,7321.9692,7091.6151,7009.3458,5166.5131,4722.2588,4574.174,4113.4658,3274.3188,3224.9572,3175.5956,2698.4336,2468.0795,2155.4561,2073.1868,2056.7329,2023.8252,1875.7404,1661.8402,1546.6632,1530.2093,1497.3016,1316.3091,1283.4013,1266.9475,1003.6857,1003.6857,937.8702
False,2.0,Красноярский край,1,False,25000.0,350000.0,31166.908,29669.6064,27573.3842,26030.0118,24002.8959,22298.2756,16286.034,14489.2721,13729.1036,12945.8997,11632.8814,10872.7129,10250.7569,9928.2612,9813.0841,7233.1183,6611.1623,6403.8436,5758.8522,4584.0463,4514.9401,4445.8339,3777.807,3455.3113,3017.6385,2902.4615,2879.4261,2833.3553,2626.0366,2326.5763,2165.3284,2142.293,2096.2222,1842.8327,1796.7619,1773.7265,1405.1599,1405.1599,1313.0183
False,2.0,Красноярский край,1,True,40000.0,100000.0,8904.8309,8477.0304,7878.1098,7437.1462,6857.9703,6370.9359,4653.1526,4139.792,3922.601,3698.8285,3323.6804,3106.4894,2928.7877,2836.646,2803.7383,2066.6052,1888.9035,1829.6696,1645.3863,1309.7275,1289.9829,1270.2383,1079.3734,987.2318,862.1824,829.2747,822.6932,809.5301,750.2962,664.7361,618.6653,612.0837,598.9206,526.5236,513.3605,506.779,401.4743,401.4743,375.1481
False,2.0,Иркутская область,1,False,40000.0,400000.0,35619.3234,33908.1216,31512.4391,29748.585,27431.881,25483.7436,18612.6102,16559.1681,15690.4041,14795.3139,13294.7216,12425.9576,11715.1507,11346.5842,11214.9533,8266.421,7555.6141,7318.6784,6581.5453,5238.9101,5159.9316,5080.953,4317.4937,3948.9272,3448.7298,3317.0989,3290.7727,3238.1203,3001.1847,2658.9443,2474.6611,2448.3349,2395.6825,2106.0945,2053.4421,2027.116,1605.8971,1605.8971,1500.5923
False,2.0,Иркутская область,1,True,40000.0,80000.0,7123.8647,6781.6243,6302.4878,5949.717,5486.3762,5096.7487,3722.522,3311.8336,3138.0808,2959.0628,2658.9443,2485.1915,2343.0301,2269.3168,2242.9907,1653.2842,1511.1228,1463.7357,1316.3091,1047.782,1031.9863,1016.1906,863.4987,789.7854,689.746,663.4198,658.1545,647.6241,600.2369,531.7889,494.9322,489.667,479.1365,421.2189,410.6884,405.4232,321.1794,321.1794,300.1185
False,2.0,Самарская область,0,False,18000.0,400000.0,35619.3234,33908.1216,31512.4391,29748.585,27431.881,25483.7436,18612.6102,16559.1681,15690.4041,14795.3139,13294.7216,12425.9576,11715.1507,11346.5842,11214.9533,8266.421,7555.6141,7318.6784,6581.5453,5238.9101,5159.9316,5080.953,4317.4937,3948.9272,3448.7298,3317.0989,3290.7727,3238.1203,3001.1847,2658.9443,2474.6611,2448.3349,2395.6825,2106.0945,2053.4421,2027.116,1605.8971,1605.8971,1500.5923
False,2.0,Самарская область,0,True,14000.0,200000.0,17809.6617,16954.0608,15756.2196,14874.2925,13715.9405,12741.8718,9306.3051,8279.584,7845.2021,7397.657,6647.3608,6212.9788,5857.5754,5673.2921,5607.4766,4133.2105,3777.807,3659.3392,3290.7727,2619.455,2579.9658,2540.4765,2158.7469,1974.4636,1724.3649,1658.5494,1645.3863,1619.0602,1500.5923,1329.4722,1237.3305,1224.1674,1197.8413,1053.0473,1026.7211,1013.558,802.9485,802.9485,750.2962
False,2.0,Камчатский край,1,False,50000.0,150000.0,13357.2463,12715.5456,11817.1647,11155.7194,10286.9554,9556.4038,6979.7288,6209.688,5883.9015,5548.2427,4985.5206,4659.7341,4393.1815,4254.9691,4205.6075,3099.9079,2833.3553,2744.5044,2468.0795,1964.5913,1934.9743,1905.3574,1619.0602,1480.8477,1293.2737,1243.9121,1234.0398,1214.2951,1125.4443,997.1041,927.9979,918.1256,898.3809,789.7854,770.0408,760.1685,602.2114,602.2114,562.7221
False,2.0,Омская область,1,False,25000.0,300000.0,26714.4926,25431.0912,23634.3293,22311.4387,20573.9108,19112.8077,13959.4577,12419.3761,11767.8031,11096.4855,9971.0412,9319.4682,8786.363,8509.9381,8411.215,6199.8157,5666.7105,5489.0088,4936.159,3929.1826,3869.9487,3810.7148,3238.1203,2961.6954,2586.5473,2487.8241,2468.0795,2428.5902,2250.8885,1994.2082,1855.9958,1836.2512,1796.7619,1579.5709,1540.0816,1520.337,1204.4228,1204.4228,1125.4443
False,2.0,Омская область,1,True,40000.0,60000.0,5342.8985,5086.2182,4726.8659,4462.2877,4114.7822,3822.5615,2791.8915,2483.8752,2353.5606,2219.2971,1994.2082,1863.8936,1757.2726,1701.9876,1682.243,1239.9631,1133.3421,1097.8018,987.2318,785.8365,773.9897,762.143,647.6241,592.3391,517.3095,497.5648,493.6159,485.718,450.1777,398.8416,371.1992,367.2502,359.3524,315.9142,308.0163,304.0674,240.8846,240.8846,225.0889
False,2.0,Магаданская область,1,False,60000.0,115000.0,10240.5555,9748.585,9059.8262,8552.7182,7886.6658,7326.5763,5351.1254,4760.7608,4510.9912,4253.6528,3822.2325,3572.4628,3368.1058,3262.143,3224.2991,2376.596,2172.239,2104.12,1892.1943,1506.1867,1483.4803,1460.774,1241.2795,1135.3166,991.5098,953.6659,946.0971,930.9596,862.8406,764.4465,711.4651,703.8963,688.7587,605.5022,590.3646,582.7958,461.6954,461.6954,431.4203
False,2.0,Калужская область,1,False,25000.0,400000.0,35619.3234,33908.1216,31512.4391,29748.585,27431.881,25483.7436,18612.6102,16559.1681,15690.4041,14795.3139,13294.7216,12425.9576,11715.1507,11346.5842,11214.9533,8266.421,7555.6141,7318.6784,6581.5453,5238.9101,5159.9316,5080.953,4317.4937,3948.9272,3448.7298,3317.0989,3290.7727,3238.1203,3001.1847,2658.9443,2474.6611,2448.3349,2395.6825,2106.0945,2053.4421,2027.116,1605.8971,1605.8971,1500.5923
False,2.0,Калужская область,1,True,40000.0,40000.0,3561.9323,3390.8122,3151.2439,2974.8585,2743.1881,2548.3744,1861.261,1655.9168,1569.0404,1479.5314,1329.4722,1242.5958,1171.5151,1134.6584,1121.4953,826.6421,755.5614,731.8678,658.1545,523.891,515.9932,508.0953,431.7494,394.8927,344.873,331.7099,329.0773,323.812,300.1185,265.8944,247.4661,244.8335,239.5683,210.6095,205.3442,202.7116,160.5897,160.5897,150.0592
False,2.0,Чукотский автономный округ,1,False,55000.0,100000.0,8904.8309,8477.0304,7878.1098,7437.1462,6857.9703,6370.9359,4653.1526,4139.792,3922.601,3698.8285,3323.6804,3106.4894,2928.7877,2836.646,2803.7383,2066.6052,1888.9035,1829.6696,1645.3863,1309.7275,1289.9829,1270.2383,1079.3734,987.2318,862.1824,829.2747,822.6932,809.5301,750.2962,664.7361,618.6653,612.0837,598.9206,526.5236,513.3605,506.779,401.4743,401.4743,375.1481
False,2.0,Сахалинская область,1,False,63750.0,100000.0,8904.8309,8477.0304,7878.1098,7437.1462,6857.9703,6370.9359,4653.1526,4139.792,3922.601,3698.8285,3323.6804,3106.4894,2928.7877,2836.646,2803.7383,2066.6052,1888.9035,1829.6696,1645.3863,1309.7275,1289.9829,1270.2383,1079.3734,987.2318,862.1824,829.2747,822.6932,809.5301,750.2962,664.7361,618.6653,612.0837,598.9206,526.5236,513.3605,506.779,401.4743,401.4743,375.1481
False,2.0,Сахалинская область,1,True,165000.0,165000.0,14692.9709,13987.1002,12998.8811,12271.2913,11315.6509,10512.0442,7677.7017,6830.6568,6472.2917,6103.067,5484.0727,5125.7075,4832.4997,4680.466,4626.1682,3409.8986,3116.6908,3018.9549,2714.8875,2161.0504,2128.4718,2095.8931,1780.9662,1628.9325,1422.601,1368.3033,1357.4437,1335.7246,1237.9887,1096.8145,1020.7977,1009.9381,988.219,868.764,847.0449,836.1853,662.4325,662.4325,618.9943
False,2.0,Тюменская область,1,False,25000.0,400000.0,35619.3234,33908.1216,31512.4391,29748.585,27431.881,25483.7436,18612.6102,16559.1681,15690.4041,14795.3139,13294.7216,12425.9576,11715.1507,11346.5842,11214.9533,8266.421,7555.6141,7318.6784,6581.5453,5238.9101,5159.9316,5080.953,4317.4937,3948.9272,3448.7298,3317.0989,3290.7727,3238.1203,3001.1847,2658.9443,2474.6611,2448.3349,2395.6825,2106.0945,2053.4421,2027.116,1605.8971,1605.8971,1500.5923
False,2.0,Тюменская область,1,True,25000.0,200000.0,17809.6617,16954.0608,15756.2196,14874.2925,13715.9405,12741.8718,9306.3051,8279.584,7845.2021,7397.657,6647.3608,6212.9788,5857.5754,5673.2921,5607.4766,4133.2105,3777.807,3659.3392,3290.7727,2619.455,2579.9658,2540.4765,2158.7469,1974.4636,1724.3649,1658.5494,1645.3863,1619.0602,1500.5923,1329.4722,1237.3305,1224.1674,1197.8413,1053.0473,1026.7211,1013.558,802.9485,802.9485,750.2962
False,2.0,Ненецкий автономный округ,1,False,60000.0,60000.0,5342.8985,5086.2182,4726.8659,4462.2877,4114.7822,3822.5615,2791.8915,2483.8752,2353.5606,2219.2971,1994.2082,1863.8936,1757.2726,1701.9876,1682.243,1239.9631,1133.3421,1097.8018,987.2318,785.8365,773.9897,762.143,647.6241,592.3391,517.3095,497.5648,493.6159,485.718,450.1777,398.8416,371.1992,367.2502,359.3524,315.9142,308.0163,304.0674,240.8846,240.8846,225.0889
False,2.0,Республика Саха (Якутия),1,False,25000.0,115000.0,10240.5555,9748.585,9059.8262,8552.7182,7886.6658,7326.5763,5351.1254,4760.7608,4510.9912,4253.6528,3822.2325,3572.4628,3368.1058,3262.143,3224.2991,2376.596,2172.239,2104.12,1892.1943,1506.1867,1483.4803,1460.774,1241.2795,1135.3166,991.5098,953.6659,946.0971,930.9596,862.8406,764.4465,711.4651,703.8963,688.7587,605.5022,590.3646,582.7958,461.6954,461.6954,431.4203
False,2.0,Республика Саха (Якутия),1,True,100000.0,100000.0,8904.8309,8477.0304,7878.1098,7437.1462,6857.9703,6370.9359,4653.1526,4139.792,3922.601,3698.8285,3323.6804,3106.4894,2928.7877,2836.646,2803.7383,2066.6052,1888.9035,1829.6696,1645.3863,1309.7275,1289.9829,1270.2383,1079.3734,987.2318,862.1824,829.2747,822.6932,809.5301,750.2962,664.7361,618.6653,612.0837,598.9206,526.5236,513.3605,506.779,401.4743,401.4743,375.1481
False,2.0,Амурская область,1,False,40000.0,100000.0,8904.8309,8477.0304,7878.1098,7437.1462,6857.9703,6370.9359,4653.1526,4139.792,3922.601,3698.8285,3323.6804,3106.4894,2928.7877,2836.646,2803.7383,2066.6052,1888.9035,1829.6696,1645.3863,1309.7275,1289.9829,1270.2383,1079.3734,987.2318,862.1824,829.2747,822.6932,809.5301,750.2962,664.7361,618.6653,612.0837,598.9206,526.5236,513.3605,506.779,401.4743,401.4743,375.1481
False,2.0,Республика Дагестан,1,False,50000.0,400000.0,35619.3234,33908.1216,31512.4391,29748.585,27431.881,25483.7436,18612.6102,16559.1681,15690.4041,14795.3139,13294.7216,12425.9576,11715.1507,11346.5842,11214.9533,8266.421,7555.6141,7318.6784,6581.5453,5238.9101,5159.9316,5080.953,4317.4937,3948.9272,3448.7298,3317.0989,3290.7727,3238.1203,3001.1847,2658.9443,2474.6611,2448.3349,2395.6825,2106.0945,2053.4421,2027.116,1605.8971,1605.8971,1500.5923
False,2.0,Московская область,2,False,35000.0,300000.0,26714.4926,25431.0912,23634.3293,22311.4387,20573.9108,19112.8077,13959.4577,12419.3761,11767.8031,11096.4855,9971.0412,9319.4682,8786.363,8509.9381,8411.215,6199.8157,5666.7105,5489.0088,4936.159,3929.1826,3869.9487,3810.7148,3238.1203,2961.6954,2586.5473,2487.8241,2468.0795,2428.5902,2250.8885,1994.2082,1855.9958,1836.2512,1796.7619,1579.5709,1540.0816,1520.337,1204.4228,1204.4228,1125.4443
False,2.0,Московская область,2,True,50.0,212500.0,18922.7656,18013.6896,16740.9833,15803.9358,14573.1868,13538.2388,9887.9492,8797.058,8335.5272,7860.0105,7062.8209,6601.29,6223.6738,6027.8728,5957.9439,4391.5361,4013.92,3888.0479,3496.446,2783.171,2741.2136,2699.2563,2293.6686,2097.8676,1832.1377,1762.2088,1748.223,1720.2514,1594.3794,1412.5642,1314.6637,1300.6779,1272.7063,1118.8627,1090.8911,1076.9054,853.1328,853.1328,797.1897
False,2.0,Мурманская область,1,False,50000.0,400000.0,35619.3234,33908.1216,31512.4391,29748.585,27431.881,25483.7436,18612.6102,16559.1681,15690.4041,14795.3139,13294.7216,12425.9576,11715.1507,11346.5842,11214.9533,8266.421,7555.6141,7318.6784,6581.5453,5238.9101,5159.9316,5080.953,4317.4937,3948.9272,3448.7298,3317.0989,3290.7727,3238.1203,3001.1847,2658.9443,2474.6611,2448.3349,2395.6825,2106.0945,2053.4421,2027.116,1605.8971,1605.8971,1500.5923
False,2.0,Мурманская область,1,True,70000.0,70000.0,6233.3816,5933.9213,5514.6768,5206.0024,4800.5792,4459.6551,3257.2068,2897.8544,2745.8207,2589.1799,2326.5763,2174.5426,2050.1514,1985.6522,1962.6168,1446.6237,1322.2325,1280.7687,1151.7704,916.8093,902.988,889.1668,755.5614,691.0623,603.5277,580.4923,575.8852,566.6711,525.2073,465.3153,433.0657,428.4586,419.2444,368.5665,359.3524,354.7453,281.032,281.032,262.6037
False,2.0,Ямало-Ненецкий автономный округ,1,False,50000.0,143750.0,12800.6944,12185.7312,11324.7828,10690.8977,9858.3322,9158.2204,6688.9068,5950.951,5638.739,5317.0659,4777.7906,4465.5785,4210.1323,4077.6787,4030.3738,2970.745,2715.2988,2630.1501,2365.2429,1882.7333,1854.3504,1825.9675,1551.5993,1419.1457,1239.3873,1192.0824,1182.6214,1163.6995,1078.5507,955.5581,889.3313,879.8703,860.9484,756.8777,737.9558,728.4948,577.1193,577.1193,539.2754
False,2.0,Ямало-Ненецкий автономный округ,1,True,65003.0,65003.0,5788.4072,5510.3241,5121.0077,4834.3682,4457.8864,4141.2995,3024.6888,2690.989,2549.8083,2404.3495,2160.492,2019.3113,1903.7999,1843.905,1822.514,1343.3554,1227.844,1189.3401,1069.5505,851.3622,838.5276,825.693,701.6251,641.7303,560.4445,539.0534,534.7752,526.2188,487.715,432.0984,402.151,397.8728,389.3164,342.2562,333.6997,329.4215,260.9703,260.9703,243.8575
False,2.0,Город федерального значения Москва,0,False,90.0,500000.0,44524.1543,42385.152,39390.5489,37185.7312,34289.8513,31854.6795,23265.7628,20698.9601,19613.0051,18494.1424,16618.402,15532.447,14643.9384,14183.2302,14018.6916,10333.0262,9444.5176,9148.348,8226.9317,6548.6376,6449.9144,6351.1913,5396.8672,4936.159,4310.9122,4146.3736,4113.4658,4047.6504,3751.4808,3323.6804,3093.3263,3060.4186,2994.6031,2632.6181,2566.8027,2533.895,2007.3713,2007.3713,1875.7404
False,2.0,Город федерального значения Москва,0,True,35000.0,350000.0,31166.908,29669.6064,27573.3842,26030.0118,24002.8959,22298.2756,16286.034,14489.2721,13729.1036,12945.8997,11632.8814,10872.7129,10250.7569,9928.2612,9813.0841,7233.1183,6611.1623,6403.8436,5758.8522,4584.0463,4514.9401,4445.8339,3777.807,3455.3113,3017.6385,2902.4615,2879.4261,2833.3553,2626.0366,2326.5763,2165.3284,2142.293,2096.2222,1842.8327,1796.7619,1773.7265,1405.1599,1405.1599,1313.0183
False,2.0,Донецкая область,1,False,70000.0,150000.0,13357.2463,12715.5456,11817.1647,11155.7194,10286.9554,9556.4038,6979.7288,6209.688,5883.9015,5548.2427,4985.5206,4659.7341,4393.1815,4254.9691,4205.6075,3099.9079,2833.3553,2744.5044,2468.0795,1964.5913,1934.9743,1905.3574,1619.0602,1480.8477,1293.2737,1243.9121,1234.0398,1214.2951,1125.4443,997.1041,927.9979,918.1256,898.3809,789.7854,770.0408,760.1685,602.2114,602.2114,562.7221
False,2.0,Запорожская область,1,False,58000.0,58000.0,5164.8019,4916.6776,4569.3037,4313.5448,3977.6227,3695.1428,2698.8285,2401.0794,2275.1086,2145.3205,1927.7346,1801.7639,1698.6969,1645.2547,1626.1682,1198.631,1095.564,1061.2084,954.3241,759.642,748.1901,736.7382,626.0366,572.5944,500.0658,480.9793,477.162,469.5274,435.1718,385.5469,358.8259,355.0086,347.374,305.3837,297.7491,293.9318,232.8551,232.8551,217.5859
False,1.0,Саратовская область,2,False,17000.0,100000.0,8904.8309,8477.0304,7878.1098,7437.1462,6857.9703,6370.9359,4653.1526,4139.792,3922.601,3698.8285,3323.6804,3106.4894,2928.7877,2836.646,2803.7383,2066.6052,1888.9035,1829.6696,1645.3863,1309.7275,1289.9829,1270.2383,1079.3734,987.2318,862.1824,829.2747,822.6932,809.5301,750.2962,664.7361,618.6653,612.0837,598.9206,526.5236,513.3605,506.779,401.4743,401.4743,375.1481
False,1.0,Саратовская область,2,True,30000.0,30000.0,2671.4493,2543.1091,2363.4329,2231.1439,2057.3911,1911.2808,1395.9458,1241.9376,1176.7803,1109.6485,997.1041,931.9468,878.6363,850.9938,841.1215,619.9816,566.6711,548.9009,493.6159,392.9183,386.9949,381.0715,323.812,296.1695,258.6547,248.7824,246.808,242.859,225.0889,199.4208,185.5996,183.6251,179.6762,157.9571,154.0082,152.0337,120.4423,120.4423,112.5444
False,1.0,Удмуртская Республика,1,False,20000.0,150000.0,13357.2463,12715.5456,11817.1647,11155.7194,10286.9554,9556.4038,6979.7288,6209.688,5883.9015,5548.2427,4985.5206,4659.7341,4393.1815,4254.9691,4205.6075,3099.9079,2833.3553,2744.5044,2468.0795,1964.5913,1934.9743,1905.3574,1619.0602,1480.8477,1293.2737,1243.9121,1234.0398,1214.2951,1125.4443,997.1041,927.9979,918.1256,898.3809,789.7854,770.0408,760.1685,602.2114,602.2114,562.7221
False,1.0,Удмуртская Республика,1,True,30000.0,100000.0,8904.8309,8477.0304,7878.1098,7437.1462,6857.9703,6370.9359,4653.1526,4139.792,3922.601,3698.8285,3323.6804,3106.4894,2928.7877,2836.646,2803.7383,2066.6052,1888.9035,1829.6696,1645.3863,1309.7275,1289.9829,1270.2383,1079.3734,987.2318,862.1824,829.2747,822.6932,809.5301,750.2962,664.7361,618.6653,612.0837,598.9206,526.5236,513.3605,506.779,401.4743,401.4743,375.1481
False,1.0,Республика Башкортостан,0,False,15000.0,180000.0,16028.6955,15258.6547,14180.5976,13386.8632,12344.3465,11467.6846,8375.6746,7451.6256,7060.6818,6657.8913,5982.6247,5591.6809,5271.8178,5105.9629,5046.729,3719.8894,3400.0263,3293.4053,2961.6954,2357.5095,2321.9692,2286.4289,1942.8722,1777.0172,1551.9284,1492.6945,1480.8477,1457.1541,1350.5331,1196.5249,1113.5975,1101.7507,1078.0571,947.7425,924.049,912.2022,722.6537,722.6537,675.2666
False,1.0,Республика Башкортостан,0,True,25000.0,100000.0,8904.8309,8477.0304,7878.1098,7437.1462,6857.9703,6370.9359,4653.1526,4139.792,3922.601,3698.8285,3323.6804,3106.4894,2928.7877,2836.646,2803.7383,2066.6052,1888.9035,1829.6696,1645.3863,1309.7275,1289.9829,1270.2383,1079.3734,987.2318,862.1824,829.2747,822.6932,809.5301,750.2962,664.7361,618.6653,612.0837,598.9206,526.5236,513.3605,506.779,401.4743,401.4743,375.1481
False,1.0,Республика Карелия,1,False,20000.0,100000.0,8904.8309,8477.0304,7878.1098,7437.1462,6857.9703,6370.9359,4653.1526,4139.792,3922.601,3698.8285,3323.6804,3106.4894,2928.7877,2836.646,2803.7383,2066.6052,1888.9035,1829.6696,1645.3863,1309.7275,1289.9829,1270.2383,1079.3734,987.2318,862.1824,829.2747,822.6932,809.5301,750.2962,664.7361,618.6653,612.0837,598.9206,526.5236,513.3605,506.779,401.4743,401.4743,375.1481
