is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,"Ответственность , добросовестность (СК) (614_4)",(крановщик) Управление автомобильным краном (5200_30),Дисциплинированность (СК) (593_4),(крановщик) Управление мостовыми кранами (5203_30),(стропальщик) Работы по погрузке выгрузке (обобщенные) (1941_30),"Личные установки и ценности, мировоззрение (2043_4)",Аккуратность (СК) (575_4),(крановщик) Работа на кране (4417_30),(крановщик) Эксплуатация мостовых кранов (4866_30),"(крановщик) Эксплуатация пневмоколесных, гусеничных кранов (5011_30)",(АГП) Обслуживание и ремонт (3691_30),(крановщик) Выполнять погрузочно-разгрузочные работы (5355_30),(крановщик) Управление автомобильным краном 25-60т (5201_30),(АГП) Выявление и устранение неисправностей (4337_30),Склонность к здоровому образу жизни (СК) (1662_4),Командность (СК) (1371_4),(крановщик) автокран сортировка (5219_30),"(крановщик) (Проходная) Управление грузоподъемными механизмами, кранами, и специальными погрузочными машинами (4416_30)",(крановщик) Знание устройства и конструктивных особенностей ГПМ (4831_30),(крановщик) Подготовка крана (4419_30),(крановщик) Управление пневмоколесными кранами (5209_30),(крановщик) Регулирование грузоподъемных механизмов и погрузочных устройств (5390_30),Высокая работоспособность (СК) (586_4),(крановщик) Управление шлюзовыми кранами (5211_30),(крановщик) Эксплуатация автомобильного крана (5009_30),(крановщик) Погрузка-разгрузка (4421_30),"(крановщик) Осмотр, обслуживание креплений, и регулировка механизмов (5388_30)",(крановщик) Техническое обслуживание и ремонт грузоподъемного механизма (5414_30),(крановщик) Перемещение различных грузов (5331_30),(крановщик) Управление механизмами крана (5226_30),Коммуникабельность (СК) (617_4),(крановщик) Неоднородные группы разбор (5302_30),(крановщик) Выявление и устранение неисправностей обслуживаемых автокранов грузоподъемных механизмов машин (4829_30)
True,2.0,Свердловская область,0,False,25000.0,285000.0,41038.7154,30073.6478,26999.7585,17342.2408,16378.783,15988.812,11699.1307,10231.0045,10070.4282,9841.0335,9336.3651,8120.5731,6514.81,6354.2337,5734.868,5000.8049,4542.0155,4473.197,4037.3471,3762.0734,3624.4366,3440.9208,3234.4656,3142.7077,3005.0708,2867.434,2867.434,2775.6761,2638.0393,2546.2814,2546.2814,2454.5235,2316.8867
True,2.0,Волгоградская область,2,False,24000.0,285000.0,41038.7154,30073.6478,26999.7585,17342.2408,16378.783,15988.812,11699.1307,10231.0045,10070.4282,9841.0335,9336.3651,8120.5731,6514.81,6354.2337,5734.868,5000.8049,4542.0155,4473.197,4037.3471,3762.0734,3624.4366,3440.9208,3234.4656,3142.7077,3005.0708,2867.434,2867.434,2775.6761,2638.0393,2546.2814,2546.2814,2454.5235,2316.8867
True,2.0,Воронежская область,2,False,28489.75,270000.0,38878.783,28490.8242,25578.7186,16429.4913,15516.7418,15147.2956,11083.387,9692.5306,9540.4057,9323.0844,8844.9775,7693.1745,6171.9253,6019.8004,5433.0328,4737.6046,4302.962,4237.7656,3824.8551,3564.0695,3433.6768,3259.8197,3064.2305,2977.302,2846.9092,2716.5164,2716.5164,2629.5879,2499.1951,2412.2666,2412.2666,2325.3381,2194.9453
True,2.0,Ярославская область,1,False,25000.0,160000.0,23039.2788,16883.4514,15157.7592,9735.9948,9195.1062,8976.1751,6567.933,5743.7218,5653.5737,5524.7907,5241.4681,4558.9182,3657.4372,3567.2891,3219.575,2807.4694,2549.9034,2511.2685,2266.5808,2112.0412,2034.7714,1931.745,1815.8403,1764.3271,1687.0573,1609.7875,1609.7875,1558.2743,1481.0045,1429.4913,1429.4913,1377.9781,1300.7083
True,2.0,Челябинская область,0,False,28489.75,190000.0,27359.1436,20049.0985,17999.839,11561.4939,10919.1887,10659.208,7799.4205,6820.6697,6713.6188,6560.689,6224.2434,5413.7154,4343.2067,4236.1558,3823.2453,3333.8699,3028.0103,2982.1314,2691.5647,2508.0489,2416.291,2293.9472,2156.3104,2095.1384,2003.3806,1911.6227,1911.6227,1850.4507,1758.6929,1697.5209,1697.5209,1636.349,1544.5911
True,2.0,Ростовская область,0,False,28489.75,270000.0,38878.783,28490.8242,25578.7186,16429.4913,15516.7418,15147.2956,11083.387,9692.5306,9540.4057,9323.0844,8844.9775,7693.1745,6171.9253,6019.8004,5433.0328,4737.6046,4302.962,4237.7656,3824.8551,3564.0695,3433.6768,3259.8197,3064.2305,2977.302,2846.9092,2716.5164,2716.5164,2629.5879,2499.1951,2412.2666,2412.2666,2325.3381,2194.9453
True,2.0,Тверская область,1,False,50000.0,140000.0,20159.369,14773.02,13263.0393,8518.9955,8045.718,7854.1533,5746.9414,5025.7566,4946.877,4834.1919,4586.2846,3989.0534,3200.2576,3121.378,2817.1281,2456.5357,2231.1655,2197.3599,1983.2582,1848.0361,1780.425,1690.2769,1588.8603,1543.7862,1476.1751,1408.5641,1408.5641,1363.49,1295.8789,1250.8049,1250.8049,1205.7308,1138.1198
True,2.0,Кемеровская область,1,False,24000.0,200000.0,28799.0985,21104.3142,18947.199,12169.9936,11493.8828,11220.2189,8209.9163,7179.6523,7066.9672,6905.9884,6551.8352,5698.6478,4571.7965,4459.1114,4024.4688,3509.3368,3187.3793,3139.0856,2833.226,2640.0515,2543.4643,2414.6813,2269.8004,2205.4089,2108.8216,2012.2344,2012.2344,1947.8429,1851.2556,1786.8641,1786.8641,1722.4726,1625.8854
True,2.0,Тульская область,1,False,30000.0,147945.0,21303.4132,15611.3888,14015.7168,9002.4485,8502.3125,8299.8764,6073.0803,5310.9683,5227.6123,5108.5323,4846.5563,4215.4322,3381.8722,3298.5162,2977.0002,2595.9441,2357.7841,2322.0601,2095.8081,1952.9121,1881.4641,1786.2001,1679.0281,1631.3961,1559.9481,1488.5001,1488.5001,1440.8681,1369.4201,1321.7881,1321.7881,1274.1561,1202.7081
True,2.0,Калужская область,1,False,32000.0,140000.0,20159.369,14773.02,13263.0393,8518.9955,8045.718,7854.1533,5746.9414,5025.7566,4946.877,4834.1919,4586.2846,3989.0534,3200.2576,3121.378,2817.1281,2456.5357,2231.1655,2197.3599,1983.2582,1848.0361,1780.425,1690.2769,1588.8603,1543.7862,1476.1751,1408.5641,1408.5641,1363.49,1295.8789,1250.8049,1250.8049,1205.7308,1138.1198
True,2.0,Самарская область,0,False,30000.0,270000.0,38878.783,28490.8242,25578.7186,16429.4913,15516.7418,15147.2956,11083.387,9692.5306,9540.4057,9323.0844,8844.9775,7693.1745,6171.9253,6019.8004,5433.0328,4737.6046,4302.962,4237.7656,3824.8551,3564.0695,3433.6768,3259.8197,3064.2305,2977.302,2846.9092,2716.5164,2716.5164,2629.5879,2499.1951,2412.2666,2412.2666,2325.3381,2194.9453
True,2.0,Орловская область,1,False,50000.0,285000.0,41038.7154,30073.6478,26999.7585,17342.2408,16378.783,15988.812,11699.1307,10231.0045,10070.4282,9841.0335,9336.3651,8120.5731,6514.81,6354.2337,5734.868,5000.8049,4542.0155,4473.197,4037.3471,3762.0734,3624.4366,3440.9208,3234.4656,3142.7077,3005.0708,2867.434,2867.434,2775.6761,2638.0393,2546.2814,2546.2814,2454.5235,2316.8867
True,2.0,Республика Татарстан,0,False,25000.0,170000.0,24479.2337,17938.6671,16105.1191,10344.4945,9769.8004,9537.1861,6978.4288,6102.7044,6006.9221,5870.0901,5569.0599,4843.8506,3886.027,3790.2447,3420.7985,2982.9363,2709.2724,2668.2228,2408.2421,2244.0438,2161.9446,2052.4791,1929.3303,1874.5976,1792.4984,1710.3992,1710.3992,1655.6665,1573.5673,1518.8345,1518.8345,1464.1017,1382.0026
True,2.0,Республика Мордовия,1,False,40000.0,170000.0,24479.2337,17938.6671,16105.1191,10344.4945,9769.8004,9537.1861,6978.4288,6102.7044,6006.9221,5870.0901,5569.0599,4843.8506,3886.027,3790.2447,3420.7985,2982.9363,2709.2724,2668.2228,2408.2421,2244.0438,2161.9446,2052.4791,1929.3303,1874.5976,1792.4984,1710.3992,1710.3992,1655.6665,1573.5673,1518.8345,1518.8345,1464.1017,1382.0026
True,2.0,Вологодская область,1,False,45000.0,150000.0,21599.3239,15828.2357,14210.3992,9127.4952,8620.4121,8415.1642,6157.4372,5384.7392,5300.2254,5179.4913,4913.8764,4273.9858,3428.8474,3344.3335,3018.3516,2632.0026,2390.5344,2354.3142,2124.9195,1980.0386,1907.5982,1811.0109,1702.3503,1654.0567,1581.6162,1509.1758,1509.1758,1460.8822,1388.4417,1340.1481,1340.1481,1291.8545,1219.414
True,2.0,Нижегородская область,0,False,50000.0,140000.0,20159.369,14773.02,13263.0393,8518.9955,8045.718,7854.1533,5746.9414,5025.7566,4946.877,4834.1919,4586.2846,3989.0534,3200.2576,3121.378,2817.1281,2456.5357,2231.1655,2197.3599,1983.2582,1848.0361,1780.425,1690.2769,1588.8603,1543.7862,1476.1751,1408.5641,1408.5641,1363.49,1295.8789,1250.8049,1250.8049,1205.7308,1138.1198
True,2.0,Ставропольский край,2,False,400.0,170000.0,24479.2337,17938.6671,16105.1191,10344.4945,9769.8004,9537.1861,6978.4288,6102.7044,6006.9221,5870.0901,5569.0599,4843.8506,3886.027,3790.2447,3420.7985,2982.9363,2709.2724,2668.2228,2408.2421,2244.0438,2161.9446,2052.4791,1929.3303,1874.5976,1792.4984,1710.3992,1710.3992,1655.6665,1573.5673,1518.8345,1518.8345,1464.1017,1382.0026
True,2.0,Брянская область,1,False,35000.0,170000.0,24479.2337,17938.6671,16105.1191,10344.4945,9769.8004,9537.1861,6978.4288,6102.7044,6006.9221,5870.0901,5569.0599,4843.8506,3886.027,3790.2447,3420.7985,2982.9363,2709.2724,2668.2228,2408.2421,2244.0438,2161.9446,2052.4791,1929.3303,1874.5976,1792.4984,1710.3992,1710.3992,1655.6665,1573.5673,1518.8345,1518.8345,1464.1017,1382.0026
True,2.0,Белгородская область,2,False,28489.75,140000.0,20159.369,14773.02,13263.0393,8518.9955,8045.718,7854.1533,5746.9414,5025.7566,4946.877,4834.1919,4586.2846,3989.0534,3200.2576,3121.378,2817.1281,2456.5357,2231.1655,2197.3599,1983.2582,1848.0361,1780.425,1690.2769,1588.8603,1543.7862,1476.1751,1408.5641,1408.5641,1363.49,1295.8789,1250.8049,1250.8049,1205.7308,1138.1198
True,2.0,Пензенская область,1,False,40000.0,140000.0,20159.369,14773.02,13263.0393,8518.9955,8045.718,7854.1533,5746.9414,5025.7566,4946.877,4834.1919,4586.2846,3989.0534,3200.2576,3121.378,2817.1281,2456.5357,2231.1655,2197.3599,1983.2582,1848.0361,1780.425,1690.2769,1588.8603,1543.7862,1476.1751,1408.5641,1408.5641,1363.49,1295.8789,1250.8049,1250.8049,1205.7308,1138.1198
True,2.0,Ленинградская область,1,False,28489.75,140000.0,20159.369,14773.02,13263.0393,8518.9955,8045.718,7854.1533,5746.9414,5025.7566,4946.877,4834.1919,4586.2846,3989.0534,3200.2576,3121.378,2817.1281,2456.5357,2231.1655,2197.3599,1983.2582,1848.0361,1780.425,1690.2769,1588.8603,1543.7862,1476.1751,1408.5641,1408.5641,1363.49,1295.8789,1250.8049,1250.8049,1205.7308,1138.1198
True,2.0,Оренбургская область,2,False,40000.0,160000.0,23039.2788,16883.4514,15157.7592,9735.9948,9195.1062,8976.1751,6567.933,5743.7218,5653.5737,5524.7907,5241.4681,4558.9182,3657.4372,3567.2891,3219.575,2807.4694,2549.9034,2511.2685,2266.5808,2112.0412,2034.7714,1931.745,1815.8403,1764.3271,1687.0573,1609.7875,1609.7875,1558.2743,1481.0045,1429.4913,1429.4913,1377.9781,1300.7083
True,2.0,Липецкая область,1,False,40000.0,270000.0,38878.783,28490.8242,25578.7186,16429.4913,15516.7418,15147.2956,11083.387,9692.5306,9540.4057,9323.0844,8844.9775,7693.1745,6171.9253,6019.8004,5433.0328,4737.6046,4302.962,4237.7656,3824.8551,3564.0695,3433.6768,3259.8197,3064.2305,2977.302,2846.9092,2716.5164,2716.5164,2629.5879,2499.1951,2412.2666,2412.2666,2325.3381,2194.9453
True,2.0,Чувашская Республика,1,False,400.0,170000.0,24479.2337,17938.6671,16105.1191,10344.4945,9769.8004,9537.1861,6978.4288,6102.7044,6006.9221,5870.0901,5569.0599,4843.8506,3886.027,3790.2447,3420.7985,2982.9363,2709.2724,2668.2228,2408.2421,2244.0438,2161.9446,2052.4791,1929.3303,1874.5976,1792.4984,1710.3992,1710.3992,1655.6665,1573.5673,1518.8345,1518.8345,1464.1017,1382.0026
True,2.0,Курская область,2,False,40000.0,270000.0,38878.783,28490.8242,25578.7186,16429.4913,15516.7418,15147.2956,11083.387,9692.5306,9540.4057,9323.0844,8844.9775,7693.1745,6171.9253,6019.8004,5433.0328,4737.6046,4302.962,4237.7656,3824.8551,3564.0695,3433.6768,3259.8197,3064.2305,2977.302,2846.9092,2716.5164,2716.5164,2629.5879,2499.1951,2412.2666,2412.2666,2325.3381,2194.9453
True,2.0,Республика Крым,1,False,50000.0,180000.0,25919.1887,18993.8828,17052.4791,10952.9942,10344.4945,10098.197,7388.9247,6461.6871,6360.2704,6215.3896,5896.6516,5128.783,4114.6169,4013.2003,3622.0219,3158.4031,2868.6413,2825.1771,2549.9034,2376.0464,2289.1178,2173.2131,2042.8203,1984.868,1897.9395,1811.0109,1811.0109,1753.0586,1666.1301,1608.1777,1608.1777,1550.2254,1463.2968
True,2.0,Владимирская область,1,False,40000.0,170000.0,24479.2337,17938.6671,16105.1191,10344.4945,9769.8004,9537.1861,6978.4288,6102.7044,6006.9221,5870.0901,5569.0599,4843.8506,3886.027,3790.2447,3420.7985,2982.9363,2709.2724,2668.2228,2408.2421,2244.0438,2161.9446,2052.4791,1929.3303,1874.5976,1792.4984,1710.3992,1710.3992,1655.6665,1573.5673,1518.8345,1518.8345,1464.1017,1382.0026
True,2.0,Рязанская область,1,False,50000.0,140000.0,20159.369,14773.02,13263.0393,8518.9955,8045.718,7854.1533,5746.9414,5025.7566,4946.877,4834.1919,4586.2846,3989.0534,3200.2576,3121.378,2817.1281,2456.5357,2231.1655,2197.3599,1983.2582,1848.0361,1780.425,1690.2769,1588.8603,1543.7862,1476.1751,1408.5641,1408.5641,1363.49,1295.8789,1250.8049,1250.8049,1205.7308,1138.1198
True,2.0,Донецкая область,1,False,140000.0,140000.0,20159.369,14773.02,13263.0393,8518.9955,8045.718,7854.1533,5746.9414,5025.7566,4946.877,4834.1919,4586.2846,3989.0534,3200.2576,3121.378,2817.1281,2456.5357,2231.1655,2197.3599,1983.2582,1848.0361,1780.425,1690.2769,1588.8603,1543.7862,1476.1751,1408.5641,1408.5641,1363.49,1295.8789,1250.8049,1250.8049,1205.7308,1138.1198
True,2.0,Ханты-Мансийский автономный округ — Югра,1,False,25000.0,200000.0,28799.0985,21104.3142,18947.199,12169.9936,11493.8828,11220.2189,8209.9163,7179.6523,7066.9672,6905.9884,6551.8352,5698.6478,4571.7965,4459.1114,4024.4688,3509.3368,3187.3793,3139.0856,2833.226,2640.0515,2543.4643,2414.6813,2269.8004,2205.4089,2108.8216,2012.2344,2012.2344,1947.8429,1851.2556,1786.8641,1786.8641,1722.4726,1625.8854
True,2.0,Ханты-Мансийский автономный округ — Югра,1,True,60000.0,60000.0,8639.7296,6331.2943,5684.1597,3650.9981,3448.1648,3366.0657,2462.9749,2153.8957,2120.0901,2071.7965,1965.5505,1709.5943,1371.539,1337.7334,1207.3406,1052.801,956.2138,941.7257,849.9678,792.0155,763.0393,724.4044,680.9401,661.6227,632.6465,603.6703,603.6703,584.3529,555.3767,536.0592,536.0592,516.7418,487.7656
True,2.0,Хабаровский край,1,False,25000.0,190000.0,27359.1436,20049.0985,17999.839,11561.4939,10919.1887,10659.208,7799.4205,6820.6697,6713.6188,6560.689,6224.2434,5413.7154,4343.2067,4236.1558,3823.2453,3333.8699,3028.0103,2982.1314,2691.5647,2508.0489,2416.291,2293.9472,2156.3104,2095.1384,2003.3806,1911.6227,1911.6227,1850.4507,1758.6929,1697.5209,1697.5209,1636.349,1544.5911
True,2.0,Город федерального значения Москва,0,False,26000.0,285000.0,41038.7154,30073.6478,26999.7585,17342.2408,16378.783,15988.812,11699.1307,10231.0045,10070.4282,9841.0335,9336.3651,8120.5731,6514.81,6354.2337,5734.868,5000.8049,4542.0155,4473.197,4037.3471,3762.0734,3624.4366,3440.9208,3234.4656,3142.7077,3005.0708,2867.434,2867.434,2775.6761,2638.0393,2546.2814,2546.2814,2454.5235,2316.8867
True,2.0,Город федерального значения Москва,0,True,140000.0,160000.0,23039.2788,16883.4514,15157.7592,9735.9948,9195.1062,8976.1751,6567.933,5743.7218,5653.5737,5524.7907,5241.4681,4558.9182,3657.4372,3567.2891,3219.575,2807.4694,2549.9034,2511.2685,2266.5808,2112.0412,2034.7714,1931.745,1815.8403,1764.3271,1687.0573,1609.7875,1609.7875,1558.2743,1481.0045,1429.4913,1429.4913,1377.9781,1300.7083
True,2.0,Краснодарский край,0,False,26000.0,180000.0,25919.1887,18993.8828,17052.4791,10952.9942,10344.4945,10098.197,7388.9247,6461.6871,6360.2704,6215.3896,5896.6516,5128.783,4114.6169,4013.2003,3622.0219,3158.4031,2868.6413,2825.1771,2549.9034,2376.0464,2289.1178,2173.2131,2042.8203,1984.868,1897.9395,1811.0109,1811.0109,1753.0586,1666.1301,1608.1777,1608.1777,1550.2254,1463.2968
True,2.0,Республика Коми,1,False,26000.0,180000.0,25919.1887,18993.8828,17052.4791,10952.9942,10344.4945,10098.197,7388.9247,6461.6871,6360.2704,6215.3896,5896.6516,5128.783,4114.6169,4013.2003,3622.0219,3158.4031,2868.6413,2825.1771,2549.9034,2376.0464,2289.1178,2173.2131,2042.8203,1984.868,1897.9395,1811.0109,1811.0109,1753.0586,1666.1301,1608.1777,1608.1777,1550.2254,1463.2968
True,2.0,Республика Башкортостан,0,False,25000.0,190000.0,27359.1436,20049.0985,17999.839,11561.4939,10919.1887,10659.208,7799.4205,6820.6697,6713.6188,6560.689,6224.2434,5413.7154,4343.2067,4236.1558,3823.2453,3333.8699,3028.0103,2982.1314,2691.5647,2508.0489,2416.291,2293.9472,2156.3104,2095.1384,2003.3806,1911.6227,1911.6227,1850.4507,1758.6929,1697.5209,1697.5209,1636.349,1544.5911
True,2.0,Алтайский край,2,False,45000.0,170000.0,24479.2337,17938.6671,16105.1191,10344.4945,9769.8004,9537.1861,6978.4288,6102.7044,6006.9221,5870.0901,5569.0599,4843.8506,3886.027,3790.2447,3420.7985,2982.9363,2709.2724,2668.2228,2408.2421,2244.0438,2161.9446,2052.4791,1929.3303,1874.5976,1792.4984,1710.3992,1710.3992,1655.6665,1573.5673,1518.8345,1518.8345,1464.1017,1382.0026
True,2.0,Удмуртская Республика,1,False,60000.0,145000.0,20879.3464,15300.6278,13736.7193,8823.2453,8333.065,8134.6587,5952.1893,5205.2479,5123.5512,5006.8416,4750.0805,4131.5196,3314.5525,3232.8558,2917.7399,2544.2692,2310.85,2275.8371,2054.0889,1914.0373,1844.0116,1750.6439,1645.6053,1598.9214,1528.8957,1458.8699,1458.8699,1412.1861,1342.1603,1295.4765,1295.4765,1248.7927,1178.7669
True,2.0,Сахалинская область,1,False,50000.0,200000.0,28799.0985,21104.3142,18947.199,12169.9936,11493.8828,11220.2189,8209.9163,7179.6523,7066.9672,6905.9884,6551.8352,5698.6478,4571.7965,4459.1114,4024.4688,3509.3368,3187.3793,3139.0856,2833.226,2640.0515,2543.4643,2414.6813,2269.8004,2205.4089,2108.8216,2012.2344,2012.2344,1947.8429,1851.2556,1786.8641,1786.8641,1722.4726,1625.8854
True,2.0,Тюменская область,1,False,26000.0,180000.0,25919.1887,18993.8828,17052.4791,10952.9942,10344.4945,10098.197,7388.9247,6461.6871,6360.2704,6215.3896,5896.6516,5128.783,4114.6169,4013.2003,3622.0219,3158.4031,2868.6413,2825.1771,2549.9034,2376.0464,2289.1178,2173.2131,2042.8203,1984.868,1897.9395,1811.0109,1811.0109,1753.0586,1666.1301,1608.1777,1608.1777,1550.2254,1463.2968
True,2.0,Иркутская область,1,False,26000.0,200000.0,28799.0985,21104.3142,18947.199,12169.9936,11493.8828,11220.2189,8209.9163,7179.6523,7066.9672,6905.9884,6551.8352,5698.6478,4571.7965,4459.1114,4024.4688,3509.3368,3187.3793,3139.0856,2833.226,2640.0515,2543.4643,2414.6813,2269.8004,2205.4089,2108.8216,2012.2344,2012.2344,1947.8429,1851.2556,1786.8641,1786.8641,1722.4726,1625.8854
True,2.0,Кировская область,1,False,25000.0,170000.0,24479.2337,17938.6671,16105.1191,10344.4945,9769.8004,9537.1861,6978.4288,6102.7044,6006.9221,5870.0901,5569.0599,4843.8506,3886.027,3790.2447,3420.7985,2982.9363,2709.2724,2668.2228,2408.2421,2244.0438,2161.9446,2052.4791,1929.3303,1874.5976,1792.4984,1710.3992,1710.3992,1655.6665,1573.5673,1518.8345,1518.8345,1464.1017,1382.0026
True,2.0,Архангельская область,1,False,55000.0,175000.0,25199.2112,18466.275,16578.7991,10648.7444,10057.1475,9817.6916,7183.6768,6282.1958,6183.5963,6042.7399,5732.8558,4986.3168,4000.322,3901.7225,3521.4102,3070.6697,2788.9569,2746.6999,2479.0728,2310.0451,2225.5312,2112.8461,1986.0753,1929.7328,1845.2189,1760.7051,1760.7051,1704.3625,1619.8487,1563.5061,1563.5061,1507.1636,1422.6497
True,2.0,Приморский край,1,False,45000.0,200000.0,28799.0985,21104.3142,18947.199,12169.9936,11493.8828,11220.2189,8209.9163,7179.6523,7066.9672,6905.9884,6551.8352,5698.6478,4571.7965,4459.1114,4024.4688,3509.3368,3187.3793,3139.0856,2833.226,2640.0515,2543.4643,2414.6813,2269.8004,2205.4089,2108.8216,2012.2344,2012.2344,1947.8429,1851.2556,1786.8641,1786.8641,1722.4726,1625.8854
True,2.0,Пермский край,1,False,40000.0,180000.0,25919.1887,18993.8828,17052.4791,10952.9942,10344.4945,10098.197,7388.9247,6461.6871,6360.2704,6215.3896,5896.6516,5128.783,4114.6169,4013.2003,3622.0219,3158.4031,2868.6413,2825.1771,2549.9034,2376.0464,2289.1178,2173.2131,2042.8203,1984.868,1897.9395,1811.0109,1811.0109,1753.0586,1666.1301,1608.1777,1608.1777,1550.2254,1463.2968
True,2.0,Костромская область,1,False,50000.0,140000.0,20159.369,14773.02,13263.0393,8518.9955,8045.718,7854.1533,5746.9414,5025.7566,4946.877,4834.1919,4586.2846,3989.0534,3200.2576,3121.378,2817.1281,2456.5357,2231.1655,2197.3599,1983.2582,1848.0361,1780.425,1690.2769,1588.8603,1543.7862,1476.1751,1408.5641,1408.5641,1363.49,1295.8789,1250.8049,1250.8049,1205.7308,1138.1198
True,2.0,Астраханская область,1,False,45000.0,170000.0,24479.2337,17938.6671,16105.1191,10344.4945,9769.8004,9537.1861,6978.4288,6102.7044,6006.9221,5870.0901,5569.0599,4843.8506,3886.027,3790.2447,3420.7985,2982.9363,2709.2724,2668.2228,2408.2421,2244.0438,2161.9446,2052.4791,1929.3303,1874.5976,1792.4984,1710.3992,1710.3992,1655.6665,1573.5673,1518.8345,1518.8345,1464.1017,1382.0026
True,2.0,Калининградская область,1,False,80000.0,180000.0,25919.1887,18993.8828,17052.4791,10952.9942,10344.4945,10098.197,7388.9247,6461.6871,6360.2704,6215.3896,5896.6516,5128.783,4114.6169,4013.2003,3622.0219,3158.4031,2868.6413,2825.1771,2549.9034,2376.0464,2289.1178,2173.2131,2042.8203,1984.868,1897.9395,1811.0109,1811.0109,1753.0586,1666.1301,1608.1777,1608.1777,1550.2254,1463.2968
True,2.0,Мурманская область,1,False,50000.0,140000.0,20159.369,14773.02,13263.0393,8518.9955,8045.718,7854.1533,5746.9414,5025.7566,4946.877,4834.1919,4586.2846,3989.0534,3200.2576,3121.378,2817.1281,2456.5357,2231.1655,2197.3599,1983.2582,1848.0361,1780.425,1690.2769,1588.8603,1543.7862,1476.1751,1408.5641,1408.5641,1363.49,1295.8789,1250.8049,1250.8049,1205.7308,1138.1198
True,2.0,Ивановская область,1,False,50000.0,140000.0,20159.369,14773.02,13263.0393,8518.9955,8045.718,7854.1533,5746.9414,5025.7566,4946.877,4834.1919,4586.2846,3989.0534,3200.2576,3121.378,2817.1281,2456.5357,2231.1655,2197.3599,1983.2582,1848.0361,1780.425,1690.2769,1588.8603,1543.7862,1476.1751,1408.5641,1408.5641,1363.49,1295.8789,1250.8049,1250.8049,1205.7308,1138.1198
True,2.0,Смоленская область,1,False,60000.0,140000.0,20159.369,14773.02,13263.0393,8518.9955,8045.718,7854.1533,5746.9414,5025.7566,4946.877,4834.1919,4586.2846,3989.0534,3200.2576,3121.378,2817.1281,2456.5357,2231.1655,2197.3599,1983.2582,1848.0361,1780.425,1690.2769,1588.8603,1543.7862,1476.1751,1408.5641,1408.5641,1363.49,1295.8789,1250.8049,1250.8049,1205.7308,1138.1198
True,2.0,Ульяновская область,1,False,26000.0,270000.0,38878.783,28490.8242,25578.7186,16429.4913,15516.7418,15147.2956,11083.387,9692.5306,9540.4057,9323.0844,8844.9775,7693.1745,6171.9253,6019.8004,5433.0328,4737.6046,4302.962,4237.7656,3824.8551,3564.0695,3433.6768,3259.8197,3064.2305,2977.302,2846.9092,2716.5164,2716.5164,2629.5879,2499.1951,2412.2666,2412.2666,2325.3381,2194.9453
True,2.0,Республика Марий Эл,1,False,70000.0,143000.0,20591.3554,15089.5847,13547.2473,8701.5454,8218.1262,8022.4565,5870.0901,5133.4514,5052.8815,4937.7817,4684.5621,4074.5332,3268.8345,3188.2646,2877.4952,2509.1758,2278.9762,2244.4462,2025.7566,1887.6368,1818.5769,1726.4971,1622.9073,1576.8674,1507.8075,1438.7476,1438.7476,1392.7077,1323.6478,1277.6079,1277.6079,1231.5679,1162.508
True,2.0,Республика Хакасия,1,False,50000.0,140000.0,20159.369,14773.02,13263.0393,8518.9955,8045.718,7854.1533,5746.9414,5025.7566,4946.877,4834.1919,4586.2846,3989.0534,3200.2576,3121.378,2817.1281,2456.5357,2231.1655,2197.3599,1983.2582,1848.0361,1780.425,1690.2769,1588.8603,1543.7862,1476.1751,1408.5641,1408.5641,1363.49,1295.8789,1250.8049,1250.8049,1205.7308,1138.1198
True,2.0,Город федерального значения Севастополь,1,False,35000.0,140000.0,20159.369,14773.02,13263.0393,8518.9955,8045.718,7854.1533,5746.9414,5025.7566,4946.877,4834.1919,4586.2846,3989.0534,3200.2576,3121.378,2817.1281,2456.5357,2231.1655,2197.3599,1983.2582,1848.0361,1780.425,1690.2769,1588.8603,1543.7862,1476.1751,1408.5641,1408.5641,1363.49,1295.8789,1250.8049,1250.8049,1205.7308,1138.1198
True,2.0,Республика Карелия,1,False,60000.0,140000.0,20159.369,14773.02,13263.0393,8518.9955,8045.718,7854.1533,5746.9414,5025.7566,4946.877,4834.1919,4586.2846,3989.0534,3200.2576,3121.378,2817.1281,2456.5357,2231.1655,2197.3599,1983.2582,1848.0361,1780.425,1690.2769,1588.8603,1543.7862,1476.1751,1408.5641,1408.5641,1363.49,1295.8789,1250.8049,1250.8049,1205.7308,1138.1198
True,2.0,Тамбовская область,2,False,40000.0,140000.0,20159.369,14773.02,13263.0393,8518.9955,8045.718,7854.1533,5746.9414,5025.7566,4946.877,4834.1919,4586.2846,3989.0534,3200.2576,3121.378,2817.1281,2456.5357,2231.1655,2197.3599,1983.2582,1848.0361,1780.425,1690.2769,1588.8603,1543.7862,1476.1751,1408.5641,1408.5641,1363.49,1295.8789,1250.8049,1250.8049,1205.7308,1138.1198
True,2.0,Красноярский край,1,False,30000.0,285000.0,41038.7154,30073.6478,26999.7585,17342.2408,16378.783,15988.812,11699.1307,10231.0045,10070.4282,9841.0335,9336.3651,8120.5731,6514.81,6354.2337,5734.868,5000.8049,4542.0155,4473.197,4037.3471,3762.0734,3624.4366,3440.9208,3234.4656,3142.7077,3005.0708,2867.434,2867.434,2775.6761,2638.0393,2546.2814,2546.2814,2454.5235,2316.8867
