is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,"Ответственность , добросовестность (СК) (614_4)",Знание 1С (2742_8),Внимательность (СК) (536_4),Дисциплинированность (СК) (593_4),Формирование бюджета (3098_8),"Бюджет доходов и расходов (БДР): формирование, анализ, контроль (3108_8)",Бюджетирование (2871_8),"Саморазвитие, обучаемость (СК) (604_4)","Личные установки и ценности, мировоззрение (2043_4)","Восприятие, мышление, внимание, память (УСК) (1330_4)",Знание компьютерных офисных программ (1027_8),(О) Анализ финансово-хозяйственной деятельности (1217_8),Государственные закупки (3244_8),Пользователь ПК (922_8),Составление управленческой отчетности (1587_8),(О) Ведение управленческого учета (652_8),"Многозадачность, интенсивность (СК) (627_4)",Компьютерные программы для ведения бухгалтерского учета (129_8),Стрессоустойчивость (СК) (601_4),Анализ экономической эффективности деятельности компаний (3070_8),"Анализ себестоимости продукции, выполняемых работ (2855_8)",Бизнес-план (3397_8),(О) Работать с программой 1С (847_8),Составление/формирование/подготовка отчетности (ОПТ) (3911_36),"Методическая работа: разработка, актуализация, внедрение, реализация (3833_8)"
False,0.0,Курганская область,1,False,12000.0,35000.0,7019.962,3027.5665,2794.6768,2118.1876,1730.038,1519.3283,1430.6084,1297.5285,1275.3485,1053.5488,998.0989,987.0089,975.9189,931.5589,920.4689,798.4791,798.4791,798.4791,776.2991,743.0292,665.3992,598.8593,587.7693,576.6793,576.6793
False,0.0,Курганская область,1,True,12838.0,12838.0,2574.9221,1110.5114,1025.0875,776.9512,634.5779,557.2896,524.7471,475.9335,467.7978,386.4417,366.1027,362.0349,357.967,341.6958,337.628,292.8821,292.8821,292.8821,284.7465,272.5431,244.0684,219.6616,215.5938,211.526,211.526
False,0.0,Республика Северная Осетия,1,False,12838.0,25000.0,5014.2586,2162.5475,1996.1977,1512.9911,1235.7414,1085.2345,1021.8631,926.8061,910.9632,752.5349,712.9278,705.0063,697.0849,665.3992,657.4778,570.3422,570.3422,570.3422,554.4994,530.7351,475.2852,427.7567,419.8352,411.9138,411.9138
False,0.0,Ставропольский край,2,False,12000.0,50000.0,10028.5171,4325.0951,3992.3954,3025.9823,2471.4829,2170.4689,2043.7262,1853.6122,1821.9265,1505.0697,1425.8555,1410.0127,1394.1698,1330.7985,1314.9556,1140.6844,1140.6844,1140.6844,1108.9987,1061.4702,950.5703,855.5133,839.6705,823.8276,823.8276
False,0.0,Ставропольский край,2,True,17571.0,17571.0,3524.2215,1519.9249,1403.0076,1063.3907,868.5285,762.7462,718.2063,651.3964,640.2614,528.9116,501.0741,495.5067,489.9392,467.6692,462.1017,400.8593,400.8593,400.8593,389.7243,373.0219,334.0494,300.6445,295.077,289.5095,289.5095
False,0.0,Республика Дагестан,1,False,13950.0,22000.0,4412.5475,1903.0418,1756.654,1331.4322,1087.4525,955.0063,899.2395,815.5894,801.6477,662.2307,627.3764,620.4056,613.4347,585.5513,578.5805,501.9011,501.9011,501.9011,487.9594,467.0469,418.251,376.4259,369.455,362.4842,362.4842
False,0.0,Псковская область,1,False,12000.0,30000.0,6017.1103,2595.057,2395.4373,1815.5894,1482.8897,1302.2814,1226.2357,1112.1673,1093.1559,903.0418,855.5133,846.0076,836.5019,798.4791,788.9734,684.4106,684.4106,684.4106,665.3992,636.8821,570.3422,513.308,503.8023,494.2966,494.2966
False,0.0,Город федерального значения Севастополь,1,False,12000.0,28850.0,5786.4544,2495.5798,2303.6122,1745.9918,1426.0456,1252.3606,1179.23,1069.5342,1051.2516,868.4252,822.7186,813.5773,804.436,767.8707,758.7294,658.1749,658.1749,658.1749,639.8923,612.4683,548.4791,493.6312,484.4899,475.3485,475.3485
False,0.0,Город федерального значения Севастополь,1,True,13950.0,17002.0,3410.097,1470.7053,1357.5741,1028.955,840.403,738.0463,694.9487,630.3023,619.5279,511.7839,484.8479,479.4607,474.0735,452.5247,447.1375,387.8783,387.8783,387.8783,377.1039,360.9423,323.2319,290.9087,285.5215,280.1343,280.1343
False,0.0,Республика Крым,1,False,12162.0,45161.0,9057.9572,3906.5124,3606.0114,2733.1277,2232.2928,1960.411,1845.9344,1674.2196,1645.6004,1359.4091,1287.8612,1273.5516,1259.2421,1202.0038,1187.6942,1030.289,1030.289,1030.289,1001.6698,958.7411,858.5741,772.7167,758.4072,744.0976,744.0976
False,0.0,Республика Алтай,1,False,14000.0,39421.0,7906.6835,3409.9914,3147.6844,2385.7449,1948.5665,1711.2411,1611.3146,1461.4249,1436.4433,1186.6271,1124.173,1111.6822,1099.1914,1049.2281,1036.7373,899.3384,899.3384,899.3384,874.3568,836.8843,749.4487,674.5038,662.013,649.5222,649.5222
False,0.0,Республика Хакасия,1,False,16000.0,45000.0,9025.6654,3892.5856,3593.1559,2723.384,2224.3346,1953.4221,1839.3536,1668.251,1639.7338,1354.5627,1283.27,1269.0114,1254.7529,1197.7186,1183.4601,1026.616,1026.616,1026.616,998.0989,955.3232,855.5133,769.962,755.7034,741.4449,741.4449
False,0.0,Кабардино-Балкарская Республика,1,False,13950.0,25000.0,5014.2586,2162.5475,1996.1977,1512.9911,1235.7414,1085.2345,1021.8631,926.8061,910.9632,752.5349,712.9278,705.0063,697.0849,665.3992,657.4778,570.3422,570.3422,570.3422,554.4994,530.7351,475.2852,427.7567,419.8352,411.9138,411.9138
False,0.0,Республика Тыва,1,False,13950.0,25000.0,5014.2586,2162.5475,1996.1977,1512.9911,1235.7414,1085.2345,1021.8631,926.8061,910.9632,752.5349,712.9278,705.0063,697.0849,665.3992,657.4778,570.3422,570.3422,570.3422,554.4994,530.7351,475.2852,427.7567,419.8352,411.9138,411.9138
False,0.0,Донецкая область,1,False,17571.0,28850.0,5786.4544,2495.5798,2303.6122,1745.9918,1426.0456,1252.3606,1179.23,1069.5342,1051.2516,868.4252,822.7186,813.5773,804.436,767.8707,758.7294,658.1749,658.1749,658.1749,639.8923,612.4683,548.4791,493.6312,484.4899,475.3485,475.3485
False,0.0,"иные территории, включая город и космодром Байконур",1,False,17900.0,45875.0,9201.1644,3968.2747,3663.0228,2776.3387,2267.5856,1991.4053,1875.1188,1700.6892,1671.6176,1380.9015,1308.2224,1293.6866,1279.1508,1221.0076,1206.4718,1046.5779,1046.5779,1046.5779,1017.5063,973.8989,872.1483,784.9335,770.3977,755.8619,755.8619
False,0.0,Луганская область,1,False,17571.0,17571.0,3524.2215,1519.9249,1403.0076,1063.3907,868.5285,762.7462,718.2063,651.3964,640.2614,528.9116,501.0741,495.5067,489.9392,467.6692,462.1017,400.8593,400.8593,400.8593,389.7243,373.0219,334.0494,300.6445,295.077,289.5095,289.5095
False,0.0,Нижегородская область,0,False,13000.0,50000.0,10028.5171,4325.0951,3992.3954,3025.9823,2471.4829,2170.4689,2043.7262,1853.6122,1821.9265,1505.0697,1425.8555,1410.0127,1394.1698,1330.7985,1314.9556,1140.6844,1140.6844,1140.6844,1108.9987,1061.4702,950.5703,855.5133,839.6705,823.8276,823.8276
False,0.0,Нижегородская область,0,True,17000.0,19000.0,3810.8365,1643.5361,1517.1103,1149.8733,939.1635,824.7782,776.616,704.3726,692.3321,571.9265,541.8251,535.8048,529.7845,505.7034,499.6831,433.4601,433.4601,433.4601,421.4195,403.3587,361.2167,325.0951,319.0748,313.0545,313.0545
False,0.0,Калужская область,1,False,13000.0,70000.0,14039.924,6055.1331,5589.3536,4236.3752,3460.076,3038.6565,2861.2167,2595.057,2550.6971,2107.0976,1996.1977,1974.0177,1951.8378,1863.1179,1840.9379,1596.9582,1596.9582,1596.9582,1552.5982,1486.0583,1330.7985,1197.7186,1175.5387,1153.3587,1153.3587
False,0.0,Ярославская область,1,False,13000.0,55000.0,11031.3688,4757.6046,4391.635,3328.5805,2718.6312,2387.5158,2248.0989,2038.9734,2004.1191,1655.5767,1568.4411,1551.0139,1533.5868,1463.8783,1446.4512,1254.7529,1254.7529,1254.7529,1219.8986,1167.6172,1045.6274,941.0646,923.6375,906.2104,906.2104
False,0.0,Ярославская область,1,True,14512.0,17000.0,3409.6958,1470.5323,1357.4144,1028.834,840.3042,737.9594,694.8669,630.2281,619.455,511.7237,484.7909,479.4043,474.0177,452.4715,447.0849,387.8327,387.8327,387.8327,377.0596,360.8999,323.1939,290.8745,285.488,280.1014,280.1014
False,0.0,Краснодарский край,0,False,13000.0,100000.0,20057.0342,8650.1901,7984.7909,6051.9645,4942.9658,4340.9379,4087.4525,3707.2243,3643.853,3010.1394,2851.711,2820.0253,2788.3397,2661.597,2629.9113,2281.3688,2281.3688,2281.3688,2217.9975,2122.9404,1901.1407,1711.0266,1679.3409,1647.6553,1647.6553
False,0.0,Краснодарский край,0,True,13000.0,20515.0,4114.7006,1774.5865,1638.0798,1241.5605,1014.0494,890.5434,838.5409,760.5371,747.5364,617.5301,585.0285,578.5282,572.0279,546.0266,539.5263,468.0228,468.0228,468.0228,455.0222,435.5212,390.019,351.0171,344.5168,338.0165,338.0165
False,0.0,Республика Карелия,1,False,13000.0,60000.0,12034.2205,5190.1141,4790.8745,3631.1787,2965.7795,2604.5627,2452.4715,2224.3346,2186.3118,1806.0837,1711.0266,1692.0152,1673.0038,1596.9582,1577.9468,1368.8213,1368.8213,1368.8213,1330.7985,1273.7643,1140.6844,1026.616,1007.6046,988.5932,988.5932
False,0.0,Республика Татарстан,0,False,13000.0,50000.0,10028.5171,4325.0951,3992.3954,3025.9823,2471.4829,2170.4689,2043.7262,1853.6122,1821.9265,1505.0697,1425.8555,1410.0127,1394.1698,1330.7985,1314.9556,1140.6844,1140.6844,1140.6844,1108.9987,1061.4702,950.5703,855.5133,839.6705,823.8276,823.8276
False,0.0,Республика Татарстан,0,True,20000.0,20515.0,4114.7006,1774.5865,1638.0798,1241.5605,1014.0494,890.5434,838.5409,760.5371,747.5364,617.5301,585.0285,578.5282,572.0279,546.0266,539.5263,468.0228,468.0228,468.0228,455.0222,435.5212,390.019,351.0171,344.5168,338.0165,338.0165
False,0.0,Челябинская область,0,False,13000.0,47000.0,9426.8061,4065.5894,3752.8517,2844.4233,2323.1939,2040.2408,1921.1027,1742.3954,1712.6109,1414.7655,1340.3042,1325.4119,1310.5196,1250.9506,1236.0583,1072.2433,1072.2433,1072.2433,1042.4588,997.782,893.5361,804.1825,789.2902,774.398,774.398
False,0.0,Челябинская область,0,True,20000.0,20000.0,4011.4068,1730.038,1596.9582,1210.3929,988.5932,868.1876,817.4905,741.4449,728.7706,602.0279,570.3422,564.0051,557.6679,532.3194,525.9823,456.2738,456.2738,456.2738,443.5995,424.5881,380.2281,342.2053,335.8682,329.5311,329.5311
False,0.0,Тверская область,1,False,8200.0,55000.0,11031.3688,4757.6046,4391.635,3328.5805,2718.6312,2387.5158,2248.0989,2038.9734,2004.1191,1655.5767,1568.4411,1551.0139,1533.5868,1463.8783,1446.4512,1254.7529,1254.7529,1254.7529,1219.8986,1167.6172,1045.6274,941.0646,923.6375,906.2104,906.2104
False,0.0,Алтайский край,2,False,13000.0,55000.0,11031.3688,4757.6046,4391.635,3328.5805,2718.6312,2387.5158,2248.0989,2038.9734,2004.1191,1655.5767,1568.4411,1551.0139,1533.5868,1463.8783,1446.4512,1254.7529,1254.7529,1254.7529,1219.8986,1167.6172,1045.6274,941.0646,923.6375,906.2104,906.2104
False,0.0,Архангельская область,1,False,14512.0,60000.0,12034.2205,5190.1141,4790.8745,3631.1787,2965.7795,2604.5627,2452.4715,2224.3346,2186.3118,1806.0837,1711.0266,1692.0152,1673.0038,1596.9582,1577.9468,1368.8213,1368.8213,1368.8213,1330.7985,1273.7643,1140.6844,1026.616,1007.6046,988.5932,988.5932
False,0.0,Тюменская область,1,False,13000.0,70000.0,14039.924,6055.1331,5589.3536,4236.3752,3460.076,3038.6565,2861.2167,2595.057,2550.6971,2107.0976,1996.1977,1974.0177,1951.8378,1863.1179,1840.9379,1596.9582,1596.9582,1596.9582,1552.5982,1486.0583,1330.7985,1197.7186,1175.5387,1153.3587,1153.3587
False,0.0,Тюменская область,1,True,40000.0,40000.0,8022.8137,3460.076,3193.9163,2420.7858,1977.1863,1736.3752,1634.981,1482.8897,1457.5412,1204.0558,1140.6844,1128.0101,1115.3359,1064.6388,1051.9645,912.5475,912.5475,912.5475,887.199,849.1762,760.4563,684.4106,671.7364,659.0621,659.0621
False,0.0,Пермский край,1,False,15000.0,43000.0,8624.5247,3719.5817,3433.4601,2602.3447,2125.4753,1866.6033,1757.6046,1594.1065,1566.8568,1294.3599,1226.2357,1212.6109,1198.9861,1144.4867,1130.8619,980.9886,980.9886,980.9886,953.7389,912.8644,817.4905,735.7414,722.1166,708.4918,708.4918
False,0.0,Ивановская область,1,False,14512.0,55000.0,11031.3688,4757.6046,4391.635,3328.5805,2718.6312,2387.5158,2248.0989,2038.9734,2004.1191,1655.5767,1568.4411,1551.0139,1533.5868,1463.8783,1446.4512,1254.7529,1254.7529,1254.7529,1219.8986,1167.6172,1045.6274,941.0646,923.6375,906.2104,906.2104
False,0.0,Вологодская область,1,False,13000.0,50000.0,10028.5171,4325.0951,3992.3954,3025.9823,2471.4829,2170.4689,2043.7262,1853.6122,1821.9265,1505.0697,1425.8555,1410.0127,1394.1698,1330.7985,1314.9556,1140.6844,1140.6844,1140.6844,1108.9987,1061.4702,950.5703,855.5133,839.6705,823.8276,823.8276
False,0.0,Новосибирская область,0,False,13000.0,55000.0,11031.3688,4757.6046,4391.635,3328.5805,2718.6312,2387.5158,2248.0989,2038.9734,2004.1191,1655.5767,1568.4411,1551.0139,1533.5868,1463.8783,1446.4512,1254.7529,1254.7529,1254.7529,1219.8986,1167.6172,1045.6274,941.0646,923.6375,906.2104,906.2104
False,0.0,Новосибирская область,0,True,35000.0,35000.0,7019.962,3027.5665,2794.6768,2118.1876,1730.038,1519.3283,1430.6084,1297.5285,1275.3485,1053.5488,998.0989,987.0089,975.9189,931.5589,920.4689,798.4791,798.4791,798.4791,776.2991,743.0292,665.3992,598.8593,587.7693,576.6793,576.6793
False,0.0,Самарская область,0,False,14512.0,55000.0,11031.3688,4757.6046,4391.635,3328.5805,2718.6312,2387.5158,2248.0989,2038.9734,2004.1191,1655.5767,1568.4411,1551.0139,1533.5868,1463.8783,1446.4512,1254.7529,1254.7529,1254.7529,1219.8986,1167.6172,1045.6274,941.0646,923.6375,906.2104,906.2104
False,0.0,Самарская область,0,True,15000.0,15000.0,3008.5551,1297.5285,1197.7186,907.7947,741.4449,651.1407,613.1179,556.0837,546.5779,451.5209,427.7567,423.0038,418.251,399.2395,394.4867,342.2053,342.2053,342.2053,332.6996,318.4411,285.1711,256.654,251.9011,247.1483,247.1483
False,0.0,Томская область,1,False,14512.0,55000.0,11031.3688,4757.6046,4391.635,3328.5805,2718.6312,2387.5158,2248.0989,2038.9734,2004.1191,1655.5767,1568.4411,1551.0139,1533.5868,1463.8783,1446.4512,1254.7529,1254.7529,1254.7529,1219.8986,1167.6172,1045.6274,941.0646,923.6375,906.2104,906.2104
False,0.0,Томская область,1,True,17000.0,20000.0,4011.4068,1730.038,1596.9582,1210.3929,988.5932,868.1876,817.4905,741.4449,728.7706,602.0279,570.3422,564.0051,557.6679,532.3194,525.9823,456.2738,456.2738,456.2738,443.5995,424.5881,380.2281,342.2053,335.8682,329.5311,329.5311
False,0.0,Ростовская область,0,False,14512.0,59782.0,11990.4962,5171.2567,4773.4677,3617.9854,2955.0038,2595.0995,2443.5608,2216.2529,2178.3682,1799.5215,1704.8099,1685.8676,1666.9252,1591.1559,1572.2136,1363.8479,1363.8479,1363.8479,1325.9632,1269.1362,1136.5399,1022.8859,1003.9436,985.0013,985.0013
False,0.0,Воронежская область,2,False,13000.0,55000.0,11031.3688,4757.6046,4391.635,3328.5805,2718.6312,2387.5158,2248.0989,2038.9734,2004.1191,1655.5767,1568.4411,1551.0139,1533.5868,1463.8783,1446.4512,1254.7529,1254.7529,1254.7529,1219.8986,1167.6172,1045.6274,941.0646,923.6375,906.2104,906.2104
False,0.0,Воронежская область,2,True,17000.0,28000.0,5615.9696,2422.0532,2235.7414,1694.5501,1384.0304,1215.4626,1144.4867,1038.0228,1020.2788,842.839,798.4791,789.6071,780.7351,745.2471,736.3752,638.7833,638.7833,638.7833,621.0393,594.4233,532.3194,479.0875,470.2155,461.3435,461.3435
False,0.0,Иркутская область,1,False,13000.0,76000.0,15243.346,6574.1445,6068.4411,4599.493,3756.654,3299.1128,3106.4639,2817.4905,2769.3283,2287.706,2167.3004,2143.2193,2119.1381,2022.8137,1998.7326,1733.8403,1733.8403,1733.8403,1685.6781,1613.4347,1444.8669,1300.3802,1276.2991,1252.218,1252.218
False,0.0,Иркутская область,1,True,25000.0,25000.0,5014.2586,2162.5475,1996.1977,1512.9911,1235.7414,1085.2345,1021.8631,926.8061,910.9632,752.5349,712.9278,705.0063,697.0849,665.3992,657.4778,570.3422,570.3422,570.3422,554.4994,530.7351,475.2852,427.7567,419.8352,411.9138,411.9138
False,0.0,Тульская область,1,False,13000.0,41000.0,8223.384,3546.5779,3273.7643,2481.3054,2026.616,1779.7845,1675.8555,1519.962,1493.9797,1234.1572,1169.2015,1156.2104,1143.2193,1091.2548,1078.2636,935.3612,935.3612,935.3612,909.379,870.4056,779.4677,701.5209,688.5298,675.5387,675.5387
False,0.0,Тульская область,1,True,28000.0,28000.0,5615.9696,2422.0532,2235.7414,1694.5501,1384.0304,1215.4626,1144.4867,1038.0228,1020.2788,842.839,798.4791,789.6071,780.7351,745.2471,736.3752,638.7833,638.7833,638.7833,621.0393,594.4233,532.3194,479.0875,470.2155,461.3435,461.3435
False,0.0,Республика Коми,1,False,13000.0,53500.0,10730.5133,4627.8517,4271.8631,3237.801,2644.4867,2322.4018,2186.7871,1983.365,1949.4613,1610.4246,1525.6654,1508.7136,1491.7617,1423.9544,1407.0025,1220.5323,1220.5323,1220.5323,1186.6286,1135.7731,1017.1103,915.3992,898.4474,881.4956,881.4956
False,0.0,Республика Бурятия,1,False,14512.0,60000.0,12034.2205,5190.1141,4790.8745,3631.1787,2965.7795,2604.5627,2452.4715,2224.3346,2186.3118,1806.0837,1711.0266,1692.0152,1673.0038,1596.9582,1577.9468,1368.8213,1368.8213,1368.8213,1330.7985,1273.7643,1140.6844,1026.616,1007.6046,988.5932,988.5932
False,0.0,Белгородская область,2,False,13000.0,55000.0,11031.3688,4757.6046,4391.635,3328.5805,2718.6312,2387.5158,2248.0989,2038.9734,2004.1191,1655.5767,1568.4411,1551.0139,1533.5868,1463.8783,1446.4512,1254.7529,1254.7529,1254.7529,1219.8986,1167.6172,1045.6274,941.0646,923.6375,906.2104,906.2104
False,0.0,Забайкальский край,1,False,13000.0,56074.0,11246.7814,4850.5076,4477.3916,3393.5786,2771.7186,2434.1375,2291.9981,2078.789,2043.2541,1687.9056,1599.0684,1581.301,1563.5336,1492.4639,1474.6965,1279.2548,1279.2548,1279.2548,1243.7199,1190.4176,1066.0456,959.4411,941.6736,923.9062,923.9062
False,0.0,Рязанская область,1,False,14512.0,40000.0,8022.8137,3460.076,3193.9163,2420.7858,1977.1863,1736.3752,1634.981,1482.8897,1457.5412,1204.0558,1140.6844,1128.0101,1115.3359,1064.6388,1051.9645,912.5475,912.5475,912.5475,887.199,849.1762,760.4563,684.4106,671.7364,659.0621,659.0621
False,0.0,Карачаево-Черкесская Республика,1,False,14512.0,29612.5,5939.3893,2561.5375,2364.4962,1792.138,1463.7357,1285.4602,1210.3969,1097.8018,1079.036,891.3775,844.4629,835.08,825.6971,788.1654,778.7825,675.5703,675.5703,675.5703,656.8045,628.6557,562.9753,506.6778,497.2948,487.9119,487.9119
False,0.0,Еврейская автономная область,1,False,20000.0,55000.0,11031.3688,4757.6046,4391.635,3328.5805,2718.6312,2387.5158,2248.0989,2038.9734,2004.1191,1655.5767,1568.4411,1551.0139,1533.5868,1463.8783,1446.4512,1254.7529,1254.7529,1254.7529,1219.8986,1167.6172,1045.6274,941.0646,923.6375,906.2104,906.2104
False,0.0,Свердловская область,0,False,13000.0,57000.0,11432.5095,4930.6084,4551.3308,3449.6198,2817.4905,2474.3346,2329.8479,2113.1179,2076.9962,1715.7795,1625.4753,1607.4144,1589.3536,1517.1103,1499.0494,1300.3802,1300.3802,1300.3802,1264.2586,1210.076,1083.6502,975.2852,957.2243,939.1635,939.1635
False,0.0,Владимирская область,1,False,13000.0,50000.0,10028.5171,4325.0951,3992.3954,3025.9823,2471.4829,2170.4689,2043.7262,1853.6122,1821.9265,1505.0697,1425.8555,1410.0127,1394.1698,1330.7985,1314.9556,1140.6844,1140.6844,1140.6844,1108.9987,1061.4702,950.5703,855.5133,839.6705,823.8276,823.8276
False,0.0,Владимирская область,1,True,20515.0,20515.0,4114.7006,1774.5865,1638.0798,1241.5605,1014.0494,890.5434,838.5409,760.5371,747.5364,617.5301,585.0285,578.5282,572.0279,546.0266,539.5263,468.0228,468.0228,468.0228,455.0222,435.5212,390.019,351.0171,344.5168,338.0165,338.0165
False,0.0,Кемеровская область,1,False,13000.0,67000.0,13438.2129,5795.6274,5349.8099,4054.8162,3311.7871,2908.4284,2738.5932,2483.8403,2441.3815,2016.7934,1910.6464,1889.417,1868.1876,1783.27,1762.0406,1528.5171,1528.5171,1528.5171,1486.0583,1422.3701,1273.7643,1146.3878,1125.1584,1103.929,1103.929
False,0.0,Кемеровская область,1,True,25000.0,25000.0,5014.2586,2162.5475,1996.1977,1512.9911,1235.7414,1085.2345,1021.8631,926.8061,910.9632,752.5349,712.9278,705.0063,697.0849,665.3992,657.4778,570.3422,570.3422,570.3422,554.4994,530.7351,475.2852,427.7567,419.8352,411.9138,411.9138
False,0.0,Курская область,2,False,13000.0,50000.0,10028.5171,4325.0951,3992.3954,3025.9823,2471.4829,2170.4689,2043.7262,1853.6122,1821.9265,1505.0697,1425.8555,1410.0127,1394.1698,1330.7985,1314.9556,1140.6844,1140.6844,1140.6844,1108.9987,1061.4702,950.5703,855.5133,839.6705,823.8276,823.8276
False,0.0,Курская область,2,True,28000.0,28000.0,5615.9696,2422.0532,2235.7414,1694.5501,1384.0304,1215.4626,1144.4867,1038.0228,1020.2788,842.839,798.4791,789.6071,780.7351,745.2471,736.3752,638.7833,638.7833,638.7833,621.0393,594.4233,532.3194,479.0875,470.2155,461.3435,461.3435
False,0.0,Калининградская область,1,False,13000.0,36500.0,7320.8175,3157.3194,2914.4487,2208.967,1804.1825,1584.4423,1491.9202,1353.1369,1330.0063,1098.7009,1040.8745,1029.3093,1017.744,971.4829,959.9176,832.6996,832.6996,832.6996,809.5691,774.8733,693.9163,624.5247,612.9594,601.3942,601.3942
False,0.0,Новгородская область,1,False,15000.0,35000.0,7019.962,3027.5665,2794.6768,2118.1876,1730.038,1519.3283,1430.6084,1297.5285,1275.3485,1053.5488,998.0989,987.0089,975.9189,931.5589,920.4689,798.4791,798.4791,798.4791,776.2991,743.0292,665.3992,598.8593,587.7693,576.6793,576.6793
False,0.0,Новгородская область,1,True,20515.0,20515.0,4114.7006,1774.5865,1638.0798,1241.5605,1014.0494,890.5434,838.5409,760.5371,747.5364,617.5301,585.0285,578.5282,572.0279,546.0266,539.5263,468.0228,468.0228,468.0228,455.0222,435.5212,390.019,351.0171,344.5168,338.0165,338.0165
False,0.0,Чеченская Республика,1,False,20515.0,35000.0,7019.962,3027.5665,2794.6768,2118.1876,1730.038,1519.3283,1430.6084,1297.5285,1275.3485,1053.5488,998.0989,987.0089,975.9189,931.5589,920.4689,798.4791,798.4791,798.4791,776.2991,743.0292,665.3992,598.8593,587.7693,576.6793,576.6793
False,0.0,Хабаровский край,1,False,17097.0,70000.0,14039.924,6055.1331,5589.3536,4236.3752,3460.076,3038.6565,2861.2167,2595.057,2550.6971,2107.0976,1996.1977,1974.0177,1951.8378,1863.1179,1840.9379,1596.9582,1596.9582,1596.9582,1552.5982,1486.0583,1330.7985,1197.7186,1175.5387,1153.3587,1153.3587
False,0.0,Ханты-Мансийский автономный округ — Югра,1,False,17097.0,74439.0,14930.2557,6439.115,5943.7985,4505.0219,3679.4943,3231.3508,3042.6587,2759.6207,2712.4477,2240.7177,2122.7852,2099.1987,2075.6122,1981.2662,1957.6797,1698.2281,1698.2281,1698.2281,1651.0551,1580.2956,1415.1901,1273.6711,1250.0846,1226.4981,1226.4981
False,0.0,Амурская область,1,False,17097.0,60000.0,12034.2205,5190.1141,4790.8745,3631.1787,2965.7795,2604.5627,2452.4715,2224.3346,2186.3118,1806.0837,1711.0266,1692.0152,1673.0038,1596.9582,1577.9468,1368.8213,1368.8213,1368.8213,1330.7985,1273.7643,1140.6844,1026.616,1007.6046,988.5932,988.5932
False,0.0,Амурская область,1,True,30000.0,30000.0,6017.1103,2595.057,2395.4373,1815.5894,1482.8897,1302.2814,1226.2357,1112.1673,1093.1559,903.0418,855.5133,846.0076,836.5019,798.4791,788.9734,684.4106,684.4106,684.4106,665.3992,636.8821,570.3422,513.308,503.8023,494.2966,494.2966
False,0.0,Ленинградская область,1,False,17097.0,42100.0,8444.0114,3641.73,3361.597,2547.8771,2080.9886,1827.5349,1720.8175,1560.7414,1534.0621,1267.2687,1200.5703,1187.2307,1173.891,1120.5323,1107.1926,960.4563,960.4563,960.4563,933.7769,893.7579,800.3802,720.3422,707.0025,693.6629,693.6629
False,0.0,Мурманская область,1,False,17097.0,64000.0,12836.5019,5536.1217,5110.2662,3873.2573,3163.4981,2778.2003,2615.9696,2372.6236,2332.0659,1926.4892,1825.0951,1804.8162,1784.5374,1703.4221,1683.1432,1460.076,1460.076,1460.076,1419.5184,1358.6819,1216.73,1095.057,1074.7782,1054.4994,1054.4994
False,0.0,Красноярский край,1,False,17097.0,107000.0,21461.0266,9255.7034,8543.7262,6475.602,5288.9734,4644.8035,4373.5741,3966.73,3898.9227,3220.8492,3051.3308,3017.4271,2983.5234,2847.9087,2814.0051,2441.0646,2441.0646,2441.0646,2373.2573,2271.5463,2034.2205,1830.7985,1796.8948,1762.9911,1762.9911
False,0.0,Красноярский край,1,True,25000.0,25000.0,5014.2586,2162.5475,1996.1977,1512.9911,1235.7414,1085.2345,1021.8631,926.8061,910.9632,752.5349,712.9278,705.0063,697.0849,665.3992,657.4778,570.3422,570.3422,570.3422,554.4994,530.7351,475.2852,427.7567,419.8352,411.9138,411.9138
False,0.0,Ненецкий автономный округ,1,False,24800.0,35000.0,7019.962,3027.5665,2794.6768,2118.1876,1730.038,1519.3283,1430.6084,1297.5285,1275.3485,1053.5488,998.0989,987.0089,975.9189,931.5589,920.4689,798.4791,798.4791,798.4791,776.2991,743.0292,665.3992,598.8593,587.7693,576.6793,576.6793
False,0.0,Город федерального значения Санкт-Петербург,0,False,18000.0,70000.0,14039.924,6055.1331,5589.3536,4236.3752,3460.076,3038.6565,2861.2167,2595.057,2550.6971,2107.0976,1996.1977,1974.0177,1951.8378,1863.1179,1840.9379,1596.9582,1596.9582,1596.9582,1552.5982,1486.0583,1330.7985,1197.7186,1175.5387,1153.3587,1153.3587
False,0.0,Город федерального значения Санкт-Петербург,0,True,25000.0,50000.0,10028.5171,4325.0951,3992.3954,3025.9823,2471.4829,2170.4689,2043.7262,1853.6122,1821.9265,1505.0697,1425.8555,1410.0127,1394.1698,1330.7985,1314.9556,1140.6844,1140.6844,1140.6844,1108.9987,1061.4702,950.5703,855.5133,839.6705,823.8276,823.8276
False,0.0,Ямало-Ненецкий автономный округ,1,False,25000.0,80000.0,16045.6274,6920.1521,6387.8327,4841.5716,3954.3726,3472.7503,3269.962,2965.7795,2915.0824,2408.1115,2281.3688,2256.0203,2230.6717,2129.2776,2103.929,1825.0951,1825.0951,1825.0951,1774.398,1698.3523,1520.9125,1368.8213,1343.4728,1318.1242,1318.1242
