is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,"Ответственность , добросовестность (СК) (614_4)",Дисциплинированность (СК) (593_4),Аккуратность (СК) (575_4),Автослесарь - Базовые умения по комплексному ТО и Р автотранспорта (2091_31),"Личные установки и ценности, мировоззрение (2043_4)","Автослесарь - Конкретные умения – предрейсовый осмотр, профилактический осмотр, техосмотр (2262_31)",Автоэлектрик - обобщенные знания - знание устройства узлов и агрегатов транспортных средств (3749_31),"Саморазвитие, обучаемость (СК) (604_4)",Командность (СК) (1371_4),Пунктуальность (СК) (612_4),Автослесарь - Конкретные умения – диагностика (2261_31),Высокая работоспособность (СК) (586_4),Трудолюбие (СК) (597_4),Автослесарь - Базовые знания в области конструкции и характеристик АТС (2224_31),Нравственность (СК) (622_4),Автоэлектрик - диагностика неисправностей электрооборудования (3247_31),Внимательность (СК) (536_4),Выполнение ремонтных работ (ОПТ) (8285_36),Автослесарь - Конкретные умения – Ходовая часть - Общие работы по обслуживанию и ремонту систем снизу автомобиля (3830_31),Коммуникабельность (СК) (617_4),"Автослесарь - Конкретные умения – Ремонт агрегатов - Общие работы по ремонту, сборке/разборке, восстановлению (3823_31)",Автоэлектрик - конкретные умения - диагностика и ремонт ходовой части (3723_31),Склонность к здоровому образу жизни (СК) (1662_4),Автослесарь - Конкретные умения – Ремонт агрегатов - Ремонтные работы по двигателю и трансмиссии (3818_31)
False,0.0,Брянская область,1,False,10408.5,80000.0,17310.6646,9891.8083,6409.0675,4678.001,4595.5693,3709.4281,2905.7187,2802.679,2617.2076,2514.168,2081.4013,1998.9696,1998.9696,1916.5379,1916.5379,1628.0268,1586.8109,1483.7713,1442.5554,1360.1236,1339.5157,1318.9078,1257.084,1236.476
False,0.0,Республика Карелия,1,False,10408.5,60000.0,12982.9985,7418.8563,4806.8006,3508.5008,3446.677,2782.0711,2179.289,2102.0093,1962.9057,1885.626,1561.051,1499.2272,1499.2272,1437.4034,1437.4034,1221.0201,1190.1082,1112.8284,1081.9165,1020.0927,1004.6368,989.1808,942.813,927.357
False,0.0,Псковская область,1,False,10408.5,43500.0,9412.6739,5378.6708,3484.9304,2543.6631,2498.8408,2017.0015,1579.9845,1523.9567,1423.1066,1367.0788,1131.762,1086.9397,1086.9397,1042.1175,1042.1175,885.2396,862.8284,806.8006,784.3895,739.5672,728.3617,717.1561,683.5394,672.3338
False,0.0,Республика Коми,1,False,10408.5,51000.0,11035.5487,6306.0278,4085.7805,2982.2257,2929.6754,2364.7604,1852.3957,1786.7079,1668.4699,1602.7821,1326.8934,1274.3431,1274.3431,1221.7929,1221.7929,1037.8671,1011.592,945.9042,919.6291,867.0788,853.9413,840.8037,801.391,788.2535
False,0.0,Республика Коми,1,True,20000.0,20000.0,4327.6662,2472.9521,1602.2669,1169.5003,1148.8923,927.357,726.4297,700.6698,654.3019,628.542,520.3503,499.7424,499.7424,479.1345,479.1345,407.0067,396.7027,370.9428,360.6388,340.0309,334.8789,329.7269,314.271,309.119
False,0.0,Республика Адыгея,1,False,12900.0,40000.0,8655.3323,4945.9042,3204.5337,2339.0005,2297.7846,1854.7141,1452.8594,1401.3395,1308.6038,1257.084,1040.7007,999.4848,999.4848,958.2689,958.2689,814.0134,793.4055,741.8856,721.2777,680.0618,669.7579,659.4539,628.542,618.238
False,0.0,Курская область,2,False,10408.5,80000.0,17310.6646,9891.8083,6409.0675,4678.001,4595.5693,3709.4281,2905.7187,2802.679,2617.2076,2514.168,2081.4013,1998.9696,1998.9696,1916.5379,1916.5379,1628.0268,1586.8109,1483.7713,1442.5554,1360.1236,1339.5157,1318.9078,1257.084,1236.476
False,0.0,Республика Мордовия,1,False,10408.5,80000.0,17310.6646,9891.8083,6409.0675,4678.001,4595.5693,3709.4281,2905.7187,2802.679,2617.2076,2514.168,2081.4013,1998.9696,1998.9696,1916.5379,1916.5379,1628.0268,1586.8109,1483.7713,1442.5554,1360.1236,1339.5157,1318.9078,1257.084,1236.476
False,0.0,Вологодская область,1,False,10408.5,80000.0,17310.6646,9891.8083,6409.0675,4678.001,4595.5693,3709.4281,2905.7187,2802.679,2617.2076,2514.168,2081.4013,1998.9696,1998.9696,1916.5379,1916.5379,1628.0268,1586.8109,1483.7713,1442.5554,1360.1236,1339.5157,1318.9078,1257.084,1236.476
False,0.0,Кабардино-Балкарская Республика,1,False,10408.5,40000.0,8655.3323,4945.9042,3204.5337,2339.0005,2297.7846,1854.7141,1452.8594,1401.3395,1308.6038,1257.084,1040.7007,999.4848,999.4848,958.2689,958.2689,814.0134,793.4055,741.8856,721.2777,680.0618,669.7579,659.4539,628.542,618.238
False,0.0,Карачаево-Черкесская Республика,1,False,10408.5,40000.0,8655.3323,4945.9042,3204.5337,2339.0005,2297.7846,1854.7141,1452.8594,1401.3395,1308.6038,1257.084,1040.7007,999.4848,999.4848,958.2689,958.2689,814.0134,793.4055,741.8856,721.2777,680.0618,669.7579,659.4539,628.542,618.238
False,0.0,Кемеровская область,1,False,12900.0,80000.0,17310.6646,9891.8083,6409.0675,4678.001,4595.5693,3709.4281,2905.7187,2802.679,2617.2076,2514.168,2081.4013,1998.9696,1998.9696,1916.5379,1916.5379,1628.0268,1586.8109,1483.7713,1442.5554,1360.1236,1339.5157,1318.9078,1257.084,1236.476
False,0.0,Кемеровская область,1,True,18000.0,18000.0,3894.8995,2225.6569,1442.0402,1052.5502,1034.0031,834.6213,653.7867,630.6028,588.8717,565.6878,468.3153,449.7682,449.7682,431.221,431.221,366.306,357.0325,333.8485,324.575,306.0278,301.391,296.7543,282.8439,278.2071
False,0.0,Рязанская область,1,False,12900.0,80000.0,17310.6646,9891.8083,6409.0675,4678.001,4595.5693,3709.4281,2905.7187,2802.679,2617.2076,2514.168,2081.4013,1998.9696,1998.9696,1916.5379,1916.5379,1628.0268,1586.8109,1483.7713,1442.5554,1360.1236,1339.5157,1318.9078,1257.084,1236.476
False,0.0,Томская область,1,False,14700.0,50000.0,10819.1654,6182.3802,4005.6672,2923.7506,2872.2308,2318.3926,1816.0742,1751.6744,1635.7548,1571.355,1300.8758,1249.356,1249.356,1197.8362,1197.8362,1017.5167,991.7568,927.357,901.5971,850.0773,837.1973,824.3174,785.6775,772.7975
False,0.0,Республика Дагестан,1,False,14700.0,25000.0,5409.5827,3091.1901,2002.8336,1461.8753,1436.1154,1159.1963,908.0371,875.8372,817.8774,785.6775,650.4379,624.678,624.678,598.9181,598.9181,508.7584,495.8784,463.6785,450.7986,425.0386,418.5987,412.1587,392.8387,386.3988
False,0.0,Московская область,2,False,17870.75,90000.0,19474.4977,11128.2844,7210.2009,5262.7512,5170.0155,4173.1066,3268.9335,3153.0139,2944.3586,2828.4389,2341.5765,2248.8408,2248.8408,2156.1051,2156.1051,1831.5301,1785.1623,1669.2427,1622.8748,1530.1391,1506.9552,1483.7713,1414.2195,1391.0355
False,0.0,Московская область,2,True,30000.0,30000.0,6491.4992,3709.4281,2403.4003,1754.2504,1723.3385,1391.0355,1089.6445,1051.0046,981.4529,942.813,780.5255,749.6136,749.6136,718.7017,718.7017,610.51,595.0541,556.4142,540.9583,510.0464,502.3184,494.5904,471.4065,463.6785
False,0.0,Город федерального значения Санкт-Петербург,0,False,15000.0,100000.0,21638.3308,12364.7604,8011.3344,5847.5013,5744.4616,4636.7852,3632.1484,3503.3488,3271.5095,3142.7099,2601.7517,2498.712,2498.712,2395.6723,2395.6723,2035.0335,1983.5137,1854.7141,1803.1942,1700.1546,1674.3946,1648.6347,1571.355,1545.5951
False,0.0,Город федерального значения Санкт-Петербург,0,True,30000.0,55000.0,11901.0819,6800.6182,4406.2339,3216.1257,3159.4539,2550.2318,1997.6816,1926.8418,1799.3302,1728.4905,1430.9634,1374.2916,1374.2916,1317.6198,1317.6198,1119.2684,1090.9325,1020.0927,991.7568,935.085,920.9171,906.7491,864.2452,850.0773
False,0.0,Мурманская область,1,False,15000.0,100000.0,21638.3308,12364.7604,8011.3344,5847.5013,5744.4616,4636.7852,3632.1484,3503.3488,3271.5095,3142.7099,2601.7517,2498.712,2498.712,2395.6723,2395.6723,2035.0335,1983.5137,1854.7141,1803.1942,1700.1546,1674.3946,1648.6347,1571.355,1545.5951
False,0.0,Республика Бурятия,1,False,17870.75,70000.0,15146.8315,8655.3323,5607.9341,4093.2509,4021.1231,3245.7496,2542.5039,2452.3442,2290.0567,2199.897,1821.2262,1749.0984,1749.0984,1676.9706,1676.9706,1424.5234,1388.4596,1298.2998,1262.236,1190.1082,1172.0762,1154.0443,1099.9485,1081.9165
False,0.0,Иркутская область,1,False,15000.0,60000.0,12982.9985,7418.8563,4806.8006,3508.5008,3446.677,2782.0711,2179.289,2102.0093,1962.9057,1885.626,1561.051,1499.2272,1499.2272,1437.4034,1437.4034,1221.0201,1190.1082,1112.8284,1081.9165,1020.0927,1004.6368,989.1808,942.813,927.357
False,0.0,Иркутская область,1,True,30000.0,33075.0,7156.8779,4089.6445,2649.7488,1934.0611,1899.9807,1533.6167,1201.3331,1158.7326,1082.0518,1039.4513,860.5294,826.449,826.449,792.3686,792.3686,673.0873,656.0471,613.4467,596.4065,562.3261,553.806,545.2859,519.7257,511.2056
False,0.0,Красноярский край,1,False,15000.0,110000.0,23802.1638,13601.2365,8812.4678,6432.2514,6318.9078,5100.4637,3995.3632,3853.6837,3598.6605,3456.9809,2861.9268,2748.5832,2748.5832,2635.2396,2635.2396,2238.5368,2181.865,2040.1855,1983.5137,1870.17,1841.8341,1813.4982,1728.4905,1700.1546
False,0.0,Омская область,1,False,15000.0,80000.0,17310.6646,9891.8083,6409.0675,4678.001,4595.5693,3709.4281,2905.7187,2802.679,2617.2076,2514.168,2081.4013,1998.9696,1998.9696,1916.5379,1916.5379,1628.0268,1586.8109,1483.7713,1442.5554,1360.1236,1339.5157,1318.9078,1257.084,1236.476
False,0.0,Хабаровский край,1,False,15000.0,80000.0,17310.6646,9891.8083,6409.0675,4678.001,4595.5693,3709.4281,2905.7187,2802.679,2617.2076,2514.168,2081.4013,1998.9696,1998.9696,1916.5379,1916.5379,1628.0268,1586.8109,1483.7713,1442.5554,1360.1236,1339.5157,1318.9078,1257.084,1236.476
False,0.0,Ханты-Мансийский автономный округ — Югра,1,False,15000.0,100000.0,21638.3308,12364.7604,8011.3344,5847.5013,5744.4616,4636.7852,3632.1484,3503.3488,3271.5095,3142.7099,2601.7517,2498.712,2498.712,2395.6723,2395.6723,2035.0335,1983.5137,1854.7141,1803.1942,1700.1546,1674.3946,1648.6347,1571.355,1545.5951
False,0.0,Забайкальский край,1,False,15000.0,130000.0,28129.83,16074.1886,10414.7347,7601.7517,7467.8001,6027.8207,4721.7929,4554.3534,4252.9624,4085.5229,3382.2772,3248.3256,3248.3256,3114.374,3114.374,2645.5435,2578.5677,2411.1283,2344.1525,2210.2009,2176.713,2143.2251,2042.7615,2009.2736
False,0.0,Республика Хакасия,1,False,15000.0,35000.0,7573.4158,4327.6662,2803.967,2046.6255,2010.5616,1622.8748,1271.2519,1226.1721,1145.0283,1099.9485,910.6131,874.5492,874.5492,838.4853,838.4853,712.2617,694.2298,649.1499,631.118,595.0541,586.0381,577.0222,549.9742,540.9583
False,0.0,Сахалинская область,1,False,15000.0,90000.0,19474.4977,11128.2844,7210.2009,5262.7512,5170.0155,4173.1066,3268.9335,3153.0139,2944.3586,2828.4389,2341.5765,2248.8408,2248.8408,2156.1051,2156.1051,1831.5301,1785.1623,1669.2427,1622.8748,1530.1391,1506.9552,1483.7713,1414.2195,1391.0355
False,0.0,Амурская область,1,False,15000.0,67012.0,14500.2782,8285.8733,5368.5554,3918.5276,3849.4786,3107.2025,2433.9753,2347.6641,2192.304,2105.9928,1743.4858,1674.4369,1674.4369,1605.3879,1605.3879,1363.7166,1329.1922,1242.881,1208.3565,1139.3076,1122.0453,1104.7831,1052.9964,1035.7342
False,0.0,Амурская область,1,True,24363.0,24363.0,5271.7465,3012.4266,1951.8014,1424.6267,1399.5232,1129.66,884.9003,853.5209,797.0379,765.6584,633.8648,608.7612,608.7612,583.6577,583.6577,495.7952,483.2434,451.864,439.3122,414.2087,407.9328,401.6569,382.8292,376.5533
False,0.0,Камчатский край,1,False,17870.75,70000.0,15146.8315,8655.3323,5607.9341,4093.2509,4021.1231,3245.7496,2542.5039,2452.3442,2290.0567,2199.897,1821.2262,1749.0984,1749.0984,1676.9706,1676.9706,1424.5234,1388.4596,1298.2998,1262.236,1190.1082,1172.0762,1154.0443,1099.9485,1081.9165
False,0.0,Камчатский край,1,True,45000.0,45000.0,9737.2488,5564.1422,3605.1005,2631.3756,2585.0077,2086.5533,1634.4668,1576.507,1472.1793,1414.2195,1170.7883,1124.4204,1124.4204,1078.0526,1078.0526,915.7651,892.5811,834.6213,811.4374,765.0696,753.4776,741.8856,707.1097,695.5178
False,0.0,Еврейская автономная область,1,False,20000.0,37000.0,8006.1824,4574.9614,2964.1937,2163.5755,2125.4508,1715.6105,1343.8949,1296.2391,1210.4585,1162.8027,962.6481,924.5234,924.5234,886.3988,886.3988,752.9624,733.9001,686.2442,667.1819,629.0572,619.526,609.9948,581.4013,571.8702
False,0.0,Ненецкий автономный округ,1,False,50000.0,50000.0,10819.1654,6182.3802,4005.6672,2923.7506,2872.2308,2318.3926,1816.0742,1751.6744,1635.7548,1571.355,1300.8758,1249.356,1249.356,1197.8362,1197.8362,1017.5167,991.7568,927.357,901.5971,850.0773,837.1973,824.3174,785.6775,772.7975
False,0.0,Город федерального значения Москва,0,False,5000.0,200000.0,43276.6615,24729.5209,16022.6687,11695.0026,11488.9232,9273.5703,7264.2968,7006.6976,6543.0191,6285.4199,5203.5033,4997.424,4997.424,4791.3447,4791.3447,4070.067,3967.0273,3709.4281,3606.3885,3400.3091,3348.7893,3297.2694,3142.7099,3091.1901
False,0.0,Ямало-Ненецкий автономный округ,1,False,24000.0,80000.0,17310.6646,9891.8083,6409.0675,4678.001,4595.5693,3709.4281,2905.7187,2802.679,2617.2076,2514.168,2081.4013,1998.9696,1998.9696,1916.5379,1916.5379,1628.0268,1586.8109,1483.7713,1442.5554,1360.1236,1339.5157,1318.9078,1257.084,1236.476
False,0.0,Республика Саха (Якутия),1,False,24000.0,80000.0,17310.6646,9891.8083,6409.0675,4678.001,4595.5693,3709.4281,2905.7187,2802.679,2617.2076,2514.168,2081.4013,1998.9696,1998.9696,1916.5379,1916.5379,1628.0268,1586.8109,1483.7713,1442.5554,1360.1236,1339.5157,1318.9078,1257.084,1236.476
False,0.0,Магаданская область,1,False,24000.0,80000.0,17310.6646,9891.8083,6409.0675,4678.001,4595.5693,3709.4281,2905.7187,2802.679,2617.2076,2514.168,2081.4013,1998.9696,1998.9696,1916.5379,1916.5379,1628.0268,1586.8109,1483.7713,1442.5554,1360.1236,1339.5157,1318.9078,1257.084,1236.476
False,0.0,Республика Алтай,1,False,30000.0,50000.0,10819.1654,6182.3802,4005.6672,2923.7506,2872.2308,2318.3926,1816.0742,1751.6744,1635.7548,1571.355,1300.8758,1249.356,1249.356,1197.8362,1197.8362,1017.5167,991.7568,927.357,901.5971,850.0773,837.1973,824.3174,785.6775,772.7975
False,0.0,Республика Тыва,1,False,13000.0,25000.0,5409.5827,3091.1901,2002.8336,1461.8753,1436.1154,1159.1963,908.0371,875.8372,817.8774,785.6775,650.4379,624.678,624.678,598.9181,598.9181,508.7584,495.8784,463.6785,450.7986,425.0386,418.5987,412.1587,392.8387,386.3988
False,0.0,Чукотский автономный округ,1,False,25000.0,100000.0,21638.3308,12364.7604,8011.3344,5847.5013,5744.4616,4636.7852,3632.1484,3503.3488,3271.5095,3142.7099,2601.7517,2498.712,2498.712,2395.6723,2395.6723,2035.0335,1983.5137,1854.7141,1803.1942,1700.1546,1674.3946,1648.6347,1571.355,1545.5951
False,0.0,Республика Калмыкия,1,False,12792.0,12792.0,2767.9753,1581.7002,1024.8099,748.0124,734.8315,593.1376,464.6244,448.1484,418.4915,402.0155,332.8161,319.6352,319.6352,306.4544,306.4544,260.3215,253.7311,237.255,230.6646,217.4838,214.1886,210.8934,201.0077,197.7125
True,1.0,Ульяновская область,1,False,15525.0,120000.0,25965.9969,14837.7125,9613.6012,7017.0015,6893.3539,5564.1422,4358.5781,4204.0185,3925.8114,3771.2519,3122.102,2998.4544,2998.4544,2874.8068,2874.8068,2442.0402,2380.2164,2225.6569,2163.8331,2040.1855,2009.2736,1978.3617,1885.626,1854.7141
True,1.0,Ставропольский край,2,False,30000.0,120000.0,25965.9969,14837.7125,9613.6012,7017.0015,6893.3539,5564.1422,4358.5781,4204.0185,3925.8114,3771.2519,3122.102,2998.4544,2998.4544,2874.8068,2874.8068,2442.0402,2380.2164,2225.6569,2163.8331,2040.1855,2009.2736,1978.3617,1885.626,1854.7141
True,1.0,Республика Крым,1,False,50000.0,50000.0,10819.1654,6182.3802,4005.6672,2923.7506,2872.2308,2318.3926,1816.0742,1751.6744,1635.7548,1571.355,1300.8758,1249.356,1249.356,1197.8362,1197.8362,1017.5167,991.7568,927.357,901.5971,850.0773,837.1973,824.3174,785.6775,772.7975
True,1.0,Республика Северная Осетия,1,False,50000.0,50000.0,10819.1654,6182.3802,4005.6672,2923.7506,2872.2308,2318.3926,1816.0742,1751.6744,1635.7548,1571.355,1300.8758,1249.356,1249.356,1197.8362,1197.8362,1017.5167,991.7568,927.357,901.5971,850.0773,837.1973,824.3174,785.6775,772.7975
True,1.0,Свердловская область,0,False,30000.0,124000.0,26831.5301,15332.3029,9934.0546,7250.9016,7123.1324,5749.6136,4503.864,4344.1525,4056.6718,3896.9603,3226.1721,3098.4029,3098.4029,2970.6337,2970.6337,2523.4415,2459.5569,2299.8454,2235.9608,2108.1917,2076.2494,2044.3071,1948.4802,1916.5379
True,1.0,Республика Татарстан,0,False,30000.0,124000.0,26831.5301,15332.3029,9934.0546,7250.9016,7123.1324,5749.6136,4503.864,4344.1525,4056.6718,3896.9603,3226.1721,3098.4029,3098.4029,2970.6337,2970.6337,2523.4415,2459.5569,2299.8454,2235.9608,2108.1917,2076.2494,2044.3071,1948.4802,1916.5379
True,1.0,Оренбургская область,2,False,20000.0,130000.0,28129.83,16074.1886,10414.7347,7601.7517,7467.8001,6027.8207,4721.7929,4554.3534,4252.9624,4085.5229,3382.2772,3248.3256,3248.3256,3114.374,3114.374,2645.5435,2578.5677,2411.1283,2344.1525,2210.2009,2176.713,2143.2251,2042.7615,2009.2736
True,1.0,Нижегородская область,0,False,35000.0,115000.0,24884.0804,14219.4745,9213.0345,6724.6265,6606.1309,5332.3029,4176.9706,4028.8511,3762.236,3614.1164,2992.0144,2873.5188,2873.5188,2755.0232,2755.0232,2340.2885,2281.0407,2132.9212,2073.6734,1955.1777,1925.5538,1895.9299,1807.0582,1777.4343
True,1.0,Самарская область,0,False,35000.0,120000.0,25965.9969,14837.7125,9613.6012,7017.0015,6893.3539,5564.1422,4358.5781,4204.0185,3925.8114,3771.2519,3122.102,2998.4544,2998.4544,2874.8068,2874.8068,2442.0402,2380.2164,2225.6569,2163.8331,2040.1855,2009.2736,1978.3617,1885.626,1854.7141
True,1.0,Волгоградская область,2,False,30000.0,120000.0,25965.9969,14837.7125,9613.6012,7017.0015,6893.3539,5564.1422,4358.5781,4204.0185,3925.8114,3771.2519,3122.102,2998.4544,2998.4544,2874.8068,2874.8068,2442.0402,2380.2164,2225.6569,2163.8331,2040.1855,2009.2736,1978.3617,1885.626,1854.7141
True,1.0,Краснодарский край,0,False,30000.0,120000.0,25965.9969,14837.7125,9613.6012,7017.0015,6893.3539,5564.1422,4358.5781,4204.0185,3925.8114,3771.2519,3122.102,2998.4544,2998.4544,2874.8068,2874.8068,2442.0402,2380.2164,2225.6569,2163.8331,2040.1855,2009.2736,1978.3617,1885.626,1854.7141
True,1.0,Астраханская область,1,False,36000.0,103000.0,22287.4807,12735.7032,8251.6744,6022.9263,5916.7955,4775.8887,3741.1128,3608.4493,3369.6548,3236.9912,2679.8042,2573.6734,2573.6734,2467.5425,2467.5425,2096.0845,2043.0191,1910.3555,1857.2901,1751.1592,1724.6265,1698.0938,1618.4956,1591.9629
True,1.0,Пермский край,1,False,33000.0,120000.0,25965.9969,14837.7125,9613.6012,7017.0015,6893.3539,5564.1422,4358.5781,4204.0185,3925.8114,3771.2519,3122.102,2998.4544,2998.4544,2874.8068,2874.8068,2442.0402,2380.2164,2225.6569,2163.8331,2040.1855,2009.2736,1978.3617,1885.626,1854.7141
True,1.0,Республика Башкортостан,0,False,20000.0,150000.0,32457.4961,18547.1406,12017.0015,8771.2519,8616.6924,6955.1777,5448.2226,5255.0232,4907.2643,4714.0649,3902.6275,3748.068,3748.068,3593.5085,3593.5085,3052.5502,2975.2705,2782.0711,2704.7913,2550.2318,2511.592,2472.9521,2357.0325,2318.3926
True,1.0,Челябинская область,0,False,30000.0,120000.0,25965.9969,14837.7125,9613.6012,7017.0015,6893.3539,5564.1422,4358.5781,4204.0185,3925.8114,3771.2519,3122.102,2998.4544,2998.4544,2874.8068,2874.8068,2442.0402,2380.2164,2225.6569,2163.8331,2040.1855,2009.2736,1978.3617,1885.626,1854.7141
True,1.0,Ростовская область,0,False,20000.0,120000.0,25965.9969,14837.7125,9613.6012,7017.0015,6893.3539,5564.1422,4358.5781,4204.0185,3925.8114,3771.2519,3122.102,2998.4544,2998.4544,2874.8068,2874.8068,2442.0402,2380.2164,2225.6569,2163.8331,2040.1855,2009.2736,1978.3617,1885.626,1854.7141
True,1.0,Воронежская область,2,False,30000.0,65000.0,14064.915,8037.0943,5207.3673,3800.8758,3733.9001,3013.9104,2360.8964,2277.1767,2126.4812,2042.7615,1691.1386,1624.1628,1624.1628,1557.187,1557.187,1322.7718,1289.2839,1205.5641,1172.0762,1105.1005,1088.3565,1071.6126,1021.3807,1004.6368
True,1.0,Кировская область,1,False,43000.0,110000.0,23802.1638,13601.2365,8812.4678,6432.2514,6318.9078,5100.4637,3995.3632,3853.6837,3598.6605,3456.9809,2861.9268,2748.5832,2748.5832,2635.2396,2635.2396,2238.5368,2181.865,2040.1855,1983.5137,1870.17,1841.8341,1813.4982,1728.4905,1700.1546
True,1.0,Саратовская область,2,False,25000.0,120000.0,25965.9969,14837.7125,9613.6012,7017.0015,6893.3539,5564.1422,4358.5781,4204.0185,3925.8114,3771.2519,3122.102,2998.4544,2998.4544,2874.8068,2874.8068,2442.0402,2380.2164,2225.6569,2163.8331,2040.1855,2009.2736,1978.3617,1885.626,1854.7141
True,1.0,Орловская область,1,False,30000.0,85000.0,18392.5811,10510.0464,6809.6342,4970.3761,4882.7924,3941.2674,3087.3261,2977.8465,2780.7831,2671.3035,2211.4889,2123.9052,2123.9052,2036.3215,2036.3215,1729.7785,1685.9866,1576.507,1532.7151,1445.1314,1423.2354,1401.3395,1335.6517,1313.7558
True,1.0,Белгородская область,2,False,30000.0,105000.0,22720.2473,12982.9985,8411.9011,6139.8764,6031.6847,4868.6244,3813.7558,3678.5162,3435.085,3299.8454,2731.8393,2623.6476,2623.6476,2515.456,2515.456,2136.7852,2082.6893,1947.4498,1893.3539,1785.1623,1758.1144,1731.0665,1649.9227,1622.8748
True,1.0,Новосибирская область,0,False,30000.0,146000.0,31591.9629,18052.5502,11696.5482,8537.3519,8386.914,6769.7063,5302.9366,5114.8892,4776.4039,4588.3565,3798.5574,3648.1195,3648.1195,3497.6816,3497.6816,2971.1489,2895.9299,2707.8825,2632.6636,2482.2257,2444.6162,2407.0067,2294.1783,2256.5688
True,1.0,Приморский край,1,False,30000.0,105000.0,22720.2473,12982.9985,8411.9011,6139.8764,6031.6847,4868.6244,3813.7558,3678.5162,3435.085,3299.8454,2731.8393,2623.6476,2623.6476,2515.456,2515.456,2136.7852,2082.6893,1947.4498,1893.3539,1785.1623,1758.1144,1731.0665,1649.9227,1622.8748
True,1.0,Ивановская область,1,False,33000.0,65000.0,14064.915,8037.0943,5207.3673,3800.8758,3733.9001,3013.9104,2360.8964,2277.1767,2126.4812,2042.7615,1691.1386,1624.1628,1624.1628,1557.187,1557.187,1322.7718,1289.2839,1205.5641,1172.0762,1105.1005,1088.3565,1071.6126,1021.3807,1004.6368
True,1.0,Чувашская Республика,1,False,43000.0,120000.0,25965.9969,14837.7125,9613.6012,7017.0015,6893.3539,5564.1422,4358.5781,4204.0185,3925.8114,3771.2519,3122.102,2998.4544,2998.4544,2874.8068,2874.8068,2442.0402,2380.2164,2225.6569,2163.8331,2040.1855,2009.2736,1978.3617,1885.626,1854.7141
True,1.0,Владимирская область,1,False,30000.0,94500.0,20448.2226,11684.6986,7570.711,5525.8887,5428.5162,4381.762,3432.3802,3310.6646,3091.5765,2969.8609,2458.6553,2361.2828,2361.2828,2263.9104,2263.9104,1923.1066,1874.4204,1752.7048,1704.0185,1606.6461,1582.3029,1557.9598,1484.9304,1460.5873
True,1.0,Алтайский край,2,False,20000.0,140000.0,30293.6631,17310.6646,11215.8681,8186.5018,8042.2463,6491.4992,5085.0077,4904.6883,4580.1133,4399.7939,3642.4523,3498.1968,3498.1968,3353.9413,3353.9413,2849.0469,2776.9191,2596.5997,2524.4719,2380.2164,2344.1525,2308.0886,2199.897,2163.8331
True,1.0,Ярославская область,1,False,43000.0,80000.0,17310.6646,9891.8083,6409.0675,4678.001,4595.5693,3709.4281,2905.7187,2802.679,2617.2076,2514.168,2081.4013,1998.9696,1998.9696,1916.5379,1916.5379,1628.0268,1586.8109,1483.7713,1442.5554,1360.1236,1339.5157,1318.9078,1257.084,1236.476
True,1.0,Архангельская область,1,False,30000.0,130000.0,28129.83,16074.1886,10414.7347,7601.7517,7467.8001,6027.8207,4721.7929,4554.3534,4252.9624,4085.5229,3382.2772,3248.3256,3248.3256,3114.374,3114.374,2645.5435,2578.5677,2411.1283,2344.1525,2210.2009,2176.713,2143.2251,2042.7615,2009.2736
True,1.0,Калининградская область,1,False,65000.0,65000.0,14064.915,8037.0943,5207.3673,3800.8758,3733.9001,3013.9104,2360.8964,2277.1767,2126.4812,2042.7615,1691.1386,1624.1628,1624.1628,1557.187,1557.187,1322.7718,1289.2839,1205.5641,1172.0762,1105.1005,1088.3565,1071.6126,1021.3807,1004.6368
True,1.0,Тюменская область,1,False,20000.0,130000.0,28129.83,16074.1886,10414.7347,7601.7517,7467.8001,6027.8207,4721.7929,4554.3534,4252.9624,4085.5229,3382.2772,3248.3256,3248.3256,3114.374,3114.374,2645.5435,2578.5677,2411.1283,2344.1525,2210.2009,2176.713,2143.2251,2042.7615,2009.2736
True,1.0,Смоленская область,1,False,36000.0,106000.0,22936.6306,13106.6461,8492.0144,6198.3514,6089.1293,4914.9923,3850.0773,3713.5497,3467.8001,3331.2725,2757.8568,2648.6347,2648.6347,2539.4127,2539.4127,2157.1355,2102.5245,1965.9969,1911.3859,1802.1638,1774.8583,1747.5528,1665.6363,1638.3308
True,1.0,Костромская область,1,False,36000.0,65000.0,14064.915,8037.0943,5207.3673,3800.8758,3733.9001,3013.9104,2360.8964,2277.1767,2126.4812,2042.7615,1691.1386,1624.1628,1624.1628,1557.187,1557.187,1322.7718,1289.2839,1205.5641,1172.0762,1105.1005,1088.3565,1071.6126,1021.3807,1004.6368
True,1.0,Курганская область,1,False,30000.0,120000.0,25965.9969,14837.7125,9613.6012,7017.0015,6893.3539,5564.1422,4358.5781,4204.0185,3925.8114,3771.2519,3122.102,2998.4544,2998.4544,2874.8068,2874.8068,2442.0402,2380.2164,2225.6569,2163.8331,2040.1855,2009.2736,1978.3617,1885.626,1854.7141
True,1.0,Удмуртская Республика,1,False,30000.0,110000.0,23802.1638,13601.2365,8812.4678,6432.2514,6318.9078,5100.4637,3995.3632,3853.6837,3598.6605,3456.9809,2861.9268,2748.5832,2748.5832,2635.2396,2635.2396,2238.5368,2181.865,2040.1855,1983.5137,1870.17,1841.8341,1813.4982,1728.4905,1700.1546
