is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,"Ответственность , добросовестность (СК) (614_4)",Дисциплинированность (СК) (593_4),"Личные установки и ценности, мировоззрение (2043_4)",Доброжелательность (СК) (1126_4),Коммуникабельность (СК) (617_4),Клиентоцентричность (клиенториентированность) (СК) (626_4),"Саморазвитие, обучаемость (СК) (604_4)",Аккуратность (СК) (575_4),Вежливость (СК) (581_4),Проведение обследования пациента (массажист) (2698_12),"Организация безопасной среды для пациентов и персонала (медсестра, врач-стоматолог, массажист) (123_12)",Пунктуальность (СК) (612_4),Выполнение массажа (массажист) (833_12),Высокая работоспособность (СК) (586_4),Командность (СК) (1371_4),Знание анатомии и техник массажа (2481_12),Грамотность (СК) (1368_4),Работа в перевязочном (процедурном) кабинете (медсестра) (149_12),Нравственность (СК) (622_4),Стрессоустойчивость (СК) (601_4),"Позитивность, оптимизм (СК) (607_4)",Целеустремленность (СК) (588_4),Выполнение медицинского массажа (медсестра) (2141_12),Сестринское дело (73_12),"Восприятие, мышление, внимание, память (УСК) (1330_4)",Трудолюбие (СК) (597_4),"Организаторские способности, лидерство (СК) (393_4)",Внимательность (СК) (536_4),"Верность, преданность, лояльность (СК) (582_4)",Инициативность (СК) (610_4),"Прием звонков, ведение переговоров и запись клиентов (Администратор медицинского центра) (2480_12)","Дипломатичность, неконфликтность (СК) (1369_4)"
False,1.0,Донецкая область,1,False,80000.0,80000.0,15543.6081,6965.3524,5675.0299,5316.6069,3691.7563,3237.7539,3070.4898,2771.8041,2712.0669,2377.5388,2150.5376,2043.0108,1923.5364,1839.9044,1648.7455,1648.7455,1624.8507,1385.902,1338.1123,1278.3751,1254.4803,1170.8483,1146.9534,1111.1111,1099.1637,1075.2688,1003.5842,931.8996,896.0573,740.7407,716.8459,609.319
False,2.0,Республика Северная Осетия,1,False,12800.0,12800.0,2486.9773,1114.4564,908.0048,850.6571,590.681,518.0406,491.2784,443.4886,433.9307,380.4062,344.086,326.8817,307.7658,294.3847,263.7993,263.7993,259.9761,221.7443,214.098,204.54,200.7168,187.3357,183.5125,177.7778,175.8662,172.043,160.5735,149.1039,143.3692,118.5185,114.6953,97.491
False,2.0,Ульяновская область,1,False,15000.0,17000.0,3303.0167,1480.1374,1205.9438,1129.779,784.4982,688.0227,652.4791,589.0084,576.3142,505.227,456.9892,434.1398,408.7515,390.9797,350.3584,350.3584,345.2808,294.5042,284.3489,271.6547,266.5771,248.8053,243.7276,236.1111,233.5723,228.4946,213.2616,198.0287,190.4122,157.4074,152.3297,129.4803
False,2.0,Ханты-Мансийский автономный округ — Югра,1,False,20000.0,35732.0,6942.5526,3111.0747,2534.7521,2374.6625,1648.9229,1446.1428,1371.4343,1238.0263,1211.3447,1061.9277,960.5376,912.5108,859.1476,821.7933,736.4122,736.4122,725.7395,619.0131,597.6679,570.9863,560.3136,522.9594,512.2867,496.2778,490.9415,480.2688,448.2509,416.233,400.224,330.8519,320.1792,272.1523
False,2.0,Иркутская область,1,False,19408.0,40000.0,7771.8041,3482.6762,2837.5149,2658.3035,1845.8781,1618.8769,1535.2449,1385.902,1356.0335,1188.7694,1075.2688,1021.5054,961.7682,919.9522,824.3728,824.3728,812.4253,692.951,669.0562,639.1876,627.2401,585.4241,573.4767,555.5556,549.5818,537.6344,501.7921,465.9498,448.0287,370.3704,358.4229,304.6595
False,2.0,Иркутская область,1,True,35000.0,35000.0,6800.3286,3047.3417,2482.8256,2326.0155,1615.1434,1416.5173,1343.3393,1212.6643,1186.5293,1040.1732,940.8602,893.8172,841.5472,804.9582,721.3262,721.3262,710.8722,606.3321,585.4241,559.2891,548.8351,512.2461,501.7921,486.1111,480.8841,470.4301,439.0681,407.7061,392.0251,324.0741,313.6201,266.5771
False,2.0,Республика Башкортостан,0,False,16850.0,40000.0,7771.8041,3482.6762,2837.5149,2658.3035,1845.8781,1618.8769,1535.2449,1385.902,1356.0335,1188.7694,1075.2688,1021.5054,961.7682,919.9522,824.3728,824.3728,812.4253,692.951,669.0562,639.1876,627.2401,585.4241,573.4767,555.5556,549.5818,537.6344,501.7921,465.9498,448.0287,370.3704,358.4229,304.6595
False,2.0,Республика Башкортостан,0,True,20250.0,25000.0,4857.3775,2176.6726,1773.4468,1661.4397,1153.6738,1011.7981,959.5281,866.1888,847.5209,742.9809,672.043,638.4409,601.1051,574.9701,515.233,515.233,507.7658,433.0944,418.1601,399.4922,392.0251,365.8901,358.4229,347.2222,343.4886,336.0215,313.6201,291.2186,280.0179,231.4815,224.0143,190.4122
False,2.0,Томская область,1,False,25000.0,35000.0,6800.3286,3047.3417,2482.8256,2326.0155,1615.1434,1416.5173,1343.3393,1212.6643,1186.5293,1040.1732,940.8602,893.8172,841.5472,804.9582,721.3262,721.3262,710.8722,606.3321,585.4241,559.2891,548.8351,512.2461,501.7921,486.1111,480.8841,470.4301,439.0681,407.7061,392.0251,324.0741,313.6201,266.5771
False,2.0,Томская область,1,True,25500.0,25500.0,4954.5251,2220.2061,1808.9158,1694.6685,1176.7473,1032.0341,978.7186,883.5125,864.4713,757.8405,685.4839,651.2097,613.1272,586.4695,525.5376,525.5376,517.9211,441.7563,426.5233,407.4821,399.8656,373.2079,365.5914,354.1667,350.3584,342.7419,319.8925,297.043,285.6183,236.1111,228.4946,194.2204
False,2.0,Чувашская Республика,1,False,12500.0,40000.0,7771.8041,3482.6762,2837.5149,2658.3035,1845.8781,1618.8769,1535.2449,1385.902,1356.0335,1188.7694,1075.2688,1021.5054,961.7682,919.9522,824.3728,824.3728,812.4253,692.951,669.0562,639.1876,627.2401,585.4241,573.4767,555.5556,549.5818,537.6344,501.7921,465.9498,448.0287,370.3704,358.4229,304.6595
False,2.0,Ленинградская область,1,False,18000.0,30000.0,5828.853,2612.0072,2128.1362,1993.7276,1384.4086,1214.1577,1151.4337,1039.4265,1017.0251,891.5771,806.4516,766.129,721.3262,689.9642,618.2796,618.2796,609.319,519.7133,501.7921,479.3907,470.4301,439.0681,430.1075,416.6667,412.1864,403.2258,376.3441,349.4624,336.0215,277.7778,268.8172,228.4946
False,2.0,Воронежская область,2,False,15000.0,40000.0,7771.8041,3482.6762,2837.5149,2658.3035,1845.8781,1618.8769,1535.2449,1385.902,1356.0335,1188.7694,1075.2688,1021.5054,961.7682,919.9522,824.3728,824.3728,812.4253,692.951,669.0562,639.1876,627.2401,585.4241,573.4767,555.5556,549.5818,537.6344,501.7921,465.9498,448.0287,370.3704,358.4229,304.6595
False,2.0,Воронежская область,2,True,40000.0,40000.0,7771.8041,3482.6762,2837.5149,2658.3035,1845.8781,1618.8769,1535.2449,1385.902,1356.0335,1188.7694,1075.2688,1021.5054,961.7682,919.9522,824.3728,824.3728,812.4253,692.951,669.0562,639.1876,627.2401,585.4241,573.4767,555.5556,549.5818,537.6344,501.7921,465.9498,448.0287,370.3704,358.4229,304.6595
False,2.0,Белгородская область,2,False,20000.0,40000.0,7771.8041,3482.6762,2837.5149,2658.3035,1845.8781,1618.8769,1535.2449,1385.902,1356.0335,1188.7694,1075.2688,1021.5054,961.7682,919.9522,824.3728,824.3728,812.4253,692.951,669.0562,639.1876,627.2401,585.4241,573.4767,555.5556,549.5818,537.6344,501.7921,465.9498,448.0287,370.3704,358.4229,304.6595
False,2.0,Белгородская область,2,True,20000.0,20000.0,3885.902,1741.3381,1418.7575,1329.1517,922.9391,809.4385,767.6225,692.951,678.0167,594.3847,537.6344,510.7527,480.8841,459.9761,412.1864,412.1864,406.2127,346.4755,334.5281,319.5938,313.6201,292.7121,286.7384,277.7778,274.7909,268.8172,250.8961,232.9749,224.0143,185.1852,179.2115,152.3297
False,2.0,Волгоградская область,2,False,15000.0,30000.0,5828.853,2612.0072,2128.1362,1993.7276,1384.4086,1214.1577,1151.4337,1039.4265,1017.0251,891.5771,806.4516,766.129,721.3262,689.9642,618.2796,618.2796,609.319,519.7133,501.7921,479.3907,470.4301,439.0681,430.1075,416.6667,412.1864,403.2258,376.3441,349.4624,336.0215,277.7778,268.8172,228.4946
False,2.0,Волгоградская область,2,True,16850.0,20250.0,3934.4758,1763.1048,1436.4919,1345.7661,934.4758,819.5565,777.2177,701.6129,686.4919,601.8145,544.3548,517.1371,486.8952,465.7258,417.3387,417.3387,411.2903,350.8065,338.7097,323.5887,317.5403,296.371,290.3226,281.25,278.2258,272.1774,254.0323,235.8871,226.8145,187.5,181.4516,154.2339
False,2.0,Кемеровская область,1,False,15000.0,30000.0,5828.853,2612.0072,2128.1362,1993.7276,1384.4086,1214.1577,1151.4337,1039.4265,1017.0251,891.5771,806.4516,766.129,721.3262,689.9642,618.2796,618.2796,609.319,519.7133,501.7921,479.3907,470.4301,439.0681,430.1075,416.6667,412.1864,403.2258,376.3441,349.4624,336.0215,277.7778,268.8172,228.4946
False,2.0,Тверская область,1,False,20000.0,40000.0,7771.8041,3482.6762,2837.5149,2658.3035,1845.8781,1618.8769,1535.2449,1385.902,1356.0335,1188.7694,1075.2688,1021.5054,961.7682,919.9522,824.3728,824.3728,812.4253,692.951,669.0562,639.1876,627.2401,585.4241,573.4767,555.5556,549.5818,537.6344,501.7921,465.9498,448.0287,370.3704,358.4229,304.6595
False,2.0,Оренбургская область,2,False,18000.0,40000.0,7771.8041,3482.6762,2837.5149,2658.3035,1845.8781,1618.8769,1535.2449,1385.902,1356.0335,1188.7694,1075.2688,1021.5054,961.7682,919.9522,824.3728,824.3728,812.4253,692.951,669.0562,639.1876,627.2401,585.4241,573.4767,555.5556,549.5818,537.6344,501.7921,465.9498,448.0287,370.3704,358.4229,304.6595
False,2.0,Оренбургская область,2,True,25500.0,25500.0,4954.5251,2220.2061,1808.9158,1694.6685,1176.7473,1032.0341,978.7186,883.5125,864.4713,757.8405,685.4839,651.2097,613.1272,586.4695,525.5376,525.5376,517.9211,441.7563,426.5233,407.4821,399.8656,373.2079,365.5914,354.1667,350.3584,342.7419,319.8925,297.043,285.6183,236.1111,228.4946,194.2204
False,2.0,Пермский край,1,False,20000.0,50000.0,9714.7551,4353.3453,3546.8937,3322.8793,2307.3477,2023.5962,1919.0562,1732.3775,1695.0418,1485.9618,1344.086,1276.8817,1202.2103,1149.9403,1030.4659,1030.4659,1015.5317,866.1888,836.3202,798.9845,784.0502,731.7802,716.8459,694.4444,686.9773,672.043,627.2401,582.4373,560.0358,462.963,448.0287,380.8244
False,2.0,Пермский край,1,True,18000.0,18000.0,3497.3118,1567.2043,1276.8817,1196.2366,830.6452,728.4946,690.8602,623.6559,610.2151,534.9462,483.871,459.6774,432.7957,413.9785,370.9677,370.9677,365.5914,311.828,301.0753,287.6344,282.2581,263.4409,258.0645,250.0,247.3118,241.9355,225.8065,209.6774,201.6129,166.6667,161.2903,137.0968
False,2.0,Ставропольский край,2,False,16850.0,30000.0,5828.853,2612.0072,2128.1362,1993.7276,1384.4086,1214.1577,1151.4337,1039.4265,1017.0251,891.5771,806.4516,766.129,721.3262,689.9642,618.2796,618.2796,609.319,519.7133,501.7921,479.3907,470.4301,439.0681,430.1075,416.6667,412.1864,403.2258,376.3441,349.4624,336.0215,277.7778,268.8172,228.4946
False,2.0,Республика Бурятия,1,False,18000.0,20000.0,3885.902,1741.3381,1418.7575,1329.1517,922.9391,809.4385,767.6225,692.951,678.0167,594.3847,537.6344,510.7527,480.8841,459.9761,412.1864,412.1864,406.2127,346.4755,334.5281,319.5938,313.6201,292.7121,286.7384,277.7778,274.7909,268.8172,250.8961,232.9749,224.0143,185.1852,179.2115,152.3297
False,2.0,Кировская область,1,False,16850.0,30000.0,5828.853,2612.0072,2128.1362,1993.7276,1384.4086,1214.1577,1151.4337,1039.4265,1017.0251,891.5771,806.4516,766.129,721.3262,689.9642,618.2796,618.2796,609.319,519.7133,501.7921,479.3907,470.4301,439.0681,430.1075,416.6667,412.1864,403.2258,376.3441,349.4624,336.0215,277.7778,268.8172,228.4946
False,2.0,Калужская область,1,False,15000.0,40000.0,7771.8041,3482.6762,2837.5149,2658.3035,1845.8781,1618.8769,1535.2449,1385.902,1356.0335,1188.7694,1075.2688,1021.5054,961.7682,919.9522,824.3728,824.3728,812.4253,692.951,669.0562,639.1876,627.2401,585.4241,573.4767,555.5556,549.5818,537.6344,501.7921,465.9498,448.0287,370.3704,358.4229,304.6595
False,2.0,Калужская область,1,True,25500.0,25500.0,4954.5251,2220.2061,1808.9158,1694.6685,1176.7473,1032.0341,978.7186,883.5125,864.4713,757.8405,685.4839,651.2097,613.1272,586.4695,525.5376,525.5376,517.9211,441.7563,426.5233,407.4821,399.8656,373.2079,365.5914,354.1667,350.3584,342.7419,319.8925,297.043,285.6183,236.1111,228.4946,194.2204
False,2.0,Брянская область,1,False,16850.0,30000.0,5828.853,2612.0072,2128.1362,1993.7276,1384.4086,1214.1577,1151.4337,1039.4265,1017.0251,891.5771,806.4516,766.129,721.3262,689.9642,618.2796,618.2796,609.319,519.7133,501.7921,479.3907,470.4301,439.0681,430.1075,416.6667,412.1864,403.2258,376.3441,349.4624,336.0215,277.7778,268.8172,228.4946
False,2.0,Пензенская область,1,False,15000.0,20250.0,3934.4758,1763.1048,1436.4919,1345.7661,934.4758,819.5565,777.2177,701.6129,686.4919,601.8145,544.3548,517.1371,486.8952,465.7258,417.3387,417.3387,411.2903,350.8065,338.7097,323.5887,317.5403,296.371,290.3226,281.25,278.2258,272.1774,254.0323,235.8871,226.8145,187.5,181.4516,154.2339
False,2.0,Алтайский край,2,False,15000.0,45000.0,8743.2796,3918.0108,3192.2043,2990.5914,2076.6129,1821.2366,1727.1505,1559.1398,1525.5376,1337.3656,1209.6774,1149.1935,1081.9892,1034.9462,927.4194,927.4194,913.9785,779.5699,752.6882,719.086,705.6452,658.6022,645.1613,625.0,618.2796,604.8387,564.5161,524.1935,504.0323,416.6667,403.2258,342.7419
False,2.0,Алтайский край,2,True,15000.0,15000.0,2914.4265,1306.0036,1064.0681,996.8638,692.2043,607.0789,575.7168,519.7133,508.5125,445.7885,403.2258,383.0645,360.6631,344.9821,309.1398,309.1398,304.6595,259.8566,250.8961,239.6953,235.2151,219.5341,215.0538,208.3333,206.0932,201.6129,188.172,174.7312,168.0108,138.8889,134.4086,114.2473
False,2.0,Рязанская область,1,False,15000.0,25000.0,4857.3775,2176.6726,1773.4468,1661.4397,1153.6738,1011.7981,959.5281,866.1888,847.5209,742.9809,672.043,638.4409,601.1051,574.9701,515.233,515.233,507.7658,433.0944,418.1601,399.4922,392.0251,365.8901,358.4229,347.2222,343.4886,336.0215,313.6201,291.2186,280.0179,231.4815,224.0143,190.4122
False,2.0,Республика Мордовия,1,False,18000.0,25000.0,4857.3775,2176.6726,1773.4468,1661.4397,1153.6738,1011.7981,959.5281,866.1888,847.5209,742.9809,672.043,638.4409,601.1051,574.9701,515.233,515.233,507.7658,433.0944,418.1601,399.4922,392.0251,365.8901,358.4229,347.2222,343.4886,336.0215,313.6201,291.2186,280.0179,231.4815,224.0143,190.4122
False,2.0,Курская область,2,False,25000.0,25000.0,4857.3775,2176.6726,1773.4468,1661.4397,1153.6738,1011.7981,959.5281,866.1888,847.5209,742.9809,672.043,638.4409,601.1051,574.9701,515.233,515.233,507.7658,433.0944,418.1601,399.4922,392.0251,365.8901,358.4229,347.2222,343.4886,336.0215,313.6201,291.2186,280.0179,231.4815,224.0143,190.4122
False,2.0,Республика Алтай,1,False,30000.0,30000.0,5828.853,2612.0072,2128.1362,1993.7276,1384.4086,1214.1577,1151.4337,1039.4265,1017.0251,891.5771,806.4516,766.129,721.3262,689.9642,618.2796,618.2796,609.319,519.7133,501.7921,479.3907,470.4301,439.0681,430.1075,416.6667,412.1864,403.2258,376.3441,349.4624,336.0215,277.7778,268.8172,228.4946
False,2.0,Архангельская область,1,False,25000.0,25000.0,4857.3775,2176.6726,1773.4468,1661.4397,1153.6738,1011.7981,959.5281,866.1888,847.5209,742.9809,672.043,638.4409,601.1051,574.9701,515.233,515.233,507.7658,433.0944,418.1601,399.4922,392.0251,365.8901,358.4229,347.2222,343.4886,336.0215,313.6201,291.2186,280.0179,231.4815,224.0143,190.4122
False,2.0,Удмуртская Республика,1,False,16000.0,20250.0,3934.4758,1763.1048,1436.4919,1345.7661,934.4758,819.5565,777.2177,701.6129,686.4919,601.8145,544.3548,517.1371,486.8952,465.7258,417.3387,417.3387,411.2903,350.8065,338.7097,323.5887,317.5403,296.371,290.3226,281.25,278.2258,272.1774,254.0323,235.8871,226.8145,187.5,181.4516,154.2339
False,2.0,Республика Карелия,1,False,18000.0,30000.0,5828.853,2612.0072,2128.1362,1993.7276,1384.4086,1214.1577,1151.4337,1039.4265,1017.0251,891.5771,806.4516,766.129,721.3262,689.9642,618.2796,618.2796,609.319,519.7133,501.7921,479.3907,470.4301,439.0681,430.1075,416.6667,412.1864,403.2258,376.3441,349.4624,336.0215,277.7778,268.8172,228.4946
False,2.0,Тульская область,1,False,23000.0,30000.0,5828.853,2612.0072,2128.1362,1993.7276,1384.4086,1214.1577,1151.4337,1039.4265,1017.0251,891.5771,806.4516,766.129,721.3262,689.9642,618.2796,618.2796,609.319,519.7133,501.7921,479.3907,470.4301,439.0681,430.1075,416.6667,412.1864,403.2258,376.3441,349.4624,336.0215,277.7778,268.8172,228.4946
False,2.0,Республика Хакасия,1,False,15000.0,21500.0,4177.3447,1871.9385,1525.1643,1428.8381,992.1595,870.1464,825.1941,744.9223,728.868,638.9636,577.957,549.0591,516.9504,494.4743,443.1004,443.1004,436.6786,372.4612,359.6177,343.5633,337.1416,314.6655,308.2437,298.6111,295.4002,288.9785,269.7133,250.448,240.8154,199.0741,192.6523,163.7545
False,2.0,Псковская область,1,False,15000.0,20000.0,3885.902,1741.3381,1418.7575,1329.1517,922.9391,809.4385,767.6225,692.951,678.0167,594.3847,537.6344,510.7527,480.8841,459.9761,412.1864,412.1864,406.2127,346.4755,334.5281,319.5938,313.6201,292.7121,286.7384,277.7778,274.7909,268.8172,250.8961,232.9749,224.0143,185.1852,179.2115,152.3297
False,2.0,Липецкая область,1,False,18000.0,40000.0,7771.8041,3482.6762,2837.5149,2658.3035,1845.8781,1618.8769,1535.2449,1385.902,1356.0335,1188.7694,1075.2688,1021.5054,961.7682,919.9522,824.3728,824.3728,812.4253,692.951,669.0562,639.1876,627.2401,585.4241,573.4767,555.5556,549.5818,537.6344,501.7921,465.9498,448.0287,370.3704,358.4229,304.6595
False,2.0,Липецкая область,1,True,25000.0,25000.0,4857.3775,2176.6726,1773.4468,1661.4397,1153.6738,1011.7981,959.5281,866.1888,847.5209,742.9809,672.043,638.4409,601.1051,574.9701,515.233,515.233,507.7658,433.0944,418.1601,399.4922,392.0251,365.8901,358.4229,347.2222,343.4886,336.0215,313.6201,291.2186,280.0179,231.4815,224.0143,190.4122
False,2.0,Карачаево-Черкесская Республика,1,False,16850.0,25000.0,4857.3775,2176.6726,1773.4468,1661.4397,1153.6738,1011.7981,959.5281,866.1888,847.5209,742.9809,672.043,638.4409,601.1051,574.9701,515.233,515.233,507.7658,433.0944,418.1601,399.4922,392.0251,365.8901,358.4229,347.2222,343.4886,336.0215,313.6201,291.2186,280.0179,231.4815,224.0143,190.4122
False,2.0,Забайкальский край,1,False,20000.0,30000.0,5828.853,2612.0072,2128.1362,1993.7276,1384.4086,1214.1577,1151.4337,1039.4265,1017.0251,891.5771,806.4516,766.129,721.3262,689.9642,618.2796,618.2796,609.319,519.7133,501.7921,479.3907,470.4301,439.0681,430.1075,416.6667,412.1864,403.2258,376.3441,349.4624,336.0215,277.7778,268.8172,228.4946
False,2.0,Кабардино-Балкарская Республика,1,False,20250.0,20250.0,3934.4758,1763.1048,1436.4919,1345.7661,934.4758,819.5565,777.2177,701.6129,686.4919,601.8145,544.3548,517.1371,486.8952,465.7258,417.3387,417.3387,411.2903,350.8065,338.7097,323.5887,317.5403,296.371,290.3226,281.25,278.2258,272.1774,254.0323,235.8871,226.8145,187.5,181.4516,154.2339
False,2.0,Республика Татарстан,0,False,15000.0,40000.0,7771.8041,3482.6762,2837.5149,2658.3035,1845.8781,1618.8769,1535.2449,1385.902,1356.0335,1188.7694,1075.2688,1021.5054,961.7682,919.9522,824.3728,824.3728,812.4253,692.951,669.0562,639.1876,627.2401,585.4241,573.4767,555.5556,549.5818,537.6344,501.7921,465.9498,448.0287,370.3704,358.4229,304.6595
False,2.0,Республика Татарстан,0,True,30000.0,35000.0,6800.3286,3047.3417,2482.8256,2326.0155,1615.1434,1416.5173,1343.3393,1212.6643,1186.5293,1040.1732,940.8602,893.8172,841.5472,804.9582,721.3262,721.3262,710.8722,606.3321,585.4241,559.2891,548.8351,512.2461,501.7921,486.1111,480.8841,470.4301,439.0681,407.7061,392.0251,324.0741,313.6201,266.5771
False,2.0,Свердловская область,0,False,17000.0,80000.0,15543.6081,6965.3524,5675.0299,5316.6069,3691.7563,3237.7539,3070.4898,2771.8041,2712.0669,2377.5388,2150.5376,2043.0108,1923.5364,1839.9044,1648.7455,1648.7455,1624.8507,1385.902,1338.1123,1278.3751,1254.4803,1170.8483,1146.9534,1111.1111,1099.1637,1075.2688,1003.5842,931.8996,896.0573,740.7407,716.8459,609.319
False,2.0,Свердловская область,0,True,28500.0,28500.0,5537.4104,2481.4068,2021.7294,1894.0412,1315.1882,1153.4498,1093.862,987.4552,966.1738,846.9982,766.129,727.8226,685.2599,655.4659,587.3656,587.3656,578.853,493.7276,476.7025,455.4211,446.9086,417.1147,408.6022,395.8333,391.5771,383.0645,357.5269,331.9892,319.2204,263.8889,255.3763,217.0699
False,2.0,Ярославская область,1,False,17000.0,40000.0,7771.8041,3482.6762,2837.5149,2658.3035,1845.8781,1618.8769,1535.2449,1385.902,1356.0335,1188.7694,1075.2688,1021.5054,961.7682,919.9522,824.3728,824.3728,812.4253,692.951,669.0562,639.1876,627.2401,585.4241,573.4767,555.5556,549.5818,537.6344,501.7921,465.9498,448.0287,370.3704,358.4229,304.6595
False,2.0,Ярославская область,1,True,40000.0,40000.0,7771.8041,3482.6762,2837.5149,2658.3035,1845.8781,1618.8769,1535.2449,1385.902,1356.0335,1188.7694,1075.2688,1021.5054,961.7682,919.9522,824.3728,824.3728,812.4253,692.951,669.0562,639.1876,627.2401,585.4241,573.4767,555.5556,549.5818,537.6344,501.7921,465.9498,448.0287,370.3704,358.4229,304.6595
False,2.0,Ростовская область,0,False,17000.0,40000.0,7771.8041,3482.6762,2837.5149,2658.3035,1845.8781,1618.8769,1535.2449,1385.902,1356.0335,1188.7694,1075.2688,1021.5054,961.7682,919.9522,824.3728,824.3728,812.4253,692.951,669.0562,639.1876,627.2401,585.4241,573.4767,555.5556,549.5818,537.6344,501.7921,465.9498,448.0287,370.3704,358.4229,304.6595
False,2.0,Ростовская область,0,True,28500.0,30000.0,5828.853,2612.0072,2128.1362,1993.7276,1384.4086,1214.1577,1151.4337,1039.4265,1017.0251,891.5771,806.4516,766.129,721.3262,689.9642,618.2796,618.2796,609.319,519.7133,501.7921,479.3907,470.4301,439.0681,430.1075,416.6667,412.1864,403.2258,376.3441,349.4624,336.0215,277.7778,268.8172,228.4946
False,2.0,Самарская область,0,False,18500.0,35000.0,6800.3286,3047.3417,2482.8256,2326.0155,1615.1434,1416.5173,1343.3393,1212.6643,1186.5293,1040.1732,940.8602,893.8172,841.5472,804.9582,721.3262,721.3262,710.8722,606.3321,585.4241,559.2891,548.8351,512.2461,501.7921,486.1111,480.8841,470.4301,439.0681,407.7061,392.0251,324.0741,313.6201,266.5771
False,2.0,Самарская область,0,True,18000.0,40000.0,7771.8041,3482.6762,2837.5149,2658.3035,1845.8781,1618.8769,1535.2449,1385.902,1356.0335,1188.7694,1075.2688,1021.5054,961.7682,919.9522,824.3728,824.3728,812.4253,692.951,669.0562,639.1876,627.2401,585.4241,573.4767,555.5556,549.5818,537.6344,501.7921,465.9498,448.0287,370.3704,358.4229,304.6595
False,2.0,Хабаровский край,1,False,18000.0,40000.0,7771.8041,3482.6762,2837.5149,2658.3035,1845.8781,1618.8769,1535.2449,1385.902,1356.0335,1188.7694,1075.2688,1021.5054,961.7682,919.9522,824.3728,824.3728,812.4253,692.951,669.0562,639.1876,627.2401,585.4241,573.4767,555.5556,549.5818,537.6344,501.7921,465.9498,448.0287,370.3704,358.4229,304.6595
False,2.0,Хабаровский край,1,True,30000.0,30000.0,5828.853,2612.0072,2128.1362,1993.7276,1384.4086,1214.1577,1151.4337,1039.4265,1017.0251,891.5771,806.4516,766.129,721.3262,689.9642,618.2796,618.2796,609.319,519.7133,501.7921,479.3907,470.4301,439.0681,430.1075,416.6667,412.1864,403.2258,376.3441,349.4624,336.0215,277.7778,268.8172,228.4946
False,2.0,Нижегородская область,0,False,17000.0,60000.0,11657.7061,5224.0143,4256.2724,3987.4552,2768.8172,2428.3154,2302.8674,2078.853,2034.0502,1783.1541,1612.9032,1532.2581,1442.6523,1379.9283,1236.5591,1236.5591,1218.638,1039.4265,1003.5842,958.7814,940.8602,878.1362,860.2151,833.3333,824.3728,806.4516,752.6882,698.9247,672.043,555.5556,537.6344,456.9892
False,2.0,Нижегородская область,0,True,18000.0,28500.0,5537.4104,2481.4068,2021.7294,1894.0412,1315.1882,1153.4498,1093.862,987.4552,966.1738,846.9982,766.129,727.8226,685.2599,655.4659,587.3656,587.3656,578.853,493.7276,476.7025,455.4211,446.9086,417.1147,408.6022,395.8333,391.5771,383.0645,357.5269,331.9892,319.2204,263.8889,255.3763,217.0699
False,2.0,Челябинская область,0,False,17000.0,40000.0,7771.8041,3482.6762,2837.5149,2658.3035,1845.8781,1618.8769,1535.2449,1385.902,1356.0335,1188.7694,1075.2688,1021.5054,961.7682,919.9522,824.3728,824.3728,812.4253,692.951,669.0562,639.1876,627.2401,585.4241,573.4767,555.5556,549.5818,537.6344,501.7921,465.9498,448.0287,370.3704,358.4229,304.6595
False,2.0,Челябинская область,0,True,30000.0,30000.0,5828.853,2612.0072,2128.1362,1993.7276,1384.4086,1214.1577,1151.4337,1039.4265,1017.0251,891.5771,806.4516,766.129,721.3262,689.9642,618.2796,618.2796,609.319,519.7133,501.7921,479.3907,470.4301,439.0681,430.1075,416.6667,412.1864,403.2258,376.3441,349.4624,336.0215,277.7778,268.8172,228.4946
False,2.0,Республика Крым,1,False,16500.0,40000.0,7771.8041,3482.6762,2837.5149,2658.3035,1845.8781,1618.8769,1535.2449,1385.902,1356.0335,1188.7694,1075.2688,1021.5054,961.7682,919.9522,824.3728,824.3728,812.4253,692.951,669.0562,639.1876,627.2401,585.4241,573.4767,555.5556,549.5818,537.6344,501.7921,465.9498,448.0287,370.3704,358.4229,304.6595
False,2.0,Республика Крым,1,True,40000.0,40000.0,7771.8041,3482.6762,2837.5149,2658.3035,1845.8781,1618.8769,1535.2449,1385.902,1356.0335,1188.7694,1075.2688,1021.5054,961.7682,919.9522,824.3728,824.3728,812.4253,692.951,669.0562,639.1876,627.2401,585.4241,573.4767,555.5556,549.5818,537.6344,501.7921,465.9498,448.0287,370.3704,358.4229,304.6595
False,2.0,Костромская область,1,False,18500.0,40000.0,7771.8041,3482.6762,2837.5149,2658.3035,1845.8781,1618.8769,1535.2449,1385.902,1356.0335,1188.7694,1075.2688,1021.5054,961.7682,919.9522,824.3728,824.3728,812.4253,692.951,669.0562,639.1876,627.2401,585.4241,573.4767,555.5556,549.5818,537.6344,501.7921,465.9498,448.0287,370.3704,358.4229,304.6595
False,2.0,Краснодарский край,0,False,17000.0,150000.0,29144.2652,13060.0358,10640.681,9968.638,6922.043,6070.7885,5757.1685,5197.1326,5085.1254,4457.8853,4032.2581,3830.6452,3606.6308,3449.8208,3091.3978,3091.3978,3046.595,2598.5663,2508.9606,2396.9534,2352.1505,2195.3405,2150.5376,2083.3333,2060.9319,2016.129,1881.7204,1747.3118,1680.1075,1388.8889,1344.086,1142.4731
