is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,Английский язык (ЯС) (1918_32),"Выполнение поставленных задач, приказов, распоряжений и поручений руководителя (1994_33)","Встречи и переговоры: планирование, организация, координация, сопровождение, участие в проведении встреч и переговоров (3079_33)",Выполнение поручений руководителя (ОПТ) (3036_36),Коммуникабельность (СК) (617_4),"Организаторские способности, лидерство (СК) (393_4)","Организация командировок сотрудников, руководителя и сопровождающих его лиц. Travel-поддержка (2252_33)","Ответственность , добросовестность (СК) (614_4)","Личные установки и ценности, мировоззрение (2043_4)","Обеспечение и контроль исполнения поручений руководителя, сроков выполнения указаний/ распоряжений/ поручений и приказов (2251_33)",Стрессоустойчивость (СК) (601_4),"Саморазвитие, обучаемость (СК) (604_4)",Дисциплинированность (СК) (593_4),Грамотность (СК) (1368_4),Ведение делопроизводства (2047_33),"Восприятие, мышление, внимание, память (УСК) (1330_4)",Ведение переписки с контрагентами (общие фразы) (2268_33),"Организация, координация, участие в проведении совещаний и заседаний (2249_33)","Многозадачность, интенсивность (СК) (627_4)",Внимательность (СК) (536_4),"Работа с информацией: поиск, сбор, обработка (2288_33)",Выполнение отдельных служебных и личных поручений руководителя (2257_33),Пунктуальность (СК) (612_4),Командность (СК) (1371_4),"Работа в режиме многозадачности и с большими объемами информации, документов (2277_33)","Координация деятельности офиса, руководства и сотрудников (3352_33)","Ведение базы данных клиентов, CRM (2472_33)","Знание ПК, различных операционных систем, офисных программ (2286_33)",Организация процесса закупки и приобретение товаров и услуг (2022_33),Знание правил делового общения (2048_33),Владение ПК и оргтехникой (2686_33),Кропотливость (СК) (623_4),Аккуратность (СК) (575_4),"Документальное обеспечение взаиморасчетов, работа со счетами и актами (2873_33)","Взаимодействие с подразделениями и сотрудниками компании, совместная работа с сотрудниками (2544_33)",Целеустремленность (СК) (588_4),"Административная поддержка на всех этапах функционирования компании: офиса, руководства, сотрудников (3323_33)",Организация рабочего дня руководителя (2254_33),Нравственность (СК) (622_4)
False,1.0,Кировская область,1,True,20000.0,20000.0,2482.1527,1314.2962,1178.8395,739.5204,706.5715,702.9105,688.2665,626.0297,626.0297,593.0807,582.0977,571.1148,563.7928,563.7928,538.1658,483.251,468.607,453.963,428.3361,424.6751,380.7432,373.4212,347.7943,344.1333,325.8283,318.5063,307.5233,292.8794,285.5574,285.5574,274.5744,252.6085,241.6255,223.3205,215.9985,208.6766,208.6766,190.3716,186.7106
False,1.0,Республика Бурятия,1,False,18000.0,40000.0,4964.3053,2628.5923,2357.6789,1479.0408,1413.143,1405.821,1376.533,1252.0593,1252.0593,1186.1614,1164.1955,1142.2295,1127.5856,1127.5856,1076.3317,966.5019,937.214,907.926,856.6722,849.3502,761.4864,746.8424,695.5885,688.2665,651.6566,637.0126,615.0467,585.7587,571.1148,571.1148,549.1488,505.2169,483.251,446.641,431.9971,417.3531,417.3531,380.7432,373.4212
False,1.0,Республика Бурятия,1,True,20000.0,20000.0,2482.1527,1314.2962,1178.8395,739.5204,706.5715,702.9105,688.2665,626.0297,626.0297,593.0807,582.0977,571.1148,563.7928,563.7928,538.1658,483.251,468.607,453.963,428.3361,424.6751,380.7432,373.4212,347.7943,344.1333,325.8283,318.5063,307.5233,292.8794,285.5574,285.5574,274.5744,252.6085,241.6255,223.3205,215.9985,208.6766,208.6766,190.3716,186.7106
False,1.0,Забайкальский край,1,False,18000.0,40000.0,4964.3053,2628.5923,2357.6789,1479.0408,1413.143,1405.821,1376.533,1252.0593,1252.0593,1186.1614,1164.1955,1142.2295,1127.5856,1127.5856,1076.3317,966.5019,937.214,907.926,856.6722,849.3502,761.4864,746.8424,695.5885,688.2665,651.6566,637.0126,615.0467,585.7587,571.1148,571.1148,549.1488,505.2169,483.251,446.641,431.9971,417.3531,417.3531,380.7432,373.4212
False,1.0,Вологодская область,1,False,18000.0,45000.0,5584.8435,2957.1664,2652.3888,1663.9209,1589.7858,1581.5486,1548.5997,1408.5667,1408.5667,1334.4316,1309.7199,1285.0082,1268.5338,1268.5338,1210.8731,1087.3147,1054.3657,1021.4168,963.7562,955.5189,856.6722,840.1977,782.5371,774.2998,733.1137,716.6392,691.9275,658.9786,642.5041,642.5041,617.7924,568.369,543.6573,502.4712,485.9967,469.5222,469.5222,428.3361,420.0988
False,1.0,Вологодская область,1,True,30000.0,30000.0,3723.229,1971.4443,1768.2592,1109.2806,1059.8572,1054.3657,1032.3998,939.0445,939.0445,889.6211,873.1466,856.6722,845.6892,845.6892,807.2488,724.8764,702.9105,680.9445,642.5041,637.0126,571.1148,560.1318,521.6914,516.1999,488.7424,477.7595,461.285,439.3191,428.3361,428.3361,411.8616,378.9127,362.4382,334.9808,323.9978,313.0148,313.0148,285.5574,280.0659
False,1.0,Владимирская область,1,False,16125.0,45000.0,5584.8435,2957.1664,2652.3888,1663.9209,1589.7858,1581.5486,1548.5997,1408.5667,1408.5667,1334.4316,1309.7199,1285.0082,1268.5338,1268.5338,1210.8731,1087.3147,1054.3657,1021.4168,963.7562,955.5189,856.6722,840.1977,782.5371,774.2998,733.1137,716.6392,691.9275,658.9786,642.5041,642.5041,617.7924,568.369,543.6573,502.4712,485.9967,469.5222,469.5222,428.3361,420.0988
False,1.0,Республика Карелия,1,False,20000.0,50000.0,6205.3817,3285.7404,2947.0987,1848.801,1766.4287,1757.2762,1720.6663,1565.0741,1565.0741,1482.7018,1455.2444,1427.7869,1409.482,1409.482,1345.4146,1208.1274,1171.5175,1134.9076,1070.8402,1061.6877,951.858,933.553,869.4856,860.3332,814.5707,796.2658,768.8083,732.1984,713.8935,713.8935,686.436,631.5211,604.0637,558.3013,539.9963,521.6914,521.6914,475.929,466.7765
False,1.0,Республика Карелия,1,True,20000.0,20000.0,2482.1527,1314.2962,1178.8395,739.5204,706.5715,702.9105,688.2665,626.0297,626.0297,593.0807,582.0977,571.1148,563.7928,563.7928,538.1658,483.251,468.607,453.963,428.3361,424.6751,380.7432,373.4212,347.7943,344.1333,325.8283,318.5063,307.5233,292.8794,285.5574,285.5574,274.5744,252.6085,241.6255,223.3205,215.9985,208.6766,208.6766,190.3716,186.7106
False,1.0,Тверская область,1,False,18000.0,50000.0,6205.3817,3285.7404,2947.0987,1848.801,1766.4287,1757.2762,1720.6663,1565.0741,1565.0741,1482.7018,1455.2444,1427.7869,1409.482,1409.482,1345.4146,1208.1274,1171.5175,1134.9076,1070.8402,1061.6877,951.858,933.553,869.4856,860.3332,814.5707,796.2658,768.8083,732.1984,713.8935,713.8935,686.436,631.5211,604.0637,558.3013,539.9963,521.6914,521.6914,475.929,466.7765
False,1.0,Тверская область,1,True,20000.0,25000.0,3102.6908,1642.8702,1473.5493,924.4005,883.2144,878.6381,860.3332,782.5371,782.5371,741.3509,727.6222,713.8935,704.741,704.741,672.7073,604.0637,585.7587,567.4538,535.4201,530.8439,475.929,466.7765,434.7428,430.1666,407.2854,398.1329,384.4042,366.0992,356.9467,356.9467,343.218,315.7606,302.0319,279.1506,269.9982,260.8457,260.8457,237.9645,233.3882
False,1.0,Псковская область,1,False,20000.0,40000.0,4964.3053,2628.5923,2357.6789,1479.0408,1413.143,1405.821,1376.533,1252.0593,1252.0593,1186.1614,1164.1955,1142.2295,1127.5856,1127.5856,1076.3317,966.5019,937.214,907.926,856.6722,849.3502,761.4864,746.8424,695.5885,688.2665,651.6566,637.0126,615.0467,585.7587,571.1148,571.1148,549.1488,505.2169,483.251,446.641,431.9971,417.3531,417.3531,380.7432,373.4212
False,1.0,Костромская область,1,False,20000.0,40000.0,4964.3053,2628.5923,2357.6789,1479.0408,1413.143,1405.821,1376.533,1252.0593,1252.0593,1186.1614,1164.1955,1142.2295,1127.5856,1127.5856,1076.3317,966.5019,937.214,907.926,856.6722,849.3502,761.4864,746.8424,695.5885,688.2665,651.6566,637.0126,615.0467,585.7587,571.1148,571.1148,549.1488,505.2169,483.251,446.641,431.9971,417.3531,417.3531,380.7432,373.4212
False,1.0,Костромская область,1,True,30000.0,30000.0,3723.229,1971.4443,1768.2592,1109.2806,1059.8572,1054.3657,1032.3998,939.0445,939.0445,889.6211,873.1466,856.6722,845.6892,845.6892,807.2488,724.8764,702.9105,680.9445,642.5041,637.0126,571.1148,560.1318,521.6914,516.1999,488.7424,477.7595,461.285,439.3191,428.3361,428.3361,411.8616,378.9127,362.4382,334.9808,323.9978,313.0148,313.0148,285.5574,280.0659
False,1.0,Курганская область,1,False,20000.0,35000.0,4343.7672,2300.0183,2062.9691,1294.1607,1236.5001,1230.0934,1204.4664,1095.5519,1095.5519,1037.8913,1018.6711,999.4509,986.6374,986.6374,941.7902,845.6892,820.0622,794.4353,749.5881,743.1814,666.3006,653.4871,608.6399,602.2332,570.1995,557.3861,538.1658,512.5389,499.7254,499.7254,480.5052,442.0648,422.8446,390.8109,377.9974,365.184,365.184,333.1503,326.7435
False,1.0,Республика Алтай,1,False,25000.0,50000.0,6205.3817,3285.7404,2947.0987,1848.801,1766.4287,1757.2762,1720.6663,1565.0741,1565.0741,1482.7018,1455.2444,1427.7869,1409.482,1409.482,1345.4146,1208.1274,1171.5175,1134.9076,1070.8402,1061.6877,951.858,933.553,869.4856,860.3332,814.5707,796.2658,768.8083,732.1984,713.8935,713.8935,686.436,631.5211,604.0637,558.3013,539.9963,521.6914,521.6914,475.929,466.7765
False,1.0,Республика Хакасия,1,False,25000.0,45000.0,5584.8435,2957.1664,2652.3888,1663.9209,1589.7858,1581.5486,1548.5997,1408.5667,1408.5667,1334.4316,1309.7199,1285.0082,1268.5338,1268.5338,1210.8731,1087.3147,1054.3657,1021.4168,963.7562,955.5189,856.6722,840.1977,782.5371,774.2998,733.1137,716.6392,691.9275,658.9786,642.5041,642.5041,617.7924,568.369,543.6573,502.4712,485.9967,469.5222,469.5222,428.3361,420.0988
False,1.0,Брянская область,1,False,16125.0,50000.0,6205.3817,3285.7404,2947.0987,1848.801,1766.4287,1757.2762,1720.6663,1565.0741,1565.0741,1482.7018,1455.2444,1427.7869,1409.482,1409.482,1345.4146,1208.1274,1171.5175,1134.9076,1070.8402,1061.6877,951.858,933.553,869.4856,860.3332,814.5707,796.2658,768.8083,732.1984,713.8935,713.8935,686.436,631.5211,604.0637,558.3013,539.9963,521.6914,521.6914,475.929,466.7765
False,1.0,Курская область,2,False,20000.0,35000.0,4343.7672,2300.0183,2062.9691,1294.1607,1236.5001,1230.0934,1204.4664,1095.5519,1095.5519,1037.8913,1018.6711,999.4509,986.6374,986.6374,941.7902,845.6892,820.0622,794.4353,749.5881,743.1814,666.3006,653.4871,608.6399,602.2332,570.1995,557.3861,538.1658,512.5389,499.7254,499.7254,480.5052,442.0648,422.8446,390.8109,377.9974,365.184,365.184,333.1503,326.7435
False,1.0,Республика Адыгея,1,False,18000.0,40000.0,4964.3053,2628.5923,2357.6789,1479.0408,1413.143,1405.821,1376.533,1252.0593,1252.0593,1186.1614,1164.1955,1142.2295,1127.5856,1127.5856,1076.3317,966.5019,937.214,907.926,856.6722,849.3502,761.4864,746.8424,695.5885,688.2665,651.6566,637.0126,615.0467,585.7587,571.1148,571.1148,549.1488,505.2169,483.251,446.641,431.9971,417.3531,417.3531,380.7432,373.4212
False,1.0,Республика Северная Осетия,1,False,20000.0,40000.0,4964.3053,2628.5923,2357.6789,1479.0408,1413.143,1405.821,1376.533,1252.0593,1252.0593,1186.1614,1164.1955,1142.2295,1127.5856,1127.5856,1076.3317,966.5019,937.214,907.926,856.6722,849.3502,761.4864,746.8424,695.5885,688.2665,651.6566,637.0126,615.0467,585.7587,571.1148,571.1148,549.1488,505.2169,483.251,446.641,431.9971,417.3531,417.3531,380.7432,373.4212
False,1.0,Донецкая область,1,False,20000.0,40000.0,4964.3053,2628.5923,2357.6789,1479.0408,1413.143,1405.821,1376.533,1252.0593,1252.0593,1186.1614,1164.1955,1142.2295,1127.5856,1127.5856,1076.3317,966.5019,937.214,907.926,856.6722,849.3502,761.4864,746.8424,695.5885,688.2665,651.6566,637.0126,615.0467,585.7587,571.1148,571.1148,549.1488,505.2169,483.251,446.641,431.9971,417.3531,417.3531,380.7432,373.4212
False,1.0,Донецкая область,1,True,20000.0,20000.0,2482.1527,1314.2962,1178.8395,739.5204,706.5715,702.9105,688.2665,626.0297,626.0297,593.0807,582.0977,571.1148,563.7928,563.7928,538.1658,483.251,468.607,453.963,428.3361,424.6751,380.7432,373.4212,347.7943,344.1333,325.8283,318.5063,307.5233,292.8794,285.5574,285.5574,274.5744,252.6085,241.6255,223.3205,215.9985,208.6766,208.6766,190.3716,186.7106
False,1.0,Астраханская область,1,False,15000.0,40000.0,4964.3053,2628.5923,2357.6789,1479.0408,1413.143,1405.821,1376.533,1252.0593,1252.0593,1186.1614,1164.1955,1142.2295,1127.5856,1127.5856,1076.3317,966.5019,937.214,907.926,856.6722,849.3502,761.4864,746.8424,695.5885,688.2665,651.6566,637.0126,615.0467,585.7587,571.1148,571.1148,549.1488,505.2169,483.251,446.641,431.9971,417.3531,417.3531,380.7432,373.4212
False,1.0,Карачаево-Черкесская Республика,1,False,25000.0,32000.0,3971.4443,2102.8739,1886.1431,1183.2327,1130.5144,1124.6568,1101.2264,1001.6474,1001.6474,948.9292,931.3564,913.7836,902.0685,902.0685,861.0653,773.2015,749.7712,726.3408,685.3377,679.4801,609.1891,597.4739,556.4708,550.6132,521.3253,509.6101,492.0373,468.607,456.8918,456.8918,439.3191,404.1735,386.6008,357.3128,345.5977,333.8825,333.8825,304.5945,298.737
False,1.0,Кабардино-Балкарская Республика,1,False,20000.0,35000.0,4343.7672,2300.0183,2062.9691,1294.1607,1236.5001,1230.0934,1204.4664,1095.5519,1095.5519,1037.8913,1018.6711,999.4509,986.6374,986.6374,941.7902,845.6892,820.0622,794.4353,749.5881,743.1814,666.3006,653.4871,608.6399,602.2332,570.1995,557.3861,538.1658,512.5389,499.7254,499.7254,480.5052,442.0648,422.8446,390.8109,377.9974,365.184,365.184,333.1503,326.7435
False,1.0,Чеченская Республика,1,False,30000.0,30000.0,3723.229,1971.4443,1768.2592,1109.2806,1059.8572,1054.3657,1032.3998,939.0445,939.0445,889.6211,873.1466,856.6722,845.6892,845.6892,807.2488,724.8764,702.9105,680.9445,642.5041,637.0126,571.1148,560.1318,521.6914,516.1999,488.7424,477.7595,461.285,439.3191,428.3361,428.3361,411.8616,378.9127,362.4382,334.9808,323.9978,313.0148,313.0148,285.5574,280.0659
False,1.0,Республика Коми,1,False,20000.0,30000.0,3723.229,1971.4443,1768.2592,1109.2806,1059.8572,1054.3657,1032.3998,939.0445,939.0445,889.6211,873.1466,856.6722,845.6892,845.6892,807.2488,724.8764,702.9105,680.9445,642.5041,637.0126,571.1148,560.1318,521.6914,516.1999,488.7424,477.7595,461.285,439.3191,428.3361,428.3361,411.8616,378.9127,362.4382,334.9808,323.9978,313.0148,313.0148,285.5574,280.0659
False,1.0,Еврейская автономная область,1,False,20000.0,20000.0,2482.1527,1314.2962,1178.8395,739.5204,706.5715,702.9105,688.2665,626.0297,626.0297,593.0807,582.0977,571.1148,563.7928,563.7928,538.1658,483.251,468.607,453.963,428.3361,424.6751,380.7432,373.4212,347.7943,344.1333,325.8283,318.5063,307.5233,292.8794,285.5574,285.5574,274.5744,252.6085,241.6255,223.3205,215.9985,208.6766,208.6766,190.3716,186.7106
False,1.0,Новосибирская область,0,False,16875.0,70000.0,8687.5343,4600.0366,4125.9381,2588.3214,2473.0002,2460.1867,2408.9328,2191.1038,2191.1038,2075.7825,2037.3421,1998.9017,1973.2748,1973.2748,1883.5805,1691.3784,1640.1245,1588.8706,1499.1763,1486.3628,1332.6011,1306.9742,1217.2799,1204.4664,1140.399,1114.7721,1076.3317,1025.0778,999.4509,999.4509,961.0104,884.1296,845.6892,781.6218,755.9949,730.3679,730.3679,666.3006,653.4871
False,1.0,Новосибирская область,0,True,15000.0,32000.0,3971.4443,2102.8739,1886.1431,1183.2327,1130.5144,1124.6568,1101.2264,1001.6474,1001.6474,948.9292,931.3564,913.7836,902.0685,902.0685,861.0653,773.2015,749.7712,726.3408,685.3377,679.4801,609.1891,597.4739,556.4708,550.6132,521.3253,509.6101,492.0373,468.607,456.8918,456.8918,439.3191,404.1735,386.6008,357.3128,345.5977,333.8825,333.8825,304.5945,298.737
False,1.0,Республика Татарстан,0,False,10000.0,100000.0,12410.7633,6571.4809,5894.1973,3697.6021,3532.8574,3514.5524,3441.3326,3130.1483,3130.1483,2965.4036,2910.4887,2855.5739,2818.9639,2818.9639,2690.8292,2416.2548,2343.035,2269.8151,2141.6804,2123.3754,1903.7159,1867.106,1738.9713,1720.6663,1629.1415,1592.5316,1537.6167,1464.3969,1427.7869,1427.7869,1372.872,1263.0423,1208.1274,1116.6026,1079.9927,1043.3828,1043.3828,951.858,933.553
False,1.0,Республика Татарстан,0,True,10000.0,40000.0,4964.3053,2628.5923,2357.6789,1479.0408,1413.143,1405.821,1376.533,1252.0593,1252.0593,1186.1614,1164.1955,1142.2295,1127.5856,1127.5856,1076.3317,966.5019,937.214,907.926,856.6722,849.3502,761.4864,746.8424,695.5885,688.2665,651.6566,637.0126,615.0467,585.7587,571.1148,571.1148,549.1488,505.2169,483.251,446.641,431.9971,417.3531,417.3531,380.7432,373.4212
False,1.0,Краснодарский край,0,False,15000.0,150000.0,18616.145,9857.2213,8841.296,5546.4031,5299.2861,5271.8287,5161.9989,4695.2224,4695.2224,4448.1054,4365.7331,4283.3608,4228.4459,4228.4459,4036.2438,3624.3822,3514.5524,3404.7227,3212.5206,3185.0632,2855.5739,2800.659,2608.4569,2580.9995,2443.7122,2388.7974,2306.425,2196.5953,2141.6804,2141.6804,2059.3081,1894.5634,1812.1911,1674.9039,1619.989,1565.0741,1565.0741,1427.7869,1400.3295
False,1.0,Краснодарский край,0,True,8000.0,40000.0,4964.3053,2628.5923,2357.6789,1479.0408,1413.143,1405.821,1376.533,1252.0593,1252.0593,1186.1614,1164.1955,1142.2295,1127.5856,1127.5856,1076.3317,966.5019,937.214,907.926,856.6722,849.3502,761.4864,746.8424,695.5885,688.2665,651.6566,637.0126,615.0467,585.7587,571.1148,571.1148,549.1488,505.2169,483.251,446.641,431.9971,417.3531,417.3531,380.7432,373.4212
False,1.0,Свердловская область,0,False,15000.0,100000.0,12410.7633,6571.4809,5894.1973,3697.6021,3532.8574,3514.5524,3441.3326,3130.1483,3130.1483,2965.4036,2910.4887,2855.5739,2818.9639,2818.9639,2690.8292,2416.2548,2343.035,2269.8151,2141.6804,2123.3754,1903.7159,1867.106,1738.9713,1720.6663,1629.1415,1592.5316,1537.6167,1464.3969,1427.7869,1427.7869,1372.872,1263.0423,1208.1274,1116.6026,1079.9927,1043.3828,1043.3828,951.858,933.553
False,1.0,Свердловская область,0,True,10000.0,35000.0,4343.7672,2300.0183,2062.9691,1294.1607,1236.5001,1230.0934,1204.4664,1095.5519,1095.5519,1037.8913,1018.6711,999.4509,986.6374,986.6374,941.7902,845.6892,820.0622,794.4353,749.5881,743.1814,666.3006,653.4871,608.6399,602.2332,570.1995,557.3861,538.1658,512.5389,499.7254,499.7254,480.5052,442.0648,422.8446,390.8109,377.9974,365.184,365.184,333.1503,326.7435
False,1.0,Ленинградская область,1,False,20000.0,55000.0,6825.9198,3614.3145,3241.8085,2033.6811,1943.0716,1933.0038,1892.7329,1721.5815,1721.5815,1630.972,1600.7688,1570.5656,1550.4302,1550.4302,1479.9561,1328.9401,1288.6692,1248.3983,1177.9242,1167.8565,1047.0437,1026.9083,956.4342,946.3665,896.0278,875.8924,845.6892,805.4183,785.2828,785.2828,755.0796,694.6733,664.4701,614.1314,593.996,573.8605,573.8605,523.5219,513.4541
False,1.0,Воронежская область,2,False,16875.0,70000.0,8687.5343,4600.0366,4125.9381,2588.3214,2473.0002,2460.1867,2408.9328,2191.1038,2191.1038,2075.7825,2037.3421,1998.9017,1973.2748,1973.2748,1883.5805,1691.3784,1640.1245,1588.8706,1499.1763,1486.3628,1332.6011,1306.9742,1217.2799,1204.4664,1140.399,1114.7721,1076.3317,1025.0778,999.4509,999.4509,961.0104,884.1296,845.6892,781.6218,755.9949,730.3679,730.3679,666.3006,653.4871
False,1.0,Воронежская область,2,True,27275.0,30000.0,3723.229,1971.4443,1768.2592,1109.2806,1059.8572,1054.3657,1032.3998,939.0445,939.0445,889.6211,873.1466,856.6722,845.6892,845.6892,807.2488,724.8764,702.9105,680.9445,642.5041,637.0126,571.1148,560.1318,521.6914,516.1999,488.7424,477.7595,461.285,439.3191,428.3361,428.3361,411.8616,378.9127,362.4382,334.9808,323.9978,313.0148,313.0148,285.5574,280.0659
False,1.0,Иркутская область,1,False,10000.0,80000.0,9928.6107,5257.1847,4715.3579,2958.0816,2826.2859,2811.642,2753.0661,2504.1186,2504.1186,2372.3229,2328.391,2284.4591,2255.1712,2255.1712,2152.6634,1933.0038,1874.428,1815.8521,1713.3443,1698.7003,1522.9727,1493.6848,1391.177,1376.533,1303.3132,1274.0253,1230.0934,1171.5175,1142.2295,1142.2295,1098.2976,1010.4338,966.5019,893.2821,863.9941,834.7062,834.7062,761.4864,746.8424
False,1.0,Иркутская область,1,True,15000.0,30000.0,3723.229,1971.4443,1768.2592,1109.2806,1059.8572,1054.3657,1032.3998,939.0445,939.0445,889.6211,873.1466,856.6722,845.6892,845.6892,807.2488,724.8764,702.9105,680.9445,642.5041,637.0126,571.1148,560.1318,521.6914,516.1999,488.7424,477.7595,461.285,439.3191,428.3361,428.3361,411.8616,378.9127,362.4382,334.9808,323.9978,313.0148,313.0148,285.5574,280.0659
False,1.0,Красноярский край,1,False,16500.0,92000.0,11417.9023,6045.7624,5422.6615,3401.7939,3250.2288,3233.3882,3166.026,2879.7364,2879.7364,2728.1713,2677.6496,2627.128,2593.4468,2593.4468,2475.5629,2222.9544,2155.5922,2088.2299,1970.346,1953.5054,1751.4186,1717.7375,1599.8536,1583.013,1498.8102,1465.129,1414.6074,1347.2451,1313.564,1313.564,1263.0423,1161.9989,1111.4772,1027.2744,993.5933,959.9121,959.9121,875.7093,858.8688
False,1.0,Красноярский край,1,True,10000.0,27275.0,3385.0357,1792.3714,1607.6423,1008.521,963.5869,958.5942,938.6235,853.7479,853.7479,808.8138,793.8358,778.8578,768.8724,768.8724,733.9237,659.0335,639.0628,619.0921,584.1433,579.1506,519.2385,509.2532,474.3044,469.3117,444.3483,434.363,419.385,399.4142,389.4289,389.4289,374.4509,344.4948,329.5167,304.5534,294.568,284.5826,284.5826,259.6193,254.6266
False,1.0,Пермский край,1,False,10000.0,45000.0,5584.8435,2957.1664,2652.3888,1663.9209,1589.7858,1581.5486,1548.5997,1408.5667,1408.5667,1334.4316,1309.7199,1285.0082,1268.5338,1268.5338,1210.8731,1087.3147,1054.3657,1021.4168,963.7562,955.5189,856.6722,840.1977,782.5371,774.2998,733.1137,716.6392,691.9275,658.9786,642.5041,642.5041,617.7924,568.369,543.6573,502.4712,485.9967,469.5222,469.5222,428.3361,420.0988
False,1.0,Пермский край,1,True,5000.0,45000.0,5584.8435,2957.1664,2652.3888,1663.9209,1589.7858,1581.5486,1548.5997,1408.5667,1408.5667,1334.4316,1309.7199,1285.0082,1268.5338,1268.5338,1210.8731,1087.3147,1054.3657,1021.4168,963.7562,955.5189,856.6722,840.1977,782.5371,774.2998,733.1137,716.6392,691.9275,658.9786,642.5041,642.5041,617.7924,568.369,543.6573,502.4712,485.9967,469.5222,469.5222,428.3361,420.0988
False,1.0,Калининградская область,1,False,16500.0,100000.0,12410.7633,6571.4809,5894.1973,3697.6021,3532.8574,3514.5524,3441.3326,3130.1483,3130.1483,2965.4036,2910.4887,2855.5739,2818.9639,2818.9639,2690.8292,2416.2548,2343.035,2269.8151,2141.6804,2123.3754,1903.7159,1867.106,1738.9713,1720.6663,1629.1415,1592.5316,1537.6167,1464.3969,1427.7869,1427.7869,1372.872,1263.0423,1208.1274,1116.6026,1079.9927,1043.3828,1043.3828,951.858,933.553
False,1.0,Калининградская область,1,True,15000.0,20000.0,2482.1527,1314.2962,1178.8395,739.5204,706.5715,702.9105,688.2665,626.0297,626.0297,593.0807,582.0977,571.1148,563.7928,563.7928,538.1658,483.251,468.607,453.963,428.3361,424.6751,380.7432,373.4212,347.7943,344.1333,325.8283,318.5063,307.5233,292.8794,285.5574,285.5574,274.5744,252.6085,241.6255,223.3205,215.9985,208.6766,208.6766,190.3716,186.7106
False,1.0,Хабаровский край,1,False,20000.0,70000.0,8687.5343,4600.0366,4125.9381,2588.3214,2473.0002,2460.1867,2408.9328,2191.1038,2191.1038,2075.7825,2037.3421,1998.9017,1973.2748,1973.2748,1883.5805,1691.3784,1640.1245,1588.8706,1499.1763,1486.3628,1332.6011,1306.9742,1217.2799,1204.4664,1140.399,1114.7721,1076.3317,1025.0778,999.4509,999.4509,961.0104,884.1296,845.6892,781.6218,755.9949,730.3679,730.3679,666.3006,653.4871
False,1.0,Хабаровский край,1,True,20000.0,40000.0,4964.3053,2628.5923,2357.6789,1479.0408,1413.143,1405.821,1376.533,1252.0593,1252.0593,1186.1614,1164.1955,1142.2295,1127.5856,1127.5856,1076.3317,966.5019,937.214,907.926,856.6722,849.3502,761.4864,746.8424,695.5885,688.2665,651.6566,637.0126,615.0467,585.7587,571.1148,571.1148,549.1488,505.2169,483.251,446.641,431.9971,417.3531,417.3531,380.7432,373.4212
False,1.0,Республика Крым,1,False,10000.0,100000.0,12410.7633,6571.4809,5894.1973,3697.6021,3532.8574,3514.5524,3441.3326,3130.1483,3130.1483,2965.4036,2910.4887,2855.5739,2818.9639,2818.9639,2690.8292,2416.2548,2343.035,2269.8151,2141.6804,2123.3754,1903.7159,1867.106,1738.9713,1720.6663,1629.1415,1592.5316,1537.6167,1464.3969,1427.7869,1427.7869,1372.872,1263.0423,1208.1274,1116.6026,1079.9927,1043.3828,1043.3828,951.858,933.553
False,1.0,Республика Крым,1,True,30000.0,30000.0,3723.229,1971.4443,1768.2592,1109.2806,1059.8572,1054.3657,1032.3998,939.0445,939.0445,889.6211,873.1466,856.6722,845.6892,845.6892,807.2488,724.8764,702.9105,680.9445,642.5041,637.0126,571.1148,560.1318,521.6914,516.1999,488.7424,477.7595,461.285,439.3191,428.3361,428.3361,411.8616,378.9127,362.4382,334.9808,323.9978,313.0148,313.0148,285.5574,280.0659
False,1.0,Ханты-Мансийский автономный округ — Югра,1,False,16500.0,65000.0,8066.9962,4271.4626,3831.2283,2403.4413,2296.3573,2284.4591,2236.8662,2034.5964,2034.5964,1927.5124,1891.8177,1856.123,1832.3266,1832.3266,1749.039,1570.5656,1522.9727,1475.3798,1392.0923,1380.194,1237.4153,1213.6189,1130.3313,1118.4331,1058.942,1035.1455,999.4509,951.858,928.0615,928.0615,892.3668,820.9775,785.2828,725.7917,701.9952,678.1988,678.1988,618.7077,606.8094
False,1.0,Ханты-Мансийский автономный округ — Югра,1,True,8000.0,8000.0,992.8611,525.7185,471.5358,295.8082,282.6286,281.1642,275.3066,250.4119,250.4119,237.2323,232.8391,228.4459,225.5171,225.5171,215.2663,193.3004,187.4428,181.5852,171.3344,169.87,152.2973,149.3685,139.1177,137.6533,130.3313,127.4025,123.0093,117.1517,114.223,114.223,109.8298,101.0434,96.6502,89.3282,86.3994,83.4706,83.4706,76.1486,74.6842
False,1.0,Республика Саха (Якутия),1,False,27275.0,40000.0,4964.3053,2628.5923,2357.6789,1479.0408,1413.143,1405.821,1376.533,1252.0593,1252.0593,1186.1614,1164.1955,1142.2295,1127.5856,1127.5856,1076.3317,966.5019,937.214,907.926,856.6722,849.3502,761.4864,746.8424,695.5885,688.2665,651.6566,637.0126,615.0467,585.7587,571.1148,571.1148,549.1488,505.2169,483.251,446.641,431.9971,417.3531,417.3531,380.7432,373.4212
