is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,"Ответственность , добросовестность (СК) (614_4)",Дисциплинированность (СК) (593_4),Контроль процессов (6210_14),"Личные установки и ценности, мировоззрение (2043_4)",Содержание сельскохозяйственных животных (4689_14),Кормление сельскохозяйственных животных (4684_14),Высокая работоспособность (СК) (586_4),Коммуникабельность (СК) (617_4),Командность (СК) (1371_4),"Организаторские способности, лидерство (СК) (393_4)","Саморазвитие, обучаемость (СК) (604_4)",Соблюдение правил внутреннего распорядка и режима работы (4476_14),координирует работу по разведению выращиванию животных (7491_14),должностные обязанности зоотехника (4749_14),Оформление учетно-отчетной документации (143_14),планирование потребности в кормах (7989_14),Аккуратность (СК) (575_4),Производит отбор животных на племя (7487_14),Составление/формирование/подготовка отчетности (ОПТ) (3911_36),Обеспечивает разработку и внедрение зоотехнических и организационно-экономических мероприятий (7495_14),внедряет передовые методы разведения выращивания скота и птицы (4673_14),Инициативность (СК) (610_4),Знание зоотехнии (7628_14),Осуществлять руководство работой ветеринарных специалистов (4472_14),Нравственность (СК) (622_4),Пунктуальность (СК) (612_4),Знание методов разведения и выращивания скота и птицы (4650_14),Составляет планы работы (5950_14),Оформление учетно-отчетной документации по искусственному осеменению животных и птицы (212_14),Формирование и контроль исполнения бюджета (6510_14),Ведение зоотехнической документации (7490_14),Контроль качества (4458_14)
False,2.0,Иркутская область,1,False,23000.0,68000.0,9090.2511,5460.3031,4322.0991,4122.1443,3491.5178,3429.9932,2491.7439,2137.9778,2122.5967,1953.4042,1953.4042,1845.7363,1768.8306,1722.6872,1661.1626,1645.7815,1599.6381,1568.8758,1491.9701,1476.589,1261.2531,1261.2531,1199.7286,1153.5852,1122.8229,1061.2983,1045.9172,999.7738,969.0115,922.8681,830.5813,815.2002
False,2.0,Пермский край,1,False,15000.0,80000.0,10694.413,6423.886,5084.8224,4849.5815,4107.6679,4035.2861,2931.4635,2515.268,2497.1726,2298.1226,2298.1226,2171.4544,2080.9772,2026.6908,1954.309,1936.2135,1881.9272,1845.7363,1755.259,1737.1635,1483.8272,1483.8272,1411.4454,1357.159,1320.9681,1248.5863,1230.4908,1176.2045,1140.0136,1085.7272,977.1545,959.059
False,2.0,Смоленская область,1,False,23000.0,90000.0,12031.2147,7226.8717,5720.4252,5455.7792,4621.1264,4539.6969,3297.8964,2829.6765,2809.3192,2585.3879,2585.3879,2442.8862,2341.0993,2280.0271,2198.5976,2178.2402,2117.1681,2076.4533,1974.6664,1954.309,1669.3056,1669.3056,1587.876,1526.8039,1486.0891,1404.6596,1384.3022,1323.23,1282.5153,1221.4431,1099.2988,1078.9414
False,2.0,Республика Бурятия,1,False,23000.0,23000.0,3074.6437,1846.8672,1461.8865,1394.2547,1180.9545,1160.1448,842.7957,723.1396,717.9371,660.7102,660.7102,624.2931,598.2809,582.6736,561.8638,556.6614,541.0541,530.6492,504.637,499.4345,426.6003,426.6003,405.7905,390.1832,379.7783,358.9686,353.7661,338.1588,327.7539,312.1466,280.9319,275.7295
False,2.0,Тамбовская область,2,False,45000.0,80000.0,10694.413,6423.886,5084.8224,4849.5815,4107.6679,4035.2861,2931.4635,2515.268,2497.1726,2298.1226,2298.1226,2171.4544,2080.9772,2026.6908,1954.309,1936.2135,1881.9272,1845.7363,1755.259,1737.1635,1483.8272,1483.8272,1411.4454,1357.159,1320.9681,1248.5863,1230.4908,1176.2045,1140.0136,1085.7272,977.1545,959.059
False,2.0,Республика Адыгея,1,False,50000.0,50000.0,6684.0081,4014.9287,3178.014,3030.9885,2567.2925,2522.0538,1832.1647,1572.0425,1560.7329,1436.3266,1436.3266,1357.159,1300.6107,1266.6817,1221.4431,1210.1335,1176.2045,1153.5852,1097.0369,1085.7272,927.392,927.392,882.1534,848.2244,825.6051,780.3664,769.0568,735.1278,712.5085,678.5795,610.7216,599.4119
False,2.0,Краснодарский край,0,False,22000.0,130000.0,17378.4212,10438.8147,8262.8365,7880.57,6674.9604,6557.34,4763.6281,4087.3106,4057.9055,3734.4492,3734.4492,3528.6134,3381.5879,3293.3725,3175.7521,3146.347,3058.1316,2999.3214,2852.2959,2822.8907,2411.2192,2411.2192,2293.5987,2205.3834,2146.5732,2028.9527,1999.5476,1911.3323,1852.5221,1764.3067,1587.876,1558.4709
False,2.0,Калужская область,1,False,25000.0,100000.0,13368.0163,8029.8575,6356.028,6061.9769,5134.5849,5044.1077,3664.3293,3144.085,3121.4657,2872.6532,2872.6532,2714.318,2601.2214,2533.3635,2442.8862,2420.2669,2352.409,2307.1703,2194.0737,2171.4544,1854.784,1854.784,1764.3067,1696.4488,1651.2101,1560.7329,1538.1135,1470.2556,1425.017,1357.159,1221.4431,1198.8238
False,2.0,Рязанская область,1,False,33200.0,70000.0,9357.6114,5620.9002,4449.2196,4243.3838,3594.2095,3530.8754,2565.0305,2200.8595,2185.026,2010.8573,2010.8573,1900.0226,1820.855,1773.3544,1710.0204,1694.1868,1646.6863,1615.0192,1535.8516,1520.0181,1298.3488,1298.3488,1235.0147,1187.5141,1155.8471,1092.513,1076.6795,1029.1789,997.5119,950.0113,855.0102,839.1767
False,2.0,Ростовская область,0,False,22000.0,133000.0,17779.4617,10679.7105,8453.5173,8062.4293,6828.998,6708.6632,4873.558,4181.6331,4151.5494,3820.6288,3820.6288,3610.043,3459.6245,3369.3734,3249.0387,3218.955,3128.7039,3068.5365,2918.1181,2888.0344,2466.8627,2466.8627,2346.5279,2256.2769,2196.1095,2075.7747,2045.691,1955.4399,1895.2726,1805.0215,1624.5193,1594.4356
False,2.0,Липецкая область,1,False,25000.0,100000.0,13368.0163,8029.8575,6356.028,6061.9769,5134.5849,5044.1077,3664.3293,3144.085,3121.4657,2872.6532,2872.6532,2714.318,2601.2214,2533.3635,2442.8862,2420.2669,2352.409,2307.1703,2194.0737,2171.4544,1854.784,1854.784,1764.3067,1696.4488,1651.2101,1560.7329,1538.1135,1470.2556,1425.017,1357.159,1221.4431,1198.8238
False,2.0,Воронежская область,2,False,22000.0,140000.0,18715.2228,11241.8005,8898.4393,8486.7677,7188.4189,7061.7507,5130.0611,4401.7191,4370.052,4021.7145,4021.7145,3800.0452,3641.71,3546.7089,3420.0407,3388.3737,3293.3725,3230.0385,3071.7032,3040.0362,2596.6976,2596.6976,2470.0294,2375.0283,2311.6942,2185.026,2153.359,2058.3578,1995.0238,1900.0226,1710.0204,1678.3533
False,2.0,Воронежская область,2,True,16242.0,16242.0,2171.2332,1304.2095,1032.3461,984.5863,833.9593,819.264,595.1604,510.6623,506.9885,466.5763,466.5763,440.8595,422.4904,411.4689,396.7736,393.0998,382.0783,374.7306,356.3615,352.6876,301.254,301.254,286.5587,275.5372,268.1895,253.4942,249.8204,238.7989,231.4513,220.4298,198.3868,194.713
False,2.0,Астраханская область,1,False,35000.0,60000.0,8020.8098,4817.9145,3813.6168,3637.1862,3080.751,3026.4646,2198.5976,1886.451,1872.8794,1723.5919,1723.5919,1628.5908,1560.7329,1520.0181,1465.7317,1452.1601,1411.4454,1384.3022,1316.4442,1302.8727,1112.8704,1112.8704,1058.584,1017.8693,990.7261,936.4397,922.8681,882.1534,855.0102,814.2954,732.8659,719.2943
False,2.0,Астраханская область,1,True,33200.0,53250.0,7118.4687,4275.8991,3384.5849,3228.0027,2734.1665,2685.9873,1951.2554,1674.2253,1662.1805,1529.6879,1529.6879,1445.3743,1385.1504,1349.0161,1300.8369,1288.7921,1252.6578,1228.5682,1168.3443,1156.2995,987.6725,987.6725,939.4933,903.359,879.2694,831.0903,819.0455,782.9111,758.8215,722.6872,650.4185,638.3737
False,2.0,Тульская область,1,False,22000.0,100000.0,13368.0163,8029.8575,6356.028,6061.9769,5134.5849,5044.1077,3664.3293,3144.085,3121.4657,2872.6532,2872.6532,2714.318,2601.2214,2533.3635,2442.8862,2420.2669,2352.409,2307.1703,2194.0737,2171.4544,1854.784,1854.784,1764.3067,1696.4488,1651.2101,1560.7329,1538.1135,1470.2556,1425.017,1357.159,1221.4431,1198.8238
False,2.0,Приморский край,1,False,40000.0,80000.0,10694.413,6423.886,5084.8224,4849.5815,4107.6679,4035.2861,2931.4635,2515.268,2497.1726,2298.1226,2298.1226,2171.4544,2080.9772,2026.6908,1954.309,1936.2135,1881.9272,1845.7363,1755.259,1737.1635,1483.8272,1483.8272,1411.4454,1357.159,1320.9681,1248.5863,1230.4908,1176.2045,1140.0136,1085.7272,977.1545,959.059
False,2.0,Хабаровский край,1,False,30000.0,60000.0,8020.8098,4817.9145,3813.6168,3637.1862,3080.751,3026.4646,2198.5976,1886.451,1872.8794,1723.5919,1723.5919,1628.5908,1560.7329,1520.0181,1465.7317,1452.1601,1411.4454,1384.3022,1316.4442,1302.8727,1112.8704,1112.8704,1058.584,1017.8693,990.7261,936.4397,922.8681,882.1534,855.0102,814.2954,732.8659,719.2943
False,2.0,Псковская область,1,False,40000.0,140000.0,18715.2228,11241.8005,8898.4393,8486.7677,7188.4189,7061.7507,5130.0611,4401.7191,4370.052,4021.7145,4021.7145,3800.0452,3641.71,3546.7089,3420.0407,3388.3737,3293.3725,3230.0385,3071.7032,3040.0362,2596.6976,2596.6976,2470.0294,2375.0283,2311.6942,2185.026,2153.359,2058.3578,1995.0238,1900.0226,1710.0204,1678.3533
False,2.0,Республика Саха (Якутия),1,False,34741.5,53250.0,7118.4687,4275.8991,3384.5849,3228.0027,2734.1665,2685.9873,1951.2554,1674.2253,1662.1805,1529.6879,1529.6879,1445.3743,1385.1504,1349.0161,1300.8369,1288.7921,1252.6578,1228.5682,1168.3443,1156.2995,987.6725,987.6725,939.4933,903.359,879.2694,831.0903,819.0455,782.9111,758.8215,722.6872,650.4185,638.3737
False,2.0,Амурская область,1,False,50000.0,50000.0,6684.0081,4014.9287,3178.014,3030.9885,2567.2925,2522.0538,1832.1647,1572.0425,1560.7329,1436.3266,1436.3266,1357.159,1300.6107,1266.6817,1221.4431,1210.1335,1176.2045,1153.5852,1097.0369,1085.7272,927.392,927.392,882.1534,848.2244,825.6051,780.3664,769.0568,735.1278,712.5085,678.5795,610.7216,599.4119
False,2.0,Республика Карелия,1,False,35000.0,60000.0,8020.8098,4817.9145,3813.6168,3637.1862,3080.751,3026.4646,2198.5976,1886.451,1872.8794,1723.5919,1723.5919,1628.5908,1560.7329,1520.0181,1465.7317,1452.1601,1411.4454,1384.3022,1316.4442,1302.8727,1112.8704,1112.8704,1058.584,1017.8693,990.7261,936.4397,922.8681,882.1534,855.0102,814.2954,732.8659,719.2943
False,2.0,Мурманская область,1,False,60000.0,60000.0,8020.8098,4817.9145,3813.6168,3637.1862,3080.751,3026.4646,2198.5976,1886.451,1872.8794,1723.5919,1723.5919,1628.5908,1560.7329,1520.0181,1465.7317,1452.1601,1411.4454,1384.3022,1316.4442,1302.8727,1112.8704,1112.8704,1058.584,1017.8693,990.7261,936.4397,922.8681,882.1534,855.0102,814.2954,732.8659,719.2943
False,2.0,Карачаево-Черкесская Республика,1,False,40000.0,60000.0,8020.8098,4817.9145,3813.6168,3637.1862,3080.751,3026.4646,2198.5976,1886.451,1872.8794,1723.5919,1723.5919,1628.5908,1560.7329,1520.0181,1465.7317,1452.1601,1411.4454,1384.3022,1316.4442,1302.8727,1112.8704,1112.8704,1058.584,1017.8693,990.7261,936.4397,922.8681,882.1534,855.0102,814.2954,732.8659,719.2943
False,2.0,Республика Алтай,1,False,50000.0,70000.0,9357.6114,5620.9002,4449.2196,4243.3838,3594.2095,3530.8754,2565.0305,2200.8595,2185.026,2010.8573,2010.8573,1900.0226,1820.855,1773.3544,1710.0204,1694.1868,1646.6863,1615.0192,1535.8516,1520.0181,1298.3488,1298.3488,1235.0147,1187.5141,1155.8471,1092.513,1076.6795,1029.1789,997.5119,950.0113,855.0102,839.1767
False,2.0,Московская область,2,False,31250.0,80000.0,10694.413,6423.886,5084.8224,4849.5815,4107.6679,4035.2861,2931.4635,2515.268,2497.1726,2298.1226,2298.1226,2171.4544,2080.9772,2026.6908,1954.309,1936.2135,1881.9272,1845.7363,1755.259,1737.1635,1483.8272,1483.8272,1411.4454,1357.159,1320.9681,1248.5863,1230.4908,1176.2045,1140.0136,1085.7272,977.1545,959.059
False,2.0,Новгородская область,1,False,30000.0,80000.0,10694.413,6423.886,5084.8224,4849.5815,4107.6679,4035.2861,2931.4635,2515.268,2497.1726,2298.1226,2298.1226,2171.4544,2080.9772,2026.6908,1954.309,1936.2135,1881.9272,1845.7363,1755.259,1737.1635,1483.8272,1483.8272,1411.4454,1357.159,1320.9681,1248.5863,1230.4908,1176.2045,1140.0136,1085.7272,977.1545,959.059
False,2.0,Сахалинская область,1,False,42500.0,60000.0,8020.8098,4817.9145,3813.6168,3637.1862,3080.751,3026.4646,2198.5976,1886.451,1872.8794,1723.5919,1723.5919,1628.5908,1560.7329,1520.0181,1465.7317,1452.1601,1411.4454,1384.3022,1316.4442,1302.8727,1112.8704,1112.8704,1058.584,1017.8693,990.7261,936.4397,922.8681,882.1534,855.0102,814.2954,732.8659,719.2943
False,2.0,Камчатский край,1,False,50000.0,70000.0,9357.6114,5620.9002,4449.2196,4243.3838,3594.2095,3530.8754,2565.0305,2200.8595,2185.026,2010.8573,2010.8573,1900.0226,1820.855,1773.3544,1710.0204,1694.1868,1646.6863,1615.0192,1535.8516,1520.0181,1298.3488,1298.3488,1235.0147,1187.5141,1155.8471,1092.513,1076.6795,1029.1789,997.5119,950.0113,855.0102,839.1767
False,2.0,Ненецкий автономный округ,1,False,35000.0,35000.0,4678.8057,2810.4501,2224.6098,2121.6919,1797.1047,1765.4377,1282.5153,1100.4298,1092.513,1005.4286,1005.4286,950.0113,910.4275,886.6772,855.0102,847.0934,823.3431,807.5096,767.9258,760.009,649.1744,649.1744,617.5074,593.7571,577.9235,546.2565,538.3397,514.5895,498.7559,475.0057,427.5051,419.5883
False,1.0,Кировская область,1,False,12000.0,50000.0,6684.0081,4014.9287,3178.014,3030.9885,2567.2925,2522.0538,1832.1647,1572.0425,1560.7329,1436.3266,1436.3266,1357.159,1300.6107,1266.6817,1221.4431,1210.1335,1176.2045,1153.5852,1097.0369,1085.7272,927.392,927.392,882.1534,848.2244,825.6051,780.3664,769.0568,735.1278,712.5085,678.5795,610.7216,599.4119
False,1.0,Оренбургская область,2,False,12000.0,50750.0,6784.2683,4075.1527,3225.6842,3076.4533,2605.8019,2559.8846,1859.6471,1595.6232,1584.1439,1457.8715,1457.8715,1377.5164,1320.1199,1285.682,1239.7648,1228.2855,1193.8475,1170.8889,1113.4924,1102.0131,941.3029,941.3029,895.3857,860.9477,837.9891,792.0719,780.5926,746.1547,723.1961,688.7582,619.8824,608.4031
False,1.0,Республика Башкортостан,0,False,12000.0,70000.0,9357.6114,5620.9002,4449.2196,4243.3838,3594.2095,3530.8754,2565.0305,2200.8595,2185.026,2010.8573,2010.8573,1900.0226,1820.855,1773.3544,1710.0204,1694.1868,1646.6863,1615.0192,1535.8516,1520.0181,1298.3488,1298.3488,1235.0147,1187.5141,1155.8471,1092.513,1076.6795,1029.1789,997.5119,950.0113,855.0102,839.1767
False,1.0,Забайкальский край,1,False,12000.0,34150.0,4565.1776,2742.1963,2170.5836,2070.1651,1753.4608,1722.5628,1251.3685,1073.705,1065.9805,981.0111,981.0111,926.9396,888.3171,865.1436,834.2456,826.5211,803.3477,787.8987,749.2762,741.5517,633.4087,633.4087,602.5107,579.3373,563.8883,532.9903,525.2658,502.0923,486.6433,463.4698,417.1228,409.3983
False,1.0,Удмуртская Республика,1,False,15000.0,36250.0,4845.9059,2910.8233,2304.0602,2197.4666,1861.287,1828.489,1328.3194,1139.7308,1131.5313,1041.3368,1041.3368,983.9403,942.9428,918.3443,885.5463,877.3468,852.7482,836.3492,795.3517,787.1522,672.3592,672.3592,639.5612,614.9627,598.5637,565.7657,557.5662,532.9677,516.5686,491.9701,442.7731,434.5736
False,1.0,Чувашская Республика,1,False,15000.0,50750.0,6784.2683,4075.1527,3225.6842,3076.4533,2605.8019,2559.8846,1859.6471,1595.6232,1584.1439,1457.8715,1457.8715,1377.5164,1320.1199,1285.682,1239.7648,1228.2855,1193.8475,1170.8889,1113.4924,1102.0131,941.3029,941.3029,895.3857,860.9477,837.9891,792.0719,780.5926,746.1547,723.1961,688.7582,619.8824,608.4031
False,1.0,Ульяновская область,1,False,15000.0,34150.0,4565.1776,2742.1963,2170.5836,2070.1651,1753.4608,1722.5628,1251.3685,1073.705,1065.9805,981.0111,981.0111,926.9396,888.3171,865.1436,834.2456,826.5211,803.3477,787.8987,749.2762,741.5517,633.4087,633.4087,602.5107,579.3373,563.8883,532.9903,525.2658,502.0923,486.6433,463.4698,417.1228,409.3983
False,1.0,Республика Коми,1,False,15000.0,34150.0,4565.1776,2742.1963,2170.5836,2070.1651,1753.4608,1722.5628,1251.3685,1073.705,1065.9805,981.0111,981.0111,926.9396,888.3171,865.1436,834.2456,826.5211,803.3477,787.8987,749.2762,741.5517,633.4087,633.4087,602.5107,579.3373,563.8883,532.9903,525.2658,502.0923,486.6433,463.4698,417.1228,409.3983
False,1.0,Республика Хакасия,1,False,15000.0,30000.0,4010.4049,2408.9572,1906.8084,1818.5931,1540.3755,1513.2323,1099.2988,943.2255,936.4397,861.796,861.796,814.2954,780.3664,760.009,732.8659,726.0801,705.7227,692.1511,658.2221,651.4363,556.4352,556.4352,529.292,508.9346,495.363,468.2199,461.4341,441.0767,427.5051,407.1477,366.4329,359.6471
False,1.0,Республика Калмыкия,1,False,15000.0,18000.0,2406.2429,1445.3743,1144.085,1091.1558,924.2253,907.9394,659.5793,565.9353,561.8638,517.0776,517.0776,488.5772,468.2199,456.0054,439.7195,435.648,423.4336,415.2907,394.9333,390.8618,333.8611,333.8611,317.5752,305.3608,297.2178,280.9319,276.8604,264.646,256.5031,244.2886,219.8598,215.7883
False,1.0,Республика Северная Осетия,1,False,16300.0,50000.0,6684.0081,4014.9287,3178.014,3030.9885,2567.2925,2522.0538,1832.1647,1572.0425,1560.7329,1436.3266,1436.3266,1357.159,1300.6107,1266.6817,1221.4431,1210.1335,1176.2045,1153.5852,1097.0369,1085.7272,927.392,927.392,882.1534,848.2244,825.6051,780.3664,769.0568,735.1278,712.5085,678.5795,610.7216,599.4119
False,1.0,Белгородская область,2,False,20500.0,80000.0,10694.413,6423.886,5084.8224,4849.5815,4107.6679,4035.2861,2931.4635,2515.268,2497.1726,2298.1226,2298.1226,2171.4544,2080.9772,2026.6908,1954.309,1936.2135,1881.9272,1845.7363,1755.259,1737.1635,1483.8272,1483.8272,1411.4454,1357.159,1320.9681,1248.5863,1230.4908,1176.2045,1140.0136,1085.7272,977.1545,959.059
False,1.0,Город федерального значения Санкт-Петербург,0,False,25000.0,60000.0,8020.8098,4817.9145,3813.6168,3637.1862,3080.751,3026.4646,2198.5976,1886.451,1872.8794,1723.5919,1723.5919,1628.5908,1560.7329,1520.0181,1465.7317,1452.1601,1411.4454,1384.3022,1316.4442,1302.8727,1112.8704,1112.8704,1058.584,1017.8693,990.7261,936.4397,922.8681,882.1534,855.0102,814.2954,732.8659,719.2943
False,1.0,Волгоградская область,2,False,16000.0,60000.0,8020.8098,4817.9145,3813.6168,3637.1862,3080.751,3026.4646,2198.5976,1886.451,1872.8794,1723.5919,1723.5919,1628.5908,1560.7329,1520.0181,1465.7317,1452.1601,1411.4454,1384.3022,1316.4442,1302.8727,1112.8704,1112.8704,1058.584,1017.8693,990.7261,936.4397,922.8681,882.1534,855.0102,814.2954,732.8659,719.2943
False,1.0,Город федерального значения Москва,0,False,25000.0,130000.0,17378.4212,10438.8147,8262.8365,7880.57,6674.9604,6557.34,4763.6281,4087.3106,4057.9055,3734.4492,3734.4492,3528.6134,3381.5879,3293.3725,3175.7521,3146.347,3058.1316,2999.3214,2852.2959,2822.8907,2411.2192,2411.2192,2293.5987,2205.3834,2146.5732,2028.9527,1999.5476,1911.3323,1852.5221,1764.3067,1587.876,1558.4709
False,1.0,Курская область,2,False,25000.0,80000.0,10694.413,6423.886,5084.8224,4849.5815,4107.6679,4035.2861,2931.4635,2515.268,2497.1726,2298.1226,2298.1226,2171.4544,2080.9772,2026.6908,1954.309,1936.2135,1881.9272,1845.7363,1755.259,1737.1635,1483.8272,1483.8272,1411.4454,1357.159,1320.9681,1248.5863,1230.4908,1176.2045,1140.0136,1085.7272,977.1545,959.059
False,1.0,Ленинградская область,1,False,20500.0,60000.0,8020.8098,4817.9145,3813.6168,3637.1862,3080.751,3026.4646,2198.5976,1886.451,1872.8794,1723.5919,1723.5919,1628.5908,1560.7329,1520.0181,1465.7317,1452.1601,1411.4454,1384.3022,1316.4442,1302.8727,1112.8704,1112.8704,1058.584,1017.8693,990.7261,936.4397,922.8681,882.1534,855.0102,814.2954,732.8659,719.2943
False,1.0,Кемеровская область,1,False,19640.25,50000.0,6684.0081,4014.9287,3178.014,3030.9885,2567.2925,2522.0538,1832.1647,1572.0425,1560.7329,1436.3266,1436.3266,1357.159,1300.6107,1266.6817,1221.4431,1210.1335,1176.2045,1153.5852,1097.0369,1085.7272,927.392,927.392,882.1534,848.2244,825.6051,780.3664,769.0568,735.1278,712.5085,678.5795,610.7216,599.4119
False,1.0,Вологодская область,1,False,20000.0,60000.0,8020.8098,4817.9145,3813.6168,3637.1862,3080.751,3026.4646,2198.5976,1886.451,1872.8794,1723.5919,1723.5919,1628.5908,1560.7329,1520.0181,1465.7317,1452.1601,1411.4454,1384.3022,1316.4442,1302.8727,1112.8704,1112.8704,1058.584,1017.8693,990.7261,936.4397,922.8681,882.1534,855.0102,814.2954,732.8659,719.2943
False,1.0,Ярославская область,1,False,17750.0,60000.0,8020.8098,4817.9145,3813.6168,3637.1862,3080.751,3026.4646,2198.5976,1886.451,1872.8794,1723.5919,1723.5919,1628.5908,1560.7329,1520.0181,1465.7317,1452.1601,1411.4454,1384.3022,1316.4442,1302.8727,1112.8704,1112.8704,1058.584,1017.8693,990.7261,936.4397,922.8681,882.1534,855.0102,814.2954,732.8659,719.2943
False,1.0,Тверская область,1,False,15000.0,80000.0,10694.413,6423.886,5084.8224,4849.5815,4107.6679,4035.2861,2931.4635,2515.268,2497.1726,2298.1226,2298.1226,2171.4544,2080.9772,2026.6908,1954.309,1936.2135,1881.9272,1845.7363,1755.259,1737.1635,1483.8272,1483.8272,1411.4454,1357.159,1320.9681,1248.5863,1230.4908,1176.2045,1140.0136,1085.7272,977.1545,959.059
False,1.0,Республика Крым,1,False,16000.0,50000.0,6684.0081,4014.9287,3178.014,3030.9885,2567.2925,2522.0538,1832.1647,1572.0425,1560.7329,1436.3266,1436.3266,1357.159,1300.6107,1266.6817,1221.4431,1210.1335,1176.2045,1153.5852,1097.0369,1085.7272,927.392,927.392,882.1534,848.2244,825.6051,780.3664,769.0568,735.1278,712.5085,678.5795,610.7216,599.4119
False,1.0,Орловская область,1,False,25000.0,50000.0,6684.0081,4014.9287,3178.014,3030.9885,2567.2925,2522.0538,1832.1647,1572.0425,1560.7329,1436.3266,1436.3266,1357.159,1300.6107,1266.6817,1221.4431,1210.1335,1176.2045,1153.5852,1097.0369,1085.7272,927.392,927.392,882.1534,848.2244,825.6051,780.3664,769.0568,735.1278,712.5085,678.5795,610.7216,599.4119
False,1.0,Костромская область,1,False,15000.0,60000.0,8020.8098,4817.9145,3813.6168,3637.1862,3080.751,3026.4646,2198.5976,1886.451,1872.8794,1723.5919,1723.5919,1628.5908,1560.7329,1520.0181,1465.7317,1452.1601,1411.4454,1384.3022,1316.4442,1302.8727,1112.8704,1112.8704,1058.584,1017.8693,990.7261,936.4397,922.8681,882.1534,855.0102,814.2954,732.8659,719.2943
False,1.0,Брянская область,1,False,15000.0,70000.0,9357.6114,5620.9002,4449.2196,4243.3838,3594.2095,3530.8754,2565.0305,2200.8595,2185.026,2010.8573,2010.8573,1900.0226,1820.855,1773.3544,1710.0204,1694.1868,1646.6863,1615.0192,1535.8516,1520.0181,1298.3488,1298.3488,1235.0147,1187.5141,1155.8471,1092.513,1076.6795,1029.1789,997.5119,950.0113,855.0102,839.1767
False,1.0,Ставропольский край,2,False,15000.0,70000.0,9357.6114,5620.9002,4449.2196,4243.3838,3594.2095,3530.8754,2565.0305,2200.8595,2185.026,2010.8573,2010.8573,1900.0226,1820.855,1773.3544,1710.0204,1694.1868,1646.6863,1615.0192,1535.8516,1520.0181,1298.3488,1298.3488,1235.0147,1187.5141,1155.8471,1092.513,1076.6795,1029.1789,997.5119,950.0113,855.0102,839.1767
False,1.0,Свердловская область,0,False,15000.0,60000.0,8020.8098,4817.9145,3813.6168,3637.1862,3080.751,3026.4646,2198.5976,1886.451,1872.8794,1723.5919,1723.5919,1628.5908,1560.7329,1520.0181,1465.7317,1452.1601,1411.4454,1384.3022,1316.4442,1302.8727,1112.8704,1112.8704,1058.584,1017.8693,990.7261,936.4397,922.8681,882.1534,855.0102,814.2954,732.8659,719.2943
False,1.0,Новосибирская область,0,False,15000.0,60000.0,8020.8098,4817.9145,3813.6168,3637.1862,3080.751,3026.4646,2198.5976,1886.451,1872.8794,1723.5919,1723.5919,1628.5908,1560.7329,1520.0181,1465.7317,1452.1601,1411.4454,1384.3022,1316.4442,1302.8727,1112.8704,1112.8704,1058.584,1017.8693,990.7261,936.4397,922.8681,882.1534,855.0102,814.2954,732.8659,719.2943
False,1.0,Новосибирская область,0,True,30000.0,30000.0,4010.4049,2408.9572,1906.8084,1818.5931,1540.3755,1513.2323,1099.2988,943.2255,936.4397,861.796,861.796,814.2954,780.3664,760.009,732.8659,726.0801,705.7227,692.1511,658.2221,651.4363,556.4352,556.4352,529.292,508.9346,495.363,468.2199,461.4341,441.0767,427.5051,407.1477,366.4329,359.6471
False,1.0,Челябинская область,0,False,15000.0,60000.0,8020.8098,4817.9145,3813.6168,3637.1862,3080.751,3026.4646,2198.5976,1886.451,1872.8794,1723.5919,1723.5919,1628.5908,1560.7329,1520.0181,1465.7317,1452.1601,1411.4454,1384.3022,1316.4442,1302.8727,1112.8704,1112.8704,1058.584,1017.8693,990.7261,936.4397,922.8681,882.1534,855.0102,814.2954,732.8659,719.2943
False,1.0,Республика Мордовия,1,False,25000.0,60000.0,8020.8098,4817.9145,3813.6168,3637.1862,3080.751,3026.4646,2198.5976,1886.451,1872.8794,1723.5919,1723.5919,1628.5908,1560.7329,1520.0181,1465.7317,1452.1601,1411.4454,1384.3022,1316.4442,1302.8727,1112.8704,1112.8704,1058.584,1017.8693,990.7261,936.4397,922.8681,882.1534,855.0102,814.2954,732.8659,719.2943
False,1.0,Томская область,1,False,15000.0,44000.0,5881.9272,3533.1373,2796.6523,2667.2698,2259.2174,2219.4074,1612.3049,1383.3974,1373.4449,1263.9674,1263.9674,1194.2999,1144.5374,1114.6799,1074.8699,1064.9174,1035.0599,1015.1549,965.3924,955.4399,816.105,816.105,776.295,746.4375,726.5325,686.7225,676.77,646.9125,627.0075,597.15,537.435,527.4825
False,1.0,Нижегородская область,0,False,15000.0,60000.0,8020.8098,4817.9145,3813.6168,3637.1862,3080.751,3026.4646,2198.5976,1886.451,1872.8794,1723.5919,1723.5919,1628.5908,1560.7329,1520.0181,1465.7317,1452.1601,1411.4454,1384.3022,1316.4442,1302.8727,1112.8704,1112.8704,1058.584,1017.8693,990.7261,936.4397,922.8681,882.1534,855.0102,814.2954,732.8659,719.2943
False,1.0,Тюменская область,1,False,15000.0,60000.0,8020.8098,4817.9145,3813.6168,3637.1862,3080.751,3026.4646,2198.5976,1886.451,1872.8794,1723.5919,1723.5919,1628.5908,1560.7329,1520.0181,1465.7317,1452.1601,1411.4454,1384.3022,1316.4442,1302.8727,1112.8704,1112.8704,1058.584,1017.8693,990.7261,936.4397,922.8681,882.1534,855.0102,814.2954,732.8659,719.2943
