is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,"Ответственность , добросовестность (СК) (614_4)","Личные установки и ценности, мировоззрение (2043_4)","Проведение диагностики, техосмотра и ремонта оборудования и механизмов (7245_35)","Организаторские способности, лидерство (СК) (393_4)",Дисциплинированность (СК) (593_4),Ремонт оборудования (4132_35),Коммуникабельность (СК) (617_4),Английский язык (ЯС) (1918_32),Навыки руководящей работы (6700_35),Выполнение ремонтных работ (ОПТ) (8285_36),Техническое обслуживание оборудования (4130_35),Ведение учета (4195_35),Организация ремонта автотранспорта (7299_35),Знание компьютерных программ (3753_35),"Саморазвитие, обучаемость (СК) (604_4)",Умение читать конструкторскую и технологическую документацию (3439_35),Обеспечение правильной эксплуатации оборудования (7278_35),Разработка мероприятий по достижению безаварийной работы (7287_35),Разработка графиков выполнения работ (6081_35),Знание нормативной и методической документации (4566_35),Уметь контролировать качество ремонтных работ (7384_35),Подготовка отчетной документации (6585_35),Уметь проводить монтаж и пуско-наладку металлообрабатывающих станков (7402_35),Чтение схем/чертежей (ОПТ) (3032_36),Аккуратность (СК) (575_4),Кропотливость (СК) (623_4),"Знать конструкцию, режимы работы и правила эксплуатации оборудования (7374_35)",Командность (СК) (1371_4),Определять потребность в запасных частях для оборудования (7326_35),Обеспечение бесперебойной работы оборудования (4218_35),Стрессоустойчивость (СК) (601_4),Соблюдение правил охраны труда (ОПТ) (3790_36),Целеустремленность (СК) (588_4),Оформление дефектных ведомостей (4560_35),Оформлять заявки на приобретение материалов и запасных частей (7239_35),Уметь контролировать качество технического обслуживания (7385_35),Ведение документации (4135_35),Разработка ремонтной документации (6266_35),Знание основ технических наук (4136_35),Разработка мероприятий по повышению эффективности производства (6739_35),Внимательность (СК) (536_4),Высокая работоспособность (СК) (586_4),"Восприятие, мышление, внимание, память (УСК) (1330_4)",Контроль за работой и техническим состоянием оборудования (4119_35),Эксплуатация станочного оборудования (3579_35),Обслуживание холодильного оборудования (7375_35),Разработка и внедрение мероприятий по снижению себестоимости продукции (6581_35),Трудолюбие (СК) (597_4)
False,2.0,Самарская область,0,False,29500.0,62000.0,8502.2632,4032.8583,3793.7972,2827.1584,2473.7636,2307.4602,1964.4593,1902.0956,1766.974,1423.9732,1382.3973,1340.8215,1268.0637,1236.8818,1195.306,1153.7301,1143.3361,1122.5482,1060.1844,997.8206,956.2448,956.2448,925.0629,883.487,821.1232,810.7293,779.5474,769.1534,727.5775,727.5775,717.1836,686.0017,675.6077,654.8198,623.6379,623.6379,623.6379,613.2439,602.85,582.062,582.062,561.2741,540.4862,540.4862,530.0922,530.0922,530.0922,530.0922
False,2.0,Республика Башкортостан,0,False,27000.0,244000.0,33460.5197,15871.249,14930.4275,11126.2364,9735.4568,9080.9723,7731.0981,7485.6664,6953.8977,5604.0235,5440.4023,5276.7812,4990.4443,4867.7284,4704.1073,4540.4862,4499.5809,4417.7703,4172.3386,3926.907,3763.2858,3763.2858,3640.57,3476.9489,3231.5172,3190.6119,3067.8961,3026.9908,2863.3697,2863.3697,2822.4644,2699.7485,2658.8433,2577.0327,2454.3168,2454.3168,2454.3168,2413.4116,2372.5063,2290.6957,2290.6957,2208.8852,2127.0746,2127.0746,2086.1693,2086.1693,2086.1693,2086.1693
False,2.0,Республика Башкортостан,0,True,40000.0,40000.0,5485.3311,2601.8441,2447.6111,1823.9732,1595.9765,1488.684,1267.3931,1227.1584,1139.9832,918.6924,891.8692,865.0461,818.1056,797.9883,771.1651,744.342,737.6362,724.2246,683.9899,643.7552,616.9321,616.9321,596.8148,569.9916,529.7569,523.0511,502.9338,496.228,469.4049,469.4049,462.6991,442.5817,435.8759,422.4644,402.347,402.347,402.347,395.6412,388.9355,375.5239,375.5239,362.1123,348.7008,348.7008,341.995,341.995,341.995,341.995
False,2.0,Пермский край,1,False,29500.0,80000.0,10970.6622,5203.6882,4895.2221,3647.9464,3191.9531,2977.368,2534.7863,2454.3168,2279.9665,1837.3847,1783.7385,1730.0922,1636.2112,1595.9765,1542.3303,1488.684,1475.2724,1448.4493,1367.9799,1287.5105,1233.8642,1233.8642,1193.6295,1139.9832,1059.5138,1046.1023,1005.8676,992.456,938.8097,938.8097,925.3982,885.1635,871.7519,844.9288,804.694,804.694,804.694,791.2825,777.8709,751.0478,751.0478,724.2246,697.4015,697.4015,683.9899,683.9899,683.9899,683.9899
False,2.0,Тамбовская область,2,False,40000.0,68250.0,9359.3462,4439.3965,4176.2364,3112.1542,2723.135,2540.0671,2162.4895,2093.8391,1945.0964,1567.5189,1521.7519,1475.9849,1395.8927,1361.5675,1315.8005,1270.0335,1258.5918,1235.7083,1167.0578,1098.4074,1052.6404,1052.6404,1018.3152,972.5482,903.8977,892.456,858.1308,846.689,800.922,800.922,789.4803,755.1551,743.7133,720.8298,686.5046,686.5046,686.5046,675.0629,663.6211,640.7376,640.7376,617.8541,594.9707,594.9707,583.5289,583.5289,583.5289,583.5289
False,2.0,Пензенская область,1,False,26125.0,70000.0,9599.3294,4553.2272,4283.3194,3191.9531,2792.9589,2605.197,2217.938,2147.5272,1994.9707,1607.7117,1560.7712,1513.8307,1431.6848,1396.4795,1349.539,1302.5985,1290.8634,1267.3931,1196.9824,1126.5717,1079.6312,1079.6312,1044.4258,997.4853,927.0746,915.3395,880.1341,868.399,821.4585,821.4585,809.7234,774.518,762.7829,739.3127,704.1073,704.1073,704.1073,692.3722,680.637,657.1668,657.1668,633.6966,610.2263,610.2263,598.4912,598.4912,598.4912,598.4912
False,2.0,Владимирская область,1,False,26125.0,50000.0,6856.6639,3252.3051,3059.5138,2279.9665,1994.9707,1860.855,1584.2414,1533.948,1424.979,1148.3655,1114.8365,1081.3076,1022.632,997.4853,963.9564,930.4275,922.0453,905.2808,854.9874,804.694,771.1651,771.1651,746.0184,712.4895,662.1961,653.8139,628.6672,620.285,586.7561,586.7561,578.3738,553.2272,544.8449,528.0805,502.9338,502.9338,502.9338,494.5516,486.1693,469.4049,469.4049,452.6404,435.8759,435.8759,427.4937,427.4937,427.4937,427.4937
False,2.0,Курганская область,1,False,23750.0,50000.0,6856.6639,3252.3051,3059.5138,2279.9665,1994.9707,1860.855,1584.2414,1533.948,1424.979,1148.3655,1114.8365,1081.3076,1022.632,997.4853,963.9564,930.4275,922.0453,905.2808,854.9874,804.694,771.1651,771.1651,746.0184,712.4895,662.1961,653.8139,628.6672,620.285,586.7561,586.7561,578.3738,553.2272,544.8449,528.0805,502.9338,502.9338,502.9338,494.5516,486.1693,469.4049,469.4049,452.6404,435.8759,435.8759,427.4937,427.4937,427.4937,427.4937
False,2.0,Орловская область,1,False,23750.0,100000.0,13713.3277,6504.6102,6119.0277,4559.9329,3989.9413,3721.71,3168.4828,3067.8961,2849.9581,2296.7309,2229.6731,2162.6153,2045.264,1994.9707,1927.9128,1860.855,1844.0905,1810.5616,1709.9749,1609.3881,1542.3303,1542.3303,1492.0369,1424.979,1324.3923,1307.6278,1257.3345,1240.57,1173.5122,1173.5122,1156.7477,1106.4543,1089.6899,1056.1609,1005.8676,1005.8676,1005.8676,989.1031,972.3386,938.8097,938.8097,905.2808,871.7519,871.7519,854.9874,854.9874,854.9874,854.9874
False,2.0,Республика Татарстан,0,False,27000.0,75000.0,10284.9958,4878.4577,4589.2707,3419.9497,2992.456,2791.2825,2376.3621,2300.922,2137.4686,1722.5482,1672.2548,1621.9614,1533.948,1496.228,1445.9346,1395.6412,1383.0679,1357.9212,1282.4811,1207.0411,1156.7477,1156.7477,1119.0277,1068.7343,993.2942,980.7209,943.0008,930.4275,880.1341,880.1341,867.5608,829.8407,817.2674,792.1207,754.4007,754.4007,754.4007,741.8273,729.254,704.1073,704.1073,678.9606,653.8139,653.8139,641.2406,641.2406,641.2406,641.2406
False,2.0,Чувашская Республика,1,False,27000.0,160000.0,21941.3244,10407.3764,9790.4443,7295.8927,6383.9061,5954.736,5069.5725,4908.6337,4559.9329,3674.7695,3567.4769,3460.1844,3272.4225,3191.9531,3084.6605,2977.368,2950.5448,2896.8986,2735.9598,2575.021,2467.7284,2467.7284,2387.259,2279.9665,2119.0277,2092.2045,2011.7351,1984.912,1877.6194,1877.6194,1850.7963,1770.3269,1743.5038,1689.8575,1609.3881,1609.3881,1609.3881,1582.565,1555.7418,1502.0956,1502.0956,1448.4493,1394.803,1394.803,1367.9799,1367.9799,1367.9799,1367.9799
False,2.0,Новгородская область,1,False,40000.0,52000.0,7130.9304,3382.3973,3181.8944,2371.1651,2074.7695,1935.2892,1647.6111,1595.306,1481.9782,1194.3001,1159.43,1124.5599,1063.5373,1037.3847,1002.5147,967.6446,958.9271,941.492,889.1869,836.8818,802.0117,802.0117,775.8592,740.9891,688.684,679.9665,653.8139,645.0964,610.2263,610.2263,601.5088,575.3562,566.6387,549.2037,523.0511,523.0511,523.0511,514.3336,505.6161,488.1811,488.1811,470.746,453.311,453.311,444.5935,444.5935,444.5935,444.5935
False,2.0,Республика Марий Эл,1,False,20000.0,60000.0,8227.9966,3902.7661,3671.4166,2735.9598,2393.9648,2233.026,1901.0897,1840.7376,1709.9749,1378.0386,1337.8039,1297.5692,1227.1584,1196.9824,1156.7477,1116.513,1106.4543,1086.337,1025.9849,965.6329,925.3982,925.3982,895.2221,854.9874,794.6354,784.5767,754.4007,744.342,704.1073,704.1073,694.0486,663.8726,653.8139,633.6966,603.5205,603.5205,603.5205,593.4619,583.4032,563.2858,563.2858,543.1685,523.0511,523.0511,512.9925,512.9925,512.9925,512.9925
False,2.0,Астраханская область,1,False,27000.0,160000.0,21941.3244,10407.3764,9790.4443,7295.8927,6383.9061,5954.736,5069.5725,4908.6337,4559.9329,3674.7695,3567.4769,3460.1844,3272.4225,3191.9531,3084.6605,2977.368,2950.5448,2896.8986,2735.9598,2575.021,2467.7284,2467.7284,2387.259,2279.9665,2119.0277,2092.2045,2011.7351,1984.912,1877.6194,1877.6194,1850.7963,1770.3269,1743.5038,1689.8575,1609.3881,1609.3881,1609.3881,1582.565,1555.7418,1502.0956,1502.0956,1448.4493,1394.803,1394.803,1367.9799,1367.9799,1367.9799,1367.9799
False,2.0,Смоленская область,1,False,16242.0,68250.0,9359.3462,4439.3965,4176.2364,3112.1542,2723.135,2540.0671,2162.4895,2093.8391,1945.0964,1567.5189,1521.7519,1475.9849,1395.8927,1361.5675,1315.8005,1270.0335,1258.5918,1235.7083,1167.0578,1098.4074,1052.6404,1052.6404,1018.3152,972.5482,903.8977,892.456,858.1308,846.689,800.922,800.922,789.4803,755.1551,743.7133,720.8298,686.5046,686.5046,686.5046,675.0629,663.6211,640.7376,640.7376,617.8541,594.9707,594.9707,583.5289,583.5289,583.5289,583.5289
False,2.0,Республика Карелия,1,False,30000.0,100000.0,13713.3277,6504.6102,6119.0277,4559.9329,3989.9413,3721.71,3168.4828,3067.8961,2849.9581,2296.7309,2229.6731,2162.6153,2045.264,1994.9707,1927.9128,1860.855,1844.0905,1810.5616,1709.9749,1609.3881,1542.3303,1542.3303,1492.0369,1424.979,1324.3923,1307.6278,1257.3345,1240.57,1173.5122,1173.5122,1156.7477,1106.4543,1089.6899,1056.1609,1005.8676,1005.8676,1005.8676,989.1031,972.3386,938.8097,938.8097,905.2808,871.7519,871.7519,854.9874,854.9874,854.9874,854.9874
False,2.0,Забайкальский край,1,False,30000.0,68250.0,9359.3462,4439.3965,4176.2364,3112.1542,2723.135,2540.0671,2162.4895,2093.8391,1945.0964,1567.5189,1521.7519,1475.9849,1395.8927,1361.5675,1315.8005,1270.0335,1258.5918,1235.7083,1167.0578,1098.4074,1052.6404,1052.6404,1018.3152,972.5482,903.8977,892.456,858.1308,846.689,800.922,800.922,789.4803,755.1551,743.7133,720.8298,686.5046,686.5046,686.5046,675.0629,663.6211,640.7376,640.7376,617.8541,594.9707,594.9707,583.5289,583.5289,583.5289,583.5289
False,2.0,Забайкальский край,1,True,50000.0,50000.0,6856.6639,3252.3051,3059.5138,2279.9665,1994.9707,1860.855,1584.2414,1533.948,1424.979,1148.3655,1114.8365,1081.3076,1022.632,997.4853,963.9564,930.4275,922.0453,905.2808,854.9874,804.694,771.1651,771.1651,746.0184,712.4895,662.1961,653.8139,628.6672,620.285,586.7561,586.7561,578.3738,553.2272,544.8449,528.0805,502.9338,502.9338,502.9338,494.5516,486.1693,469.4049,469.4049,452.6404,435.8759,435.8759,427.4937,427.4937,427.4937,427.4937
False,2.0,Псковская область,1,False,26125.0,60000.0,8227.9966,3902.7661,3671.4166,2735.9598,2393.9648,2233.026,1901.0897,1840.7376,1709.9749,1378.0386,1337.8039,1297.5692,1227.1584,1196.9824,1156.7477,1116.513,1106.4543,1086.337,1025.9849,965.6329,925.3982,925.3982,895.2221,854.9874,794.6354,784.5767,754.4007,744.342,704.1073,704.1073,694.0486,663.8726,653.8139,633.6966,603.5205,603.5205,603.5205,593.4619,583.4032,563.2858,563.2858,543.1685,523.0511,523.0511,512.9925,512.9925,512.9925,512.9925
False,2.0,Запорожская область,1,False,27000.0,27000.0,3702.5985,1756.2448,1652.1375,1231.1819,1077.2842,1004.8617,855.4904,828.3319,769.4887,620.1174,602.0117,583.9061,552.2213,538.6421,520.5365,502.4308,497.9044,488.8516,461.6932,434.5348,416.4292,416.4292,402.85,384.7443,357.5859,353.0595,339.4803,334.9539,316.8483,316.8483,312.3219,298.7427,294.2163,285.1635,271.5842,271.5842,271.5842,267.0578,262.5314,253.4786,253.4786,244.4258,235.373,235.373,230.8466,230.8466,230.8466,230.8466
False,2.0,Иркутская область,1,False,27000.0,80000.0,10970.6622,5203.6882,4895.2221,3647.9464,3191.9531,2977.368,2534.7863,2454.3168,2279.9665,1837.3847,1783.7385,1730.0922,1636.2112,1595.9765,1542.3303,1488.684,1475.2724,1448.4493,1367.9799,1287.5105,1233.8642,1233.8642,1193.6295,1139.9832,1059.5138,1046.1023,1005.8676,992.456,938.8097,938.8097,925.3982,885.1635,871.7519,844.9288,804.694,804.694,804.694,791.2825,777.8709,751.0478,751.0478,724.2246,697.4015,697.4015,683.9899,683.9899,683.9899,683.9899
False,2.0,Город федерального значения Санкт-Петербург,0,False,25000.0,100000.0,13713.3277,6504.6102,6119.0277,4559.9329,3989.9413,3721.71,3168.4828,3067.8961,2849.9581,2296.7309,2229.6731,2162.6153,2045.264,1994.9707,1927.9128,1860.855,1844.0905,1810.5616,1709.9749,1609.3881,1542.3303,1542.3303,1492.0369,1424.979,1324.3923,1307.6278,1257.3345,1240.57,1173.5122,1173.5122,1156.7477,1106.4543,1089.6899,1056.1609,1005.8676,1005.8676,1005.8676,989.1031,972.3386,938.8097,938.8097,905.2808,871.7519,871.7519,854.9874,854.9874,854.9874,854.9874
False,2.0,Город федерального значения Санкт-Петербург,0,True,40000.0,40000.0,5485.3311,2601.8441,2447.6111,1823.9732,1595.9765,1488.684,1267.3931,1227.1584,1139.9832,918.6924,891.8692,865.0461,818.1056,797.9883,771.1651,744.342,737.6362,724.2246,683.9899,643.7552,616.9321,616.9321,596.8148,569.9916,529.7569,523.0511,502.9338,496.228,469.4049,469.4049,462.6991,442.5817,435.8759,422.4644,402.347,402.347,402.347,395.6412,388.9355,375.5239,375.5239,362.1123,348.7008,348.7008,341.995,341.995,341.995,341.995
False,2.0,Томская область,1,False,25000.0,95000.0,13027.6614,6179.3797,5813.0763,4331.9363,3790.4443,3535.6245,3010.0587,2914.5013,2707.4602,2181.8944,2118.1894,2054.4845,1943.0008,1895.2221,1831.5172,1767.8122,1751.886,1720.0335,1624.4761,1528.9187,1465.2137,1465.2137,1417.435,1353.7301,1258.1727,1242.2464,1194.4677,1178.5415,1114.8365,1114.8365,1098.9103,1051.1316,1035.2054,1003.3529,955.5742,955.5742,955.5742,939.6479,923.7217,891.8692,891.8692,860.0168,828.1643,828.1643,812.2381,812.2381,812.2381,812.2381
False,2.0,Томская область,1,True,50000.0,50000.0,6856.6639,3252.3051,3059.5138,2279.9665,1994.9707,1860.855,1584.2414,1533.948,1424.979,1148.3655,1114.8365,1081.3076,1022.632,997.4853,963.9564,930.4275,922.0453,905.2808,854.9874,804.694,771.1651,771.1651,746.0184,712.4895,662.1961,653.8139,628.6672,620.285,586.7561,586.7561,578.3738,553.2272,544.8449,528.0805,502.9338,502.9338,502.9338,494.5516,486.1693,469.4049,469.4049,452.6404,435.8759,435.8759,427.4937,427.4937,427.4937,427.4937
False,2.0,Новосибирская область,0,False,25000.0,95000.0,13027.6614,6179.3797,5813.0763,4331.9363,3790.4443,3535.6245,3010.0587,2914.5013,2707.4602,2181.8944,2118.1894,2054.4845,1943.0008,1895.2221,1831.5172,1767.8122,1751.886,1720.0335,1624.4761,1528.9187,1465.2137,1465.2137,1417.435,1353.7301,1258.1727,1242.2464,1194.4677,1178.5415,1114.8365,1114.8365,1098.9103,1051.1316,1035.2054,1003.3529,955.5742,955.5742,955.5742,939.6479,923.7217,891.8692,891.8692,860.0168,828.1643,828.1643,812.2381,812.2381,812.2381,812.2381
False,2.0,Свердловская область,0,False,20000.0,95000.0,13027.6614,6179.3797,5813.0763,4331.9363,3790.4443,3535.6245,3010.0587,2914.5013,2707.4602,2181.8944,2118.1894,2054.4845,1943.0008,1895.2221,1831.5172,1767.8122,1751.886,1720.0335,1624.4761,1528.9187,1465.2137,1465.2137,1417.435,1353.7301,1258.1727,1242.2464,1194.4677,1178.5415,1114.8365,1114.8365,1098.9103,1051.1316,1035.2054,1003.3529,955.5742,955.5742,955.5742,939.6479,923.7217,891.8692,891.8692,860.0168,828.1643,828.1643,812.2381,812.2381,812.2381,812.2381
False,2.0,Ханты-Мансийский автономный округ — Югра,1,False,31000.0,120000.0,16455.9933,7805.5323,7342.8332,5471.9195,4787.9296,4466.052,3802.1794,3681.4753,3419.9497,2756.0771,2675.6077,2595.1383,2454.3168,2393.9648,2313.4954,2233.026,2212.9086,2172.6739,2051.9698,1931.2657,1850.7963,1850.7963,1790.4443,1709.9749,1589.2707,1569.1534,1508.8013,1488.684,1408.2146,1408.2146,1388.0972,1327.7452,1307.6278,1267.3931,1207.0411,1207.0411,1207.0411,1186.9237,1166.8064,1126.5717,1126.5717,1086.337,1046.1023,1046.1023,1025.9849,1025.9849,1025.9849,1025.9849
False,2.0,Краснодарский край,0,False,25000.0,100000.0,13713.3277,6504.6102,6119.0277,4559.9329,3989.9413,3721.71,3168.4828,3067.8961,2849.9581,2296.7309,2229.6731,2162.6153,2045.264,1994.9707,1927.9128,1860.855,1844.0905,1810.5616,1709.9749,1609.3881,1542.3303,1542.3303,1492.0369,1424.979,1324.3923,1307.6278,1257.3345,1240.57,1173.5122,1173.5122,1156.7477,1106.4543,1089.6899,1056.1609,1005.8676,1005.8676,1005.8676,989.1031,972.3386,938.8097,938.8097,905.2808,871.7519,871.7519,854.9874,854.9874,854.9874,854.9874
False,2.0,Тюменская область,1,False,30000.0,120000.0,16455.9933,7805.5323,7342.8332,5471.9195,4787.9296,4466.052,3802.1794,3681.4753,3419.9497,2756.0771,2675.6077,2595.1383,2454.3168,2393.9648,2313.4954,2233.026,2212.9086,2172.6739,2051.9698,1931.2657,1850.7963,1850.7963,1790.4443,1709.9749,1589.2707,1569.1534,1508.8013,1488.684,1408.2146,1408.2146,1388.0972,1327.7452,1307.6278,1267.3931,1207.0411,1207.0411,1207.0411,1186.9237,1166.8064,1126.5717,1126.5717,1086.337,1046.1023,1046.1023,1025.9849,1025.9849,1025.9849,1025.9849
False,2.0,Красноярский край,1,False,25000.0,80000.0,10970.6622,5203.6882,4895.2221,3647.9464,3191.9531,2977.368,2534.7863,2454.3168,2279.9665,1837.3847,1783.7385,1730.0922,1636.2112,1595.9765,1542.3303,1488.684,1475.2724,1448.4493,1367.9799,1287.5105,1233.8642,1233.8642,1193.6295,1139.9832,1059.5138,1046.1023,1005.8676,992.456,938.8097,938.8097,925.3982,885.1635,871.7519,844.9288,804.694,804.694,804.694,791.2825,777.8709,751.0478,751.0478,724.2246,697.4015,697.4015,683.9899,683.9899,683.9899,683.9899
False,2.0,Красноярский край,1,True,43500.0,43500.0,5965.2976,2829.5054,2661.777,1983.5708,1735.6245,1618.9438,1378.29,1334.5348,1239.7318,999.078,969.9078,940.7376,889.6899,867.8122,838.6421,809.4719,802.1794,787.5943,743.8391,700.0838,670.9137,670.9137,649.036,619.8659,576.1106,568.8181,546.9405,539.6479,510.4778,510.4778,503.1852,481.3076,474.0151,459.43,437.5524,437.5524,437.5524,430.2598,422.9673,408.3822,408.3822,393.7972,379.2121,379.2121,371.9195,371.9195,371.9195,371.9195
False,2.0,Омская область,1,False,25000.0,80000.0,10970.6622,5203.6882,4895.2221,3647.9464,3191.9531,2977.368,2534.7863,2454.3168,2279.9665,1837.3847,1783.7385,1730.0922,1636.2112,1595.9765,1542.3303,1488.684,1475.2724,1448.4493,1367.9799,1287.5105,1233.8642,1233.8642,1193.6295,1139.9832,1059.5138,1046.1023,1005.8676,992.456,938.8097,938.8097,925.3982,885.1635,871.7519,844.9288,804.694,804.694,804.694,791.2825,777.8709,751.0478,751.0478,724.2246,697.4015,697.4015,683.9899,683.9899,683.9899,683.9899
False,2.0,Кемеровская область,1,False,25000.0,64500.0,8845.0964,4195.4736,3946.7728,2941.1567,2573.5122,2400.5029,2043.6714,1978.793,1838.223,1481.3915,1438.1391,1394.8868,1319.1953,1286.7561,1243.5038,1200.2515,1189.4384,1167.8122,1102.9338,1038.0553,994.803,994.803,962.3638,919.1115,854.233,843.4199,810.9807,800.1676,756.9153,756.9153,746.1023,713.663,702.85,681.2238,648.7846,648.7846,648.7846,637.9715,627.1584,605.5323,605.5323,583.9061,562.28,562.28,551.4669,551.4669,551.4669,551.4669
False,2.0,Приморский край,1,False,30000.0,80000.0,10970.6622,5203.6882,4895.2221,3647.9464,3191.9531,2977.368,2534.7863,2454.3168,2279.9665,1837.3847,1783.7385,1730.0922,1636.2112,1595.9765,1542.3303,1488.684,1475.2724,1448.4493,1367.9799,1287.5105,1233.8642,1233.8642,1193.6295,1139.9832,1059.5138,1046.1023,1005.8676,992.456,938.8097,938.8097,925.3982,885.1635,871.7519,844.9288,804.694,804.694,804.694,791.2825,777.8709,751.0478,751.0478,724.2246,697.4015,697.4015,683.9899,683.9899,683.9899,683.9899
False,2.0,Оренбургская область,2,False,30000.0,95000.0,13027.6614,6179.3797,5813.0763,4331.9363,3790.4443,3535.6245,3010.0587,2914.5013,2707.4602,2181.8944,2118.1894,2054.4845,1943.0008,1895.2221,1831.5172,1767.8122,1751.886,1720.0335,1624.4761,1528.9187,1465.2137,1465.2137,1417.435,1353.7301,1258.1727,1242.2464,1194.4677,1178.5415,1114.8365,1114.8365,1098.9103,1051.1316,1035.2054,1003.3529,955.5742,955.5742,955.5742,939.6479,923.7217,891.8692,891.8692,860.0168,828.1643,828.1643,812.2381,812.2381,812.2381,812.2381
False,2.0,Калужская область,1,False,30000.0,80000.0,10970.6622,5203.6882,4895.2221,3647.9464,3191.9531,2977.368,2534.7863,2454.3168,2279.9665,1837.3847,1783.7385,1730.0922,1636.2112,1595.9765,1542.3303,1488.684,1475.2724,1448.4493,1367.9799,1287.5105,1233.8642,1233.8642,1193.6295,1139.9832,1059.5138,1046.1023,1005.8676,992.456,938.8097,938.8097,925.3982,885.1635,871.7519,844.9288,804.694,804.694,804.694,791.2825,777.8709,751.0478,751.0478,724.2246,697.4015,697.4015,683.9899,683.9899,683.9899,683.9899
False,2.0,Архангельская область,1,False,50000.0,64500.0,8845.0964,4195.4736,3946.7728,2941.1567,2573.5122,2400.5029,2043.6714,1978.793,1838.223,1481.3915,1438.1391,1394.8868,1319.1953,1286.7561,1243.5038,1200.2515,1189.4384,1167.8122,1102.9338,1038.0553,994.803,994.803,962.3638,919.1115,854.233,843.4199,810.9807,800.1676,756.9153,756.9153,746.1023,713.663,702.85,681.2238,648.7846,648.7846,648.7846,637.9715,627.1584,605.5323,605.5323,583.9061,562.28,562.28,551.4669,551.4669,551.4669,551.4669
False,2.0,Республика Хакасия,1,False,35000.0,35000.0,4799.6647,2276.6136,2141.6597,1595.9765,1396.4795,1302.5985,1108.969,1073.7636,997.4853,803.8558,780.3856,756.9153,715.8424,698.2397,674.7695,651.2992,645.4317,633.6966,598.4912,563.2858,539.8156,539.8156,522.2129,498.7427,463.5373,457.6697,440.0671,434.1995,410.7293,410.7293,404.8617,387.259,381.3915,369.6563,352.0536,352.0536,352.0536,346.1861,340.3185,328.5834,328.5834,316.8483,305.1132,305.1132,299.2456,299.2456,299.2456,299.2456
False,2.0,Ленинградская область,1,False,25000.0,100000.0,13713.3277,6504.6102,6119.0277,4559.9329,3989.9413,3721.71,3168.4828,3067.8961,2849.9581,2296.7309,2229.6731,2162.6153,2045.264,1994.9707,1927.9128,1860.855,1844.0905,1810.5616,1709.9749,1609.3881,1542.3303,1542.3303,1492.0369,1424.979,1324.3923,1307.6278,1257.3345,1240.57,1173.5122,1173.5122,1156.7477,1106.4543,1089.6899,1056.1609,1005.8676,1005.8676,1005.8676,989.1031,972.3386,938.8097,938.8097,905.2808,871.7519,871.7519,854.9874,854.9874,854.9874,854.9874
False,2.0,Калининградская область,1,False,30000.0,95000.0,13027.6614,6179.3797,5813.0763,4331.9363,3790.4443,3535.6245,3010.0587,2914.5013,2707.4602,2181.8944,2118.1894,2054.4845,1943.0008,1895.2221,1831.5172,1767.8122,1751.886,1720.0335,1624.4761,1528.9187,1465.2137,1465.2137,1417.435,1353.7301,1258.1727,1242.2464,1194.4677,1178.5415,1114.8365,1114.8365,1098.9103,1051.1316,1035.2054,1003.3529,955.5742,955.5742,955.5742,939.6479,923.7217,891.8692,891.8692,860.0168,828.1643,828.1643,812.2381,812.2381,812.2381,812.2381
False,2.0,Амурская область,1,False,25000.0,60900.0,8351.4166,3961.3076,3726.4878,2776.9992,2429.8743,2266.5214,1929.606,1868.3487,1735.6245,1398.7091,1357.8709,1317.0327,1245.5658,1214.9371,1174.0989,1133.2607,1123.0511,1102.632,1041.3747,980.1174,939.2791,939.2791,908.6505,867.8122,806.5549,796.3453,765.7167,755.5071,714.6689,714.6689,704.4593,673.8307,663.6211,643.202,612.5733,612.5733,612.5733,602.3638,592.1542,571.7351,571.7351,551.316,530.8969,530.8969,520.6873,520.6873,520.6873,520.6873
False,2.0,Республика Бурятия,1,False,35000.0,80000.0,10970.6622,5203.6882,4895.2221,3647.9464,3191.9531,2977.368,2534.7863,2454.3168,2279.9665,1837.3847,1783.7385,1730.0922,1636.2112,1595.9765,1542.3303,1488.684,1475.2724,1448.4493,1367.9799,1287.5105,1233.8642,1233.8642,1193.6295,1139.9832,1059.5138,1046.1023,1005.8676,992.456,938.8097,938.8097,925.3982,885.1635,871.7519,844.9288,804.694,804.694,804.694,791.2825,777.8709,751.0478,751.0478,724.2246,697.4015,697.4015,683.9899,683.9899,683.9899,683.9899
False,2.0,Ярославская область,1,False,25000.0,80000.0,10970.6622,5203.6882,4895.2221,3647.9464,3191.9531,2977.368,2534.7863,2454.3168,2279.9665,1837.3847,1783.7385,1730.0922,1636.2112,1595.9765,1542.3303,1488.684,1475.2724,1448.4493,1367.9799,1287.5105,1233.8642,1233.8642,1193.6295,1139.9832,1059.5138,1046.1023,1005.8676,992.456,938.8097,938.8097,925.3982,885.1635,871.7519,844.9288,804.694,804.694,804.694,791.2825,777.8709,751.0478,751.0478,724.2246,697.4015,697.4015,683.9899,683.9899,683.9899,683.9899
