is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,"Ответственность , добросовестность (СК) (614_4)",Дисциплинированность (СК) (593_4),Сборка несложных узлов и конструкций (3923_35),Чтение схем/чертежей (ОПТ) (3032_36),"Личные установки и ценности, мировоззрение (2043_4)",Умение работать с электроинструментом (3578_35),Сборка сложных узлов (3921_35),Внимательность (СК) (536_4),Выполнение слесарных работ (3552_35),Аккуратность (СК) (575_4),"Правка деталей, узлов и конструкций (3933_35)",Работать электроприхваткой (3928_35),Разметка мест под установку деталей и узлов (3939_35),Высокая работоспособность (СК) (586_4),Опыт механосборки (3920_35),Сварочные работы (3934_35),Выполнение работ по сверлению и обработке отверстий (3558_35),Склонность к здоровому образу жизни (СК) (1662_4),Зачистка сварных швов (3799_35),Командность (СК) (1371_4),Испытания узлов и конструкций (3926_35),Сборка узлов и конструкций средней сложности (3922_35),Установка крепежа (3941_35),Резка металла (3931_35),Коммуникабельность (СК) (617_4),Разметка деталей (3649_35),"Саморазвитие, обучаемость (СК) (604_4)",Изготовление узлов и конструкций (4081_35)
False,0.0,Республика Бурятия,1,False,30000.0,50000.0,9107.5115,5717.0081,4883.2778,4081.3086,3787.5179,2405.9076,1913.6097,1754.8039,1603.9384,1484.834,1484.834,1341.9088,1143.4016,881.3721,857.5512,762.2677,746.3872,659.044,635.2231,595.5217,587.5814,579.6411,555.8202,555.8202,500.2382,492.2979,476.4173,404.9547
False,0.0,Курганская область,1,False,12972.0,50000.0,9107.5115,5717.0081,4883.2778,4081.3086,3787.5179,2405.9076,1913.6097,1754.8039,1603.9384,1484.834,1484.834,1341.9088,1143.4016,881.3721,857.5512,762.2677,746.3872,659.044,635.2231,595.5217,587.5814,579.6411,555.8202,555.8202,500.2382,492.2979,476.4173,404.9547
False,0.0,Астраханская область,1,False,15000.0,37000.0,6739.5585,4230.586,3613.6255,3020.1683,2802.7632,1780.3716,1416.0711,1298.5549,1186.9144,1098.7772,1098.7772,993.0125,846.1172,652.2153,634.5879,564.0781,552.3265,487.6926,470.0651,440.686,434.8102,428.9344,411.307,411.307,370.1763,364.3005,352.5488,299.6665
False,0.0,Архангельская область,1,False,20000.0,37000.0,6739.5585,4230.586,3613.6255,3020.1683,2802.7632,1780.3716,1416.0711,1298.5549,1186.9144,1098.7772,1098.7772,993.0125,846.1172,652.2153,634.5879,564.0781,552.3265,487.6926,470.0651,440.686,434.8102,428.9344,411.307,411.307,370.1763,364.3005,352.5488,299.6665
False,0.0,Республика Коми,1,False,19000.0,45000.0,8196.7604,5145.3073,4394.95,3673.1777,3408.7661,2165.3168,1722.2487,1579.3235,1443.5445,1336.3506,1336.3506,1207.718,1029.0615,793.2349,771.7961,686.041,671.7485,593.1396,571.7008,535.9695,528.8232,521.677,500.2382,500.2382,450.2144,443.0681,428.7756,364.4593
False,0.0,Новгородская область,1,False,27000.0,90000.0,16393.5207,10290.6146,8789.9,7346.3554,6817.5322,4330.6336,3444.4974,3158.647,2887.0891,2672.7013,2672.7013,2415.4359,2058.1229,1586.4697,1543.5922,1372.0819,1343.4969,1186.2792,1143.4016,1071.939,1057.6465,1043.354,1000.4764,1000.4764,900.4288,886.1363,857.5512,728.9185
False,0.0,Кабардино-Балкарская Республика,1,False,22000.0,58000.0,10564.7134,6631.7294,5664.6022,4734.3179,4393.5207,2790.8528,2219.7872,2035.5725,1860.5685,1722.4075,1722.4075,1556.6143,1326.3459,1022.3916,994.7594,884.2306,865.8091,764.491,736.8588,690.8051,681.5944,672.3837,644.7515,644.7515,580.2763,571.0656,552.6441,469.7475
False,0.0,Херсонская область,1,False,60000.0,60000.0,10929.0138,6860.4097,5859.9333,4897.5703,4545.0214,2887.0891,2296.3316,2105.7646,1924.7261,1781.8009,1781.8009,1610.2906,1372.0819,1057.6465,1029.0615,914.7213,895.6646,790.8528,762.2677,714.626,705.0977,695.5693,666.9843,666.9843,600.2859,590.7575,571.7008,485.9457
False,2.0,Камчатский край,1,False,20600.0,31000.0,5646.6571,3544.545,3027.6322,2530.4113,2348.2611,1491.6627,1186.438,1087.9784,994.4418,920.5971,920.5971,831.9835,708.909,546.4507,531.6818,472.606,462.76,408.6073,393.8383,369.2234,364.3005,359.3775,344.6085,344.6085,310.1477,305.2247,295.3788,251.0719
False,2.0,Кемеровская область,1,False,20000.0,83000.0,15118.4691,9490.2334,8106.2411,6774.9722,6287.2797,3993.8066,3176.592,2912.9744,2662.5377,2464.8245,2464.8245,2227.5687,1898.0467,1463.0777,1423.535,1265.3645,1239.0027,1094.013,1054.4704,988.566,975.3851,962.2042,922.6616,922.6616,830.3954,817.2145,790.8528,672.2249
False,2.0,Приморский край,1,False,22000.0,64375.0,11725.9211,7360.6479,6287.2201,5254.6848,4876.4293,3097.606,2463.7724,2259.31,2065.0707,1911.7238,1911.7238,1727.7076,1472.1296,1134.7666,1104.0972,981.4197,960.9735,848.5191,817.8498,766.7342,756.511,746.2879,715.6185,715.6185,644.0567,633.8336,613.3873,521.3792
False,2.0,Республика Адыгея,1,False,22000.0,40000.0,7286.0092,4573.6065,3906.6222,3265.0468,3030.0143,1924.7261,1530.8877,1403.8431,1283.1507,1187.8672,1187.8672,1073.5271,914.7213,705.0977,686.041,609.8142,597.1097,527.2352,508.1785,476.4173,470.0651,463.7129,444.6562,444.6562,400.1906,393.8383,381.1339,323.9638
False,2.0,Город федерального значения Санкт-Петербург,0,False,30000.0,125000.0,22768.7788,14292.5202,12208.1944,10203.2714,9468.7947,6014.7689,4784.0241,4387.0097,4009.846,3712.0851,3712.0851,3354.7721,2858.504,2203.4302,2143.878,1905.6694,1865.9679,1647.61,1588.0578,1488.8042,1468.9535,1449.1027,1389.5506,1389.5506,1250.5955,1230.7448,1191.0434,1012.3869
False,2.0,Брянская область,1,False,60000.0,75000.0,13661.2673,8575.5121,7324.9166,6121.9628,5681.2768,3608.8614,2870.4145,2632.2058,2405.9076,2227.2511,2227.2511,2012.8633,1715.1024,1322.0581,1286.3268,1143.4016,1119.5808,988.566,952.8347,893.2825,881.3721,869.4616,833.7303,833.7303,750.3573,738.4469,714.626,607.4321
False,2.0,Город федерального значения Москва,0,False,30000.0,97000.0,17668.5723,11090.9957,9473.5588,7917.7386,7347.7847,4667.4607,3712.4027,3404.3195,3111.6405,2880.5781,2880.5781,2603.3032,2218.1991,1709.8618,1663.6494,1478.7994,1447.9911,1278.5453,1232.3329,1155.3121,1139.9079,1124.5037,1078.2912,1078.2912,970.4621,955.058,924.2496,785.6122
False,2.0,Ростовская область,0,False,20000.0,95000.0,17304.2719,10862.3154,9278.2277,7754.4863,7196.2839,4571.2244,3635.8583,3334.1274,3047.4829,2821.1847,2821.1847,2549.6268,2172.4631,1674.607,1629.3473,1448.3087,1418.1356,1252.1836,1206.9239,1131.4912,1116.4046,1101.3181,1056.0584,1056.0584,950.4526,935.366,905.1929,769.414
False,2.0,Вологодская область,1,False,60000.0,97000.0,17668.5723,11090.9957,9473.5588,7917.7386,7347.7847,4667.4607,3712.4027,3404.3195,3111.6405,2880.5781,2880.5781,2603.3032,2218.1991,1709.8618,1663.6494,1478.7994,1447.9911,1278.5453,1232.3329,1155.3121,1139.9079,1124.5037,1078.2912,1078.2912,970.4621,955.058,924.2496,785.6122
False,2.0,Воронежская область,2,False,30000.0,104000.0,18943.6239,11891.3768,10157.2177,8489.1218,7878.0372,5004.2878,3980.3081,3649.9921,3336.1918,3088.4548,3088.4548,2791.1704,2378.2754,1833.2539,1783.7065,1585.5169,1552.4853,1370.8115,1321.2641,1238.6851,1222.1693,1205.6535,1156.1061,1156.1061,1040.4955,1023.9797,990.9481,842.3059
False,2.0,Курская область,2,False,60000.0,70000.0,12750.5161,8003.8113,6836.5889,5713.832,5302.525,3368.2706,2679.0535,2456.7254,2245.5137,2078.7677,2078.7677,1878.6724,1600.7623,1233.9209,1200.5717,1067.1748,1044.942,922.6616,889.3124,833.7303,822.6139,811.4975,778.1483,778.1483,700.3335,689.2171,666.9843,566.9366
False,2.0,Республика Татарстан,0,False,45000.0,90000.0,16393.5207,10290.6146,8789.9,7346.3554,6817.5322,4330.6336,3444.4974,3158.647,2887.0891,2672.7013,2672.7013,2415.4359,2058.1229,1586.4697,1543.5922,1372.0819,1343.4969,1186.2792,1143.4016,1071.939,1057.6465,1043.354,1000.4764,1000.4764,900.4288,886.1363,857.5512,728.9185
False,2.0,Волгоградская область,2,False,16242.0,84750.0,15437.232,9690.3287,8277.1558,6917.818,6419.8428,4078.0133,3243.5684,2974.3926,2718.6756,2516.7937,2516.7937,2274.5355,1938.0657,1493.9257,1453.5493,1292.0438,1265.1263,1117.0796,1076.7032,1009.4092,995.9505,982.4917,942.1153,942.1153,847.9038,834.445,807.5274,686.3983
False,2.0,Свердловская область,0,False,30000.0,115000.0,20947.2765,13149.1186,11231.5388,9387.0097,8711.2911,5533.5874,4401.3022,4036.0489,3689.0583,3415.1183,3415.1183,3086.3903,2629.8237,2027.1558,1972.3678,1753.2158,1716.6905,1515.8012,1461.0132,1369.6999,1351.4372,1333.1745,1278.3865,1278.3865,1150.5479,1132.2852,1095.7599,931.3959
False,2.0,Чувашская Республика,1,False,45000.0,83000.0,15118.4691,9490.2334,8106.2411,6774.9722,6287.2797,3993.8066,3176.592,2912.9744,2662.5377,2464.8245,2464.8245,2227.5687,1898.0467,1463.0777,1423.535,1265.3645,1239.0027,1094.013,1054.4704,988.566,975.3851,962.2042,922.6616,922.6616,830.3954,817.2145,790.8528,672.2249
False,2.0,Самарская область,0,False,30000.0,97000.0,17668.5723,11090.9957,9473.5588,7917.7386,7347.7847,4667.4607,3712.4027,3404.3195,3111.6405,2880.5781,2880.5781,2603.3032,2218.1991,1709.8618,1663.6494,1478.7994,1447.9911,1278.5453,1232.3329,1155.3121,1139.9079,1124.5037,1078.2912,1078.2912,970.4621,955.058,924.2496,785.6122
False,2.0,Ярославская область,1,False,30000.0,104000.0,18943.6239,11891.3768,10157.2177,8489.1218,7878.0372,5004.2878,3980.3081,3649.9921,3336.1918,3088.4548,3088.4548,2791.1704,2378.2754,1833.2539,1783.7065,1585.5169,1552.4853,1370.8115,1321.2641,1238.6851,1222.1693,1205.6535,1156.1061,1156.1061,1040.4955,1023.9797,990.9481,842.3059
False,2.0,Белгородская область,2,False,22475.0,104000.0,18943.6239,11891.3768,10157.2177,8489.1218,7878.0372,5004.2878,3980.3081,3649.9921,3336.1918,3088.4548,3088.4548,2791.1704,2378.2754,1833.2539,1783.7065,1585.5169,1552.4853,1370.8115,1321.2641,1238.6851,1222.1693,1205.6535,1156.1061,1156.1061,1040.4955,1023.9797,990.9481,842.3059
False,2.0,Удмуртская Республика,1,False,41500.0,90000.0,16393.5207,10290.6146,8789.9,7346.3554,6817.5322,4330.6336,3444.4974,3158.647,2887.0891,2672.7013,2672.7013,2415.4359,2058.1229,1586.4697,1543.5922,1372.0819,1343.4969,1186.2792,1143.4016,1071.939,1057.6465,1043.354,1000.4764,1000.4764,900.4288,886.1363,857.5512,728.9185
False,2.0,Тверская область,1,False,25000.0,115000.0,20947.2765,13149.1186,11231.5388,9387.0097,8711.2911,5533.5874,4401.3022,4036.0489,3689.0583,3415.1183,3415.1183,3086.3903,2629.8237,2027.1558,1972.3678,1753.2158,1716.6905,1515.8012,1461.0132,1369.6999,1351.4372,1333.1745,1278.3865,1278.3865,1150.5479,1132.2852,1095.7599,931.3959
False,2.0,Московская область,2,False,30000.0,90000.0,16393.5207,10290.6146,8789.9,7346.3554,6817.5322,4330.6336,3444.4974,3158.647,2887.0891,2672.7013,2672.7013,2415.4359,2058.1229,1586.4697,1543.5922,1372.0819,1343.4969,1186.2792,1143.4016,1071.939,1057.6465,1043.354,1000.4764,1000.4764,900.4288,886.1363,857.5512,728.9185
False,2.0,Республика Крым,1,False,45000.0,45000.0,8196.7604,5145.3073,4394.95,3673.1777,3408.7661,2165.3168,1722.2487,1579.3235,1443.5445,1336.3506,1336.3506,1207.718,1029.0615,793.2349,771.7961,686.041,671.7485,593.1396,571.7008,535.9695,528.8232,521.677,500.2382,500.2382,450.2144,443.0681,428.7756,364.4593
False,2.0,Алтайский край,2,False,22475.0,71500.0,13023.7415,8175.3216,6983.0872,5836.2712,5416.1505,3440.4478,2736.4618,2509.3695,2293.6319,2123.3127,2123.3127,1918.9296,1635.0643,1260.3621,1226.2982,1090.0429,1067.3337,942.4329,908.3691,851.596,840.2414,828.8868,794.8229,794.8229,715.3406,703.986,681.2768,579.0853
False,2.0,Краснодарский край,0,False,19600.0,73500.0,13388.0419,8404.0019,7178.4183,5999.5236,5567.6513,3536.6841,2813.0062,2579.5617,2357.7894,2182.7061,2182.7061,1972.606,1680.8004,1295.617,1260.6003,1120.5336,1097.1891,968.7947,933.778,875.4169,863.7446,852.0724,817.0557,817.0557,735.3502,723.6779,700.3335,595.2835
False,2.0,Ставропольский край,2,False,11280.0,84750.0,15437.232,9690.3287,8277.1558,6917.818,6419.8428,4078.0133,3243.5684,2974.3926,2718.6756,2516.7937,2516.7937,2274.5355,1938.0657,1493.9257,1453.5493,1292.0438,1265.1263,1117.0796,1076.7032,1009.4092,995.9505,982.4917,942.1153,942.1153,847.9038,834.445,807.5274,686.3983
False,2.0,Новосибирская область,0,False,20000.0,84750.0,15437.232,9690.3287,8277.1558,6917.818,6419.8428,4078.0133,3243.5684,2974.3926,2718.6756,2516.7937,2516.7937,2274.5355,1938.0657,1493.9257,1453.5493,1292.0438,1265.1263,1117.0796,1076.7032,1009.4092,995.9505,982.4917,942.1153,942.1153,847.9038,834.445,807.5274,686.3983
False,2.0,Иркутская область,1,False,20000.0,116000.0,21129.4267,13263.4588,11329.2044,9468.6359,8787.0414,5581.7056,4439.5744,4071.145,3721.137,3444.815,3444.815,3113.2285,2652.6918,2044.7832,1989.5188,1768.4612,1731.6182,1528.9821,1473.7176,1381.6103,1363.1888,1344.7673,1289.5029,1289.5029,1160.5526,1142.1312,1105.2882,939.495
False,2.0,Саратовская область,2,False,22475.0,95000.0,17304.2719,10862.3154,9278.2277,7754.4863,7196.2839,4571.2244,3635.8583,3334.1274,3047.4829,2821.1847,2821.1847,2549.6268,2172.4631,1674.607,1629.3473,1448.3087,1418.1356,1252.1836,1206.9239,1131.4912,1116.4046,1101.3181,1056.0584,1056.0584,950.4526,935.366,905.1929,769.414
False,2.0,Амурская область,1,False,52000.0,54500.0,9927.1875,6231.5388,5322.7727,4448.6263,4128.3945,2622.4393,2085.8345,1912.7362,1748.2928,1618.4691,1618.4691,1462.6806,1246.3078,960.6956,934.7308,830.8718,813.562,718.3579,692.3932,649.1186,640.4637,631.8088,605.8441,605.8441,545.2596,536.6047,519.2949,441.4007
False,2.0,Город федерального значения Севастополь,1,False,20570.0,73500.0,13388.0419,8404.0019,7178.4183,5999.5236,5567.6513,3536.6841,2813.0062,2579.5617,2357.7894,2182.7061,2182.7061,1972.606,1680.8004,1295.617,1260.6003,1120.5336,1097.1891,968.7947,933.778,875.4169,863.7446,852.0724,817.0557,817.0557,735.3502,723.6779,700.3335,595.2835
False,2.0,Красноярский край,1,False,30000.0,110000.0,20036.5253,12577.4178,10743.2111,8978.8788,8332.5393,5292.9967,4209.9412,3860.5685,3528.6644,3266.6349,3266.6349,2952.1995,2515.4836,1939.0186,1886.6127,1676.989,1642.0518,1449.8968,1397.4909,1310.1477,1292.6791,1275.2104,1222.8045,1222.8045,1100.5241,1083.0554,1048.1182,890.9004
False,2.0,Республика Марий Эл,1,False,22475.0,71500.0,13023.7415,8175.3216,6983.0872,5836.2712,5416.1505,3440.4478,2736.4618,2509.3695,2293.6319,2123.3127,2123.3127,1918.9296,1635.0643,1260.3621,1226.2982,1090.0429,1067.3337,942.4329,908.3691,851.596,840.2414,828.8868,794.8229,794.8229,715.3406,703.986,681.2768,579.0853
False,2.0,Хабаровский край,1,False,20000.0,83000.0,15118.4691,9490.2334,8106.2411,6774.9722,6287.2797,3993.8066,3176.592,2912.9744,2662.5377,2464.8245,2464.8245,2227.5687,1898.0467,1463.0777,1423.535,1265.3645,1239.0027,1094.013,1054.4704,988.566,975.3851,962.2042,922.6616,922.6616,830.3954,817.2145,790.8528,672.2249
False,2.0,Сахалинская область,1,False,22475.0,54500.0,9927.1875,6231.5388,5322.7727,4448.6263,4128.3945,2622.4393,2085.8345,1912.7362,1748.2928,1618.4691,1618.4691,1462.6806,1246.3078,960.6956,934.7308,830.8718,813.562,718.3579,692.3932,649.1186,640.4637,631.8088,605.8441,605.8441,545.2596,536.6047,519.2949,441.4007
False,2.0,Республика Хакасия,1,False,50000.0,50000.0,9107.5115,5717.0081,4883.2778,4081.3086,3787.5179,2405.9076,1913.6097,1754.8039,1603.9384,1484.834,1484.834,1341.9088,1143.4016,881.3721,857.5512,762.2677,746.3872,659.044,635.2231,595.5217,587.5814,579.6411,555.8202,555.8202,500.2382,492.2979,476.4173,404.9547
False,2.0,Пермский край,1,False,30000.0,100000.0,18215.023,11434.0162,9766.5555,8162.6171,7575.0357,4811.8152,3827.2193,3509.6077,3207.8768,2969.6681,2969.6681,2683.8177,2286.8032,1762.7442,1715.1024,1524.5355,1492.7743,1318.088,1270.4462,1191.0434,1175.1628,1159.2822,1111.6405,1111.6405,1000.4764,984.5958,952.8347,809.9095
False,2.0,Ульяновская область,1,False,30000.0,97000.0,17668.5723,11090.9957,9473.5588,7917.7386,7347.7847,4667.4607,3712.4027,3404.3195,3111.6405,2880.5781,2880.5781,2603.3032,2218.1991,1709.8618,1663.6494,1478.7994,1447.9911,1278.5453,1232.3329,1155.3121,1139.9079,1124.5037,1078.2912,1078.2912,970.4621,955.058,924.2496,785.6122
False,2.0,Липецкая область,1,False,47000.0,97000.0,17668.5723,11090.9957,9473.5588,7917.7386,7347.7847,4667.4607,3712.4027,3404.3195,3111.6405,2880.5781,2880.5781,2603.3032,2218.1991,1709.8618,1663.6494,1478.7994,1447.9911,1278.5453,1232.3329,1155.3121,1139.9079,1124.5037,1078.2912,1078.2912,970.4621,955.058,924.2496,785.6122
False,2.0,Псковская область,1,False,60000.0,74000.0,13479.117,8461.172,7227.2511,6040.3367,5605.5264,3560.7432,2832.1423,2597.1097,2373.8288,2197.5544,2197.5544,1986.0251,1692.2344,1304.4307,1269.1758,1128.1563,1104.653,975.3851,940.1302,881.3721,869.6205,857.8688,822.6139,822.6139,740.3525,728.6009,705.0977,599.333
False,2.0,Республика Башкортостан,0,False,30000.0,104000.0,18943.6239,11891.3768,10157.2177,8489.1218,7878.0372,5004.2878,3980.3081,3649.9921,3336.1918,3088.4548,3088.4548,2791.1704,2378.2754,1833.2539,1783.7065,1585.5169,1552.4853,1370.8115,1321.2641,1238.6851,1222.1693,1205.6535,1156.1061,1156.1061,1040.4955,1023.9797,990.9481,842.3059
False,2.0,Челябинская область,0,False,23000.0,130000.0,23679.5299,14864.2211,12696.5222,10611.4023,9847.5465,6255.3597,4975.3851,4562.4901,4170.2398,3860.5685,3860.5685,3488.963,2972.8442,2291.5674,2229.6332,1981.8961,1940.6066,1713.5144,1651.5801,1548.3564,1527.7116,1507.0669,1445.1326,1445.1326,1300.6193,1279.9746,1238.6851,1052.8823
False,2.0,Республика Мордовия,1,False,60000.0,74000.0,13479.117,8461.172,7227.2511,6040.3367,5605.5264,3560.7432,2832.1423,2597.1097,2373.8288,2197.5544,2197.5544,1986.0251,1692.2344,1304.4307,1269.1758,1128.1563,1104.653,975.3851,940.1302,881.3721,869.6205,857.8688,822.6139,822.6139,740.3525,728.6009,705.0977,599.333
False,2.0,Оренбургская область,2,False,30000.0,97000.0,17668.5723,11090.9957,9473.5588,7917.7386,7347.7847,4667.4607,3712.4027,3404.3195,3111.6405,2880.5781,2880.5781,2603.3032,2218.1991,1709.8618,1663.6494,1478.7994,1447.9911,1278.5453,1232.3329,1155.3121,1139.9079,1124.5037,1078.2912,1078.2912,970.4621,955.058,924.2496,785.6122
False,2.0,Кировская область,1,False,45000.0,74000.0,13479.117,8461.172,7227.2511,6040.3367,5605.5264,3560.7432,2832.1423,2597.1097,2373.8288,2197.5544,2197.5544,1986.0251,1692.2344,1304.4307,1269.1758,1128.1563,1104.653,975.3851,940.1302,881.3721,869.6205,857.8688,822.6139,822.6139,740.3525,728.6009,705.0977,599.333
False,2.0,Тамбовская область,2,False,58000.0,70000.0,12750.5161,8003.8113,6836.5889,5713.832,5302.525,3368.2706,2679.0535,2456.7254,2245.5137,2078.7677,2078.7677,1878.6724,1600.7623,1233.9209,1200.5717,1067.1748,1044.942,922.6616,889.3124,833.7303,822.6139,811.4975,778.1483,778.1483,700.3335,689.2171,666.9843,566.9366
False,2.0,Калужская область,1,False,30000.0,80000.0,14572.0184,9147.213,7813.2444,6530.0937,6060.0286,3849.4521,3061.7754,2807.6862,2566.3014,2375.7345,2375.7345,2147.0542,1829.4426,1410.1953,1372.0819,1219.6284,1194.2195,1054.4704,1016.357,952.8347,940.1302,927.4258,889.3124,889.3124,800.3811,787.6767,762.2677,647.9276
False,2.0,Тульская область,1,False,30000.0,100000.0,18215.023,11434.0162,9766.5555,8162.6171,7575.0357,4811.8152,3827.2193,3509.6077,3207.8768,2969.6681,2969.6681,2683.8177,2286.8032,1762.7442,1715.1024,1524.5355,1492.7743,1318.088,1270.4462,1191.0434,1175.1628,1159.2822,1111.6405,1111.6405,1000.4764,984.5958,952.8347,809.9095
False,2.0,Пензенская область,1,False,30000.0,74000.0,13479.117,8461.172,7227.2511,6040.3367,5605.5264,3560.7432,2832.1423,2597.1097,2373.8288,2197.5544,2197.5544,1986.0251,1692.2344,1304.4307,1269.1758,1128.1563,1104.653,975.3851,940.1302,881.3721,869.6205,857.8688,822.6139,822.6139,740.3525,728.6009,705.0977,599.333
False,2.0,Республика Карелия,1,False,68000.0,97000.0,17668.5723,11090.9957,9473.5588,7917.7386,7347.7847,4667.4607,3712.4027,3404.3195,3111.6405,2880.5781,2880.5781,2603.3032,2218.1991,1709.8618,1663.6494,1478.7994,1447.9911,1278.5453,1232.3329,1155.3121,1139.9079,1124.5037,1078.2912,1078.2912,970.4621,955.058,924.2496,785.6122
False,2.0,Рязанская область,1,False,45000.0,74000.0,13479.117,8461.172,7227.2511,6040.3367,5605.5264,3560.7432,2832.1423,2597.1097,2373.8288,2197.5544,2197.5544,1986.0251,1692.2344,1304.4307,1269.1758,1128.1563,1104.653,975.3851,940.1302,881.3721,869.6205,857.8688,822.6139,822.6139,740.3525,728.6009,705.0977,599.333
False,2.0,Ивановская область,1,False,47000.0,74000.0,13479.117,8461.172,7227.2511,6040.3367,5605.5264,3560.7432,2832.1423,2597.1097,2373.8288,2197.5544,2197.5544,1986.0251,1692.2344,1304.4307,1269.1758,1128.1563,1104.653,975.3851,940.1302,881.3721,869.6205,857.8688,822.6139,822.6139,740.3525,728.6009,705.0977,599.333
False,2.0,Омская область,1,False,30000.0,228000.0,41530.2525,26069.5569,22267.7465,18610.767,17271.0815,10970.9385,8726.06,8001.9057,7313.959,6770.8433,6770.8433,6119.1043,5213.9114,4019.0567,3910.4335,3475.9409,3403.5255,3005.2406,2896.6174,2715.5788,2679.3711,2643.1634,2534.5403,2534.5403,2281.0862,2244.8785,2172.4631,1846.5936
False,2.0,Тюменская область,1,False,30000.0,130000.0,23679.5299,14864.2211,12696.5222,10611.4023,9847.5465,6255.3597,4975.3851,4562.4901,4170.2398,3860.5685,3860.5685,3488.963,2972.8442,2291.5674,2229.6332,1981.8961,1940.6066,1713.5144,1651.5801,1548.3564,1527.7116,1507.0669,1445.1326,1445.1326,1300.6193,1279.9746,1238.6851,1052.8823
False,2.0,Владимирская область,1,False,27000.0,80000.0,14572.0184,9147.213,7813.2444,6530.0937,6060.0286,3849.4521,3061.7754,2807.6862,2566.3014,2375.7345,2375.7345,2147.0542,1829.4426,1410.1953,1372.0819,1219.6284,1194.2195,1054.4704,1016.357,952.8347,940.1302,927.4258,889.3124,889.3124,800.3811,787.6767,762.2677,647.9276
False,2.0,Ленинградская область,1,False,30000.0,80000.0,14572.0184,9147.213,7813.2444,6530.0937,6060.0286,3849.4521,3061.7754,2807.6862,2566.3014,2375.7345,2375.7345,2147.0542,1829.4426,1410.1953,1372.0819,1219.6284,1194.2195,1054.4704,1016.357,952.8347,940.1302,927.4258,889.3124,889.3124,800.3811,787.6767,762.2677,647.9276
False,2.0,Костромская область,1,False,68000.0,97000.0,17668.5723,11090.9957,9473.5588,7917.7386,7347.7847,4667.4607,3712.4027,3404.3195,3111.6405,2880.5781,2880.5781,2603.3032,2218.1991,1709.8618,1663.6494,1478.7994,1447.9911,1278.5453,1232.3329,1155.3121,1139.9079,1124.5037,1078.2912,1078.2912,970.4621,955.058,924.2496,785.6122
False,2.0,Нижегородская область,0,False,30000.0,97000.0,17668.5723,11090.9957,9473.5588,7917.7386,7347.7847,4667.4607,3712.4027,3404.3195,3111.6405,2880.5781,2880.5781,2603.3032,2218.1991,1709.8618,1663.6494,1478.7994,1447.9911,1278.5453,1232.3329,1155.3121,1139.9079,1124.5037,1078.2912,1078.2912,970.4621,955.058,924.2496,785.6122
False,2.0,Калининградская область,1,False,30000.0,85000.0,15482.7696,9718.9138,8301.5722,6938.2246,6438.7804,4090.0429,3253.1364,2983.1666,2726.6953,2524.2179,2524.2179,2281.245,1943.7828,1498.3325,1457.8371,1295.8552,1268.8582,1120.3748,1079.8793,1012.3869,998.8884,985.3899,944.8944,944.8944,850.405,836.9065,809.9095,688.4231
False,2.0,Мурманская область,1,False,60000.0,97000.0,17668.5723,11090.9957,9473.5588,7917.7386,7347.7847,4667.4607,3712.4027,3404.3195,3111.6405,2880.5781,2880.5781,2603.3032,2218.1991,1709.8618,1663.6494,1478.7994,1447.9911,1278.5453,1232.3329,1155.3121,1139.9079,1124.5037,1078.2912,1078.2912,970.4621,955.058,924.2496,785.6122
False,2.0,Томская область,1,False,74000.0,85000.0,15482.7696,9718.9138,8301.5722,6938.2246,6438.7804,4090.0429,3253.1364,2983.1666,2726.6953,2524.2179,2524.2179,2281.245,1943.7828,1498.3325,1457.8371,1295.8552,1268.8582,1120.3748,1079.8793,1012.3869,998.8884,985.3899,944.8944,944.8944,850.405,836.9065,809.9095,688.4231
False,2.0,Республика Саха (Якутия),1,False,30000.0,45000.0,8196.7604,5145.3073,4394.95,3673.1777,3408.7661,2165.3168,1722.2487,1579.3235,1443.5445,1336.3506,1336.3506,1207.718,1029.0615,793.2349,771.7961,686.041,671.7485,593.1396,571.7008,535.9695,528.8232,521.677,500.2382,500.2382,450.2144,443.0681,428.7756,364.4593
False,2.0,Ханты-Мансийский автономный округ — Югра,1,False,60000.0,60000.0,10929.0138,6860.4097,5859.9333,4897.5703,4545.0214,2887.0891,2296.3316,2105.7646,1924.7261,1781.8009,1781.8009,1610.2906,1372.0819,1057.6465,1029.0615,914.7213,895.6646,790.8528,762.2677,714.626,705.0977,695.5693,666.9843,666.9843,600.2859,590.7575,571.7008,485.9457
False,2.0,Смоленская область,1,False,30000.0,85000.0,15482.7696,9718.9138,8301.5722,6938.2246,6438.7804,4090.0429,3253.1364,2983.1666,2726.6953,2524.2179,2524.2179,2281.245,1943.7828,1498.3325,1457.8371,1295.8552,1268.8582,1120.3748,1079.8793,1012.3869,998.8884,985.3899,944.8944,944.8944,850.405,836.9065,809.9095,688.4231
False,2.0,Орловская область,1,False,30000.0,74000.0,13479.117,8461.172,7227.2511,6040.3367,5605.5264,3560.7432,2832.1423,2597.1097,2373.8288,2197.5544,2197.5544,1986.0251,1692.2344,1304.4307,1269.1758,1128.1563,1104.653,975.3851,940.1302,881.3721,869.6205,857.8688,822.6139,822.6139,740.3525,728.6009,705.0977,599.333
