is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,"Ответственность , добросовестность (СК) (614_4)",Дисциплинированность (СК) (593_4),Ассистирование (4464_14),Аккуратность (СК) (575_4),Консультирование по вопросам лечения животных (4244_14),Командность (СК) (1371_4),Проведение хирургических операций (4557_14),Пунктуальность (СК) (612_4),"Саморазвитие, обучаемость (СК) (604_4)","Личные установки и ценности, мировоззрение (2043_4)",Коммуникабельность (СК) (617_4),Использование диагностического оборудования: рентген (4554_14),Помощь врачу на приеме (4400_14),Соблюдение правил внутреннего распорядка и режима работы (4476_14),Поддержание чистоты в помещениях ветеринарной клиники (142_14),Оказание платных ветеринарных услуг (4470_14),Принципы лечения и профилактики болезней (4254_14),Методы лечения животных (4352_14),Стрессоустойчивость (СК) (601_4),Подготовка и проведение профилактических ветеринарно-санитарных и оздоровительных мероприятий (4357_14),Осмотр животных и диагностивание болезней (4248_14),Повышение продуктивности скота и птицы (4490_14),Осуществлять исследование причин возникновения процессов протекания болезней животных (4474_14),Склонность к здоровому образу жизни (СК) (1662_4),Контроль процессов (6210_14),Клинические обследования животных (4936_14),Проведение профилактических мероприятий по предупреждению заболеваний животных и падежа (4253_14),Организация и проведение ветеринарных мероприятий (4359_14),Продажа ветеринарных препаратов (4489_14),"Контроль, проверка лечения пациентов (5974_14)",Лечение скота и птицы (4350_14),Вакцинация животных (4396_14),Проведение диагностических исследований (4354_14),Умение работать с клиентами (4722_14),проведение противоэпизоотических мероприятий (4459_14)
False,0.0,Нижегородская область,0,False,12000.0,50000.0,6122.0226,3834.0995,3196.8241,3134.1412,2058.0861,1922.2733,1870.0376,1702.8834,1661.0949,1650.6477,1399.9164,1389.4693,1379.0221,1316.3393,1274.5508,1222.3151,1201.4208,1201.4208,1149.1851,1055.1609,971.5838,908.901,793.9824,762.641,762.641,741.7468,689.5111,647.7225,626.8282,585.0397,574.5926,564.1454,553.6983,543.2511,532.804
False,0.0,Нижегородская область,0,True,18000.0,34000.0,4162.9753,2607.1876,2173.8404,2131.216,1399.4985,1307.1458,1271.6256,1157.9607,1129.5445,1122.4405,951.9432,944.8391,937.7351,895.1107,866.6945,831.1743,816.9662,816.9662,781.4459,717.5094,660.677,618.0527,539.9081,518.5959,518.5959,504.3878,468.8675,440.4513,426.2432,397.827,390.7229,383.6189,376.5148,369.4108,362.3067
False,0.0,Краснодарский край,0,False,12000.0,58000.0,7101.5462,4447.5554,3708.3159,3635.6038,2387.3799,2229.837,2169.2436,1975.3448,1926.87,1914.7514,1623.9031,1611.7844,1599.6657,1526.9536,1478.4789,1417.8855,1393.6481,1393.6481,1333.0547,1223.9866,1127.0372,1054.3251,921.0196,884.6636,884.6636,860.4262,799.8328,751.3581,727.1208,678.6461,666.5274,654.4087,642.29,630.1713,618.0527
False,0.0,Краснодарский край,0,True,15000.0,34000.0,4162.9753,2607.1876,2173.8404,2131.216,1399.4985,1307.1458,1271.6256,1157.9607,1129.5445,1122.4405,951.9432,944.8391,937.7351,895.1107,866.6945,831.1743,816.9662,816.9662,781.4459,717.5094,660.677,618.0527,539.9081,518.5959,518.5959,504.3878,468.8675,440.4513,426.2432,397.827,390.7229,383.6189,376.5148,369.4108,362.3067
False,0.0,Московская область,2,False,15930.0,55000.0,6734.2248,4217.5094,3516.5065,3447.5554,2263.8947,2114.5006,2057.0414,1873.1718,1827.2043,1815.7125,1539.9081,1528.4162,1516.9244,1447.9733,1402.0059,1344.5466,1321.5629,1321.5629,1264.1036,1160.677,1068.7422,999.7911,873.3807,838.9051,838.9051,815.9214,758.4622,712.4948,689.5111,643.5437,632.0518,620.56,609.0681,597.5763,586.0844
False,0.0,Московская область,2,True,20000.0,40000.0,4897.6181,3067.2796,2557.4593,2507.313,1646.4689,1537.8186,1496.0301,1362.3067,1328.8759,1320.5182,1119.9331,1111.5754,1103.2177,1053.0715,1019.6406,977.8521,961.1366,961.1366,919.3481,844.1287,777.267,727.1208,635.186,610.1128,610.1128,593.3974,551.6089,518.178,501.4626,468.0318,459.674,451.3163,442.9586,434.6009,426.2432
False,0.0,Самарская область,0,False,12000.0,60000.0,7346.4271,4600.9193,3836.1889,3760.9695,2469.7033,2306.728,2244.0451,2043.4601,1993.3138,1980.7773,1679.8997,1667.3631,1654.8266,1579.6072,1529.4609,1466.7781,1441.705,1441.705,1379.0221,1266.1931,1165.9005,1090.6812,952.7789,915.1692,915.1692,890.0961,827.4133,777.267,752.1939,702.0476,689.5111,676.9745,664.4379,651.9014,639.3648
False,0.0,Самарская область,0,True,20000.0,20000.0,2448.809,1533.6398,1278.7296,1253.6565,823.2344,768.9093,748.015,681.1534,664.4379,660.2591,559.9666,555.7877,551.6089,526.5357,509.8203,488.926,480.5683,480.5683,459.674,422.0644,388.6335,363.5604,317.593,305.0564,305.0564,296.6987,275.8044,259.089,250.7313,234.0159,229.837,225.6582,221.4793,217.3005,213.1216
False,0.0,Республика Татарстан,0,False,12000.0,90000.0,11019.6406,6901.379,5754.2833,5641.4542,3704.555,3460.0919,3366.0677,3065.1901,2989.9707,2971.1659,2519.8496,2501.0447,2482.2399,2369.4108,2294.1914,2200.1672,2162.5575,2162.5575,2068.5332,1899.2896,1748.8508,1636.0217,1429.1684,1372.7539,1372.7539,1335.1442,1241.1199,1165.9005,1128.2908,1053.0715,1034.2666,1015.4618,996.6569,977.8521,959.0472
False,0.0,Республика Татарстан,0,True,15000.0,40000.0,4897.6181,3067.2796,2557.4593,2507.313,1646.4689,1537.8186,1496.0301,1362.3067,1328.8759,1320.5182,1119.9331,1111.5754,1103.2177,1053.0715,1019.6406,977.8521,961.1366,961.1366,919.3481,844.1287,777.267,727.1208,635.186,610.1128,610.1128,593.3974,551.6089,518.178,501.4626,468.0318,459.674,451.3163,442.9586,434.6009,426.2432
False,0.0,Челябинская область,0,False,15000.0,90000.0,11019.6406,6901.379,5754.2833,5641.4542,3704.555,3460.0919,3366.0677,3065.1901,2989.9707,2971.1659,2519.8496,2501.0447,2482.2399,2369.4108,2294.1914,2200.1672,2162.5575,2162.5575,2068.5332,1899.2896,1748.8508,1636.0217,1429.1684,1372.7539,1372.7539,1335.1442,1241.1199,1165.9005,1128.2908,1053.0715,1034.2666,1015.4618,996.6569,977.8521,959.0472
False,0.0,Новосибирская область,0,False,12000.0,90000.0,11019.6406,6901.379,5754.2833,5641.4542,3704.555,3460.0919,3366.0677,3065.1901,2989.9707,2971.1659,2519.8496,2501.0447,2482.2399,2369.4108,2294.1914,2200.1672,2162.5575,2162.5575,2068.5332,1899.2896,1748.8508,1636.0217,1429.1684,1372.7539,1372.7539,1335.1442,1241.1199,1165.9005,1128.2908,1053.0715,1034.2666,1015.4618,996.6569,977.8521,959.0472
False,0.0,Новосибирская область,0,True,20000.0,27000.0,3305.8922,2070.4137,1726.285,1692.4363,1111.3665,1038.0276,1009.8203,919.557,896.9912,891.3498,755.9549,750.3134,744.672,710.8232,688.2574,660.0501,648.7672,648.7672,620.56,569.7869,524.6552,490.8065,428.7505,411.8262,411.8262,400.5433,372.336,349.7702,338.4873,315.9214,310.28,304.6385,298.9971,293.3556,287.7142
False,0.0,Ростовская область,0,False,15000.0,62400.0,7640.2842,4784.9561,3989.6364,3911.4083,2568.4914,2398.9971,2333.8069,2125.1985,2073.0464,2060.0084,1747.0957,1734.0577,1721.0196,1642.7915,1590.6394,1525.4492,1499.3732,1499.3732,1434.183,1316.8408,1212.5366,1134.3084,990.8901,951.776,951.776,925.7,860.5098,808.3577,782.2817,730.1295,717.0915,704.0535,691.0155,677.9774,664.9394
False,0.0,Приморский край,1,False,20000.0,48000.0,5877.1417,3680.7355,3068.9511,3008.7756,1975.7626,1845.3824,1795.2361,1634.7681,1594.6511,1584.6218,1343.9198,1333.8905,1323.8613,1263.6858,1223.5687,1173.4225,1153.364,1153.364,1103.2177,1012.9545,932.7204,872.5449,762.2232,732.1354,732.1354,712.0769,661.9306,621.8136,601.7551,561.6381,551.6089,541.5796,531.5504,521.5211,511.4919
False,0.0,Иркутская область,1,False,15000.0,60000.0,7346.4271,4600.9193,3836.1889,3760.9695,2469.7033,2306.728,2244.0451,2043.4601,1993.3138,1980.7773,1679.8997,1667.3631,1654.8266,1579.6072,1529.4609,1466.7781,1441.705,1441.705,1379.0221,1266.1931,1165.9005,1090.6812,952.7789,915.1692,915.1692,890.0961,827.4133,777.267,752.1939,702.0476,689.5111,676.9745,664.4379,651.9014,639.3648
False,0.0,Свердловская область,0,False,12000.0,65000.0,7958.6293,4984.3293,4155.8713,4074.3836,2675.5119,2498.9553,2431.0489,2213.7484,2159.4233,2145.842,1819.8913,1806.3101,1792.7288,1711.2411,1656.916,1589.0096,1561.8471,1561.8471,1493.9407,1371.7092,1263.0589,1181.5712,1032.1772,991.4333,991.4333,964.2708,896.3644,842.0393,814.8767,760.5516,746.9703,733.3891,719.8078,706.2265,692.6452
False,0.0,Свердловская область,0,True,20000.0,20000.0,2448.809,1533.6398,1278.7296,1253.6565,823.2344,768.9093,748.015,681.1534,664.4379,660.2591,559.9666,555.7877,551.6089,526.5357,509.8203,488.926,480.5683,480.5683,459.674,422.0644,388.6335,363.5604,317.593,305.0564,305.0564,296.6987,275.8044,259.089,250.7313,234.0159,229.837,225.6582,221.4793,217.3005,213.1216
False,0.0,Калининградская область,1,False,15500.0,60000.0,7346.4271,4600.9193,3836.1889,3760.9695,2469.7033,2306.728,2244.0451,2043.4601,1993.3138,1980.7773,1679.8997,1667.3631,1654.8266,1579.6072,1529.4609,1466.7781,1441.705,1441.705,1379.0221,1266.1931,1165.9005,1090.6812,952.7789,915.1692,915.1692,890.0961,827.4133,777.267,752.1939,702.0476,689.5111,676.9745,664.4379,651.9014,639.3648
False,0.0,Ленинградская область,1,False,15930.0,50000.0,6122.0226,3834.0995,3196.8241,3134.1412,2058.0861,1922.2733,1870.0376,1702.8834,1661.0949,1650.6477,1399.9164,1389.4693,1379.0221,1316.3393,1274.5508,1222.3151,1201.4208,1201.4208,1149.1851,1055.1609,971.5838,908.901,793.9824,762.641,762.641,741.7468,689.5111,647.7225,626.8282,585.0397,574.5926,564.1454,553.6983,543.2511,532.804
False,0.0,Ленинградская область,1,True,25000.0,25000.0,3061.0113,1917.0497,1598.412,1567.0706,1029.043,961.1366,935.0188,851.4417,830.5474,825.3239,699.9582,694.7346,689.5111,658.1697,637.2754,611.1575,600.7104,600.7104,574.5926,527.5804,485.7919,454.4505,396.9912,381.3205,381.3205,370.8734,344.7555,323.8613,313.4141,292.5198,287.2963,282.0727,276.8491,271.6256,266.402
False,0.0,Курганская область,1,False,12000.0,40000.0,4897.6181,3067.2796,2557.4593,2507.313,1646.4689,1537.8186,1496.0301,1362.3067,1328.8759,1320.5182,1119.9331,1111.5754,1103.2177,1053.0715,1019.6406,977.8521,961.1366,961.1366,919.3481,844.1287,777.267,727.1208,635.186,610.1128,610.1128,593.3974,551.6089,518.178,501.4626,468.0318,459.674,451.3163,442.9586,434.6009,426.2432
False,0.0,Пермский край,1,False,15000.0,65000.0,7958.6293,4984.3293,4155.8713,4074.3836,2675.5119,2498.9553,2431.0489,2213.7484,2159.4233,2145.842,1819.8913,1806.3101,1792.7288,1711.2411,1656.916,1589.0096,1561.8471,1561.8471,1493.9407,1371.7092,1263.0589,1181.5712,1032.1772,991.4333,991.4333,964.2708,896.3644,842.0393,814.8767,760.5516,746.9703,733.3891,719.8078,706.2265,692.6452
False,0.0,Пермский край,1,True,18000.0,24000.0,2938.5708,1840.3677,1534.4756,1504.3878,987.8813,922.6912,897.6181,817.384,797.3255,792.3109,671.9599,666.9453,661.9306,631.8429,611.7844,586.7112,576.682,576.682,551.6089,506.4772,466.3602,436.2725,381.1116,366.0677,366.0677,356.0384,330.9653,310.9068,300.8776,280.8191,275.8044,270.7898,265.7752,260.7606,255.7459
False,0.0,Новгородская область,1,False,15930.0,50000.0,6122.0226,3834.0995,3196.8241,3134.1412,2058.0861,1922.2733,1870.0376,1702.8834,1661.0949,1650.6477,1399.9164,1389.4693,1379.0221,1316.3393,1274.5508,1222.3151,1201.4208,1201.4208,1149.1851,1055.1609,971.5838,908.901,793.9824,762.641,762.641,741.7468,689.5111,647.7225,626.8282,585.0397,574.5926,564.1454,553.6983,543.2511,532.804
False,0.0,Белгородская область,2,False,15930.0,100000.0,12244.0451,7668.1989,6393.6481,6268.2825,4116.1722,3844.5466,3740.0752,3405.7668,3322.1897,3301.2954,2799.8328,2778.9386,2758.0443,2632.6786,2549.1015,2444.6302,2402.8416,2402.8416,2298.3702,2110.3218,1943.1676,1817.8019,1587.9649,1525.2821,1525.2821,1483.4935,1379.0221,1295.445,1253.6565,1170.0794,1149.1851,1128.2908,1107.3966,1086.5023,1065.608
False,0.0,Липецкая область,1,False,15000.0,68545.0,8392.6807,5256.1669,4382.5261,4296.5942,2821.4302,2635.2445,2563.6346,2334.4829,2277.1949,2262.873,1919.1454,1904.8234,1890.5015,1804.5696,1747.2817,1675.6718,1647.0278,1647.0278,1575.4179,1446.5201,1331.9442,1246.0123,1088.4705,1045.5046,1045.5046,1016.8606,945.2507,887.9628,859.3188,802.0309,787.7089,773.387,759.065,744.743,730.421
False,0.0,Омская область,1,False,12000.0,90000.0,11019.6406,6901.379,5754.2833,5641.4542,3704.555,3460.0919,3366.0677,3065.1901,2989.9707,2971.1659,2519.8496,2501.0447,2482.2399,2369.4108,2294.1914,2200.1672,2162.5575,2162.5575,2068.5332,1899.2896,1748.8508,1636.0217,1429.1684,1372.7539,1372.7539,1335.1442,1241.1199,1165.9005,1128.2908,1053.0715,1034.2666,1015.4618,996.6569,977.8521,959.0472
False,0.0,Республика Мордовия,1,False,12000.0,50000.0,6122.0226,3834.0995,3196.8241,3134.1412,2058.0861,1922.2733,1870.0376,1702.8834,1661.0949,1650.6477,1399.9164,1389.4693,1379.0221,1316.3393,1274.5508,1222.3151,1201.4208,1201.4208,1149.1851,1055.1609,971.5838,908.901,793.9824,762.641,762.641,741.7468,689.5111,647.7225,626.8282,585.0397,574.5926,564.1454,553.6983,543.2511,532.804
False,0.0,Орловская область,1,False,15930.0,69000.0,8448.3911,5291.0573,4411.6172,4325.1149,2840.1588,2652.7372,2580.6519,2349.9791,2292.3109,2277.8939,1931.8847,1917.4676,1903.0506,1816.5483,1758.8801,1686.7948,1657.9607,1657.9607,1585.8755,1456.122,1340.7856,1254.2833,1095.6958,1052.4446,1052.4446,1023.6105,951.5253,893.8571,865.023,807.3548,792.9377,778.5207,764.1036,749.6866,735.2695
False,0.0,Владимирская область,1,False,12000.0,70000.0,8570.8316,5367.7392,4475.5537,4387.7977,2881.3205,2691.1826,2618.0527,2384.0368,2325.5328,2310.9068,1959.883,1945.257,1930.631,1842.8751,1784.3711,1711.2411,1681.9891,1681.9891,1608.8592,1477.2252,1360.2173,1272.4613,1111.5754,1067.6975,1067.6975,1038.4455,965.3155,906.8115,877.5595,819.0556,804.4296,789.8036,775.1776,760.5516,745.9256
False,0.0,Вологодская область,1,False,12000.0,50000.0,6122.0226,3834.0995,3196.8241,3134.1412,2058.0861,1922.2733,1870.0376,1702.8834,1661.0949,1650.6477,1399.9164,1389.4693,1379.0221,1316.3393,1274.5508,1222.3151,1201.4208,1201.4208,1149.1851,1055.1609,971.5838,908.901,793.9824,762.641,762.641,741.7468,689.5111,647.7225,626.8282,585.0397,574.5926,564.1454,553.6983,543.2511,532.804
False,0.0,Пензенская область,1,False,15930.0,54000.0,6611.7844,4140.8274,3452.57,3384.8725,2222.733,2076.0552,2019.6406,1839.1141,1793.9824,1782.6995,1511.9097,1500.6268,1489.3439,1421.6465,1376.5148,1320.1003,1297.5345,1297.5345,1241.1199,1139.5738,1049.3105,981.613,857.501,823.6523,823.6523,801.0865,744.672,699.5403,676.9745,631.8429,620.56,609.2771,597.9941,586.7112,575.4283
False,0.0,Пензенская область,1,True,30000.0,30000.0,3673.2135,2300.4597,1918.0944,1880.4847,1234.8517,1153.364,1122.0226,1021.73,996.6569,990.3886,839.9499,833.6816,827.4133,789.8036,764.7305,733.3891,720.8525,720.8525,689.5111,633.0965,582.9503,545.3406,476.3895,457.5846,457.5846,445.0481,413.7066,388.6335,376.0969,351.0238,344.7555,338.4873,332.219,325.9507,319.6824
False,0.0,Ярославская область,1,False,12000.0,68400.0,8374.9269,5245.0481,4373.2553,4287.5052,2815.4618,2629.6699,2558.2115,2329.5445,2272.3778,2258.0861,1915.0857,1900.794,1886.5023,1800.7522,1743.5855,1672.127,1643.5437,1643.5437,1572.0852,1443.4601,1329.1266,1243.3765,1086.168,1043.2929,1043.2929,1014.7096,943.2511,886.0844,857.501,800.3343,786.0426,771.7509,757.4593,743.1676,728.8759
False,0.0,Курская область,2,False,15000.0,69000.0,8448.3911,5291.0573,4411.6172,4325.1149,2840.1588,2652.7372,2580.6519,2349.9791,2292.3109,2277.8939,1931.8847,1917.4676,1903.0506,1816.5483,1758.8801,1686.7948,1657.9607,1657.9607,1585.8755,1456.122,1340.7856,1254.2833,1095.6958,1052.4446,1052.4446,1023.6105,951.5253,893.8571,865.023,807.3548,792.9377,778.5207,764.1036,749.6866,735.2695
False,0.0,Псковская область,1,False,12000.0,50000.0,6122.0226,3834.0995,3196.8241,3134.1412,2058.0861,1922.2733,1870.0376,1702.8834,1661.0949,1650.6477,1399.9164,1389.4693,1379.0221,1316.3393,1274.5508,1222.3151,1201.4208,1201.4208,1149.1851,1055.1609,971.5838,908.901,793.9824,762.641,762.641,741.7468,689.5111,647.7225,626.8282,585.0397,574.5926,564.1454,553.6983,543.2511,532.804
False,0.0,Тамбовская область,2,False,18856.5,68400.0,8374.9269,5245.0481,4373.2553,4287.5052,2815.4618,2629.6699,2558.2115,2329.5445,2272.3778,2258.0861,1915.0857,1900.794,1886.5023,1800.7522,1743.5855,1672.127,1643.5437,1643.5437,1572.0852,1443.4601,1329.1266,1243.3765,1086.168,1043.2929,1043.2929,1014.7096,943.2511,886.0844,857.501,800.3343,786.0426,771.7509,757.4593,743.1676,728.8759
False,0.0,Тверская область,1,False,12000.0,50000.0,6122.0226,3834.0995,3196.8241,3134.1412,2058.0861,1922.2733,1870.0376,1702.8834,1661.0949,1650.6477,1399.9164,1389.4693,1379.0221,1316.3393,1274.5508,1222.3151,1201.4208,1201.4208,1149.1851,1055.1609,971.5838,908.901,793.9824,762.641,762.641,741.7468,689.5111,647.7225,626.8282,585.0397,574.5926,564.1454,553.6983,543.2511,532.804
False,0.0,Республика Крым,1,False,16242.0,40000.0,4897.6181,3067.2796,2557.4593,2507.313,1646.4689,1537.8186,1496.0301,1362.3067,1328.8759,1320.5182,1119.9331,1111.5754,1103.2177,1053.0715,1019.6406,977.8521,961.1366,961.1366,919.3481,844.1287,777.267,727.1208,635.186,610.1128,610.1128,593.3974,551.6089,518.178,501.4626,468.0318,459.674,451.3163,442.9586,434.6009,426.2432
False,0.0,Республика Коми,1,False,12000.0,40000.0,4897.6181,3067.2796,2557.4593,2507.313,1646.4689,1537.8186,1496.0301,1362.3067,1328.8759,1320.5182,1119.9331,1111.5754,1103.2177,1053.0715,1019.6406,977.8521,961.1366,961.1366,919.3481,844.1287,777.267,727.1208,635.186,610.1128,610.1128,593.3974,551.6089,518.178,501.4626,468.0318,459.674,451.3163,442.9586,434.6009,426.2432
False,0.0,Республика Карелия,1,False,15930.0,50000.0,6122.0226,3834.0995,3196.8241,3134.1412,2058.0861,1922.2733,1870.0376,1702.8834,1661.0949,1650.6477,1399.9164,1389.4693,1379.0221,1316.3393,1274.5508,1222.3151,1201.4208,1201.4208,1149.1851,1055.1609,971.5838,908.901,793.9824,762.641,762.641,741.7468,689.5111,647.7225,626.8282,585.0397,574.5926,564.1454,553.6983,543.2511,532.804
False,0.0,Оренбургская область,2,False,10000.0,45000.0,5509.8203,3450.6895,2877.1417,2820.7271,1852.2775,1730.046,1683.0338,1532.5951,1494.9854,1485.583,1259.9248,1250.5224,1241.1199,1184.7054,1147.0957,1100.0836,1081.2787,1081.2787,1034.2666,949.6448,874.4254,818.0109,714.5842,686.3769,686.3769,667.5721,620.56,582.9503,564.1454,526.5357,517.1333,507.7309,498.3285,488.926,479.5236
False,0.0,Карачаево-Черкесская Республика,1,False,10000.0,35000.0,4285.4158,2683.8696,2237.7768,2193.8989,1440.6603,1345.5913,1309.0263,1192.0184,1162.7664,1155.4534,979.9415,972.6285,965.3155,921.4375,892.1855,855.6206,840.9946,840.9946,804.4296,738.6126,680.1087,636.2307,555.7877,533.8487,533.8487,519.2227,482.6578,453.4058,438.7798,409.5278,402.2148,394.9018,387.5888,380.2758,372.9628
False,0.0,Республика Калмыкия,1,False,10000.0,25000.0,3061.0113,1917.0497,1598.412,1567.0706,1029.043,961.1366,935.0188,851.4417,830.5474,825.3239,699.9582,694.7346,689.5111,658.1697,637.2754,611.1575,600.7104,600.7104,574.5926,527.5804,485.7919,454.4505,396.9912,381.3205,381.3205,370.8734,344.7555,323.8613,313.4141,292.5198,287.2963,282.0727,276.8491,271.6256,266.402
False,0.0,Республика Северная Осетия,1,False,14159.0,25000.0,3061.0113,1917.0497,1598.412,1567.0706,1029.043,961.1366,935.0188,851.4417,830.5474,825.3239,699.9582,694.7346,689.5111,658.1697,637.2754,611.1575,600.7104,600.7104,574.5926,527.5804,485.7919,454.4505,396.9912,381.3205,381.3205,370.8734,344.7555,323.8613,313.4141,292.5198,287.2963,282.0727,276.8491,271.6256,266.402
False,0.0,Республика Северная Осетия,1,True,16000.0,16000.0,1959.0472,1226.9118,1022.9837,1002.9252,658.5875,615.1275,598.412,544.9227,531.5504,528.2073,447.9733,444.6302,441.2871,421.2286,407.8562,391.1408,384.4547,384.4547,367.7392,337.6515,310.9068,290.8483,254.0744,244.0451,244.0451,237.359,220.6435,207.2712,200.585,187.2127,183.8696,180.5265,177.1835,173.8404,170.4973
False,0.0,Республика Адыгея,1,False,14000.0,25000.0,3061.0113,1917.0497,1598.412,1567.0706,1029.043,961.1366,935.0188,851.4417,830.5474,825.3239,699.9582,694.7346,689.5111,658.1697,637.2754,611.1575,600.7104,600.7104,574.5926,527.5804,485.7919,454.4505,396.9912,381.3205,381.3205,370.8734,344.7555,323.8613,313.4141,292.5198,287.2963,282.0727,276.8491,271.6256,266.402
False,0.0,Чувашская Республика,1,False,10000.0,66000.0,8081.0698,5061.0113,4219.8078,4137.0664,2716.6736,2537.4008,2468.4496,2247.8061,2192.6452,2178.855,1847.8897,1834.0995,1820.3092,1737.5679,1682.407,1613.4559,1585.8755,1585.8755,1516.9244,1392.8124,1282.4906,1199.7493,1048.0568,1006.6862,1006.6862,979.1057,910.1546,854.9937,827.4133,772.2524,758.4622,744.672,730.8817,717.0915,703.3013
False,0.0,Город федерального значения Севастополь,1,False,12000.0,20000.0,2448.809,1533.6398,1278.7296,1253.6565,823.2344,768.9093,748.015,681.1534,664.4379,660.2591,559.9666,555.7877,551.6089,526.5357,509.8203,488.926,480.5683,480.5683,459.674,422.0644,388.6335,363.5604,317.593,305.0564,305.0564,296.6987,275.8044,259.089,250.7313,234.0159,229.837,225.6582,221.4793,217.3005,213.1216
False,0.0,Астраханская область,1,False,10000.0,21000.0,2571.2495,1610.3218,1342.6661,1316.3393,864.3962,807.3548,785.4158,715.211,697.6598,693.272,587.9649,583.5771,579.1893,552.8625,535.3113,513.3723,504.5967,504.5967,482.6578,443.1676,408.0652,381.7384,333.4726,320.3092,320.3092,311.5336,289.5947,272.0435,263.2679,245.7167,241.3289,236.9411,232.5533,228.1655,223.7777
False,0.0,Кабардино-Балкарская Республика,1,False,12000.0,25000.0,3061.0113,1917.0497,1598.412,1567.0706,1029.043,961.1366,935.0188,851.4417,830.5474,825.3239,699.9582,694.7346,689.5111,658.1697,637.2754,611.1575,600.7104,600.7104,574.5926,527.5804,485.7919,454.4505,396.9912,381.3205,381.3205,370.8734,344.7555,323.8613,313.4141,292.5198,287.2963,282.0727,276.8491,271.6256,266.402
False,0.0,Республика Алтай,1,False,14000.0,25000.0,3061.0113,1917.0497,1598.412,1567.0706,1029.043,961.1366,935.0188,851.4417,830.5474,825.3239,699.9582,694.7346,689.5111,658.1697,637.2754,611.1575,600.7104,600.7104,574.5926,527.5804,485.7919,454.4505,396.9912,381.3205,381.3205,370.8734,344.7555,323.8613,313.4141,292.5198,287.2963,282.0727,276.8491,271.6256,266.402
False,0.0,Кемеровская область,1,False,15000.0,50000.0,6122.0226,3834.0995,3196.8241,3134.1412,2058.0861,1922.2733,1870.0376,1702.8834,1661.0949,1650.6477,1399.9164,1389.4693,1379.0221,1316.3393,1274.5508,1222.3151,1201.4208,1201.4208,1149.1851,1055.1609,971.5838,908.901,793.9824,762.641,762.641,741.7468,689.5111,647.7225,626.8282,585.0397,574.5926,564.1454,553.6983,543.2511,532.804
False,0.0,Брянская область,1,False,12000.0,65000.0,7958.6293,4984.3293,4155.8713,4074.3836,2675.5119,2498.9553,2431.0489,2213.7484,2159.4233,2145.842,1819.8913,1806.3101,1792.7288,1711.2411,1656.916,1589.0096,1561.8471,1561.8471,1493.9407,1371.7092,1263.0589,1181.5712,1032.1772,991.4333,991.4333,964.2708,896.3644,842.0393,814.8767,760.5516,746.9703,733.3891,719.8078,706.2265,692.6452
False,0.0,Ставропольский край,2,False,12000.0,48000.0,5877.1417,3680.7355,3068.9511,3008.7756,1975.7626,1845.3824,1795.2361,1634.7681,1594.6511,1584.6218,1343.9198,1333.8905,1323.8613,1263.6858,1223.5687,1173.4225,1153.364,1153.364,1103.2177,1012.9545,932.7204,872.5449,762.2232,732.1354,732.1354,712.0769,661.9306,621.8136,601.7551,561.6381,551.6089,541.5796,531.5504,521.5211,511.4919
False,0.0,Ставропольский край,2,True,20000.0,20000.0,2448.809,1533.6398,1278.7296,1253.6565,823.2344,768.9093,748.015,681.1534,664.4379,660.2591,559.9666,555.7877,551.6089,526.5357,509.8203,488.926,480.5683,480.5683,459.674,422.0644,388.6335,363.5604,317.593,305.0564,305.0564,296.6987,275.8044,259.089,250.7313,234.0159,229.837,225.6582,221.4793,217.3005,213.1216
False,0.0,Республика Бурятия,1,False,15000.0,60000.0,7346.4271,4600.9193,3836.1889,3760.9695,2469.7033,2306.728,2244.0451,2043.4601,1993.3138,1980.7773,1679.8997,1667.3631,1654.8266,1579.6072,1529.4609,1466.7781,1441.705,1441.705,1379.0221,1266.1931,1165.9005,1090.6812,952.7789,915.1692,915.1692,890.0961,827.4133,777.267,752.1939,702.0476,689.5111,676.9745,664.4379,651.9014,639.3648
False,0.0,Смоленская область,1,False,15000.0,50000.0,6122.0226,3834.0995,3196.8241,3134.1412,2058.0861,1922.2733,1870.0376,1702.8834,1661.0949,1650.6477,1399.9164,1389.4693,1379.0221,1316.3393,1274.5508,1222.3151,1201.4208,1201.4208,1149.1851,1055.1609,971.5838,908.901,793.9824,762.641,762.641,741.7468,689.5111,647.7225,626.8282,585.0397,574.5926,564.1454,553.6983,543.2511,532.804
False,0.0,Ивановская область,1,False,12000.0,40000.0,4897.6181,3067.2796,2557.4593,2507.313,1646.4689,1537.8186,1496.0301,1362.3067,1328.8759,1320.5182,1119.9331,1111.5754,1103.2177,1053.0715,1019.6406,977.8521,961.1366,961.1366,919.3481,844.1287,777.267,727.1208,635.186,610.1128,610.1128,593.3974,551.6089,518.178,501.4626,468.0318,459.674,451.3163,442.9586,434.6009,426.2432
False,0.0,Рязанская область,1,False,12000.0,60000.0,7346.4271,4600.9193,3836.1889,3760.9695,2469.7033,2306.728,2244.0451,2043.4601,1993.3138,1980.7773,1679.8997,1667.3631,1654.8266,1579.6072,1529.4609,1466.7781,1441.705,1441.705,1379.0221,1266.1931,1165.9005,1090.6812,952.7789,915.1692,915.1692,890.0961,827.4133,777.267,752.1939,702.0476,689.5111,676.9745,664.4379,651.9014,639.3648
