is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,Английский язык (ЯС) (1918_32),Таможенное оформление (признаки требований) (7516_36),Внимательность (СК) (536_4),Работа с документами (Логистика) (3969_37),Организация перевозок (Логистика) (3802_37),"Личные установки и ценности, мировоззрение (2043_4)","Ответственность , добросовестность (СК) (614_4)",Коммуникабельность (СК) (617_4),Стрессоустойчивость (СК) (601_4),Пунктуальность (СК) (612_4),"Организаторские способности, лидерство (СК) (393_4)","Саморазвитие, обучаемость (СК) (604_4)",Целеустремленность (СК) (588_4),Ведение переговоров (Логистика) (3689_37),"Восприятие, мышление, внимание, память (УСК) (1330_4)",Поиск перевозчиков (3487_37),Знание пакета MS OFFICE (Логистика) (4199_37),Заключение договоров (3483_37),Грамотность (СК) (1368_4),Знания.Программы.Офисное ПО/ПК и оргтехника.Логистика (4064_37),Выполнение поручений руководителя (ОПТ) (3036_36),Действия.Контроль транспорта.Логистика (4822_37)
False,2.0,Липецкая область,1,True,30000.0,30000.0,3678.2032,2452.1355,2330.6333,2142.8571,1844.6244,1678.9396,1623.7113,1469.0722,1424.8895,1358.6156,1082.4742,1049.3373,1038.2916,1027.2459,883.6524,806.3328,762.1502,762.1502,684.8306,673.785,662.7393,563.3284
False,2.0,Тверская область,1,False,28000.0,60000.0,7356.4065,4904.271,4661.2666,4285.7143,3689.2489,3357.8792,3247.4227,2938.1443,2849.7791,2717.2312,2164.9485,2098.6745,2076.5832,2054.4919,1767.3049,1612.6657,1524.3004,1524.3004,1369.6613,1347.57,1325.4786,1126.6568
False,2.0,Хабаровский край,1,False,28000.0,88000.0,10789.3962,7192.9308,6836.5243,6285.7143,5410.8984,4924.8895,4762.8866,4309.2784,4179.676,3985.2725,3175.2577,3078.056,3045.6554,3013.2548,2592.0471,2365.243,2235.6406,2235.6406,2008.8365,1976.4359,1944.0353,1652.43
False,2.0,Хабаровский край,1,True,40000.0,40000.0,4904.271,3269.514,3107.511,2857.1429,2459.4993,2238.5862,2164.9485,1958.7629,1899.8527,1811.4875,1443.299,1399.1163,1384.3888,1369.6613,1178.2032,1075.1105,1016.2003,1016.2003,913.1075,898.38,883.6524,751.1046
False,2.0,Забайкальский край,1,False,28000.0,70000.0,8582.4742,5721.6495,5438.1443,5000.0,4304.1237,3917.5258,3788.6598,3427.8351,3324.7423,3170.1031,2525.7732,2448.4536,2422.6804,2396.9072,2061.8557,1881.4433,1778.3505,1778.3505,1597.9381,1572.1649,1546.3918,1314.433
False,2.0,Красноярский край,1,False,28000.0,150000.0,18391.0162,12260.6775,11653.1664,10714.2857,9223.1222,8394.6981,8118.5567,7345.3608,7124.4477,6793.0781,5412.3711,5246.6863,5191.458,5136.2297,4418.2622,4031.6642,3810.7511,3810.7511,3424.1532,3368.9249,3313.6966,2816.6421
False,2.0,Красноярский край,1,True,50000.0,50000.0,6130.3387,4086.8925,3884.3888,3571.4286,3074.3741,2798.2327,2706.1856,2448.4536,2374.8159,2264.3594,1804.1237,1748.8954,1730.486,1712.0766,1472.7541,1343.8881,1270.2504,1270.2504,1141.3844,1122.975,1104.5655,938.8807
False,2.0,Калужская область,1,False,28000.0,80000.0,9808.542,6539.028,6215.0221,5714.2857,4918.9985,4477.1723,4329.8969,3917.5258,3799.7054,3622.975,2886.5979,2798.2327,2768.7776,2739.3225,2356.4065,2150.2209,2032.4006,2032.4006,1826.215,1796.7599,1767.3049,1502.2091
False,2.0,Рязанская область,1,False,28000.0,62400.0,7650.6627,5100.4418,4847.7172,4457.1429,3836.8189,3492.1944,3377.3196,3055.6701,2963.7703,2825.9205,2251.5464,2182.6215,2159.6465,2136.6716,1837.9971,1677.1723,1585.2725,1585.2725,1424.4477,1401.4728,1378.4978,1171.7231
False,2.0,Тюменская область,1,False,30000.0,61250.0,7509.6649,5006.4433,4758.3763,4375.0,3766.1082,3427.8351,3315.0773,2999.3557,2909.1495,2773.8402,2210.0515,2142.3969,2119.8454,2097.2938,1804.1237,1646.2629,1556.0567,1556.0567,1398.1959,1375.6443,1353.0928,1150.1289
False,2.0,Тюменская область,1,True,40000.0,40000.0,4904.271,3269.514,3107.511,2857.1429,2459.4993,2238.5862,2164.9485,1958.7629,1899.8527,1811.4875,1443.299,1399.1163,1384.3888,1369.6613,1178.2032,1075.1105,1016.2003,1016.2003,913.1075,898.38,883.6524,751.1046
False,2.0,Тамбовская область,2,False,35000.0,50000.0,6130.3387,4086.8925,3884.3888,3571.4286,3074.3741,2798.2327,2706.1856,2448.4536,2374.8159,2264.3594,1804.1237,1748.8954,1730.486,1712.0766,1472.7541,1343.8881,1270.2504,1270.2504,1141.3844,1122.975,1104.5655,938.8807
False,2.0,Новосибирская область,0,False,25000.0,90000.0,11034.6097,7356.4065,6991.8999,6428.5714,5533.8733,5036.8189,4871.134,4407.2165,4274.6686,4075.8468,3247.4227,3148.0118,3114.8748,3081.7378,2650.9573,2418.9985,2286.4507,2286.4507,2054.4919,2021.3549,1988.218,1689.9853
False,2.0,Новосибирская область,0,True,100000.0,100000.0,12260.6775,8173.785,7768.7776,7142.8571,6148.7482,5596.4654,5412.3711,4896.9072,4749.6318,4528.7187,3608.2474,3497.7909,3460.972,3424.1532,2945.5081,2687.7761,2540.5007,2540.5007,2282.7688,2245.9499,2209.1311,1877.7614
False,2.0,Республика Мордовия,1,False,28000.0,60000.0,7356.4065,4904.271,4661.2666,4285.7143,3689.2489,3357.8792,3247.4227,2938.1443,2849.7791,2717.2312,2164.9485,2098.6745,2076.5832,2054.4919,1767.3049,1612.6657,1524.3004,1524.3004,1369.6613,1347.57,1325.4786,1126.6568
False,2.0,Республика Мордовия,1,True,40000.0,40000.0,4904.271,3269.514,3107.511,2857.1429,2459.4993,2238.5862,2164.9485,1958.7629,1899.8527,1811.4875,1443.299,1399.1163,1384.3888,1369.6613,1178.2032,1075.1105,1016.2003,1016.2003,913.1075,898.38,883.6524,751.1046
False,2.0,Ярославская область,1,False,28000.0,60000.0,7356.4065,4904.271,4661.2666,4285.7143,3689.2489,3357.8792,3247.4227,2938.1443,2849.7791,2717.2312,2164.9485,2098.6745,2076.5832,2054.4919,1767.3049,1612.6657,1524.3004,1524.3004,1369.6613,1347.57,1325.4786,1126.6568
False,2.0,Архангельская область,1,False,30000.0,60000.0,7356.4065,4904.271,4661.2666,4285.7143,3689.2489,3357.8792,3247.4227,2938.1443,2849.7791,2717.2312,2164.9485,2098.6745,2076.5832,2054.4919,1767.3049,1612.6657,1524.3004,1524.3004,1369.6613,1347.57,1325.4786,1126.6568
False,2.0,Карачаево-Черкесская Республика,1,False,30000.0,35000.0,4291.2371,2860.8247,2719.0722,2500.0,2152.0619,1958.7629,1894.3299,1713.9175,1662.3711,1585.0515,1262.8866,1224.2268,1211.3402,1198.4536,1030.9278,940.7216,889.1753,889.1753,798.9691,786.0825,773.1959,657.2165
False,2.0,Республика Крым,1,False,30000.0,50000.0,6130.3387,4086.8925,3884.3888,3571.4286,3074.3741,2798.2327,2706.1856,2448.4536,2374.8159,2264.3594,1804.1237,1748.8954,1730.486,1712.0766,1472.7541,1343.8881,1270.2504,1270.2504,1141.3844,1122.975,1104.5655,938.8807
False,2.0,Московская область,2,False,35000.0,150000.0,18391.0162,12260.6775,11653.1664,10714.2857,9223.1222,8394.6981,8118.5567,7345.3608,7124.4477,6793.0781,5412.3711,5246.6863,5191.458,5136.2297,4418.2622,4031.6642,3810.7511,3810.7511,3424.1532,3368.9249,3313.6966,2816.6421
False,2.0,Город федерального значения Санкт-Петербург,0,False,25000.0,150000.0,18391.0162,12260.6775,11653.1664,10714.2857,9223.1222,8394.6981,8118.5567,7345.3608,7124.4477,6793.0781,5412.3711,5246.6863,5191.458,5136.2297,4418.2622,4031.6642,3810.7511,3810.7511,3424.1532,3368.9249,3313.6966,2816.6421
False,2.0,Город федерального значения Санкт-Петербург,0,True,40000.0,50000.0,6130.3387,4086.8925,3884.3888,3571.4286,3074.3741,2798.2327,2706.1856,2448.4536,2374.8159,2264.3594,1804.1237,1748.8954,1730.486,1712.0766,1472.7541,1343.8881,1270.2504,1270.2504,1141.3844,1122.975,1104.5655,938.8807
False,2.0,Ханты-Мансийский автономный округ — Югра,1,False,40000.0,100000.0,12260.6775,8173.785,7768.7776,7142.8571,6148.7482,5596.4654,5412.3711,4896.9072,4749.6318,4528.7187,3608.2474,3497.7909,3460.972,3424.1532,2945.5081,2687.7761,2540.5007,2540.5007,2282.7688,2245.9499,2209.1311,1877.7614
False,2.0,Республика Саха (Якутия),1,False,40000.0,60000.0,7356.4065,4904.271,4661.2666,4285.7143,3689.2489,3357.8792,3247.4227,2938.1443,2849.7791,2717.2312,2164.9485,2098.6745,2076.5832,2054.4919,1767.3049,1612.6657,1524.3004,1524.3004,1369.6613,1347.57,1325.4786,1126.6568
False,2.0,Камчатский край,1,False,70000.0,70000.0,8582.4742,5721.6495,5438.1443,5000.0,4304.1237,3917.5258,3788.6598,3427.8351,3324.7423,3170.1031,2525.7732,2448.4536,2422.6804,2396.9072,2061.8557,1881.4433,1778.3505,1778.3505,1597.9381,1572.1649,1546.3918,1314.433
False,2.0,Сахалинская область,1,False,50000.0,90000.0,11034.6097,7356.4065,6991.8999,6428.5714,5533.8733,5036.8189,4871.134,4407.2165,4274.6686,4075.8468,3247.4227,3148.0118,3114.8748,3081.7378,2650.9573,2418.9985,2286.4507,2286.4507,2054.4919,2021.3549,1988.218,1689.9853
False,2.0,Мурманская область,1,False,40000.0,80000.0,9808.542,6539.028,6215.0221,5714.2857,4918.9985,4477.1723,4329.8969,3917.5258,3799.7054,3622.975,2886.5979,2798.2327,2768.7776,2739.3225,2356.4065,2150.2209,2032.4006,2032.4006,1826.215,1796.7599,1767.3049,1502.2091
False,2.0,Город федерального значения Москва,0,False,120.0,340000.0,41686.3034,27790.8689,26413.8439,24285.7143,20905.7437,19027.9823,18402.0619,16649.4845,16148.7482,15397.6436,12268.0412,11892.489,11767.3049,11642.1208,10014.7275,9138.4389,8637.7025,8637.7025,7761.4138,7636.2297,7511.0457,6384.3888
False,2.0,Город федерального значения Москва,0,True,50000.0,70000.0,8582.4742,5721.6495,5438.1443,5000.0,4304.1237,3917.5258,3788.6598,3427.8351,3324.7423,3170.1031,2525.7732,2448.4536,2422.6804,2396.9072,2061.8557,1881.4433,1778.3505,1778.3505,1597.9381,1572.1649,1546.3918,1314.433
False,2.0,Приморский край,1,False,40000.0,100000.0,12260.6775,8173.785,7768.7776,7142.8571,6148.7482,5596.4654,5412.3711,4896.9072,4749.6318,4528.7187,3608.2474,3497.7909,3460.972,3424.1532,2945.5081,2687.7761,2540.5007,2540.5007,2282.7688,2245.9499,2209.1311,1877.7614
False,2.0,Ямало-Ненецкий автономный округ,1,False,60000.0,130000.0,15938.8807,10625.9205,10099.4109,9285.7143,7993.3726,7275.405,7036.0825,6365.9794,6174.5214,5887.3343,4690.7216,4547.1281,4499.2636,4451.3991,3829.1605,3494.109,3302.651,3302.651,2967.5994,2919.7349,2871.8704,2441.0898
False,2.0,Магаданская область,1,False,70000.0,110000.0,13486.7452,8991.1635,8545.6554,7857.1429,6763.623,6156.1119,5953.6082,5386.5979,5224.595,4981.5906,3969.0722,3847.57,3807.0692,3766.5685,3240.0589,2956.5538,2794.5508,2794.5508,2511.0457,2470.5449,2430.0442,2065.5376
False,2.0,Республика Тыва,1,False,30000.0,30000.0,3678.2032,2452.1355,2330.6333,2142.8571,1844.6244,1678.9396,1623.7113,1469.0722,1424.8895,1358.6156,1082.4742,1049.3373,1038.2916,1027.2459,883.6524,806.3328,762.1502,762.1502,684.8306,673.785,662.7393,563.3284
False,1.0,Херсонская область,1,False,26000.0,26000.0,3187.7761,2125.1841,2019.8822,1857.1429,1598.6745,1455.081,1407.2165,1273.1959,1234.9043,1177.4669,938.1443,909.4256,899.8527,890.2798,765.8321,698.8218,660.5302,660.5302,593.5199,583.947,574.3741,488.218
False,1.0,Кабардино-Балкарская Республика,1,False,17000.0,22000.0,2697.349,1798.2327,1709.1311,1571.4286,1352.7246,1231.2224,1190.7216,1077.3196,1044.919,996.3181,793.8144,769.514,761.4138,753.3137,648.0118,591.3108,558.9102,558.9102,502.2091,494.109,486.0088,413.1075
False,1.0,Чеченская Республика,1,False,20000.0,20000.0,2452.1355,1634.757,1553.7555,1428.5714,1229.7496,1119.2931,1082.4742,979.3814,949.9264,905.7437,721.6495,699.5582,692.1944,684.8306,589.1016,537.5552,508.1001,508.1001,456.5538,449.19,441.8262,375.5523
False,1.0,Самарская область,0,False,40.0,100000.0,12260.6775,8173.785,7768.7776,7142.8571,6148.7482,5596.4654,5412.3711,4896.9072,4749.6318,4528.7187,3608.2474,3497.7909,3460.972,3424.1532,2945.5081,2687.7761,2540.5007,2540.5007,2282.7688,2245.9499,2209.1311,1877.7614
False,1.0,Самарская область,0,True,23000.0,23000.0,2819.9558,1879.9705,1786.8189,1642.8571,1414.2121,1287.187,1244.8454,1126.2887,1092.4153,1041.6053,829.8969,804.4919,796.0236,787.5552,677.4669,618.1885,584.3152,584.3152,525.0368,516.5685,508.1001,431.8851
False,1.0,Челябинская область,0,False,10000.0,120000.0,14712.813,9808.542,9322.5331,8571.4286,7378.4978,6715.7585,6494.8454,5876.2887,5699.5582,5434.4624,4329.8969,4197.349,4153.1664,4108.9838,3534.6097,3225.3314,3048.6009,3048.6009,2739.3225,2695.1399,2650.9573,2253.3137
False,1.0,Челябинская область,0,True,25000.0,45000.0,5517.3049,3678.2032,3495.9499,3214.2857,2766.9367,2518.4094,2435.567,2203.6082,2137.3343,2037.9234,1623.7113,1574.0059,1557.4374,1540.8689,1325.4786,1209.4993,1143.2253,1143.2253,1027.2459,1010.6775,994.109,844.9926
False,1.0,Пермский край,1,False,15000.0,70000.0,8582.4742,5721.6495,5438.1443,5000.0,4304.1237,3917.5258,3788.6598,3427.8351,3324.7423,3170.1031,2525.7732,2448.4536,2422.6804,2396.9072,2061.8557,1881.4433,1778.3505,1778.3505,1597.9381,1572.1649,1546.3918,1314.433
False,1.0,Пермский край,1,True,31750.0,39000.0,4781.6642,3187.7761,3029.8233,2785.7143,2398.0118,2182.6215,2110.8247,1909.7938,1852.3564,1766.2003,1407.2165,1364.1384,1349.7791,1335.4197,1148.7482,1048.2327,990.7953,990.7953,890.2798,875.9205,861.5611,732.327
False,1.0,Курская область,2,False,20000.0,80000.0,9808.542,6539.028,6215.0221,5714.2857,4918.9985,4477.1723,4329.8969,3917.5258,3799.7054,3622.975,2886.5979,2798.2327,2768.7776,2739.3225,2356.4065,2150.2209,2032.4006,2032.4006,1826.215,1796.7599,1767.3049,1502.2091
False,1.0,Алтайский край,2,False,15000.0,60000.0,7356.4065,4904.271,4661.2666,4285.7143,3689.2489,3357.8792,3247.4227,2938.1443,2849.7791,2717.2312,2164.9485,2098.6745,2076.5832,2054.4919,1767.3049,1612.6657,1524.3004,1524.3004,1369.6613,1347.57,1325.4786,1126.6568
False,1.0,Алтайский край,2,True,30000.0,30000.0,3678.2032,2452.1355,2330.6333,2142.8571,1844.6244,1678.9396,1623.7113,1469.0722,1424.8895,1358.6156,1082.4742,1049.3373,1038.2916,1027.2459,883.6524,806.3328,762.1502,762.1502,684.8306,673.785,662.7393,563.3284
False,1.0,Саратовская область,2,False,17000.0,80000.0,9808.542,6539.028,6215.0221,5714.2857,4918.9985,4477.1723,4329.8969,3917.5258,3799.7054,3622.975,2886.5979,2798.2327,2768.7776,2739.3225,2356.4065,2150.2209,2032.4006,2032.4006,1826.215,1796.7599,1767.3049,1502.2091
False,1.0,Саратовская область,2,True,30000.0,30000.0,3678.2032,2452.1355,2330.6333,2142.8571,1844.6244,1678.9396,1623.7113,1469.0722,1424.8895,1358.6156,1082.4742,1049.3373,1038.2916,1027.2459,883.6524,806.3328,762.1502,762.1502,684.8306,673.785,662.7393,563.3284
False,1.0,Оренбургская область,2,False,15000.0,55000.0,6743.3726,4495.5817,4272.8277,3928.5714,3381.8115,3078.056,2976.8041,2693.299,2612.2975,2490.7953,1984.5361,1923.785,1903.5346,1883.2842,1620.0295,1478.2769,1397.2754,1397.2754,1255.5228,1235.2725,1215.0221,1032.7688
False,1.0,Кировская область,1,False,15000.0,100000.0,12260.6775,8173.785,7768.7776,7142.8571,6148.7482,5596.4654,5412.3711,4896.9072,4749.6318,4528.7187,3608.2474,3497.7909,3460.972,3424.1532,2945.5081,2687.7761,2540.5007,2540.5007,2282.7688,2245.9499,2209.1311,1877.7614
False,1.0,Ивановская область,1,False,20000.0,80000.0,9808.542,6539.028,6215.0221,5714.2857,4918.9985,4477.1723,4329.8969,3917.5258,3799.7054,3622.975,2886.5979,2798.2327,2768.7776,2739.3225,2356.4065,2150.2209,2032.4006,2032.4006,1826.215,1796.7599,1767.3049,1502.2091
False,1.0,Костромская область,1,False,20000.0,50000.0,6130.3387,4086.8925,3884.3888,3571.4286,3074.3741,2798.2327,2706.1856,2448.4536,2374.8159,2264.3594,1804.1237,1748.8954,1730.486,1712.0766,1472.7541,1343.8881,1270.2504,1270.2504,1141.3844,1122.975,1104.5655,938.8807
False,1.0,Брянская область,1,False,16000.0,80000.0,9808.542,6539.028,6215.0221,5714.2857,4918.9985,4477.1723,4329.8969,3917.5258,3799.7054,3622.975,2886.5979,2798.2327,2768.7776,2739.3225,2356.4065,2150.2209,2032.4006,2032.4006,1826.215,1796.7599,1767.3049,1502.2091
False,1.0,Томская область,1,False,16000.0,50000.0,6130.3387,4086.8925,3884.3888,3571.4286,3074.3741,2798.2327,2706.1856,2448.4536,2374.8159,2264.3594,1804.1237,1748.8954,1730.486,1712.0766,1472.7541,1343.8881,1270.2504,1270.2504,1141.3844,1122.975,1104.5655,938.8807
False,1.0,Белгородская область,2,False,20000.0,100000.0,12260.6775,8173.785,7768.7776,7142.8571,6148.7482,5596.4654,5412.3711,4896.9072,4749.6318,4528.7187,3608.2474,3497.7909,3460.972,3424.1532,2945.5081,2687.7761,2540.5007,2540.5007,2282.7688,2245.9499,2209.1311,1877.7614
False,1.0,Пензенская область,1,False,15000.0,45000.0,5517.3049,3678.2032,3495.9499,3214.2857,2766.9367,2518.4094,2435.567,2203.6082,2137.3343,2037.9234,1623.7113,1574.0059,1557.4374,1540.8689,1325.4786,1209.4993,1143.2253,1143.2253,1027.2459,1010.6775,994.109,844.9926
False,1.0,Республика Марий Эл,1,False,15000.0,45000.0,5517.3049,3678.2032,3495.9499,3214.2857,2766.9367,2518.4094,2435.567,2203.6082,2137.3343,2037.9234,1623.7113,1574.0059,1557.4374,1540.8689,1325.4786,1209.4993,1143.2253,1143.2253,1027.2459,1010.6775,994.109,844.9926
False,1.0,Кемеровская область,1,False,20000.0,63000.0,7724.2268,5149.4845,4894.3299,4500.0,3873.7113,3525.7732,3409.7938,3085.0515,2992.268,2853.0928,2273.1959,2203.6082,2180.4124,2157.2165,1855.6701,1693.299,1600.5155,1600.5155,1438.1443,1414.9485,1391.7526,1182.9897
False,1.0,Кемеровская область,1,True,50000.0,50000.0,6130.3387,4086.8925,3884.3888,3571.4286,3074.3741,2798.2327,2706.1856,2448.4536,2374.8159,2264.3594,1804.1237,1748.8954,1730.486,1712.0766,1472.7541,1343.8881,1270.2504,1270.2504,1141.3844,1122.975,1104.5655,938.8807
False,1.0,Курганская область,1,False,23000.0,100000.0,12260.6775,8173.785,7768.7776,7142.8571,6148.7482,5596.4654,5412.3711,4896.9072,4749.6318,4528.7187,3608.2474,3497.7909,3460.972,3424.1532,2945.5081,2687.7761,2540.5007,2540.5007,2282.7688,2245.9499,2209.1311,1877.7614
False,1.0,Ульяновская область,1,False,15000.0,100000.0,12260.6775,8173.785,7768.7776,7142.8571,6148.7482,5596.4654,5412.3711,4896.9072,4749.6318,4528.7187,3608.2474,3497.7909,3460.972,3424.1532,2945.5081,2687.7761,2540.5007,2540.5007,2282.7688,2245.9499,2209.1311,1877.7614
False,1.0,Ульяновская область,1,True,45000.0,45000.0,5517.3049,3678.2032,3495.9499,3214.2857,2766.9367,2518.4094,2435.567,2203.6082,2137.3343,2037.9234,1623.7113,1574.0059,1557.4374,1540.8689,1325.4786,1209.4993,1143.2253,1143.2253,1027.2459,1010.6775,994.109,844.9926
False,1.0,Республика Адыгея,1,False,20000.0,45000.0,5517.3049,3678.2032,3495.9499,3214.2857,2766.9367,2518.4094,2435.567,2203.6082,2137.3343,2037.9234,1623.7113,1574.0059,1557.4374,1540.8689,1325.4786,1209.4993,1143.2253,1143.2253,1027.2459,1010.6775,994.109,844.9926
False,1.0,Вологодская область,1,False,17000.0,60000.0,7356.4065,4904.271,4661.2666,4285.7143,3689.2489,3357.8792,3247.4227,2938.1443,2849.7791,2717.2312,2164.9485,2098.6745,2076.5832,2054.4919,1767.3049,1612.6657,1524.3004,1524.3004,1369.6613,1347.57,1325.4786,1126.6568
False,1.0,Новгородская область,1,False,20000.0,45000.0,5517.3049,3678.2032,3495.9499,3214.2857,2766.9367,2518.4094,2435.567,2203.6082,2137.3343,2037.9234,1623.7113,1574.0059,1557.4374,1540.8689,1325.4786,1209.4993,1143.2253,1143.2253,1027.2459,1010.6775,994.109,844.9926
False,1.0,Псковская область,1,False,16000.0,80000.0,9808.542,6539.028,6215.0221,5714.2857,4918.9985,4477.1723,4329.8969,3917.5258,3799.7054,3622.975,2886.5979,2798.2327,2768.7776,2739.3225,2356.4065,2150.2209,2032.4006,2032.4006,1826.215,1796.7599,1767.3049,1502.2091
False,1.0,Республика Карелия,1,False,23000.0,45000.0,5517.3049,3678.2032,3495.9499,3214.2857,2766.9367,2518.4094,2435.567,2203.6082,2137.3343,2037.9234,1623.7113,1574.0059,1557.4374,1540.8689,1325.4786,1209.4993,1143.2253,1143.2253,1027.2459,1010.6775,994.109,844.9926
False,1.0,Республика Карелия,1,True,20000.0,20000.0,2452.1355,1634.757,1553.7555,1428.5714,1229.7496,1119.2931,1082.4742,979.3814,949.9264,905.7437,721.6495,699.5582,692.1944,684.8306,589.1016,537.5552,508.1001,508.1001,456.5538,449.19,441.8262,375.5523
False,1.0,Чувашская Республика,1,False,16300.0,60000.0,7356.4065,4904.271,4661.2666,4285.7143,3689.2489,3357.8792,3247.4227,2938.1443,2849.7791,2717.2312,2164.9485,2098.6745,2076.5832,2054.4919,1767.3049,1612.6657,1524.3004,1524.3004,1369.6613,1347.57,1325.4786,1126.6568
False,1.0,Чувашская Республика,1,True,40000.0,40000.0,4904.271,3269.514,3107.511,2857.1429,2459.4993,2238.5862,2164.9485,1958.7629,1899.8527,1811.4875,1443.299,1399.1163,1384.3888,1369.6613,1178.2032,1075.1105,1016.2003,1016.2003,913.1075,898.38,883.6524,751.1046
False,1.0,Орловская область,1,False,20000.0,70000.0,8582.4742,5721.6495,5438.1443,5000.0,4304.1237,3917.5258,3788.6598,3427.8351,3324.7423,3170.1031,2525.7732,2448.4536,2422.6804,2396.9072,2061.8557,1881.4433,1778.3505,1778.3505,1597.9381,1572.1649,1546.3918,1314.433
False,1.0,Республика Бурятия,1,False,20000.0,50000.0,6130.3387,4086.8925,3884.3888,3571.4286,3074.3741,2798.2327,2706.1856,2448.4536,2374.8159,2264.3594,1804.1237,1748.8954,1730.486,1712.0766,1472.7541,1343.8881,1270.2504,1270.2504,1141.3844,1122.975,1104.5655,938.8807
False,1.0,Удмуртская Республика,1,False,17000.0,60000.0,7356.4065,4904.271,4661.2666,4285.7143,3689.2489,3357.8792,3247.4227,2938.1443,2849.7791,2717.2312,2164.9485,2098.6745,2076.5832,2054.4919,1767.3049,1612.6657,1524.3004,1524.3004,1369.6613,1347.57,1325.4786,1126.6568
False,1.0,Удмуртская Республика,1,True,20000.0,20000.0,2452.1355,1634.757,1553.7555,1428.5714,1229.7496,1119.2931,1082.4742,979.3814,949.9264,905.7437,721.6495,699.5582,692.1944,684.8306,589.1016,537.5552,508.1001,508.1001,456.5538,449.19,441.8262,375.5523
False,1.0,Смоленская область,1,False,20000.0,60000.0,7356.4065,4904.271,4661.2666,4285.7143,3689.2489,3357.8792,3247.4227,2938.1443,2849.7791,2717.2312,2164.9485,2098.6745,2076.5832,2054.4919,1767.3049,1612.6657,1524.3004,1524.3004,1369.6613,1347.57,1325.4786,1126.6568
False,1.0,Смоленская область,1,True,45000.0,45000.0,5517.3049,3678.2032,3495.9499,3214.2857,2766.9367,2518.4094,2435.567,2203.6082,2137.3343,2037.9234,1623.7113,1574.0059,1557.4374,1540.8689,1325.4786,1209.4993,1143.2253,1143.2253,1027.2459,1010.6775,994.109,844.9926
False,1.0,Ставропольский край,2,False,15000.0,70000.0,8582.4742,5721.6495,5438.1443,5000.0,4304.1237,3917.5258,3788.6598,3427.8351,3324.7423,3170.1031,2525.7732,2448.4536,2422.6804,2396.9072,2061.8557,1881.4433,1778.3505,1778.3505,1597.9381,1572.1649,1546.3918,1314.433
False,1.0,Ставропольский край,2,True,31750.0,31750.0,3892.7651,2595.1767,2466.5869,2267.8571,1952.2275,1776.8778,1718.4278,1554.768,1508.0081,1437.8682,1145.6186,1110.5486,1098.8586,1087.1686,935.1988,853.3689,806.609,806.609,724.7791,713.0891,701.3991,596.1892
False,1.0,Астраханская область,1,False,16000.0,80000.0,9808.542,6539.028,6215.0221,5714.2857,4918.9985,4477.1723,4329.8969,3917.5258,3799.7054,3622.975,2886.5979,2798.2327,2768.7776,2739.3225,2356.4065,2150.2209,2032.4006,2032.4006,1826.215,1796.7599,1767.3049,1502.2091
False,1.0,Город федерального значения Севастополь,1,False,20000.0,45000.0,5517.3049,3678.2032,3495.9499,3214.2857,2766.9367,2518.4094,2435.567,2203.6082,2137.3343,2037.9234,1623.7113,1574.0059,1557.4374,1540.8689,1325.4786,1209.4993,1143.2253,1143.2253,1027.2459,1010.6775,994.109,844.9926
False,1.0,Республика Дагестан,1,False,25000.0,50000.0,6130.3387,4086.8925,3884.3888,3571.4286,3074.3741,2798.2327,2706.1856,2448.4536,2374.8159,2264.3594,1804.1237,1748.8954,1730.486,1712.0766,1472.7541,1343.8881,1270.2504,1270.2504,1141.3844,1122.975,1104.5655,938.8807
False,1.0,Республика Северная Осетия,1,False,15000.0,40000.0,4904.271,3269.514,3107.511,2857.1429,2459.4993,2238.5862,2164.9485,1958.7629,1899.8527,1811.4875,1443.299,1399.1163,1384.3888,1369.6613,1178.2032,1075.1105,1016.2003,1016.2003,913.1075,898.38,883.6524,751.1046
False,1.0,Волгоградская область,2,False,20000.0,100000.0,12260.6775,8173.785,7768.7776,7142.8571,6148.7482,5596.4654,5412.3711,4896.9072,4749.6318,4528.7187,3608.2474,3497.7909,3460.972,3424.1532,2945.5081,2687.7761,2540.5007,2540.5007,2282.7688,2245.9499,2209.1311,1877.7614
False,1.0,Свердловская область,0,False,45.0,150000.0,18391.0162,12260.6775,11653.1664,10714.2857,9223.1222,8394.6981,8118.5567,7345.3608,7124.4477,6793.0781,5412.3711,5246.6863,5191.458,5136.2297,4418.2622,4031.6642,3810.7511,3810.7511,3424.1532,3368.9249,3313.6966,2816.6421
False,1.0,Свердловская область,0,True,25000.0,80000.0,9808.542,6539.028,6215.0221,5714.2857,4918.9985,4477.1723,4329.8969,3917.5258,3799.7054,3622.975,2886.5979,2798.2327,2768.7776,2739.3225,2356.4065,2150.2209,2032.4006,2032.4006,1826.215,1796.7599,1767.3049,1502.2091
False,1.0,Нижегородская область,0,False,20000.0,100000.0,12260.6775,8173.785,7768.7776,7142.8571,6148.7482,5596.4654,5412.3711,4896.9072,4749.6318,4528.7187,3608.2474,3497.7909,3460.972,3424.1532,2945.5081,2687.7761,2540.5007,2540.5007,2282.7688,2245.9499,2209.1311,1877.7614
