is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,Коммуникабельность (СК) (617_4),"Организация, проведение и участие в обучающих мероприятиях (медицинский представитель) (2624_12)","Личные установки и ценности, мировоззрение (2043_4)","Ответственность , добросовестность (СК) (614_4)","Владение и работа с ПК, MS Office, 1С, проф. программами, офисной техникой (2237_12)","Продажи и продвижение товаров и услуг (мед. представитель, администратор медцентра) (2623_12)",Целеустремленность (СК) (588_4),Ведение переговоров и развитие партнерских отношений (медицинский представитель) (2625_12),"Ведение электронного и бумажного документооборота (медпредставитель, администратор медцентра) (2483_12)","Саморазвитие, обучаемость (СК) (604_4)","Работа с клиентской базой (администратор медцентра, медпредставитель) (2484_12)",Командность (СК) (1371_4),Активность (СК) (576_4),Клиентоцентричность (клиенториентированность) (СК) (626_4),Грамотность (СК) (1368_4),Дисциплинированность (СК) (593_4),Стрессоустойчивость (СК) (601_4),Инициативность (СК) (610_4),Знание медицинской терминологии (мед.представитель) (2942_12),Нравственность (СК) (622_4),"Самоорганизация, отношение себе  (СК) (1629_4)"
False,1.0,Тюменская область,1,False,35000.0,75000.0,8610.0282,7601.8282,6543.2182,6260.9222,6119.7742,5887.8882,3891.6521,3750.5041,3740.4221,3710.1761,2722.1401,2490.2541,2197.8761,2157.5481,1613.12,1603.038,1411.48,1260.25,1240.086,1149.348,1038.446
False,1.0,Тюменская область,1,True,9000.0,50000.0,5740.0188,5067.8855,4362.1454,4173.9481,4079.8494,3925.2588,2594.4347,2500.3361,2493.6147,2473.4507,1814.76,1660.1694,1465.2507,1438.3654,1075.4134,1068.692,940.9867,840.1667,826.724,766.232,692.2974
False,1.0,Алтайский край,2,False,25000.0,70000.0,8036.0263,7095.0397,6107.0036,5843.5274,5711.7892,5495.3623,3632.2086,3500.4705,3491.0606,3462.831,2540.6641,2324.2371,2051.351,2013.7115,1505.5787,1496.1688,1317.3814,1176.2334,1157.4136,1072.7248,969.2163
False,1.0,Алтайский край,2,True,40000.0,40000.0,4592.0151,4054.3084,3489.7164,3339.1585,3263.8796,3140.207,2075.5478,2000.2689,1994.8918,1978.7606,1451.808,1328.1355,1172.2006,1150.6923,860.3307,854.9536,752.7894,672.1334,661.3792,612.9856,553.8379
False,1.0,Республика Крым,1,False,30000.0,65000.0,7462.0245,6588.2511,5670.7891,5426.1325,5303.8043,5102.8364,3372.7652,3250.4369,3241.6992,3215.486,2359.1881,2158.2202,1904.8259,1869.875,1398.0374,1389.2996,1223.2827,1092.2167,1074.7412,996.1016,899.9866
False,1.0,Республика Крым,1,True,40000.0,40000.0,4592.0151,4054.3084,3489.7164,3339.1585,3263.8796,3140.207,2075.5478,2000.2689,1994.8918,1978.7606,1451.808,1328.1355,1172.2006,1150.6923,860.3307,854.9536,752.7894,672.1334,661.3792,612.9856,553.8379
False,1.0,Новосибирская область,0,False,30000.0,100000.0,11480.0376,10135.7709,8724.2909,8347.8962,8159.6989,7850.5175,5188.8695,5000.6721,4987.2295,4946.9015,3629.5201,3320.3388,2930.5014,2876.7307,2150.8267,2137.3841,1881.9734,1680.3334,1653.448,1532.464,1384.5947
False,1.0,Новосибирская область,0,True,9000.0,50000.0,5740.0188,5067.8855,4362.1454,4173.9481,4079.8494,3925.2588,2594.4347,2500.3361,2493.6147,2473.4507,1814.76,1660.1694,1465.2507,1438.3654,1075.4134,1068.692,940.9867,840.1667,826.724,766.232,692.2974
False,1.0,Ставропольский край,2,False,20000.0,95000.0,10906.0358,9628.9824,8288.0764,7930.5014,7751.7139,7457.9917,4929.426,4750.6385,4737.868,4699.5564,3448.0441,3154.3218,2783.9763,2732.8942,2043.2854,2030.5149,1787.8747,1596.3167,1570.7756,1455.8408,1315.365
False,1.0,Ставропольский край,2,True,30000.0,30000.0,3444.0113,3040.7313,2617.2873,2504.3689,2447.9097,2355.1553,1556.6608,1500.2016,1496.1688,1484.0704,1088.856,996.1016,879.1504,863.0192,645.248,641.2152,564.592,504.1,496.0344,459.7392,415.3784
False,1.0,Ростовская область,0,False,30000.0,69000.0,7921.226,6993.6819,6019.7607,5760.0484,5630.1922,5416.8571,3580.3199,3450.4638,3441.1883,3413.362,2504.3689,2291.0337,2022.046,1984.9442,1484.0704,1474.795,1298.5616,1159.43,1140.8792,1057.4002,955.3703
False,1.0,Ростовская область,0,True,35000.0,51750.0,5940.9195,5245.2615,4514.8205,4320.0363,4222.6442,4062.6428,2685.24,2587.8478,2580.8912,2560.0215,1878.2767,1718.2753,1516.5345,1488.7082,1113.0528,1106.0962,973.9212,869.5725,855.6594,793.0501,716.5278
False,1.0,Приморский край,1,False,40000.0,80000.0,9184.0301,8108.6167,6979.4327,6678.317,6527.7591,6280.414,4151.0956,4000.5377,3989.7836,3957.5212,2903.6161,2656.271,2344.4011,2301.3846,1720.6614,1709.9072,1505.5787,1344.2667,1322.7584,1225.9712,1107.6758
False,1.0,Приморский край,1,True,9000.0,50000.0,5740.0188,5067.8855,4362.1454,4173.9481,4079.8494,3925.2588,2594.4347,2500.3361,2493.6147,2473.4507,1814.76,1660.1694,1465.2507,1438.3654,1075.4134,1068.692,940.9867,840.1667,826.724,766.232,692.2974
False,1.0,Пермский край,1,False,35000.0,90000.0,10332.0339,9122.1938,7851.8618,7513.1066,7343.729,7065.4658,4669.9825,4500.6049,4488.5065,4452.2113,3266.5681,2988.3049,2637.4513,2589.0577,1935.7441,1923.6457,1693.776,1512.3,1488.1032,1379.2176,1246.1352
False,1.0,Пермский край,1,True,9000.0,58250.0,6687.1219,5904.0866,5081.8994,4862.6495,4753.0246,4572.9265,3022.5165,2912.8915,2905.0612,2881.5701,2114.1955,1934.0973,1707.0171,1675.6957,1252.8566,1245.0262,1096.2495,978.7942,963.1335,892.6603,806.5264
False,1.0,Ульяновская область,1,False,9000.0,54000.0,6199.2203,5473.3163,4711.1171,4507.864,4406.2374,4239.2795,2801.9895,2700.363,2693.1039,2671.3268,1959.9409,1792.9829,1582.4708,1553.4346,1161.4464,1154.1874,1016.2656,907.38,892.8619,827.5306,747.6811
False,1.0,Ульяновская область,1,True,9000.0,27000.0,3099.6102,2736.6582,2355.5585,2253.932,2203.1187,2119.6397,1400.9948,1350.1815,1346.552,1335.6634,979.9704,896.4915,791.2354,776.7173,580.7232,577.0937,508.1328,453.69,446.431,413.7653,373.8406
False,1.0,Курганская область,1,False,25000.0,90000.0,10332.0339,9122.1938,7851.8618,7513.1066,7343.729,7065.4658,4669.9825,4500.6049,4488.5065,4452.2113,3266.5681,2988.3049,2637.4513,2589.0577,1935.7441,1923.6457,1693.776,1512.3,1488.1032,1379.2176,1246.1352
False,1.0,Курганская область,1,True,9000.0,27750.0,3185.7104,2812.6764,2420.9907,2316.5412,2264.3164,2178.5186,1439.9113,1387.6865,1383.9562,1372.7652,1007.1918,921.394,813.2141,798.2928,596.8544,593.1241,522.2476,466.2925,458.8318,425.2588,384.225
False,1.0,Владимирская область,1,False,30000.0,70000.0,8036.0263,7095.0397,6107.0036,5843.5274,5711.7892,5495.3623,3632.2086,3500.4705,3491.0606,3462.831,2540.6641,2324.2371,2051.351,2013.7115,1505.5787,1496.1688,1317.3814,1176.2334,1157.4136,1072.7248,969.2163
False,1.0,Владимирская область,1,True,35000.0,40000.0,4592.0151,4054.3084,3489.7164,3339.1585,3263.8796,3140.207,2075.5478,2000.2689,1994.8918,1978.7606,1451.808,1328.1355,1172.2006,1150.6923,860.3307,854.9536,752.7894,672.1334,661.3792,612.9856,553.8379
False,1.0,Сахалинская область,1,False,40000.0,89000.0,10217.2335,9020.8361,7764.6189,7429.6276,7262.132,6986.9606,4618.0938,4450.5982,4438.6342,4402.7423,3230.2729,2955.1015,2608.1463,2560.2904,1914.2358,1902.2718,1674.9563,1495.4967,1471.5688,1363.893,1232.2893
False,1.0,Сахалинская область,1,True,9000.0,40000.0,4592.0151,4054.3084,3489.7164,3339.1585,3263.8796,3140.207,2075.5478,2000.2689,1994.8918,1978.7606,1451.808,1328.1355,1172.2006,1150.6923,860.3307,854.9536,752.7894,672.1334,661.3792,612.9856,553.8379
False,1.0,Пензенская область,1,False,35000.0,65000.0,7462.0245,6588.2511,5670.7891,5426.1325,5303.8043,5102.8364,3372.7652,3250.4369,3241.6992,3215.486,2359.1881,2158.2202,1904.8259,1869.875,1398.0374,1389.2996,1223.2827,1092.2167,1074.7412,996.1016,899.9866
False,1.0,Пензенская область,1,True,40000.0,40000.0,4592.0151,4054.3084,3489.7164,3339.1585,3263.8796,3140.207,2075.5478,2000.2689,1994.8918,1978.7606,1451.808,1328.1355,1172.2006,1150.6923,860.3307,854.9536,752.7894,672.1334,661.3792,612.9856,553.8379
False,1.0,Кемеровская область,1,False,30000.0,95000.0,10906.0358,9628.9824,8288.0764,7930.5014,7751.7139,7457.9917,4929.426,4750.6385,4737.868,4699.5564,3448.0441,3154.3218,2783.9763,2732.8942,2043.2854,2030.5149,1787.8747,1596.3167,1570.7756,1455.8408,1315.365
False,1.0,Кемеровская область,1,True,30000.0,65000.0,7462.0245,6588.2511,5670.7891,5426.1325,5303.8043,5102.8364,3372.7652,3250.4369,3241.6992,3215.486,2359.1881,2158.2202,1904.8259,1869.875,1398.0374,1389.2996,1223.2827,1092.2167,1074.7412,996.1016,899.9866
False,1.0,Красноярский край,1,False,35000.0,80000.0,9184.0301,8108.6167,6979.4327,6678.317,6527.7591,6280.414,4151.0956,4000.5377,3989.7836,3957.5212,2903.6161,2656.271,2344.4011,2301.3846,1720.6614,1709.9072,1505.5787,1344.2667,1322.7584,1225.9712,1107.6758
False,1.0,Красноярский край,1,True,40000.0,50000.0,5740.0188,5067.8855,4362.1454,4173.9481,4079.8494,3925.2588,2594.4347,2500.3361,2493.6147,2473.4507,1814.76,1660.1694,1465.2507,1438.3654,1075.4134,1068.692,940.9867,840.1667,826.724,766.232,692.2974
False,1.0,Вологодская область,1,False,30000.0,65000.0,7462.0245,6588.2511,5670.7891,5426.1325,5303.8043,5102.8364,3372.7652,3250.4369,3241.6992,3215.486,2359.1881,2158.2202,1904.8259,1869.875,1398.0374,1389.2996,1223.2827,1092.2167,1074.7412,996.1016,899.9866
False,1.0,Вологодская область,1,True,40000.0,40000.0,4592.0151,4054.3084,3489.7164,3339.1585,3263.8796,3140.207,2075.5478,2000.2689,1994.8918,1978.7606,1451.808,1328.1355,1172.2006,1150.6923,860.3307,854.9536,752.7894,672.1334,661.3792,612.9856,553.8379
False,1.0,Саратовская область,2,False,30000.0,70000.0,8036.0263,7095.0397,6107.0036,5843.5274,5711.7892,5495.3623,3632.2086,3500.4705,3491.0606,3462.831,2540.6641,2324.2371,2051.351,2013.7115,1505.5787,1496.1688,1317.3814,1176.2334,1157.4136,1072.7248,969.2163
False,1.0,Саратовская область,2,True,30000.0,51750.0,5940.9195,5245.2615,4514.8205,4320.0363,4222.6442,4062.6428,2685.24,2587.8478,2580.8912,2560.0215,1878.2767,1718.2753,1516.5345,1488.7082,1113.0528,1106.0962,973.9212,869.5725,855.6594,793.0501,716.5278
False,1.0,Челябинская область,0,False,30000.0,105000.0,12054.0395,10642.5595,9160.5054,8765.291,8567.6838,8243.0434,5448.3129,5250.7057,5236.5909,5194.2465,3810.9961,3486.3557,3077.0265,3020.5673,2258.3681,2244.2533,1976.0721,1764.35,1736.1204,1609.0872,1453.8244
False,1.0,Челябинская область,0,True,30000.0,55000.0,6314.0207,5574.674,4798.36,4591.3429,4487.8344,4317.7846,2853.8782,2750.3697,2742.9762,2720.7958,1996.2361,1826.1863,1611.7758,1582.2019,1182.9547,1175.5612,1035.0854,924.1834,909.3964,842.8552,761.5271
False,1.0,Белгородская область,2,False,30000.0,65000.0,7462.0245,6588.2511,5670.7891,5426.1325,5303.8043,5102.8364,3372.7652,3250.4369,3241.6992,3215.486,2359.1881,2158.2202,1904.8259,1869.875,1398.0374,1389.2996,1223.2827,1092.2167,1074.7412,996.1016,899.9866
False,1.0,Удмуртская Республика,1,False,30000.0,70000.0,8036.0263,7095.0397,6107.0036,5843.5274,5711.7892,5495.3623,3632.2086,3500.4705,3491.0606,3462.831,2540.6641,2324.2371,2051.351,2013.7115,1505.5787,1496.1688,1317.3814,1176.2334,1157.4136,1072.7248,969.2163
False,1.0,Удмуртская Республика,1,True,20000.0,30000.0,3444.0113,3040.7313,2617.2873,2504.3689,2447.9097,2355.1553,1556.6608,1500.2016,1496.1688,1484.0704,1088.856,996.1016,879.1504,863.0192,645.248,641.2152,564.592,504.1,496.0344,459.7392,415.3784
False,1.0,Ярославская область,1,False,30000.0,65000.0,7462.0245,6588.2511,5670.7891,5426.1325,5303.8043,5102.8364,3372.7652,3250.4369,3241.6992,3215.486,2359.1881,2158.2202,1904.8259,1869.875,1398.0374,1389.2996,1223.2827,1092.2167,1074.7412,996.1016,899.9866
False,1.0,Ярославская область,1,True,30000.0,65000.0,7462.0245,6588.2511,5670.7891,5426.1325,5303.8043,5102.8364,3372.7652,3250.4369,3241.6992,3215.486,2359.1881,2158.2202,1904.8259,1869.875,1398.0374,1389.2996,1223.2827,1092.2167,1074.7412,996.1016,899.9866
False,1.0,Орловская область,1,False,40000.0,55000.0,6314.0207,5574.674,4798.36,4591.3429,4487.8344,4317.7846,2853.8782,2750.3697,2742.9762,2720.7958,1996.2361,1826.1863,1611.7758,1582.2019,1182.9547,1175.5612,1035.0854,924.1834,909.3964,842.8552,761.5271
False,1.0,Амурская область,1,False,40000.0,54000.0,6199.2203,5473.3163,4711.1171,4507.864,4406.2374,4239.2795,2801.9895,2700.363,2693.1039,2671.3268,1959.9409,1792.9829,1582.4708,1553.4346,1161.4464,1154.1874,1016.2656,907.38,892.8619,827.5306,747.6811
False,1.0,Амурская область,1,True,30000.0,51750.0,5940.9195,5245.2615,4514.8205,4320.0363,4222.6442,4062.6428,2685.24,2587.8478,2580.8912,2560.0215,1878.2767,1718.2753,1516.5345,1488.7082,1113.0528,1106.0962,973.9212,869.5725,855.6594,793.0501,716.5278
False,1.0,Магаданская область,1,False,50000.0,50000.0,5740.0188,5067.8855,4362.1454,4173.9481,4079.8494,3925.2588,2594.4347,2500.3361,2493.6147,2473.4507,1814.76,1660.1694,1465.2507,1438.3654,1075.4134,1068.692,940.9867,840.1667,826.724,766.232,692.2974
False,1.0,Магаданская область,1,True,9000.0,9000.0,1033.2034,912.2194,785.1862,751.3107,734.3729,706.5466,466.9983,450.0605,448.8507,445.2211,326.6568,298.8305,263.7451,258.9058,193.5744,192.3646,169.3776,151.23,148.8103,137.9218,124.6135
False,1.0,Чеченская Республика,1,False,9000.0,50000.0,5740.0188,5067.8855,4362.1454,4173.9481,4079.8494,3925.2588,2594.4347,2500.3361,2493.6147,2473.4507,1814.76,1660.1694,1465.2507,1438.3654,1075.4134,1068.692,940.9867,840.1667,826.724,766.232,692.2974
False,1.0,Чеченская Республика,1,True,40000.0,40000.0,4592.0151,4054.3084,3489.7164,3339.1585,3263.8796,3140.207,2075.5478,2000.2689,1994.8918,1978.7606,1451.808,1328.1355,1172.2006,1150.6923,860.3307,854.9536,752.7894,672.1334,661.3792,612.9856,553.8379
False,1.0,Камчатский край,1,False,9000.0,51250.0,5883.5193,5194.5826,4471.1991,4278.2968,4181.8457,4023.3902,2659.2956,2562.8445,2555.9551,2535.287,1860.129,1701.6736,1501.882,1474.3245,1102.2987,1095.4093,964.5114,861.1709,847.3921,785.3878,709.6048
False,1.0,Камчатский край,1,True,9000.0,29250.0,3357.911,2964.713,2551.8551,2441.7596,2386.7119,2296.2764,1517.7443,1462.6966,1458.7646,1446.9687,1061.6346,971.1991,857.1717,841.4437,629.1168,625.1848,550.4772,491.4975,483.6336,448.2457,404.994
False,1.0,Республика Северная Осетия,1,False,9000.0,50000.0,5740.0188,5067.8855,4362.1454,4173.9481,4079.8494,3925.2588,2594.4347,2500.3361,2493.6147,2473.4507,1814.76,1660.1694,1465.2507,1438.3654,1075.4134,1068.692,940.9867,840.1667,826.724,766.232,692.2974
False,1.0,Республика Северная Осетия,1,True,9000.0,9000.0,1033.2034,912.2194,785.1862,751.3107,734.3729,706.5466,466.9983,450.0605,448.8507,445.2211,326.6568,298.8305,263.7451,258.9058,193.5744,192.3646,169.3776,151.23,148.8103,137.9218,124.6135
False,1.0,Республика Дагестан,1,False,9000.0,65000.0,7462.0245,6588.2511,5670.7891,5426.1325,5303.8043,5102.8364,3372.7652,3250.4369,3241.6992,3215.486,2359.1881,2158.2202,1904.8259,1869.875,1398.0374,1389.2996,1223.2827,1092.2167,1074.7412,996.1016,899.9866
False,1.0,Республика Дагестан,1,True,9000.0,27750.0,3185.7104,2812.6764,2420.9907,2316.5412,2264.3164,2178.5186,1439.9113,1387.6865,1383.9562,1372.7652,1007.1918,921.394,813.2141,798.2928,596.8544,593.1241,522.2476,466.2925,458.8318,425.2588,384.225
False,1.0,Республика Марий Эл,1,False,25000.0,36160.0,4151.1816,3665.0948,3154.7036,3018.5993,2950.5471,2838.7471,1876.2952,1808.243,1803.3822,1788.7996,1312.4345,1200.6345,1059.6693,1040.2258,777.7389,772.8781,680.5216,607.6085,597.8868,554.139,500.6694
False,1.0,Республика Марий Эл,1,True,9000.0,9000.0,1033.2034,912.2194,785.1862,751.3107,734.3729,706.5466,466.9983,450.0605,448.8507,445.2211,326.6568,298.8305,263.7451,258.9058,193.5744,192.3646,169.3776,151.23,148.8103,137.9218,124.6135
False,1.0,Ямало-Ненецкий автономный округ,1,True,36160.0,36160.0,4151.1816,3665.0948,3154.7036,3018.5993,2950.5471,2838.7471,1876.2952,1808.243,1803.3822,1788.7996,1312.4345,1200.6345,1059.6693,1040.2258,777.7389,772.8781,680.5216,607.6085,597.8868,554.139,500.6694
False,1.0,Республика Хакасия,1,False,9000.0,50000.0,5740.0188,5067.8855,4362.1454,4173.9481,4079.8494,3925.2588,2594.4347,2500.3361,2493.6147,2473.4507,1814.76,1660.1694,1465.2507,1438.3654,1075.4134,1068.692,940.9867,840.1667,826.724,766.232,692.2974
False,1.0,Республика Хакасия,1,True,9000.0,9000.0,1033.2034,912.2194,785.1862,751.3107,734.3729,706.5466,466.9983,450.0605,448.8507,445.2211,326.6568,298.8305,263.7451,258.9058,193.5744,192.3646,169.3776,151.23,148.8103,137.9218,124.6135
False,1.0,Самарская область,0,False,30000.0,82000.0,9413.6309,8311.3322,7153.9185,6845.2749,6690.9531,6437.4244,4254.873,4100.5511,4089.5282,4056.4592,2976.2065,2722.6778,2403.0112,2358.9192,1763.6779,1752.6549,1543.2182,1377.8734,1355.8274,1256.6205,1135.3677
False,1.0,Самарская область,0,True,9000.0,55000.0,6314.0207,5574.674,4798.36,4591.3429,4487.8344,4317.7846,2853.8782,2750.3697,2742.9762,2720.7958,1996.2361,1826.1863,1611.7758,1582.2019,1182.9547,1175.5612,1035.0854,924.1834,909.3964,842.8552,761.5271
False,1.0,Курская область,2,False,30000.0,65000.0,7462.0245,6588.2511,5670.7891,5426.1325,5303.8043,5102.8364,3372.7652,3250.4369,3241.6992,3215.486,2359.1881,2158.2202,1904.8259,1869.875,1398.0374,1389.2996,1223.2827,1092.2167,1074.7412,996.1016,899.9866
False,1.0,Рязанская область,1,False,30000.0,65000.0,7462.0245,6588.2511,5670.7891,5426.1325,5303.8043,5102.8364,3372.7652,3250.4369,3241.6992,3215.486,2359.1881,2158.2202,1904.8259,1869.875,1398.0374,1389.2996,1223.2827,1092.2167,1074.7412,996.1016,899.9866
False,1.0,Рязанская область,1,True,30000.0,30000.0,3444.0113,3040.7313,2617.2873,2504.3689,2447.9097,2355.1553,1556.6608,1500.2016,1496.1688,1484.0704,1088.856,996.1016,879.1504,863.0192,645.248,641.2152,564.592,504.1,496.0344,459.7392,415.3784
False,1.0,Смоленская область,1,False,30000.0,60000.0,6888.0226,6081.4626,5234.5745,5008.7377,4895.8193,4710.3105,3113.3217,3000.4033,2992.3377,2968.1409,2177.7121,1992.2033,1758.3008,1726.0384,1290.496,1282.4304,1129.184,1008.2,992.0688,919.4784,830.7568
False,1.0,Смоленская область,1,True,40000.0,40000.0,4592.0151,4054.3084,3489.7164,3339.1585,3263.8796,3140.207,2075.5478,2000.2689,1994.8918,1978.7606,1451.808,1328.1355,1172.2006,1150.6923,860.3307,854.9536,752.7894,672.1334,661.3792,612.9856,553.8379
False,1.0,Омская область,1,False,30000.0,80000.0,9184.0301,8108.6167,6979.4327,6678.317,6527.7591,6280.414,4151.0956,4000.5377,3989.7836,3957.5212,2903.6161,2656.271,2344.4011,2301.3846,1720.6614,1709.9072,1505.5787,1344.2667,1322.7584,1225.9712,1107.6758
False,1.0,Омская область,1,True,9000.0,40000.0,4592.0151,4054.3084,3489.7164,3339.1585,3263.8796,3140.207,2075.5478,2000.2689,1994.8918,1978.7606,1451.808,1328.1355,1172.2006,1150.6923,860.3307,854.9536,752.7894,672.1334,661.3792,612.9856,553.8379
False,1.0,Воронежская область,2,False,25000.0,65000.0,7462.0245,6588.2511,5670.7891,5426.1325,5303.8043,5102.8364,3372.7652,3250.4369,3241.6992,3215.486,2359.1881,2158.2202,1904.8259,1869.875,1398.0374,1389.2996,1223.2827,1092.2167,1074.7412,996.1016,899.9866
False,1.0,Воронежская область,2,True,9000.0,51750.0,5940.9195,5245.2615,4514.8205,4320.0363,4222.6442,4062.6428,2685.24,2587.8478,2580.8912,2560.0215,1878.2767,1718.2753,1516.5345,1488.7082,1113.0528,1106.0962,973.9212,869.5725,855.6594,793.0501,716.5278
False,1.0,Тамбовская область,2,False,30000.0,55000.0,6314.0207,5574.674,4798.36,4591.3429,4487.8344,4317.7846,2853.8782,2750.3697,2742.9762,2720.7958,1996.2361,1826.1863,1611.7758,1582.2019,1182.9547,1175.5612,1035.0854,924.1834,909.3964,842.8552,761.5271
False,1.0,Тамбовская область,2,True,30000.0,40000.0,4592.0151,4054.3084,3489.7164,3339.1585,3263.8796,3140.207,2075.5478,2000.2689,1994.8918,1978.7606,1451.808,1328.1355,1172.2006,1150.6923,860.3307,854.9536,752.7894,672.1334,661.3792,612.9856,553.8379
False,1.0,Забайкальский край,1,False,30000.0,90000.0,10332.0339,9122.1938,7851.8618,7513.1066,7343.729,7065.4658,4669.9825,4500.6049,4488.5065,4452.2113,3266.5681,2988.3049,2637.4513,2589.0577,1935.7441,1923.6457,1693.776,1512.3,1488.1032,1379.2176,1246.1352
False,1.0,Республика Саха (Якутия),1,False,30000.0,60000.0,6888.0226,6081.4626,5234.5745,5008.7377,4895.8193,4710.3105,3113.3217,3000.4033,2992.3377,2968.1409,2177.7121,1992.2033,1758.3008,1726.0384,1290.496,1282.4304,1129.184,1008.2,992.0688,919.4784,830.7568
False,1.0,Республика Саха (Якутия),1,True,30000.0,40000.0,4592.0151,4054.3084,3489.7164,3339.1585,3263.8796,3140.207,2075.5478,2000.2689,1994.8918,1978.7606,1451.808,1328.1355,1172.2006,1150.6923,860.3307,854.9536,752.7894,672.1334,661.3792,612.9856,553.8379
False,1.0,Томская область,1,False,30000.0,60000.0,6888.0226,6081.4626,5234.5745,5008.7377,4895.8193,4710.3105,3113.3217,3000.4033,2992.3377,2968.1409,2177.7121,1992.2033,1758.3008,1726.0384,1290.496,1282.4304,1129.184,1008.2,992.0688,919.4784,830.7568
False,1.0,Томская область,1,True,9000.0,35000.0,4018.0132,3547.5198,3053.5018,2921.7637,2855.8946,2747.6811,1816.1043,1750.2352,1745.5303,1731.4155,1270.332,1162.1186,1025.6755,1006.8558,752.7894,748.0844,658.6907,588.1167,578.7068,536.3624,484.6081
False,1.0,Город федерального значения Севастополь,1,False,30000.0,63218.0,7257.4502,6407.6317,5515.3222,5277.373,5158.3984,4962.9402,3280.2995,3161.3249,3152.8267,3127.3322,2294.51,2099.0518,1852.6044,1818.6116,1359.7096,1351.2115,1189.7459,1062.2732,1045.2768,968.7931,875.3131
False,1.0,Город федерального значения Севастополь,1,True,35000.0,35000.0,4018.0132,3547.5198,3053.5018,2921.7637,2855.8946,2747.6811,1816.1043,1750.2352,1745.5303,1731.4155,1270.332,1162.1186,1025.6755,1006.8558,752.7894,748.0844,658.6907,588.1167,578.7068,536.3624,484.6081
False,1.0,Астраханская область,1,False,30000.0,60000.0,6888.0226,6081.4626,5234.5745,5008.7377,4895.8193,4710.3105,3113.3217,3000.4033,2992.3377,2968.1409,2177.7121,1992.2033,1758.3008,1726.0384,1290.496,1282.4304,1129.184,1008.2,992.0688,919.4784,830.7568
False,1.0,Астраханская область,1,True,9000.0,47000.0,5395.6177,4763.8123,4100.4167,3923.5112,3835.0585,3689.7432,2438.7687,2350.3159,2343.9978,2325.0437,1705.8744,1560.5592,1377.3357,1352.0634,1010.8886,1004.5705,884.5275,789.7567,777.1206,720.2581,650.7595
False,1.0,Республика Коми,1,False,30000.0,60000.0,6888.0226,6081.4626,5234.5745,5008.7377,4895.8193,4710.3105,3113.3217,3000.4033,2992.3377,2968.1409,2177.7121,1992.2033,1758.3008,1726.0384,1290.496,1282.4304,1129.184,1008.2,992.0688,919.4784,830.7568
False,1.0,Республика Коми,1,True,9000.0,40000.0,4592.0151,4054.3084,3489.7164,3339.1585,3263.8796,3140.207,2075.5478,2000.2689,1994.8918,1978.7606,1451.808,1328.1355,1172.2006,1150.6923,860.3307,854.9536,752.7894,672.1334,661.3792,612.9856,553.8379
False,1.0,Республика Мордовия,1,False,40000.0,40000.0,4592.0151,4054.3084,3489.7164,3339.1585,3263.8796,3140.207,2075.5478,2000.2689,1994.8918,1978.7606,1451.808,1328.1355,1172.2006,1150.6923,860.3307,854.9536,752.7894,672.1334,661.3792,612.9856,553.8379
False,1.0,Республика Мордовия,1,True,40000.0,40000.0,4592.0151,4054.3084,3489.7164,3339.1585,3263.8796,3140.207,2075.5478,2000.2689,1994.8918,1978.7606,1451.808,1328.1355,1172.2006,1150.6923,860.3307,854.9536,752.7894,672.1334,661.3792,612.9856,553.8379
False,1.0,Кабардино-Балкарская Республика,1,False,35000.0,50000.0,5740.0188,5067.8855,4362.1454,4173.9481,4079.8494,3925.2588,2594.4347,2500.3361,2493.6147,2473.4507,1814.76,1660.1694,1465.2507,1438.3654,1075.4134,1068.692,940.9867,840.1667,826.724,766.232,692.2974
False,1.0,Республика Бурятия,1,False,30000.0,65000.0,7462.0245,6588.2511,5670.7891,5426.1325,5303.8043,5102.8364,3372.7652,3250.4369,3241.6992,3215.486,2359.1881,2158.2202,1904.8259,1869.875,1398.0374,1389.2996,1223.2827,1092.2167,1074.7412,996.1016,899.9866
False,1.0,Республика Бурятия,1,True,40000.0,40000.0,4592.0151,4054.3084,3489.7164,3339.1585,3263.8796,3140.207,2075.5478,2000.2689,1994.8918,1978.7606,1451.808,1328.1355,1172.2006,1150.6923,860.3307,854.9536,752.7894,672.1334,661.3792,612.9856,553.8379
False,1.0,Республика Адыгея,1,False,31200.0,40000.0,4592.0151,4054.3084,3489.7164,3339.1585,3263.8796,3140.207,2075.5478,2000.2689,1994.8918,1978.7606,1451.808,1328.1355,1172.2006,1150.6923,860.3307,854.9536,752.7894,672.1334,661.3792,612.9856,553.8379
False,1.0,Запорожская область,1,False,30600.0,31200.0,3581.7717,3162.3605,2721.9788,2604.5436,2545.8261,2449.3615,1618.9273,1560.2097,1556.0156,1543.4333,1132.4103,1035.9457,914.3164,897.54,671.0579,666.8638,587.1757,524.264,515.8758,478.1288,431.9935
False,1.0,Ленинградская область,1,True,36160.0,36160.0,4151.1816,3665.0948,3154.7036,3018.5993,2950.5471,2838.7471,1876.2952,1808.243,1803.3822,1788.7996,1312.4345,1200.6345,1059.6693,1040.2258,777.7389,772.8781,680.5216,607.6085,597.8868,554.139,500.6694
False,2.0,Брянская область,1,False,9000.0,9000.0,1033.2034,912.2194,785.1862,751.3107,734.3729,706.5466,466.9983,450.0605,448.8507,445.2211,326.6568,298.8305,263.7451,258.9058,193.5744,192.3646,169.3776,151.23,148.8103,137.9218,124.6135
