is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,"Ответственность , добросовестность (СК) (614_4)",Английский язык (ЯС) (1918_32),"Организация командировок сотрудников, руководителя и сопровождающих его лиц. Travel-поддержка (2252_33)",Дисциплинированность (СК) (593_4),Ведение делопроизводства (2047_33),"Знание ПК, различных операционных систем, офисных программ (2286_33)",Внимательность (СК) (536_4),Грамотность (СК) (1368_4),"Личные установки и ценности, мировоззрение (2043_4)","Встречи и переговоры: планирование, организация, координация, сопровождение, участие в проведении встреч и переговоров (3079_33)",Стрессоустойчивость (СК) (601_4),Владение ПК и оргтехникой (2686_33),Коммуникабельность (СК) (617_4),"Выполнение поставленных задач, приказов, распоряжений и поручений руководителя (1994_33)",Выполнение поручений руководителя (ОПТ) (3036_36),Аккуратность (СК) (575_4),"Работа с документами: подготовка, прием/отправка, печать, сканирование (1976_33)","Саморазвитие, обучаемость (СК) (604_4)","Работа с входящей и исходящей корреспонденцией: отправка, доставка (3597_33)",Ведение делопроизводства (2455_33),"Обеспечение и контроль исполнения поручений руководителя, сроков выполнения указаний/ распоряжений/ поручений и приказов (2251_33)","Организаторские способности, лидерство (СК) (393_4)",Доброжелательность (СК) (1126_4),Пунктуальность (СК) (612_4),Командность (СК) (1371_4)
False,1.0,Херсонская область,1,False,17100.0,17100.0,2480.859,1971.9648,948.3936,884.7819,809.6043,786.4728,786.4728,705.5123,676.5979,647.6835,630.3348,589.8546,537.8086,532.0257,497.3284,451.0653,445.2824,410.5851,364.3219,346.9733,346.9733,318.0588,318.0588,306.4931,306.4931
False,1.0,Республика Калмыкия,1,False,14500.0,25000.0,3626.9868,2882.9895,1386.5404,1293.5408,1183.6321,1149.814,1149.814,1031.4508,989.1782,946.9056,921.5421,862.3605,786.2699,777.8154,727.0883,659.4521,650.9976,600.2705,532.6344,507.2709,507.2709,464.9983,464.9983,448.0893,448.0893
False,1.0,Республика Ингушетия,1,False,15000.0,15000.0,2176.1921,1729.7937,831.9242,776.1245,710.1792,689.8884,689.8884,618.8705,593.5069,568.1434,552.9253,517.4163,471.7619,466.6892,436.253,395.6713,390.5986,360.1623,319.5807,304.3625,304.3625,278.999,278.999,268.8536,268.8536
False,1.0,Волгоградская область,2,False,12600.0,45000.0,6528.5763,5189.3811,2495.7727,2328.3734,2130.5377,2069.6652,2069.6652,1856.6114,1780.5208,1704.4302,1658.7758,1552.2489,1415.2858,1400.0676,1308.7589,1187.0139,1171.7957,1080.487,958.742,913.0876,913.0876,836.997,836.997,806.5607,806.5607
False,1.0,Волгоградская область,2,True,12600.0,18000.0,2611.4305,2075.7525,998.3091,931.3493,852.2151,827.8661,827.8661,742.6446,712.2083,681.7721,663.5103,620.8996,566.1143,560.0271,523.5036,474.8055,468.7183,432.1948,383.4968,365.235,365.235,334.7988,334.7988,322.6243,322.6243
False,1.0,Тюменская область,1,False,15000.0,40000.0,5803.1789,4612.7832,2218.4647,2069.6652,1893.8113,1839.7024,1839.7024,1650.3213,1582.6852,1515.049,1474.4674,1379.7768,1258.0318,1244.5046,1163.3412,1055.1234,1041.5962,960.4329,852.2151,811.6334,811.6334,743.9973,743.9973,716.9428,716.9428
False,1.0,Республика Татарстан,0,False,12600.0,70000.0,10155.5631,8072.3706,3882.3132,3621.9141,3314.1698,3219.4792,3219.4792,2888.0622,2769.699,2651.3358,2580.3179,2414.6094,2201.5556,2177.883,2035.8471,1846.466,1822.7934,1680.7575,1491.3764,1420.3585,1420.3585,1301.9953,1301.9953,1254.65,1254.65
False,1.0,Республика Татарстан,0,True,18000.0,25000.0,3626.9868,2882.9895,1386.5404,1293.5408,1183.6321,1149.814,1149.814,1031.4508,989.1782,946.9056,921.5421,862.3605,786.2699,777.8154,727.0883,659.4521,650.9976,600.2705,532.6344,507.2709,507.2709,464.9983,464.9983,448.0893,448.0893
False,1.0,Челябинская область,0,False,12600.0,50000.0,7253.9736,5765.979,2773.0808,2587.0815,2367.2641,2299.628,2299.628,2062.9016,1978.3564,1893.8113,1843.0842,1724.721,1572.5397,1555.6307,1454.1765,1318.9043,1301.9953,1200.5411,1065.2689,1014.5418,1014.5418,929.9966,929.9966,896.1786,896.1786
False,1.0,Свердловская область,0,False,15000.0,52000.0,7544.1326,5996.6182,2884.0041,2690.5648,2461.9547,2391.6131,2391.6131,2145.4177,2057.4907,1969.5637,1916.8076,1793.7098,1635.4413,1617.8559,1512.3436,1371.6605,1354.0751,1248.5627,1107.8796,1055.1234,1055.1234,967.1965,967.1965,932.0257,932.0257
False,1.0,Свердловская область,0,True,20000.0,32700.0,4744.0987,3770.9503,1813.5949,1691.9513,1548.1907,1503.9567,1503.9567,1349.1376,1293.8451,1238.5526,1205.3771,1127.9675,1028.441,1017.3825,951.0315,862.5634,851.5049,785.1539,696.6858,663.5103,663.5103,608.2178,608.2178,586.1008,586.1008
False,1.0,Ростовская область,0,False,12600.0,45000.0,6528.5763,5189.3811,2495.7727,2328.3734,2130.5377,2069.6652,2069.6652,1856.6114,1780.5208,1704.4302,1658.7758,1552.2489,1415.2858,1400.0676,1308.7589,1187.0139,1171.7957,1080.487,958.742,913.0876,913.0876,836.997,836.997,806.5607,806.5607
False,1.0,Ростовская область,0,True,16000.0,18000.0,2611.4305,2075.7525,998.3091,931.3493,852.2151,827.8661,827.8661,742.6446,712.2083,681.7721,663.5103,620.8996,566.1143,560.0271,523.5036,474.8055,468.7183,432.1948,383.4968,365.235,365.235,334.7988,334.7988,322.6243,322.6243
False,1.0,Пермский край,1,False,12600.0,47000.0,6818.7352,5420.0203,2606.696,2431.8566,2225.2283,2161.6503,2161.6503,1939.1275,1859.6551,1780.1826,1732.4992,1621.2377,1478.1874,1462.2929,1366.9259,1239.77,1223.8755,1128.5086,1001.3527,953.6693,953.6693,874.1968,874.1968,842.4078,842.4078
False,1.0,Пермский край,1,True,15000.0,22000.0,3191.7484,2537.0308,1220.1556,1138.3159,1041.5962,1011.8363,1011.8363,907.6767,870.4768,833.277,810.9571,758.8772,691.9175,684.4775,639.8377,580.3179,572.8779,528.2381,468.7183,446.3984,446.3984,409.1985,409.1985,394.3186,394.3186
False,1.0,Белгородская область,2,False,15000.0,35000.0,5077.7815,4036.1853,1941.1566,1810.9571,1657.0849,1609.7396,1609.7396,1444.0311,1384.8495,1325.6679,1290.1589,1207.3047,1100.7778,1088.9415,1017.9236,923.233,911.3967,840.3788,745.6882,710.1792,710.1792,650.9976,650.9976,627.325,627.325
False,1.0,Новосибирская область,0,False,35.0,50000.0,7253.9736,5765.979,2773.0808,2587.0815,2367.2641,2299.628,2299.628,2062.9016,1978.3564,1893.8113,1843.0842,1724.721,1572.5397,1555.6307,1454.1765,1318.9043,1301.9953,1200.5411,1065.2689,1014.5418,1014.5418,929.9966,929.9966,896.1786,896.1786
False,1.0,Вологодская область,1,False,15000.0,32700.0,4744.0987,3770.9503,1813.5949,1691.9513,1548.1907,1503.9567,1503.9567,1349.1376,1293.8451,1238.5526,1205.3771,1127.9675,1028.441,1017.3825,951.0315,862.5634,851.5049,785.1539,696.6858,663.5103,663.5103,608.2178,608.2178,586.1008,586.1008
False,1.0,Краснодарский край,0,False,15000.0,60000.0,8704.7683,6919.1748,3327.697,3104.4978,2840.7169,2759.5536,2759.5536,2475.4819,2374.0277,2272.5736,2211.701,2069.6652,1887.0477,1866.7568,1745.0118,1582.6852,1562.3943,1440.6493,1278.3226,1217.4501,1217.4501,1115.9959,1115.9959,1075.4143,1075.4143
False,1.0,Краснодарский край,0,True,16000.0,40000.0,5803.1789,4612.7832,2218.4647,2069.6652,1893.8113,1839.7024,1839.7024,1650.3213,1582.6852,1515.049,1474.4674,1379.7768,1258.0318,1244.5046,1163.3412,1055.1234,1041.5962,960.4329,852.2151,811.6334,811.6334,743.9973,743.9973,716.9428,716.9428
False,1.0,Псковская область,1,False,15000.0,32700.0,4744.0987,3770.9503,1813.5949,1691.9513,1548.1907,1503.9567,1503.9567,1349.1376,1293.8451,1238.5526,1205.3771,1127.9675,1028.441,1017.3825,951.0315,862.5634,851.5049,785.1539,696.6858,663.5103,663.5103,608.2178,608.2178,586.1008,586.1008
False,1.0,Самарская область,0,False,12600.0,50000.0,7253.9736,5765.979,2773.0808,2587.0815,2367.2641,2299.628,2299.628,2062.9016,1978.3564,1893.8113,1843.0842,1724.721,1572.5397,1555.6307,1454.1765,1318.9043,1301.9953,1200.5411,1065.2689,1014.5418,1014.5418,929.9966,929.9966,896.1786,896.1786
False,1.0,Тверская область,1,False,15000.0,40000.0,5803.1789,4612.7832,2218.4647,2069.6652,1893.8113,1839.7024,1839.7024,1650.3213,1582.6852,1515.049,1474.4674,1379.7768,1258.0318,1244.5046,1163.3412,1055.1234,1041.5962,960.4329,852.2151,811.6334,811.6334,743.9973,743.9973,716.9428,716.9428
False,1.0,Тверская область,1,True,15000.0,20000.0,2901.5894,2306.3916,1109.2323,1034.8326,946.9056,919.8512,919.8512,825.1606,791.3426,757.5245,737.2337,689.8884,629.0159,622.2523,581.6706,527.5617,520.7981,480.2164,426.1075,405.8167,405.8167,371.9986,371.9986,358.4714,358.4714
False,1.0,Воронежская область,2,False,12600.0,43000.0,6238.4173,4958.742,2384.8495,2224.8901,2035.8471,1977.6801,1977.6801,1774.0954,1701.3865,1628.6777,1585.0524,1483.2601,1352.3842,1337.8424,1250.5918,1134.2577,1119.7159,1032.4653,916.1312,872.5059,872.5059,799.7971,799.7971,770.7136,770.7136
False,1.0,Воронежская область,2,True,14000.0,14000.0,2031.1126,1614.4741,776.4626,724.3828,662.834,643.8958,643.8958,577.6124,553.9398,530.2672,516.0636,482.9219,440.3111,435.5766,407.1694,369.2932,364.5587,336.1515,298.2753,284.0717,284.0717,260.3991,260.3991,250.93,250.93
False,1.0,Ярославская область,1,False,12600.0,40000.0,5803.1789,4612.7832,2218.4647,2069.6652,1893.8113,1839.7024,1839.7024,1650.3213,1582.6852,1515.049,1474.4674,1379.7768,1258.0318,1244.5046,1163.3412,1055.1234,1041.5962,960.4329,852.2151,811.6334,811.6334,743.9973,743.9973,716.9428,716.9428
False,1.0,Ярославская область,1,True,20000.0,20000.0,2901.5894,2306.3916,1109.2323,1034.8326,946.9056,919.8512,919.8512,825.1606,791.3426,757.5245,737.2337,689.8884,629.0159,622.2523,581.6706,527.5617,520.7981,480.2164,426.1075,405.8167,405.8167,371.9986,371.9986,358.4714,358.4714
False,1.0,Нижегородская область,0,False,15000.0,50000.0,7253.9736,5765.979,2773.0808,2587.0815,2367.2641,2299.628,2299.628,2062.9016,1978.3564,1893.8113,1843.0842,1724.721,1572.5397,1555.6307,1454.1765,1318.9043,1301.9953,1200.5411,1065.2689,1014.5418,1014.5418,929.9966,929.9966,896.1786,896.1786
False,1.0,Нижегородская область,0,True,16000.0,23000.0,3336.8279,2652.3504,1275.6172,1190.0575,1088.9415,1057.8289,1057.8289,948.9347,910.044,871.1532,847.8187,793.3717,723.3683,715.5901,668.9212,606.696,598.9178,552.2489,490.0237,466.6892,466.6892,427.7984,427.7984,412.2421,412.2421
False,1.0,Республика Башкортостан,0,False,12600.0,43000.0,6238.4173,4958.742,2384.8495,2224.8901,2035.8471,1977.6801,1977.6801,1774.0954,1701.3865,1628.6777,1585.0524,1483.2601,1352.3842,1337.8424,1250.5918,1134.2577,1119.7159,1032.4653,916.1312,872.5059,872.5059,799.7971,799.7971,770.7136,770.7136
False,1.0,Республика Башкортостан,0,True,16000.0,16000.0,2321.2716,1845.1133,887.3859,827.8661,757.5245,735.881,735.881,660.1285,633.0741,606.0196,589.7869,551.9107,503.2127,497.8018,465.3365,422.0494,416.6385,384.1731,340.886,324.6534,324.6534,297.5989,297.5989,286.7771,286.7771
False,1.0,Архангельская область,1,False,15000.0,38000.0,5513.02,4382.1441,2107.5414,1966.1819,1799.1207,1747.7173,1747.7173,1567.8052,1503.5509,1439.2966,1400.744,1310.788,1195.1302,1182.2793,1105.1742,1002.3673,989.5164,912.4112,809.6043,771.0517,771.0517,706.7974,706.7974,681.0957,681.0957
False,1.0,Архангельская область,1,True,15000.0,15000.0,2176.1921,1729.7937,831.9242,776.1245,710.1792,689.8884,689.8884,618.8705,593.5069,568.1434,552.9253,517.4163,471.7619,466.6892,436.253,395.6713,390.5986,360.1623,319.5807,304.3625,304.3625,278.999,278.999,268.8536,268.8536
False,1.0,Калининградская область,1,False,15000.0,48300.0,7007.3385,5569.9357,2678.7961,2499.1207,2286.7771,2221.4406,2221.4406,1992.7629,1911.0923,1829.4217,1780.4193,1666.0805,1519.0734,1502.7393,1404.7345,1274.0615,1257.7274,1159.7227,1029.0497,980.0473,980.0473,898.3767,898.3767,865.7085,865.7085
False,1.0,Алтайский край,2,False,15000.0,65000.0,9430.1657,7495.7727,3605.0051,3363.206,3077.4434,2989.5164,2989.5164,2681.7721,2571.8634,2461.9547,2396.0095,2242.1373,2044.3017,2022.3199,1890.4295,1714.5756,1692.5938,1560.7034,1384.8495,1318.9043,1318.9043,1208.9956,1208.9956,1165.0321,1165.0321
False,1.0,Ульяновская область,1,False,15000.0,50000.0,7253.9736,5765.979,2773.0808,2587.0815,2367.2641,2299.628,2299.628,2062.9016,1978.3564,1893.8113,1843.0842,1724.721,1572.5397,1555.6307,1454.1765,1318.9043,1301.9953,1200.5411,1065.2689,1014.5418,1014.5418,929.9966,929.9966,896.1786,896.1786
False,1.0,Костромская область,1,False,12600.0,40000.0,5803.1789,4612.7832,2218.4647,2069.6652,1893.8113,1839.7024,1839.7024,1650.3213,1582.6852,1515.049,1474.4674,1379.7768,1258.0318,1244.5046,1163.3412,1055.1234,1041.5962,960.4329,852.2151,811.6334,811.6334,743.9973,743.9973,716.9428,716.9428
False,1.0,Удмуртская Республика,1,False,12600.0,35000.0,5077.7815,4036.1853,1941.1566,1810.9571,1657.0849,1609.7396,1609.7396,1444.0311,1384.8495,1325.6679,1290.1589,1207.3047,1100.7778,1088.9415,1017.9236,923.233,911.3967,840.3788,745.6882,710.1792,710.1792,650.9976,650.9976,627.325,627.325
False,1.0,Удмуртская Республика,1,True,15000.0,25000.0,3626.9868,2882.9895,1386.5404,1293.5408,1183.6321,1149.814,1149.814,1031.4508,989.1782,946.9056,921.5421,862.3605,786.2699,777.8154,727.0883,659.4521,650.9976,600.2705,532.6344,507.2709,507.2709,464.9983,464.9983,448.0893,448.0893
False,1.0,Липецкая область,1,False,12600.0,35000.0,5077.7815,4036.1853,1941.1566,1810.9571,1657.0849,1609.7396,1609.7396,1444.0311,1384.8495,1325.6679,1290.1589,1207.3047,1100.7778,1088.9415,1017.9236,923.233,911.3967,840.3788,745.6882,710.1792,710.1792,650.9976,650.9976,627.325,627.325
False,1.0,Владимирская область,1,False,15000.0,40000.0,5803.1789,4612.7832,2218.4647,2069.6652,1893.8113,1839.7024,1839.7024,1650.3213,1582.6852,1515.049,1474.4674,1379.7768,1258.0318,1244.5046,1163.3412,1055.1234,1041.5962,960.4329,852.2151,811.6334,811.6334,743.9973,743.9973,716.9428,716.9428
False,1.0,Кемеровская область,1,False,15000.0,45000.0,6528.5763,5189.3811,2495.7727,2328.3734,2130.5377,2069.6652,2069.6652,1856.6114,1780.5208,1704.4302,1658.7758,1552.2489,1415.2858,1400.0676,1308.7589,1187.0139,1171.7957,1080.487,958.742,913.0876,913.0876,836.997,836.997,806.5607,806.5607
False,1.0,Ставропольский край,2,False,12600.0,45000.0,6528.5763,5189.3811,2495.7727,2328.3734,2130.5377,2069.6652,2069.6652,1856.6114,1780.5208,1704.4302,1658.7758,1552.2489,1415.2858,1400.0676,1308.7589,1187.0139,1171.7957,1080.487,958.742,913.0876,913.0876,836.997,836.997,806.5607,806.5607
False,1.0,Ставропольский край,2,True,15000.0,15000.0,2176.1921,1729.7937,831.9242,776.1245,710.1792,689.8884,689.8884,618.8705,593.5069,568.1434,552.9253,517.4163,471.7619,466.6892,436.253,395.6713,390.5986,360.1623,319.5807,304.3625,304.3625,278.999,278.999,268.8536,268.8536
False,1.0,Брянская область,1,False,15000.0,40000.0,5803.1789,4612.7832,2218.4647,2069.6652,1893.8113,1839.7024,1839.7024,1650.3213,1582.6852,1515.049,1474.4674,1379.7768,1258.0318,1244.5046,1163.3412,1055.1234,1041.5962,960.4329,852.2151,811.6334,811.6334,743.9973,743.9973,716.9428,716.9428
False,1.0,Тульская область,1,False,12600.0,40000.0,5803.1789,4612.7832,2218.4647,2069.6652,1893.8113,1839.7024,1839.7024,1650.3213,1582.6852,1515.049,1474.4674,1379.7768,1258.0318,1244.5046,1163.3412,1055.1234,1041.5962,960.4329,852.2151,811.6334,811.6334,743.9973,743.9973,716.9428,716.9428
False,1.0,Республика Хакасия,1,False,15000.0,41670.0,6045.4616,4805.3669,2311.0856,2156.0737,1972.8779,1916.51,1916.51,1719.2222,1648.7623,1578.3023,1536.0264,1437.3825,1310.5546,1296.4626,1211.9107,1099.1748,1085.0829,1000.5309,887.7951,845.5191,845.5191,775.0592,775.0592,746.8752,746.8752
False,1.0,Пензенская область,1,False,12600.0,30000.0,4352.3842,3459.5874,1663.8485,1552.2489,1420.3585,1379.7768,1379.7768,1237.741,1187.0139,1136.2868,1105.8505,1034.8326,943.5238,933.3784,872.5059,791.3426,781.1972,720.3247,639.1613,608.7251,608.7251,557.998,557.998,537.7071,537.7071
False,1.0,Новгородская область,1,False,15000.0,32700.0,4744.0987,3770.9503,1813.5949,1691.9513,1548.1907,1503.9567,1503.9567,1349.1376,1293.8451,1238.5526,1205.3771,1127.9675,1028.441,1017.3825,951.0315,862.5634,851.5049,785.1539,696.6858,663.5103,663.5103,608.2178,608.2178,586.1008,586.1008
False,1.0,Орловская область,1,False,15000.0,50000.0,7253.9736,5765.979,2773.0808,2587.0815,2367.2641,2299.628,2299.628,2062.9016,1978.3564,1893.8113,1843.0842,1724.721,1572.5397,1555.6307,1454.1765,1318.9043,1301.9953,1200.5411,1065.2689,1014.5418,1014.5418,929.9966,929.9966,896.1786,896.1786
False,1.0,Курская область,2,False,15000.0,35000.0,5077.7815,4036.1853,1941.1566,1810.9571,1657.0849,1609.7396,1609.7396,1444.0311,1384.8495,1325.6679,1290.1589,1207.3047,1100.7778,1088.9415,1017.9236,923.233,911.3967,840.3788,745.6882,710.1792,710.1792,650.9976,650.9976,627.325,627.325
False,1.0,Омская область,1,False,15000.0,100000.0,14507.9472,11531.9581,5546.1617,5174.163,4734.5282,4599.256,4599.256,4125.8032,3956.7129,3787.6226,3686.1684,3449.442,3145.0795,3111.2614,2908.3531,2637.8086,2603.9905,2401.0822,2130.5377,2029.0835,2029.0835,1859.9932,1859.9932,1792.3571,1792.3571
False,1.0,Омская область,1,True,23000.0,23000.0,3336.8279,2652.3504,1275.6172,1190.0575,1088.9415,1057.8289,1057.8289,948.9347,910.044,871.1532,847.8187,793.3717,723.3683,715.5901,668.9212,606.696,598.9178,552.2489,490.0237,466.6892,466.6892,427.7984,427.7984,412.2421,412.2421
False,1.0,Рязанская область,1,False,15000.0,45000.0,6528.5763,5189.3811,2495.7727,2328.3734,2130.5377,2069.6652,2069.6652,1856.6114,1780.5208,1704.4302,1658.7758,1552.2489,1415.2858,1400.0676,1308.7589,1187.0139,1171.7957,1080.487,958.742,913.0876,913.0876,836.997,836.997,806.5607,806.5607
False,1.0,Томская область,1,False,15000.0,47000.0,6818.7352,5420.0203,2606.696,2431.8566,2225.2283,2161.6503,2161.6503,1939.1275,1859.6551,1780.1826,1732.4992,1621.2377,1478.1874,1462.2929,1366.9259,1239.77,1223.8755,1128.5086,1001.3527,953.6693,953.6693,874.1968,874.1968,842.4078,842.4078
False,1.0,Томская область,1,True,16242.0,16242.0,2356.3808,1873.0206,900.8076,840.3876,768.9821,747.0112,747.0112,670.113,642.6493,615.1857,598.7075,560.2584,510.8238,505.3311,472.3747,428.4329,422.9401,389.9838,346.0419,329.5637,329.5637,302.1001,302.1001,291.1146,291.1146
False,1.0,Город федерального значения Севастополь,1,False,12600.0,40000.0,5803.1789,4612.7832,2218.4647,2069.6652,1893.8113,1839.7024,1839.7024,1650.3213,1582.6852,1515.049,1474.4674,1379.7768,1258.0318,1244.5046,1163.3412,1055.1234,1041.5962,960.4329,852.2151,811.6334,811.6334,743.9973,743.9973,716.9428,716.9428
False,1.0,Город федерального значения Севастополь,1,True,15000.0,15000.0,2176.1921,1729.7937,831.9242,776.1245,710.1792,689.8884,689.8884,618.8705,593.5069,568.1434,552.9253,517.4163,471.7619,466.6892,436.253,395.6713,390.5986,360.1623,319.5807,304.3625,304.3625,278.999,278.999,268.8536,268.8536
False,1.0,Республика Карелия,1,False,15000.0,42000.0,6093.3378,4843.4224,2329.3879,2173.1485,1988.5019,1931.6875,1931.6875,1732.8373,1661.8194,1590.8015,1548.1907,1448.7656,1320.9334,1306.7298,1221.5083,1107.8796,1093.676,1008.4545,894.8258,852.2151,852.2151,781.1972,781.1972,752.79,752.79
False,1.0,Республика Крым,1,False,15000.0,55000.0,7979.371,6342.5769,3050.3889,2845.7897,2603.9905,2529.5908,2529.5908,2269.1917,2176.1921,2083.1924,2027.3926,1897.1931,1729.7937,1711.1938,1599.5942,1450.7947,1432.1948,1320.5952,1171.7957,1115.9959,1115.9959,1022.9963,1022.9963,985.7964,985.7964
False,1.0,Республика Крым,1,True,22000.0,22000.0,3191.7484,2537.0308,1220.1556,1138.3159,1041.5962,1011.8363,1011.8363,907.6767,870.4768,833.277,810.9571,758.8772,691.9175,684.4775,639.8377,580.3179,572.8779,528.2381,468.7183,446.3984,446.3984,409.1985,409.1985,394.3186,394.3186
False,1.0,Республика Бурятия,1,False,15000.0,35000.0,5077.7815,4036.1853,1941.1566,1810.9571,1657.0849,1609.7396,1609.7396,1444.0311,1384.8495,1325.6679,1290.1589,1207.3047,1100.7778,1088.9415,1017.9236,923.233,911.3967,840.3788,745.6882,710.1792,710.1792,650.9976,650.9976,627.325,627.325
False,1.0,Республика Дагестан,1,False,15000.0,40000.0,5803.1789,4612.7832,2218.4647,2069.6652,1893.8113,1839.7024,1839.7024,1650.3213,1582.6852,1515.049,1474.4674,1379.7768,1258.0318,1244.5046,1163.3412,1055.1234,1041.5962,960.4329,852.2151,811.6334,811.6334,743.9973,743.9973,716.9428,716.9428
False,1.0,Чувашская Республика,1,False,12600.0,45000.0,6528.5763,5189.3811,2495.7727,2328.3734,2130.5377,2069.6652,2069.6652,1856.6114,1780.5208,1704.4302,1658.7758,1552.2489,1415.2858,1400.0676,1308.7589,1187.0139,1171.7957,1080.487,958.742,913.0876,913.0876,836.997,836.997,806.5607,806.5607
False,1.0,Тамбовская область,2,False,15000.0,32700.0,4744.0987,3770.9503,1813.5949,1691.9513,1548.1907,1503.9567,1503.9567,1349.1376,1293.8451,1238.5526,1205.3771,1127.9675,1028.441,1017.3825,951.0315,862.5634,851.5049,785.1539,696.6858,663.5103,663.5103,608.2178,608.2178,586.1008,586.1008
False,1.0,Забайкальский край,1,False,15000.0,32700.0,4744.0987,3770.9503,1813.5949,1691.9513,1548.1907,1503.9567,1503.9567,1349.1376,1293.8451,1238.5526,1205.3771,1127.9675,1028.441,1017.3825,951.0315,862.5634,851.5049,785.1539,696.6858,663.5103,663.5103,608.2178,608.2178,586.1008,586.1008
False,1.0,Республика Тыва,1,False,15000.0,18000.0,2611.4305,2075.7525,998.3091,931.3493,852.2151,827.8661,827.8661,742.6446,712.2083,681.7721,663.5103,620.8996,566.1143,560.0271,523.5036,474.8055,468.7183,432.1948,383.4968,365.235,365.235,334.7988,334.7988,322.6243,322.6243
False,1.0,Еврейская автономная область,1,False,20000.0,25000.0,3626.9868,2882.9895,1386.5404,1293.5408,1183.6321,1149.814,1149.814,1031.4508,989.1782,946.9056,921.5421,862.3605,786.2699,777.8154,727.0883,659.4521,650.9976,600.2705,532.6344,507.2709,507.2709,464.9983,464.9983,448.0893,448.0893
False,1.0,Чеченская Республика,1,False,16000.0,25000.0,3626.9868,2882.9895,1386.5404,1293.5408,1183.6321,1149.814,1149.814,1031.4508,989.1782,946.9056,921.5421,862.3605,786.2699,777.8154,727.0883,659.4521,650.9976,600.2705,532.6344,507.2709,507.2709,464.9983,464.9983,448.0893,448.0893
False,1.0,Луганская область,1,False,20000.0,50000.0,7253.9736,5765.979,2773.0808,2587.0815,2367.2641,2299.628,2299.628,2062.9016,1978.3564,1893.8113,1843.0842,1724.721,1572.5397,1555.6307,1454.1765,1318.9043,1301.9953,1200.5411,1065.2689,1014.5418,1014.5418,929.9966,929.9966,896.1786,896.1786
False,1.0,Приморский край,1,False,17000.0,69195.0,10038.7741,7979.5384,3837.6666,3580.2621,3276.0568,3182.4552,3182.4552,2854.8495,2737.8475,2620.8455,2550.6442,2386.8414,2176.2377,2152.8373,2012.4349,1825.2317,1801.8312,1661.4288,1474.2256,1404.0243,1404.0243,1287.0223,1287.0223,1240.2215,1240.2215
False,1.0,Иркутская область,1,False,15000.0,50000.0,7253.9736,5765.979,2773.0808,2587.0815,2367.2641,2299.628,2299.628,2062.9016,1978.3564,1893.8113,1843.0842,1724.721,1572.5397,1555.6307,1454.1765,1318.9043,1301.9953,1200.5411,1065.2689,1014.5418,1014.5418,929.9966,929.9966,896.1786,896.1786
False,1.0,Иркутская область,1,True,17747.0,29719.25,4311.6531,3427.2114,1648.2776,1537.7224,1407.0663,1366.8644,1366.8644,1226.1578,1175.9054,1125.653,1095.5016,1025.1483,934.694,924.6436,864.3407,783.9369,773.8865,713.5836,633.1798,603.0284,603.0284,552.776,552.776,532.6751,532.6751
False,1.0,Хабаровский край,1,False,15000.0,55000.0,7979.371,6342.5769,3050.3889,2845.7897,2603.9905,2529.5908,2529.5908,2269.1917,2176.1921,2083.1924,2027.3926,1897.1931,1729.7937,1711.1938,1599.5942,1450.7947,1432.1948,1320.5952,1171.7957,1115.9959,1115.9959,1022.9963,1022.9963,985.7964,985.7964
False,1.0,Ленинградская область,1,False,18000.0,50000.0,7253.9736,5765.979,2773.0808,2587.0815,2367.2641,2299.628,2299.628,2062.9016,1978.3564,1893.8113,1843.0842,1724.721,1572.5397,1555.6307,1454.1765,1318.9043,1301.9953,1200.5411,1065.2689,1014.5418,1014.5418,929.9966,929.9966,896.1786,896.1786
False,1.0,Ленинградская область,1,True,20000.0,20000.0,2901.5894,2306.3916,1109.2323,1034.8326,946.9056,919.8512,919.8512,825.1606,791.3426,757.5245,737.2337,689.8884,629.0159,622.2523,581.6706,527.5617,520.7981,480.2164,426.1075,405.8167,405.8167,371.9986,371.9986,358.4714,358.4714
False,1.0,Красноярский край,1,False,15000.0,80000.0,11606.3578,9225.5665,4436.9293,4139.3304,3787.6226,3679.4048,3679.4048,3300.6425,3165.3703,3030.0981,2948.9347,2759.5536,2516.0636,2489.0091,2326.6824,2110.2469,2083.1924,1920.8657,1704.4302,1623.2668,1623.2668,1487.9946,1487.9946,1433.8857,1433.8857
False,1.0,Ханты-Мансийский автономный округ — Югра,1,False,15000.0,57569.0,8352.0801,6638.8329,3192.8698,2978.7139,2725.6206,2647.7457,2647.7457,2375.1836,2277.84,2180.4964,2122.0903,1985.8093,1810.5908,1791.1221,1674.3098,1518.56,1499.0913,1382.279,1226.5293,1168.1231,1168.1231,1070.7795,1070.7795,1031.8421,1031.8421
False,1.0,Республика Коми,1,False,18750.0,55000.0,7979.371,6342.5769,3050.3889,2845.7897,2603.9905,2529.5908,2529.5908,2269.1917,2176.1921,2083.1924,2027.3926,1897.1931,1729.7937,1711.1938,1599.5942,1450.7947,1432.1948,1320.5952,1171.7957,1115.9959,1115.9959,1022.9963,1022.9963,985.7964,985.7964
