is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,"Ответственность , добросовестность (СК) (614_4)",Внимательность (СК) (536_4),"Личные установки и ценности, мировоззрение (2043_4)",Дисциплинированность (СК) (593_4),Аккуратность (СК) (575_4),Работа на станках с ЧПУ (3542_35),Чтение схем/чертежей (ОПТ) (3032_36),Составление и корректировка управляющих программ (3667_35),Наладка оборудования (4078_35),"Саморазвитие, обучаемость (СК) (604_4)",Ремонт оборудования (4132_35),Высокая работоспособность (СК) (586_4),Контроль за работой и техническим состоянием оборудования (4119_35),Подготовка станков к работе (3512_35),Выполнение ремонтных работ (ОПТ) (8285_36),Эксплуатация станочного оборудования (3579_35),Нравственность (СК) (622_4),Техническое обслуживание оборудования (4130_35),Командность (СК) (1371_4)
False,2.0,Город федерального значения Москва,0,False,29000.0,80000.0,13435.677,12133.8655,5747.6205,5649.3706,5158.121,4740.5588,4273.8717,3807.1845,3561.5597,3094.8726,3045.7476,2800.1228,2210.6233,2112.3733,2063.2484,1842.1861,1571.9988,1498.3113,1252.6865
False,2.0,Краснодарский край,0,False,27000.0,60000.0,10076.7578,9100.3991,4310.7154,4237.0279,3868.5907,3555.4191,3205.4037,2855.3884,2671.1698,2321.1544,2284.3107,2100.0921,1657.9675,1584.28,1547.4363,1381.6395,1178.9991,1123.7335,939.5149
False,2.0,Свердловская область,0,False,27000.0,80000.0,13435.677,12133.8655,5747.6205,5649.3706,5158.121,4740.5588,4273.8717,3807.1845,3561.5597,3094.8726,3045.7476,2800.1228,2210.6233,2112.3733,2063.2484,1842.1861,1571.9988,1498.3113,1252.6865
False,2.0,Кировская область,1,False,29000.0,50000.0,8397.2981,7583.666,3592.2628,3530.8566,3223.8256,2962.8492,2671.1698,2379.4903,2225.9748,1934.2954,1903.5923,1750.0768,1381.6395,1320.2333,1289.5302,1151.3663,982.4992,936.4446,782.9291
False,2.0,Пермский край,1,False,36500.0,70000.0,11756.2174,10617.1323,5029.1679,4943.1993,4513.3558,4147.9889,3739.6377,3331.2865,3116.3648,2708.0135,2665.0292,2450.1075,1934.2954,1848.3267,1805.3423,1611.9128,1375.4989,1311.0224,1096.1007
False,2.0,Ленинградская область,1,False,35000.0,70000.0,11756.2174,10617.1323,5029.1679,4943.1993,4513.3558,4147.9889,3739.6377,3331.2865,3116.3648,2708.0135,2665.0292,2450.1075,1934.2954,1848.3267,1805.3423,1611.9128,1375.4989,1311.0224,1096.1007
False,2.0,Тверская область,1,False,29000.0,70000.0,11756.2174,10617.1323,5029.1679,4943.1993,4513.3558,4147.9889,3739.6377,3331.2865,3116.3648,2708.0135,2665.0292,2450.1075,1934.2954,1848.3267,1805.3423,1611.9128,1375.4989,1311.0224,1096.1007
False,2.0,Чувашская Республика,1,False,20000.0,80000.0,13435.677,12133.8655,5747.6205,5649.3706,5158.121,4740.5588,4273.8717,3807.1845,3561.5597,3094.8726,3045.7476,2800.1228,2210.6233,2112.3733,2063.2484,1842.1861,1571.9988,1498.3113,1252.6865
False,2.0,Удмуртская Республика,1,False,20000.0,80000.0,13435.677,12133.8655,5747.6205,5649.3706,5158.121,4740.5588,4273.8717,3807.1845,3561.5597,3094.8726,3045.7476,2800.1228,2210.6233,2112.3733,2063.2484,1842.1861,1571.9988,1498.3113,1252.6865
False,2.0,Ростовская область,0,False,29000.0,110000.0,18474.0559,16684.0651,7902.9782,7767.8846,7092.4163,6518.2683,5876.5735,5234.8787,4897.1446,4255.4498,4187.903,3850.1689,3039.607,2904.5134,2836.9665,2533.0058,2161.4983,2060.1781,1722.444
False,2.0,Самарская область,0,False,20000.0,80000.0,13435.677,12133.8655,5747.6205,5649.3706,5158.121,4740.5588,4273.8717,3807.1845,3561.5597,3094.8726,3045.7476,2800.1228,2210.6233,2112.3733,2063.2484,1842.1861,1571.9988,1498.3113,1252.6865
False,2.0,Калужская область,1,False,27000.0,80000.0,13435.677,12133.8655,5747.6205,5649.3706,5158.121,4740.5588,4273.8717,3807.1845,3561.5597,3094.8726,3045.7476,2800.1228,2210.6233,2112.3733,2063.2484,1842.1861,1571.9988,1498.3113,1252.6865
False,2.0,Омская область,1,False,30000.0,60000.0,10076.7578,9100.3991,4310.7154,4237.0279,3868.5907,3555.4191,3205.4037,2855.3884,2671.1698,2321.1544,2284.3107,2100.0921,1657.9675,1584.28,1547.4363,1381.6395,1178.9991,1123.7335,939.5149
False,2.0,Республика Татарстан,0,False,20000.0,150000.0,25191.8944,22750.9979,10776.7885,10592.5698,9671.4768,8888.5477,8013.5094,7138.471,6677.9245,5802.8861,5710.7768,5250.2303,4144.9186,3960.7,3868.5907,3454.0989,2947.4977,2809.3337,2348.7872
False,2.0,Брянская область,1,False,35000.0,35000.0,5878.1087,5308.5662,2514.584,2471.5996,2256.6779,2073.9945,1869.8189,1665.6432,1558.1824,1354.0068,1332.5146,1225.0537,967.1477,924.1633,902.6712,805.9564,687.7495,655.5112,548.0504
False,2.0,Пензенская область,1,False,29000.0,75000.0,12595.9472,11375.4989,5388.3942,5296.2849,4835.7384,4444.2739,4006.7547,3569.2355,3338.9622,2901.443,2855.3884,2625.1151,2072.4593,1980.35,1934.2954,1727.0494,1473.7488,1404.6669,1174.3936
False,2.0,Вологодская область,1,False,29000.0,29000.0,4870.4329,4398.5263,2083.5124,2047.8968,1869.8189,1718.4526,1549.2785,1380.1044,1291.0654,1121.8913,1104.0835,1015.0445,801.3509,765.7353,747.9275,667.7924,569.8496,543.1379,454.0989
False,2.0,Новгородская область,1,False,50000.0,50000.0,8397.2981,7583.666,3592.2628,3530.8566,3223.8256,2962.8492,2671.1698,2379.4903,2225.9748,1934.2954,1903.5923,1750.0768,1381.6395,1320.2333,1289.5302,1151.3663,982.4992,936.4446,782.9291
False,2.0,Ярославская область,1,False,20000.0,75000.0,12595.9472,11375.4989,5388.3942,5296.2849,4835.7384,4444.2739,4006.7547,3569.2355,3338.9622,2901.443,2855.3884,2625.1151,2072.4593,1980.35,1934.2954,1727.0494,1473.7488,1404.6669,1174.3936
False,2.0,Челябинская область,0,False,27000.0,120000.0,20153.5155,18200.7983,8621.4308,8474.0559,7737.1815,7110.8382,6410.8075,5710.7768,5342.3396,4642.3089,4568.6214,4200.1842,3315.9349,3168.56,3094.8726,2763.2791,2357.9982,2247.467,1879.0298
False,2.0,Оренбургская область,2,False,20000.0,30000.0,5038.3789,4550.1996,2155.3577,2118.514,1934.2954,1777.7095,1602.7019,1427.6942,1335.5849,1160.5772,1142.1554,1050.0461,828.9837,792.14,773.7181,690.8198,589.4995,561.8667,469.7574
False,2.0,Псковская область,1,False,50000.0,50000.0,8397.2981,7583.666,3592.2628,3530.8566,3223.8256,2962.8492,2671.1698,2379.4903,2225.9748,1934.2954,1903.5923,1750.0768,1381.6395,1320.2333,1289.5302,1151.3663,982.4992,936.4446,782.9291
False,2.0,Республика Коми,1,False,35000.0,35000.0,5878.1087,5308.5662,2514.584,2471.5996,2256.6779,2073.9945,1869.8189,1665.6432,1558.1824,1354.0068,1332.5146,1225.0537,967.1477,924.1633,902.6712,805.9564,687.7495,655.5112,548.0504
False,2.0,Рязанская область,1,False,35000.0,100000.0,16794.5963,15167.3319,7184.5256,7061.7132,6447.6512,5925.6985,5342.3396,4758.9807,4451.9496,3868.5907,3807.1845,3500.1535,2763.2791,2640.4667,2579.0605,2302.7326,1964.9985,1872.8892,1565.8582
False,2.0,Приморский край,1,False,27000.0,75000.0,12595.9472,11375.4989,5388.3942,5296.2849,4835.7384,4444.2739,4006.7547,3569.2355,3338.9622,2901.443,2855.3884,2625.1151,2072.4593,1980.35,1934.2954,1727.0494,1473.7488,1404.6669,1174.3936
False,2.0,Кемеровская область,1,False,29000.0,45000.0,7557.5683,6825.2994,3233.0365,3177.771,2901.443,2666.5643,2404.0528,2141.5413,2003.3773,1740.8658,1713.233,1575.0691,1243.4756,1188.21,1160.5772,1036.2297,884.2493,842.8001,704.6362
False,2.0,Тамбовская область,2,False,20000.0,80000.0,13435.677,12133.8655,5747.6205,5649.3706,5158.121,4740.5588,4273.8717,3807.1845,3561.5597,3094.8726,3045.7476,2800.1228,2210.6233,2112.3733,2063.2484,1842.1861,1571.9988,1498.3113,1252.6865
False,2.0,Тюменская область,1,False,45000.0,90000.0,15115.1366,13650.5987,6466.0731,6355.5419,5802.8861,5333.1286,4808.1056,4283.0826,4006.7547,3481.7317,3426.4661,3150.1382,2486.9512,2376.42,2321.1544,2072.4593,1768.4986,1685.6002,1409.2723
False,2.0,Курганская область,1,False,20000.0,130000.0,21832.9751,19717.5315,9339.8833,9180.2272,8381.9466,7703.408,6945.0414,6186.6749,5787.5345,5029.1679,4949.3399,4550.1996,3592.2628,3432.6067,3352.7786,2993.5523,2554.498,2434.7559,2035.6156
False,2.0,Архангельская область,1,False,30000.0,30000.0,5038.3789,4550.1996,2155.3577,2118.514,1934.2954,1777.7095,1602.7019,1427.6942,1335.5849,1160.5772,1142.1554,1050.0461,828.9837,792.14,773.7181,690.8198,589.4995,561.8667,469.7574
False,2.0,Сахалинская область,1,False,40000.0,40000.0,6717.8385,6066.9328,2873.8103,2824.6853,2579.0605,2370.2794,2136.9358,1903.5923,1780.7799,1547.4363,1522.8738,1400.0614,1105.3116,1056.1867,1031.6242,921.093,785.9994,749.1557,626.3433
True,0.0,Владимирская область,1,False,25000.0,40000.0,6717.8385,6066.9328,2873.8103,2824.6853,2579.0605,2370.2794,2136.9358,1903.5923,1780.7799,1547.4363,1522.8738,1400.0614,1105.3116,1056.1867,1031.6242,921.093,785.9994,749.1557,626.3433
True,0.0,Нижегородская область,0,False,25000.0,112500.0,18893.9208,17063.2484,8082.5913,7944.4274,7253.6076,6666.4108,6010.132,5353.8532,5008.4434,4352.1646,4283.0826,3937.6727,3108.689,2970.525,2901.443,2590.5741,2210.6233,2107.0003,1761.5904
True,0.0,Республика Башкортостан,0,False,25000.0,40000.0,6717.8385,6066.9328,2873.8103,2824.6853,2579.0605,2370.2794,2136.9358,1903.5923,1780.7799,1547.4363,1522.8738,1400.0614,1105.3116,1056.1867,1031.6242,921.093,785.9994,749.1557,626.3433
True,0.0,Республика Мордовия,1,False,30000.0,40000.0,6717.8385,6066.9328,2873.8103,2824.6853,2579.0605,2370.2794,2136.9358,1903.5923,1780.7799,1547.4363,1522.8738,1400.0614,1105.3116,1056.1867,1031.6242,921.093,785.9994,749.1557,626.3433
True,0.0,Липецкая область,1,False,33000.0,40000.0,6717.8385,6066.9328,2873.8103,2824.6853,2579.0605,2370.2794,2136.9358,1903.5923,1780.7799,1547.4363,1522.8738,1400.0614,1105.3116,1056.1867,1031.6242,921.093,785.9994,749.1557,626.3433
True,0.0,Новосибирская область,0,False,33000.0,40000.0,6717.8385,6066.9328,2873.8103,2824.6853,2579.0605,2370.2794,2136.9358,1903.5923,1780.7799,1547.4363,1522.8738,1400.0614,1105.3116,1056.1867,1031.6242,921.093,785.9994,749.1557,626.3433
True,0.0,Воронежская область,2,False,40000.0,40000.0,6717.8385,6066.9328,2873.8103,2824.6853,2579.0605,2370.2794,2136.9358,1903.5923,1780.7799,1547.4363,1522.8738,1400.0614,1105.3116,1056.1867,1031.6242,921.093,785.9994,749.1557,626.3433
True,0.0,Саратовская область,2,False,33000.0,40000.0,6717.8385,6066.9328,2873.8103,2824.6853,2579.0605,2370.2794,2136.9358,1903.5923,1780.7799,1547.4363,1522.8738,1400.0614,1105.3116,1056.1867,1031.6242,921.093,785.9994,749.1557,626.3433
True,0.0,Ульяновская область,1,False,30000.0,40000.0,6717.8385,6066.9328,2873.8103,2824.6853,2579.0605,2370.2794,2136.9358,1903.5923,1780.7799,1547.4363,1522.8738,1400.0614,1105.3116,1056.1867,1031.6242,921.093,785.9994,749.1557,626.3433
True,0.0,Белгородская область,2,False,30000.0,33000.0,5542.2168,5005.2195,2370.8935,2330.3654,2127.7249,1955.4805,1762.9721,1570.4636,1469.1434,1276.6349,1256.3709,1155.0507,911.8821,871.354,851.09,759.9018,648.4495,618.0534,516.7332
True,0.0,Республика Марий Эл,1,False,30000.0,40000.0,6717.8385,6066.9328,2873.8103,2824.6853,2579.0605,2370.2794,2136.9358,1903.5923,1780.7799,1547.4363,1522.8738,1400.0614,1105.3116,1056.1867,1031.6242,921.093,785.9994,749.1557,626.3433
True,0.0,Орловская область,1,False,33000.0,40000.0,6717.8385,6066.9328,2873.8103,2824.6853,2579.0605,2370.2794,2136.9358,1903.5923,1780.7799,1547.4363,1522.8738,1400.0614,1105.3116,1056.1867,1031.6242,921.093,785.9994,749.1557,626.3433
True,0.0,Алтайский край,2,False,40000.0,40000.0,6717.8385,6066.9328,2873.8103,2824.6853,2579.0605,2370.2794,2136.9358,1903.5923,1780.7799,1547.4363,1522.8738,1400.0614,1105.3116,1056.1867,1031.6242,921.093,785.9994,749.1557,626.3433
True,0.0,Калининградская область,1,False,30000.0,30000.0,5038.3789,4550.1996,2155.3577,2118.514,1934.2954,1777.7095,1602.7019,1427.6942,1335.5849,1160.5772,1142.1554,1050.0461,828.9837,792.14,773.7181,690.8198,589.4995,561.8667,469.7574
True,0.0,Ставропольский край,2,False,30000.0,33000.0,5542.2168,5005.2195,2370.8935,2330.3654,2127.7249,1955.4805,1762.9721,1570.4636,1469.1434,1276.6349,1256.3709,1155.0507,911.8821,871.354,851.09,759.9018,648.4495,618.0534,516.7332
True,0.0,Ивановская область,1,False,25000.0,40000.0,6717.8385,6066.9328,2873.8103,2824.6853,2579.0605,2370.2794,2136.9358,1903.5923,1780.7799,1547.4363,1522.8738,1400.0614,1105.3116,1056.1867,1031.6242,921.093,785.9994,749.1557,626.3433
True,0.0,Томская область,1,False,40000.0,40000.0,6717.8385,6066.9328,2873.8103,2824.6853,2579.0605,2370.2794,2136.9358,1903.5923,1780.7799,1547.4363,1522.8738,1400.0614,1105.3116,1056.1867,1031.6242,921.093,785.9994,749.1557,626.3433
True,0.0,Костромская область,1,False,30000.0,40000.0,6717.8385,6066.9328,2873.8103,2824.6853,2579.0605,2370.2794,2136.9358,1903.5923,1780.7799,1547.4363,1522.8738,1400.0614,1105.3116,1056.1867,1031.6242,921.093,785.9994,749.1557,626.3433
True,0.0,Курская область,2,False,30000.0,40000.0,6717.8385,6066.9328,2873.8103,2824.6853,2579.0605,2370.2794,2136.9358,1903.5923,1780.7799,1547.4363,1522.8738,1400.0614,1105.3116,1056.1867,1031.6242,921.093,785.9994,749.1557,626.3433
True,0.0,Республика Крым,1,False,30000.0,30000.0,5038.3789,4550.1996,2155.3577,2118.514,1934.2954,1777.7095,1602.7019,1427.6942,1335.5849,1160.5772,1142.1554,1050.0461,828.9837,792.14,773.7181,690.8198,589.4995,561.8667,469.7574
True,0.0,Республика Адыгея,1,False,33000.0,33000.0,5542.2168,5005.2195,2370.8935,2330.3654,2127.7249,1955.4805,1762.9721,1570.4636,1469.1434,1276.6349,1256.3709,1155.0507,911.8821,871.354,851.09,759.9018,648.4495,618.0534,516.7332
True,0.0,Город федерального значения Санкт-Петербург,0,False,26000.0,50000.0,8397.2981,7583.666,3592.2628,3530.8566,3223.8256,2962.8492,2671.1698,2379.4903,2225.9748,1934.2954,1903.5923,1750.0768,1381.6395,1320.2333,1289.5302,1151.3663,982.4992,936.4446,782.9291
True,0.0,Волгоградская область,2,False,40000.0,120000.0,20153.5155,18200.7983,8621.4308,8474.0559,7737.1815,7110.8382,6410.8075,5710.7768,5342.3396,4642.3089,4568.6214,4200.1842,3315.9349,3168.56,3094.8726,2763.2791,2357.9982,2247.467,1879.0298
True,0.0,Красноярский край,1,False,45000.0,50000.0,8397.2981,7583.666,3592.2628,3530.8566,3223.8256,2962.8492,2671.1698,2379.4903,2225.9748,1934.2954,1903.5923,1750.0768,1381.6395,1320.2333,1289.5302,1151.3663,982.4992,936.4446,782.9291
True,0.0,Московская область,2,False,30000.0,50000.0,8397.2981,7583.666,3592.2628,3530.8566,3223.8256,2962.8492,2671.1698,2379.4903,2225.9748,1934.2954,1903.5923,1750.0768,1381.6395,1320.2333,1289.5302,1151.3663,982.4992,936.4446,782.9291
True,0.0,Тульская область,1,False,30000.0,50000.0,8397.2981,7583.666,3592.2628,3530.8566,3223.8256,2962.8492,2671.1698,2379.4903,2225.9748,1934.2954,1903.5923,1750.0768,1381.6395,1320.2333,1289.5302,1151.3663,982.4992,936.4446,782.9291
True,0.0,Смоленская область,1,False,40000.0,45000.0,7557.5683,6825.2994,3233.0365,3177.771,2901.443,2666.5643,2404.0528,2141.5413,2003.3773,1740.8658,1713.233,1575.0691,1243.4756,1188.21,1160.5772,1036.2297,884.2493,842.8001,704.6362
True,0.0,Хабаровский край,1,False,40000.0,40000.0,6717.8385,6066.9328,2873.8103,2824.6853,2579.0605,2370.2794,2136.9358,1903.5923,1780.7799,1547.4363,1522.8738,1400.0614,1105.3116,1056.1867,1031.6242,921.093,785.9994,749.1557,626.3433
True,0.0,Город федерального значения Москва,0,False,28000.0,88550.0,14871.615,13430.6724,6361.8975,6253.1471,5709.3951,5247.206,4730.6417,4214.0774,3942.2014,3425.6371,3371.2619,3099.3859,2446.8836,2338.1333,2283.7581,2039.0697,1740.0061,1658.4434,1386.5674
True,0.0,Краснодарский край,0,False,37000.0,45000.0,7557.5683,6825.2994,3233.0365,3177.771,2901.443,2666.5643,2404.0528,2141.5413,2003.3773,1740.8658,1713.233,1575.0691,1243.4756,1188.21,1160.5772,1036.2297,884.2493,842.8001,704.6362
True,0.0,Кировская область,1,False,25000.0,45000.0,7557.5683,6825.2994,3233.0365,3177.771,2901.443,2666.5643,2404.0528,2141.5413,2003.3773,1740.8658,1713.233,1575.0691,1243.4756,1188.21,1160.5772,1036.2297,884.2493,842.8001,704.6362
True,0.0,Пермский край,1,False,35000.0,45000.0,7557.5683,6825.2994,3233.0365,3177.771,2901.443,2666.5643,2404.0528,2141.5413,2003.3773,1740.8658,1713.233,1575.0691,1243.4756,1188.21,1160.5772,1036.2297,884.2493,842.8001,704.6362
True,0.0,Ленинградская область,1,False,28000.0,50000.0,8397.2981,7583.666,3592.2628,3530.8566,3223.8256,2962.8492,2671.1698,2379.4903,2225.9748,1934.2954,1903.5923,1750.0768,1381.6395,1320.2333,1289.5302,1151.3663,982.4992,936.4446,782.9291
True,0.0,Тверская область,1,False,28000.0,50000.0,8397.2981,7583.666,3592.2628,3530.8566,3223.8256,2962.8492,2671.1698,2379.4903,2225.9748,1934.2954,1903.5923,1750.0768,1381.6395,1320.2333,1289.5302,1151.3663,982.4992,936.4446,782.9291
True,0.0,Чувашская Республика,1,False,37000.0,50000.0,8397.2981,7583.666,3592.2628,3530.8566,3223.8256,2962.8492,2671.1698,2379.4903,2225.9748,1934.2954,1903.5923,1750.0768,1381.6395,1320.2333,1289.5302,1151.3663,982.4992,936.4446,782.9291
True,0.0,Удмуртская Республика,1,False,25000.0,53000.0,8901.136,8038.6859,3807.7986,3742.708,3417.2551,3140.6202,2831.44,2522.2597,2359.5333,2050.3531,2017.8078,1855.0814,1464.5379,1399.4473,1366.9021,1220.4483,1041.4492,992.6313,829.9048
True,0.0,Ростовская область,0,False,40000.0,45000.0,7557.5683,6825.2994,3233.0365,3177.771,2901.443,2666.5643,2404.0528,2141.5413,2003.3773,1740.8658,1713.233,1575.0691,1243.4756,1188.21,1160.5772,1036.2297,884.2493,842.8001,704.6362
True,0.0,Самарская область,0,False,30000.0,50000.0,8397.2981,7583.666,3592.2628,3530.8566,3223.8256,2962.8492,2671.1698,2379.4903,2225.9748,1934.2954,1903.5923,1750.0768,1381.6395,1320.2333,1289.5302,1151.3663,982.4992,936.4446,782.9291
True,0.0,Калужская область,1,False,29000.0,50000.0,8397.2981,7583.666,3592.2628,3530.8566,3223.8256,2962.8492,2671.1698,2379.4903,2225.9748,1934.2954,1903.5923,1750.0768,1381.6395,1320.2333,1289.5302,1151.3663,982.4992,936.4446,782.9291
True,0.0,Омская область,1,False,50000.0,71000.0,11924.1633,10768.8056,5101.0132,5013.8164,4577.8324,4207.2459,3793.0611,3378.8763,3160.8842,2746.6994,2703.101,2485.109,1961.9282,1874.7313,1831.1329,1634.9401,1395.1489,1329.7513,1111.7593
True,0.0,Республика Татарстан,0,False,25000.0,50000.0,8397.2981,7583.666,3592.2628,3530.8566,3223.8256,2962.8492,2671.1698,2379.4903,2225.9748,1934.2954,1903.5923,1750.0768,1381.6395,1320.2333,1289.5302,1151.3663,982.4992,936.4446,782.9291
True,0.0,Брянская область,1,False,35000.0,50000.0,8397.2981,7583.666,3592.2628,3530.8566,3223.8256,2962.8492,2671.1698,2379.4903,2225.9748,1934.2954,1903.5923,1750.0768,1381.6395,1320.2333,1289.5302,1151.3663,982.4992,936.4446,782.9291
True,0.0,Пензенская область,1,False,32000.0,120000.0,20153.5155,18200.7983,8621.4308,8474.0559,7737.1815,7110.8382,6410.8075,5710.7768,5342.3396,4642.3089,4568.6214,4200.1842,3315.9349,3168.56,3094.8726,2763.2791,2357.9982,2247.467,1879.0298
True,0.0,Вологодская область,1,False,28000.0,50000.0,8397.2981,7583.666,3592.2628,3530.8566,3223.8256,2962.8492,2671.1698,2379.4903,2225.9748,1934.2954,1903.5923,1750.0768,1381.6395,1320.2333,1289.5302,1151.3663,982.4992,936.4446,782.9291
True,0.0,Новгородская область,1,False,25000.0,45000.0,7557.5683,6825.2994,3233.0365,3177.771,2901.443,2666.5643,2404.0528,2141.5413,2003.3773,1740.8658,1713.233,1575.0691,1243.4756,1188.21,1160.5772,1036.2297,884.2493,842.8001,704.6362
True,0.0,Ярославская область,1,False,32000.0,45000.0,7557.5683,6825.2994,3233.0365,3177.771,2901.443,2666.5643,2404.0528,2141.5413,2003.3773,1740.8658,1713.233,1575.0691,1243.4756,1188.21,1160.5772,1036.2297,884.2493,842.8001,704.6362
True,0.0,Челябинская область,0,False,30000.0,50000.0,8397.2981,7583.666,3592.2628,3530.8566,3223.8256,2962.8492,2671.1698,2379.4903,2225.9748,1934.2954,1903.5923,1750.0768,1381.6395,1320.2333,1289.5302,1151.3663,982.4992,936.4446,782.9291
True,0.0,Ханты-Мансийский автономный округ — Югра,1,False,110000.0,110000.0,18474.0559,16684.0651,7902.9782,7767.8846,7092.4163,6518.2683,5876.5735,5234.8787,4897.1446,4255.4498,4187.903,3850.1689,3039.607,2904.5134,2836.9665,2533.0058,2161.4983,2060.1781,1722.444
True,0.0,Оренбургская область,2,False,30000.0,50000.0,8397.2981,7583.666,3592.2628,3530.8566,3223.8256,2962.8492,2671.1698,2379.4903,2225.9748,1934.2954,1903.5923,1750.0768,1381.6395,1320.2333,1289.5302,1151.3663,982.4992,936.4446,782.9291
True,0.0,Псковская область,1,False,25000.0,50000.0,8397.2981,7583.666,3592.2628,3530.8566,3223.8256,2962.8492,2671.1698,2379.4903,2225.9748,1934.2954,1903.5923,1750.0768,1381.6395,1320.2333,1289.5302,1151.3663,982.4992,936.4446,782.9291
True,0.0,Республика Коми,1,False,28000.0,105000.0,17634.3261,15925.6985,7543.7519,7414.7989,6770.0338,6221.9834,5609.4566,4996.9297,4674.5471,4062.0203,3997.5438,3675.1612,2901.443,2772.49,2708.0135,2417.8692,2063.2484,1966.5336,1644.1511
True,0.0,Республика Калмыкия,1,False,35000.0,35000.0,5878.1087,5308.5662,2514.584,2471.5996,2256.6779,2073.9945,1869.8189,1665.6432,1558.1824,1354.0068,1332.5146,1225.0537,967.1477,924.1633,902.6712,805.9564,687.7495,655.5112,548.0504
True,0.0,Рязанская область,1,False,35000.0,50000.0,8397.2981,7583.666,3592.2628,3530.8566,3223.8256,2962.8492,2671.1698,2379.4903,2225.9748,1934.2954,1903.5923,1750.0768,1381.6395,1320.2333,1289.5302,1151.3663,982.4992,936.4446,782.9291
True,0.0,Иркутская область,1,False,40000.0,40000.0,6717.8385,6066.9328,2873.8103,2824.6853,2579.0605,2370.2794,2136.9358,1903.5923,1780.7799,1547.4363,1522.8738,1400.0614,1105.3116,1056.1867,1031.6242,921.093,785.9994,749.1557,626.3433
True,0.0,Приморский край,1,False,40000.0,40000.0,6717.8385,6066.9328,2873.8103,2824.6853,2579.0605,2370.2794,2136.9358,1903.5923,1780.7799,1547.4363,1522.8738,1400.0614,1105.3116,1056.1867,1031.6242,921.093,785.9994,749.1557,626.3433
True,0.0,Кемеровская область,1,False,37000.0,37000.0,6214.0006,5611.9128,2658.2745,2612.8339,2385.6309,2192.5084,1976.6656,1760.8228,1647.2214,1431.3786,1408.6583,1295.0568,1022.4133,976.9727,954.2524,852.0111,727.0494,692.969,579.3675
True,0.0,Тамбовская область,2,False,40000.0,40000.0,6717.8385,6066.9328,2873.8103,2824.6853,2579.0605,2370.2794,2136.9358,1903.5923,1780.7799,1547.4363,1522.8738,1400.0614,1105.3116,1056.1867,1031.6242,921.093,785.9994,749.1557,626.3433
True,0.0,Тюменская область,1,False,25000.0,50000.0,8397.2981,7583.666,3592.2628,3530.8566,3223.8256,2962.8492,2671.1698,2379.4903,2225.9748,1934.2954,1903.5923,1750.0768,1381.6395,1320.2333,1289.5302,1151.3663,982.4992,936.4446,782.9291
True,0.0,Курганская область,1,False,40000.0,40000.0,6717.8385,6066.9328,2873.8103,2824.6853,2579.0605,2370.2794,2136.9358,1903.5923,1780.7799,1547.4363,1522.8738,1400.0614,1105.3116,1056.1867,1031.6242,921.093,785.9994,749.1557,626.3433
True,0.0,Архангельская область,1,False,40000.0,50000.0,8397.2981,7583.666,3592.2628,3530.8566,3223.8256,2962.8492,2671.1698,2379.4903,2225.9748,1934.2954,1903.5923,1750.0768,1381.6395,1320.2333,1289.5302,1151.3663,982.4992,936.4446,782.9291
True,0.0,Забайкальский край,1,False,40000.0,40000.0,6717.8385,6066.9328,2873.8103,2824.6853,2579.0605,2370.2794,2136.9358,1903.5923,1780.7799,1547.4363,1522.8738,1400.0614,1105.3116,1056.1867,1031.6242,921.093,785.9994,749.1557,626.3433
True,0.0,Республика Карелия,1,False,36000.0,57000.0,9572.9199,8645.3792,4095.1796,4025.1765,3675.1612,3377.6481,3045.1336,2712.619,2537.6113,2205.0967,2170.0952,1995.0875,1575.0691,1505.066,1470.0645,1312.5576,1120.0491,1067.5468,892.5391
True,0.0,Мурманская область,1,False,35000.0,57000.0,9572.9199,8645.3792,4095.1796,4025.1765,3675.1612,3377.6481,3045.1336,2712.619,2537.6113,2205.0967,2170.0952,1995.0875,1575.0691,1505.066,1470.0645,1312.5576,1120.0491,1067.5468,892.5391
True,0.0,Ямало-Ненецкий автономный округ,1,False,57000.0,57000.0,9572.9199,8645.3792,4095.1796,4025.1765,3675.1612,3377.6481,3045.1336,2712.619,2537.6113,2205.0967,2170.0952,1995.0875,1575.0691,1505.066,1470.0645,1312.5576,1120.0491,1067.5468,892.5391
True,1.0,Республика Северная Осетия,1,False,13250.0,13250.0,2225.284,2009.6715,951.9496,935.677,854.3138,785.1551,707.86,630.5649,589.8833,512.5883,504.4519,463.7703,366.1345,349.8618,341.7255,305.1121,260.3623,248.1578,207.4762
True,1.0,Владимирская область,1,False,40000.0,50000.0,8397.2981,7583.666,3592.2628,3530.8566,3223.8256,2962.8492,2671.1698,2379.4903,2225.9748,1934.2954,1903.5923,1750.0768,1381.6395,1320.2333,1289.5302,1151.3663,982.4992,936.4446,782.9291
True,1.0,Нижегородская область,0,False,35000.0,50000.0,8397.2981,7583.666,3592.2628,3530.8566,3223.8256,2962.8492,2671.1698,2379.4903,2225.9748,1934.2954,1903.5923,1750.0768,1381.6395,1320.2333,1289.5302,1151.3663,982.4992,936.4446,782.9291
True,1.0,Республика Башкортостан,0,False,29000.0,105800.0,17768.6828,16047.0372,7601.2281,7471.2926,6821.615,6269.389,5652.1953,5035.0015,4710.1627,4092.969,4028.0012,3703.1624,2923.5493,2793.6138,2728.646,2436.2911,2078.9684,1981.5167,1656.6779
